Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,881395,1528,48626,190,100542,732227,15268,,,,,North America
Europe,1160060,20009,109876,1970,355567,694617,26012,,,,,Europe
Asia,417179,6919,15683,174,196205,205291,6227,,,,,Asia
South America,91789,529,4344,32,39780,47665,9472,,,,,South America
Oceania,8201,11,88,4,6016,2097,51,,,,,Australia/Oceania
Africa,25848,437,1206,9,6905,17737,167,,,,,Africa
,721,,15,,644,62,7,,,,,
World,2585193,29433,179838,2379,705659,1699696,57204,332,23.1,,,All
USA,819321,577,45356,38,83008,690957,14016,2475,137,4189576,12657,North America
Spain,208389,4211,21717,435,85915,100757,7705,4457,464,930230,19896,Europe
Italy,183957,,24648,,51600,107709,2471,3043,408,1450150,23985,Europe
France,158050,,20796,,39181,98073,5433,2421,319,463662,7103,Europe
Germany,148766,313,5102,16,99400,44264,2908,1776,61,1728357,20629,Europe
UK,133495,4451,18100,763,N/A,115051,1559,1966,267,559935,8248,Europe
Turkey,95591,,2259,,14918,78414,1865,1133,27,713409,8459,Asia
Iran,85996,1194,5391,94,63113,17492,3311,1024,64,377396,4493,Asia
Russia,57999,5236,513,57,4420,53066,700,397,4,2250000,15418,Europe
Brazil,43592,513,2769,28,24325,16498,8318,205,13,291922,1373,South America
Belgium,41889,933,6262,264,9433,26194,1020,3614,540,171400,14789,Europe
Canada,38422,,1834,,13188,23400,557,1018,49,569878,15099,North America
Netherlands,34842,708,4054,138,N/A,30538,1087,2033,237,171415,10004,Europe
Switzerland,28268,205,1478,,19400,7390,386,3266,171,227554,26293,Europe
Portugal,21982,603,785,23,1143,20054,207,2156,77,284741,27925,Europe
India,20471,391,652,7,3976,15843,,15,0.5,462621,335,Asia
Peru,17837,,484,,6982,10371,380,541,15,155724,4723,South America
Ireland,16040,,730,,9233,6077,315,3248,148,111584,22598,Europe
Sweden,16004,682,1937,172,550,13517,515,1585,192,94500,9357,Europe
Austria,14925,52,510,19,11328,3087,176,1657,57,201794,22406,Europe
Israel,14326,384,187,3,4961,9178,148,1655,22,240303,27763,Asia
Saudi Arabia,12772,1141,114,5,1812,10846,82,367,3,200000,5745,Asia
Japan,11512,,281,,1356,9875,232,91,2,124550,985,Asia
Chile,10832,,147,,4969,5716,392,567,8,122357,6401,South America
S. Korea,10694,11,238,1,8277,2179,55,209,5,577959,11273,Asia
Ecuador,10398,,520,,1207,8671,137,589,29,33389,1892,South America
Singapore,10141,1016,11,,839,9291,27,1733,2,94796,16203,Asia
