Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,713722,21019,35962,1526,69935,607825,14460,,,,,North America
Europe,993287,22530,91038,2719,272864,629385,28487,,,,,Europe
Asia,344484,11287,12387,319,165235,166862,6445,,,,,Asia
South America,65880,2578,2859,62,25859,37162,7611,,,,,South America
Oceania,7966,42,72,,4518,3376,71,,,,,Australia/Oceania
Africa,18659,832,946,33,4024,13689,179,,,,,Africa
,721,,14,,644,63,7,,,,,
World,2144719,58288,143278,4659,543079,1458362,57260,275,18.4,,,All
USA,666949,18801,33875,1287,57189,575885,13369,2015,102,3342453,10098,North America
Spain,182816,2157,19130,318,74797,88889,7371,3910,409,930230,19896,Europe
Italy,168941,3786,22170,525,40164,106607,2936,2794,367,1178403,19490,Europe
France,147863,,17167,,30955,99741,6457,2265,263,333807,5114,Europe
Germany,135663,910,3867,63,77000,54796,4288,1619,46,1728357,20629,Europe
UK,103093,4617,13729,861,N/A,89020,1559,1519,202,417649,6152,Europe
Iran,77995,1606,4869,92,52229,20897,3594,929,58,310340,3695,Asia
Turkey,74193,4801,1643,125,7089,65461,1854,880,19,518143,6144,Asia
Belgium,34809,1236,4857,417,7562,22390,1182,3003,419,134303,11588,Europe
Canada,29925,1546,1191,181,9671,19063,557,793,32,467736,12393,North America
Netherlands,29214,1061,3315,181,250,25649,1279,1705,193,147948,8634,Europe
Brazil,29214,604,1769,12,14026,13419,6634,137,8,62985,296,South America
Russia,27938,3448,232,34,2304,25402,8,191,2,1613413,11056,Europe
Switzerland,26732,396,1281,42,15400,10051,386,3089,148,206400,23849,Europe
Portugal,18841,750,629,30,493,17719,229,1848,62,208314,20430,Europe
Austria,14474,124,393,,8986,5095,232,1607,44,162816,18078,Europe
India,12759,389,423,1,1514,10822,,9,0.3,274599,199,Asia
Israel,12591,90,140,10,2624,9827,174,1455,16,187250,21634,Asia
Ireland,12547,,444,,77,12026,158,2541,90,90646,18358,Europe
Sweden,12540,613,1333,130,550,10657,996,1242,132,74600,7387,Europe
Peru,12491,1016,274,20,6120,6097,169,379,8,121468,3684,South America
S. Korea,10613,22,229,4,7757,2627,55,207,4,538775,10509,Asia
Chile,8807,534,105,11,3299,5403,384,461,5,98424,5149,South America
Japan,8626,,178,,901,7547,168,68,1,94236,745,Asia
Ecuador,8225,367,403,15,838,6984,168,466,23,27868,1580,South America
Poland,7918,336,314,28,774,6830,160,209,8,169071,4467,Europe
Romania,7707,491,392,20,1357,5958,243,401,20,79629,4139,Europe
Pakistan,6919,536,128,17,1645,5146,46,31,0.6,78979,358,Asia
Denmark,6879,198,321,12,3023,3535,92,1188,55,82380,14223,Europe
Norway,6848,51,152,2,32,6664,64,1263,28,133707,24664,Europe
Australia,6468,21,63,,3747,2658,66,254,2,380003,14902,Australia/Oceania
Saudi Arabia,6380,518,83,4,990,5307,71,183,2,150000,4309,Asia
Czechia,6359,58,169,3,972,5218,75,594,16,146004,13634,Europe
Mexico,5847,448,449,43,2125,3273,207,45,3,40091,311,North America
UAE,5825,460,35,2,1095,4695,1,589,4,767000,77550,Asia
Philippines,5660,207,362,13,435,4863,1,52,3,48171,440,Asia
Indonesia,5516,380,496,27,548,4472,,20,2,36000,132,Asia
Serbia,5318,445,103,4,443,4772,120,609,12,29472,3373,Europe
Malaysia,5182,110,84,1,2766,2332,56,160,3,87183,2694,Asia
Singapore,4427,728,10,,683,3734,29,757,2,72680,12423,Asia
Belarus,4204,476,40,4,203,3961,65,445,4,81246,8598,Europe
Ukraine,4161,397,116,8,186,3859,45,95,3,42823,979,Europe
Qatar,4103,392,7,,415,3681,37,1424,2,56381,19570,Asia
Dominican Republic,3755,141,196,7,215,3344,121,346,18,12229,1127,North America
Panama,3751,,103,,75,3573,106,869,24,16854,3906,North America
Luxembourg,3444,71,69,,552,2823,35,5502,110,31660,50577,Europe
Finland,3369,132,75,3,1700,1594,76,608,14,49700,8970,Europe
Colombia,3105,,131,,452,2522,106,61,3,48628,956,South America
Egypt,2673,168,196,13,596,1881,,26,2,25000,244,Africa
Thailand,2672,29,46,3,1593,1033,61,38,0.7,100498,1440,Asia
Argentina,2571,,115,3,631,1825,121,57,3,26457,585,South America
South Africa,2506,,34,,410,2062,7,42,0.6,90515,1526,Africa
Morocco,2283,259,130,3,249,1904,1,62,4,11433,310,Africa
