Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,656095,13,27687,,49816,578592,14580,,,,,North America
Europe,937288,,83717,,243117,610454,29107,,,,,Europe
Asia,321397,46,11725,1,155801,153871,6489,,,,,Asia
South America,57861,172,2515,4,21616,33730,1163,,,,,South America
Oceania,7877,20,70,,4327,3480,84,,,,,Australia/Oceania
Africa,16872,,876,,3343,12653,178,,,,,Africa
,721,,14,,639,68,7,,,,,
World,1998111,251,126604,5,478659,1392848,51608,256,16.2,,,All
USA,613886,,26047,,38820,549019,13473,1855,79,3065019,9260,North America
Spain,174060,,18255,,67504,88301,7371,3723,390,600000,12833,Europe
Italy,162488,,21067,,37130,104291,3186,2687,348,1073689,17758,Europe
France,143303,,15729,,28805,98769,6730,2195,241,333807,5114,Europe
Germany,132210,,3495,,68200,60515,4288,1578,42,1317887,15730,Europe
UK,93873,,12107,,N/A,81422,1559,1383,178,382650,5637,Europe
Iran,74877,,4683,,48129,22065,3691,891,56,287359,3421,Asia
Turkey,65111,,1403,,4799,58909,1809,772,17,443626,5260,Asia
Belgium,31119,,4157,,6868,20094,1223,2685,359,102151,8814,Europe
Netherlands,27419,,2945,,250,24224,1358,1600,172,134972,7877,Europe
Canada,27063,,903,,8235,17925,557,717,24,450717,11942,North America
Switzerland,25936,,1174,,13700,11062,386,2997,136,199000,22993,Europe
Brazil,25262,,1532,,14026,9704,296,119,7,62985,296,South America
Russia,21102,,170,,1694,19238,8,145,1,1400000,9593,Europe
Portugal,17448,,567,,347,16534,218,1711,56,191680,18798,Europe
Austria,14226,,384,,7633,6209,243,1580,43,151796,16854,Europe
Israel,12046,,123,,2195,9728,175,1392,14,117339,13557,Asia
India,11487,,393,,1359,9735,,8,0.3,244893,177,Asia
Ireland,11479,,406,,25,11048,194,2325,82,90646,18358,Europe
Sweden,11445,,1033,,381,10031,915,1133,102,54700,5416,Europe
S. Korea,10564,,222,,7534,2808,55,206,4,527438,10288,Asia
Peru,10303,,230,,2869,7204,132,312,7,102216,3100,South America
Chile,7917,,92,,2646,5179,387,414,5,87794,4593,South America
Japan,7885,,146,,853,6886,152,62,1,89551,708,Asia
Ecuador,7603,,369,,696,6538,129,431,21,25347,1437,South America
Poland,7202,,263,,618,6321,160,190,7,148321,3919,Europe
Romania,6879,,351,,1051,5477,241,358,18,70097,3644,Europe
Norway,6623,,139,,32,6452,59,1222,26,128569,23716,Europe
Denmark,6511,,299,,2515,3697,100,1124,52,74210,12812,Europe
Australia,6400,,61,,3598,2741,80,251,2,366493,14372,Australia/Oceania
Czechia,6111,,161,,642,5308,92,571,15,131542,12283,Europe
Pakistan,5837,,96,,1378,4363,46,26,0.4,69928,317,Asia
Saudi Arabia,5369,,73,,889,4407,59,154,2,150000,4309,Asia
Philippines,5223,,335,,295,4593,1,48,3,43500,397,Asia
Mexico,5014,,332,,1964,2718,207,39,3,37395,290,North America
Malaysia,4987,,82,,2478,2427,60,154,3,84791,2620,Asia
UAE,4933,,28,,933,3972,1,499,3,648195,65538,Asia
Indonesia,4839,,459,,426,3954,,18,2,31628,116,Asia
Serbia,4465,,94,,400,3971,131,511,11,23398,2678,Europe
Panama,3574,,95,,72,3407,106,828,22,16053,3720,North America
Qatar,3428,,7,,373,3048,37,1190,2,52622,18265,Asia
Ukraine,3372,,98,,119,3155,45,77,2,35153,804,Europe
Luxembourg,3307,,67,,500,2740,30,5283,107,29523,47163,Europe
Dominican Republic,3286,,183,,162,2941,143,303,17,9275,855,North America
Belarus,3281,,33,,203,3045,57,347,3,71875,7606,Europe
Singapore,3252,,10,,611,2631,29,556,2,72680,12423,Asia
Finland,3161,,64,,300,2797,74,571,12,47290,8535,Europe
Colombia,2979,,127,,354,2498,106,59,2,43053,846,South America
Thailand,2613,,41,,1405,1167,61,37,0.6,100498,1440,Asia
Argentina,2443,166,105,3,559,1779,83,54,2,22805,505,South America
South Africa,2415,,27,,410,1978,7,41,0.5,87022,1467,Africa
Egypt,2350,,178,,589,1583,,23,2,25000,244,Africa
Greece,2170,,101,,269,1800,76,208,10,48798,4682,Europe
Algeria,2070,,326,,691,1053,60,47,7,3359,77,Africa
Moldova,1934,,40,,134,1760,80,479,10,6271,1555,Europe
Morocco,1888,,126,,217,1545,1,51,3,9609,260,Africa
Iceland,1720,,8,,989,723,8,5040,23,36339,106490,Europe
Croatia,1704,,31,,415,1258,34,415,8,18359,4472,Europe
Bahrain,1528,,7,,645,876,3,898,4,69359,40762,Asia
Hungary,1512,,122,,122,1268,58,157,13,35825,3708,Europe
Iraq,1400,,78,,766,556,,35,2,45437,1130,Asia
New Zealand,1386,20,9,,728,649,3,287,2,66499,13790,Australia/Oceania
Estonia,1373,,31,,115,1227,11,1035,23,32263,24321,Europe
Kuwait,1355,,3,,176,1176,26,317,0.7,,,Asia
Kazakhstan,1232,,14,,203,1015,21,66,0.7,76904,4096,Asia
Slovenia,1220,,56,,152,1012,35,587,27,35946,17291,Europe
Azerbaijan,1197,,13,,351,833,25,118,1,71736,7075,Asia
Uzbekistan,1165,,4,,99,1062,8,35,0.1,70000,2091,Asia
Bosnia and Herzegovina,1083,,40,,236,807,4,330,12,12407,3782,Europe
Lithuania,1070,,29,,101,940,14,393,11,42690,15682,Europe
Armenia,1067,,16,,265,786,30,360,5,8316,2806,Asia
Hong Kong,1013,,4,,434,575,13,135,0.5,96709,12900,Asia
Bangladesh,1012,,46,,42,924,1,6,0.3,13128,80,Asia
North Macedonia,908,,44,,86,778,15,436,21,9262,4446,Europe
Cameroon,848,,14,,130,704,,32,0.5,,,Africa
Slovakia,835,,2,,113,720,5,153,0.4,30052,5504,Europe
Oman,813,,4,,130,679,3,159,0.8,,,Asia
Cuba,766,,21,,132,613,9,68,2,18634,1645,North America
Tunisia,747,,34,,43,670,89,63,3,12415,1050,Africa
Afghanistan,714,,23,,40,651,,18,0.6,,,Asia
Bulgaria,713,,35,,81,597,29,103,5,18502,2663,Europe
Diamond Princess,712,,12,,639,61,7,,,,,
Cyprus,695,,12,,65,618,8,576,10,17923,14845,Asia
Andorra,659,,31,,128,500,17,8529,401,1673,21653,Europe
Latvia,657,,5,,16,636,3,348,3,29018,15384,Europe
Lebanon,641,,21,,80,540,33,94,3,16319,2391,Asia
Ivory Coast,638,,6,,114,518,,24,0.2,,,Africa
Ghana,636,,8,,17,611,2,20,0.3,44421,1430,Africa
Costa Rica,618,,3,,66,549,14,121,0.6,8703,1708,North America
Niger,570,,14,,90,466,,24,0.6,4427,183,Africa
Burkina Faso,528,,30,,177,321,,25,1,,,Africa
Uruguay,492,,8,,260,224,14,142,2,9929,2858,South America
Albania,475,,24,,248,203,5,165,8,4306,1496,Europe
Channel Islands,440,,13,,48,379,,2531,75,3320,19095,Europe
Kyrgyzstan,430,,5,,71,354,5,66,0.8,26147,4008,Asia
Honduras,407,,26,,7,374,10,41,3,1600,162,North America
Jordan,397,,7,,235,155,5,39,0.7,20500,2009,Asia
Taiwan,393,,6,,124,263,,17,0.3,48549,2038,Asia
Malta,393,,3,,44,346,4,890,7,19121,43305,Europe
Runion,391,,,,40,351,3,437,,,,Africa
Nigeria,373,,11,,99,263,2,2,0.05,5000,24,Africa
San Marino,372,,36,,53,283,15,10963,1061,846,24933,Europe
Djibouti,363,,2,,53,308,,367,2,5356,5421,Africa
Guinea,363,,,,31,332,,28,,,,Africa
Bolivia,354,,28,,6,320,3,30,2,2185,187,South America
Mauritius,324,,9,,51,264,3,255,7,8279,6510,Africa
Palestine,308,,2,,62,244,,60,0.4,17329,3397,Asia
Georgia,300,,3,,69,228,6,75,0.8,5027,1260,Asia
Senegal,299,,2,,183,114,1,18,0.1,,,Africa
Montenegro,283,,4,,46,233,7,451,6,2869,4568,Europe
Vietnam,266,,,,169,97,8,3,,121821,1252,Asia
Isle of Man,254,,2,,141,111,13,2987,24,2122,24955,Europe
DRC,241,,20,,20,201,,3,0.2,,,Africa
Sri Lanka,233,,7,,61,165,1,11,0.3,4768,223,Asia
Mayotte,217,,3,,69,145,3,795,11,1500,5498,Africa
Kenya,216,,9,,41,166,2,4,0.2,8123,151,Africa
Venezuela,193,4,9,,111,73,6,7,0.3,203108,7143,South America
Faeroe Islands,184,,,,163,21,,3766,,5602,114647,Europe
Guatemala,180,13,5,,19,156,3,10,0.3,1134,63,North America
Paraguay,161,2,8,1,23,130,1,23,1,3640,510,South America
Martinique,157,,6,,50,101,19,418,16,,,North America
El Salvador,149,,6,,25,118,2,23,0.9,7230,1115,North America
Guadeloupe,145,,8,,67,70,13,362,20,,,North America
Mali,144,,13,,34,97,,7,0.6,,,Africa
Brunei,136,,1,,107,28,2,311,2,10350,23658,Asia
Rwanda,134,,,,49,85,,10,,6237,482,Africa
Gibraltar,129,,,,93,36,1,3829,,1649,48945,Europe
Cambodia,122,,,,91,31,1,7,,5768,345,Asia
Trinidad and Tobago,113,,8,,17,88,,81,6,1152,823,North America
Madagascar,108,,,,23,85,1,4,,,,Africa
Jamaica,105,,4,,19,82,,35,1,1290,436,North America
Monaco,93,,1,,6,86,5,2370,25,,,Europe
Aruba,92,,,,32,60,1,862,,1154,10809,North America
French Guiana,86,,,,51,35,1,288,,,,South America
Ethiopia,82,,3,,14,65,,0.7,0.03,4557,40,Africa
Liechtenstein,79,,1,,55,23,,2072,26,900,23605,Europe
Togo,77,,3,,32,42,,9,0.4,2806,339,Africa
Congo,74,,5,,10,59,,13,0.9,,,Africa
Barbados,73,,5,,15,53,4,254,17,864,3007,North America
Myanmar,63,,4,,2,57,,1,0.07,2443,45,Asia
Somalia,60,,2,,2,56,2,4,0.1,,,Africa
Liberia,59,,6,,4,49,,12,1,,,Africa
Bermuda,57,,5,,30,22,3,915,80,416,6680,North America
Gabon,57,,1,,1,55,,26,0.4,,,Africa
French Polynesia,55,,,,,55,1,196,,920,3275,Australia/Oceania
Uganda,55,,,,8,47,,1,,6661,146,Africa
Cayman Islands,54,,1,,6,47,3,822,15,580,8825,North America
Tanzania,53,,3,,7,43,,0.9,0.05,,,Africa
Sint Maarten,52,,9,,5,38,2,1213,210,134,3125,North America
Bahamas,49,,8,,6,35,1,125,20,,,North America
Guyana,47,,6,,8,33,5,60,8,213,271,South America
Zambia,45,,2,,30,13,1,2,0.1,1696,92,Africa
Macao,45,,,,10,35,1,69,,,,Asia
Guinea-Bissau,43,,,,,43,,22,,1500,762,Africa
Equatorial Guinea,41,,,,4,37,,29,,854,609,Africa
Haiti,40,,3,,,37,,4,0.3,365,32,North America
Benin,35,,1,,18,16,,3,0.08,,,Africa
Libya,35,,1,,9,25,,5,0.1,570,83,Africa
Eritrea,35,,,,,35,,10,,,,Africa
Sudan,32,,5,,4,23,,0.7,0.1,,,Africa
Saint Martin,32,,2,,11,19,5,828,52,,,North America
Mongolia,30,,,,5,25,,9,,1000,305,Asia
Syria,29,,2,,5,22,,2,0.1,,,Asia
Mozambique,28,,,,2,26,,0.9,,762,24,Africa
Antigua and Barbuda,23,,2,,3,18,1,235,20,73,745,North America
Chad,23,,,,2,21,,1,,,,Africa
Maldives,20,,,,16,4,,37,,2899,5363,Asia
Angola,19,,2,,5,12,,0.6,0.06,,,Africa
Laos,19,,,,1,18,,3,,1235,170,Asia
Belize,18,,2,,,16,1,45,5,567,1426,North America
New Caledonia,18,,,,1,17,,63,,2608,9135,Australia/Oceania
Zimbabwe,17,,3,,,14,,1,0.2,604,41,Africa
Malawi,16,,2,,,14,1,0.8,0.1,314,16,Africa
Nepal,16,,,,1,15,,0.5,,6299,216,Asia
Dominica,16,,,,8,8,,222,,345,4793,North America
Fiji,16,,,,,16,,18,,,,Australia/Oceania
Namibia,16,,,,3,13,,6,,362,142,Africa
Saint Lucia,15,,,,11,4,,82,,319,1737,North America
Eswatini,15,,,,8,7,,13,,714,615,Africa
Curaao,14,,1,,10,3,,85,6,230,1402,North America
Grenada,14,,,,,14,2,124,,92,818,North America
Saint Kitts and Nevis,14,,,,,14,,263,,234,4399,North America
Botswana,13,,1,,,12,,6,0.4,3115,1325,Africa
St. Vincent Grenadines,12,,,,1,11,,108,,87,784,North America
Cabo Verde,11,,1,,1,9,,20,2,,,Africa
CAR,11,,,,4,7,,2,,,,Africa
Falkland Islands,11,,,,1,10,,3161,,137,39368,South America
Greenland,11,,,,11,0,,194,,912,16065,North America
Montserrat,11,,,,1,10,1,2204,,36,7212,North America
Seychelles,11,,,,,11,,112,,,,Africa
Sierra Leone,11,,,,,11,,1,,,,Africa
Suriname,10,,1,,6,3,,17,2,,,South America
Turks and Caicos,10,,1,,,9,,258,26,71,1834,North America
MS Zaandam,9,,2,,,7,,,,,,
Gambia,9,,1,,2,6,,4,0.4,281,116,Africa
Nicaragua,9,,1,,4,4,,1,0.2,,,North America
Vatican City,8,,,,2,6,,9988,,,,Europe
Mauritania,7,,1,,2,4,,2,0.2,593,128,Africa
St. Barth,6,,,,4,2,,607,,,,North America
Timor-Leste,6,,,,1,5,,5,,,,Asia
Western Sahara,6,,,,,6,,10,,,,Africa
Burundi,5,,1,,,4,,0.4,0.08,,,Africa
Bhutan,5,,,,2,3,,6,,1166,1511,Asia
Sao Tome and Principe,4,,,,,4,,18,,19,87,Africa
South Sudan,4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,1,2,,200,,,,North America
British Virgin Islands,3,,,,2,1,,99,,,,North America
Caribbean Netherlands,3,,,,,3,,114,,10,381,North America
Papua New Guinea,2,,,,,2,,0.2,,72,8,Australia/Oceania
Saint Pierre Miquelon,1,,,,,1,,173,,,,North America
Yemen,1,,,,,1,,0.03,,,,Asia
China,82295,46,3342,1,77816,1137,113,57,2,,,Asia
