Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,537258,417,19861,39,34460,482937,11906,,,,,North America
Europe,820122,13,70064,1,196790,553268,30231,,,,,Europe
Asia,275421,380,10234,10,134221,130966,6577,,,,,Asia
South America,45158,182,1815,6,4627,38716,877,,,,,South America
Oceania,7637,29,58,2,3564,4015,79,,,,,Australia/Oceania
Africa,13539,,697,,2237,10605,153,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1699856,1021,102742,58,376518,1220596,49833,218,13.2,,,All
USA,502876,,18747,,27314,456815,10917,1519,57,2538888,7670,North America
Spain,158273,,16081,,55668,86524,7371,3385,344,355000,7593,Europe
Italy,147577,,18849,,30455,98273,3497,2441,312,906864,14999,Europe
France,124869,,13197,,24932,86740,7004,1913,202,333807,5114,Europe
Germany,122171,,2736,,53913,65522,4895,1458,33,1317887,15730,Europe
UK,73758,,8958,,344,64456,1559,1086,132,316836,4667,Europe
Iran,68192,,4232,,35465,28495,3969,812,50,242568,2888,Asia
Turkey,47029,,1006,,2423,43600,1667,558,12,307210,3643,Asia
Belgium,26667,,3019,,5568,18080,1278,2301,260,84248,7269,Europe
Switzerland,24551,,1002,,11100,12449,386,2837,116,178500,20625,Europe
Netherlands,23097,,2511,,250,20336,1424,1348,147,101534,5926,Europe
Canada,22148,,569,,6013,15566,557,587,15,383322,10156,North America
Brazil,19943,154,1074,6,173,18696,296,94,5,62985,296,South America
Portugal,15472,,435,,233,14804,226,1517,43,140863,13815,Europe
Austria,13560,,319,,6064,7177,261,1506,35,134743,14961,Europe
Russia,11917,,94,,795,11028,8,82,0.6,1090000,7469,Europe
S. Korea,10450,,208,,7117,3125,55,204,4,503051,9812,Asia
Israel,10408,,95,,1183,9130,124,1202,11,117339,13557,Asia
Sweden,9685,,870,,381,8434,749,959,86,54700,5416,Europe
Ireland,8089,,287,,25,7777,194,1638,58,53000,10734,Europe
India,7600,,249,,774,6577,,6,0.2,189111,137,Asia
Ecuador,7161,,297,,368,6496,171,406,17,21568,1222,South America
Chile,6501,,65,,1571,4865,70,340,3,72797,3808,South America
Norway,6314,,113,,32,6169,70,1165,21,123170,22720,Europe
Australia,6238,,54,,3141,3043,74,245,2,338346,13269,Australia/Oceania
Japan,6005,,99,,685,5221,109,47,0.8,64387,509,Asia
Poland,5955,,181,,318,5456,160,157,5,118295,3126,Europe
Peru,5897,,169,,1569,4159,130,179,5,56681,1719,South America
Denmark,5819,,247,,1773,3799,113,1005,43,64731,11176,Europe
Czechia,5732,,119,,346,5267,98,535,11,114854,10725,Europe
Romania,5467,,270,,729,4468,183,284,14,55430,2881,Europe
Pakistan,4788,93,71,5,762,3955,50,22,0.3,57836,262,Asia
