Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,864453,13057,46774,1341,92167,725512,15215,,,,,North America
Europe,1136825,23729,107237,2746,333057,696531,26607,,,,,Europe
Asia,408682,12213,15446,314,191057,202179,6227,,,,,Asia
South America,87187,701,4108,29,38393,44686,9480,,,,,South America
Oceania,8189,25,84,1,5730,2375,54,,,,,Australia/Oceania
Africa,24862,691,1175,11,6613,17074,174,,,,,Africa
,721,,15,,644,62,7,,,,,
World,2530919,50416,174839,4442,667661,1688419,57764,325,22.4,,,All
USA,803575,10816,43663,1149,75317,684595,13951,2428,132,4096881,12377,North America
Spain,204178,3968,21282,430,82514,100382,7705,4367,455,930230,19896,Europe
Italy,183957,2729,24648,534,51600,107709,2471,3043,408,1450150,23985,Europe
France,155383,,20265,,37409,97709,5683,2380,310,463662,7103,Europe
Germany,148024,959,4948,86,95200,47876,2889,1767,59,1728357,20629,Europe
UK,129044,4301,17337,828,N/A,111363,1559,1901,255,535342,7886,Europe
Turkey,95591,4611,2259,119,14918,78414,1865,1133,27,713409,8459,Asia
Iran,84802,1297,5297,88,60965,18540,3357,1010,63,365723,4354,Asia
Russia,52763,5642,456,51,3873,48434,700,362,3,2142604,14682,Europe
Belgium,40956,973,5998,170,9002,25956,1079,3534,518,167110,14419,Europe
Brazil,40814,71,2588,1,22991,15235,8318,192,12,291922,1373,South America
Canada,38205,1376,1831,141,12586,23788,557,1012,49,565931,14995,North America
Netherlands,34134,729,3916,165,N/A,29968,1087,1992,229,171415,10004,Europe
Switzerland,28063,119,1478,49,18600,7985,386,3243,171,227554,26293,Europe
Portugal,21379,516,762,27,917,19700,213,2097,75,271962,26672,Europe
India,18985,446,603,11,3273,15109,,14,0.4,401586,291,Asia
Peru,16325,,445,,6968,8912,385,495,13,148011,4489,South America
Ireland,16040,388,730,43,77,15233,315,3248,148,90646,18358,Europe
Sweden,15322,545,1765,185,550,13007,515,1517,175,94500,9357,Europe
