Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1092150,1354,61643,94,169611,860896,15453,,,,,North America
Europe,1310102,8831,124276,279,448573,737253,24879,,,,,Europe
Asia,485630,2404,17637,49,237520,230473,5972,,,,,Asia
South America,145212,1038,6793,63,51646,86773,9773,,,,,South America
Oceania,8305,14,103,1,6918,1284,45,,,,,Australia/Oceania
Africa,34065,29,1474,6,10590,22001,138,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3076185,13670,211941,492,925503,1938741,56264,395,27.2,,,All
USA,1010507,151,56803,6,139162,814542,14186,3053,172,5696928,17211,North America
Spain,229422,,23521,,120832,85069,7764,4907,503,1345560,28779,Europe
Italy,199414,,26977,,66624,105813,1956,3298,446,1789662,29600,Europe
France,165842,,23293,,45513,97036,4608,2541,357,463662,7103,Europe
Germany,158758,,6126,,114500,38132,2409,1895,73,2072669,24738,Europe
UK,157149,,21092,,N/A,135713,1559,2315,311,719910,10605,Europe
Turkey,112261,,2900,,33791,75570,1736,1331,34,918885,10895,Asia
Russia,93558,6411,867,73,8456,84235,2300,641,6,3139258,21511,Europe
Iran,91472,,5806,,70933,14733,3011,1089,69,432329,5147,Asia
Brazil,67446,945,4603,60,31142,31701,8318,317,22,339552,1597,South America
Canada,48500,,2707,,18268,27525,557,1285,72,733705,19440,North America
Belgium,47334,647,7331,124,10943,29060,876,4084,633,214042,18468,Europe
Netherlands,38245,,4518,,N/A,33477,905,2232,264,193950,11319,Europe
India,29451,,939,,7137,21375,,21,0.7,716733,519,Asia
Switzerland,29164,,1665,,22200,5299,185,3370,192,245300,28343,Europe
Peru,28699,,782,,8425,19492,598,870,24,239563,7266,South America
Portugal,24027,,928,,1357,21742,176,2356,91,360155,35321,Europe
Ecuador,23240,,663,,1557,21020,146,1317,38,61529,3487,South America
Ireland,19648,,1102,,9233,9313,146,3979,223,127319,25785,Europe
Sweden,18926,,2274,,1005,15647,399,1874,225,94500,9357,Europe
Saudi Arabia,18811,,144,,2531,16136,117,540,4,200000,5745,Asia
Israel,15589,34,208,4,7375,8006,117,1801,24,302691,34971,Asia
Mexico,15529,852,1434,83,9086,5009,378,120,11,71103,551,North America
Austria,15357,83,569,20,12580,2208,140,1705,63,232537,25819,Europe
Singapore,14951,528,14,,1095,13842,20,2556,2,121774,20815,Asia
Pakistan,14079,164,301,9,3233,10545,111,64,1,157223,712,Asia
Chile,13813,,198,,7327,6288,426,723,10,161235,8434,South America
Japan,13614,,385,,1899,11330,300,108,3,150692,1191,Asia
