Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,657263,1181,27834,147,50011,579418,14578,,,,,North America
Europe,956340,19052,85664,1946,253696,616980,29106,,,,,Europe
Asia,325854,4503,11881,157,158536,155437,6438,,,,,Asia
South America,58405,716,2544,33,21654,34207,1197,,,,,South America
Oceania,7924,67,72,2,4415,3437,80,,,,,Australia/Oceania
Africa,17143,271,883,7,3417,12843,178,,,,,Africa
,721,,14,,639,68,7,,,,,
World,2023650,25790,128892,2292,492368,1402390,51584,260,16.5,,,All
USA,614643,757,26112,65,38820,549711,13473,1857,79,3103252,9375,North America
Spain,177633,3573,18579,324,70853,88201,7371,3799,397,600000,12833,Europe
Italy,162488,,21067,,37130,104291,3186,2687,348,1073689,17758,Europe
France,143303,,15729,,28805,98769,6730,2195,241,333807,5114,Europe
Germany,132321,111,3502,7,72600,56219,4288,1579,42,1317887,15730,Europe
UK,98476,4603,12868,761,N/A,85264,1559,1451,190,398916,5876,Europe
Iran,76389,1512,4777,94,49933,21679,3643,909,57,299204,3562,Asia
Turkey,65111,,1403,,4799,58909,1809,772,17,443626,5260,Asia
Belgium,33573,2454,4440,283,7107,22026,1204,2897,383,128132,11056,Europe
Netherlands,28153,734,3134,189,250,24769,1358,1643,183,134972,7877,Europe
Canada,27063,,903,,8235,17925,557,717,24,450717,11942,North America
Switzerland,26336,400,1221,47,14700,10415,386,3043,141,199000,22993,Europe
Brazil,25758,496,1557,25,14026,10175,296,121,7,62985,296,South America
Russia,24490,3388,198,28,1986,22306,8,168,1,1517992,10402,Europe
Portugal,18091,643,599,32,383,17109,208,1774,59,191680,18798,Europe
Austria,14321,95,393,9,8098,5830,232,1590,44,156801,17410,Europe
Israel,12200,154,126,3,2309,9765,176,1410,15,117339,13557,Asia
Sweden,11927,482,1203,170,381,10343,954,1181,119,74600,7387,Europe
India,11555,68,396,3,1362,9797,,8,0.3,244893,177,Asia
Ireland,11479,,406,,77,10996,194,2325,82,90646,18358,Europe
S. Korea,10591,27,225,3,7616,2750,55,207,4,534552,10426,Asia
Peru,10303,,230,,2869,7204,132,312,7,102216,3100,South America
Japan,8100,215,146,,853,7101,152,64,1,89551,708,Asia
Chile,7917,,92,,2646,5179,387,414,5,87794,4593,South America
Ecuador,7603,,369,,696,6538,129,431,21,25347,1437,South America
Poland,7408,206,268,5,668,6472,160,196,7,156493,4135,Europe
Romania,7216,337,362,11,1217,5637,245,375,19,74827,3890,Europe
Norway,6740,117,145,6,32,6563,59,1243,27,130216,24020,Europe
Denmark,6681,170,309,10,2515,3857,100,1153,53,77712,13417,Europe
Australia,6447,47,63,2,3686,2698,76,253,2,371377,14564,Australia/Oceania
Czechia,6151,40,163,2,676,5312,84,574,15,137409,12831,Europe
Pakistan,5988,151,107,11,1446,4435,46,27,0.5,73439,332,Asia
Saudi Arabia,5862,493,79,6,931,4852,59,168,2,150000,4309,Asia
Philippines,5453,230,349,14,353,4751,1,50,3,45486,415,Asia
Mexico,5399,385,406,74,2125,2868,207,42,3,40091,311,North America
Indonesia,5136,297,469,10,446,4221,,19,2,36000,132,Asia
Malaysia,5072,85,83,1,2647,2342,56,157,3,87183,2694,Asia
UAE,4933,,28,,933,3972,1,499,3,648195,65538,Asia
Serbia,4873,408,99,5,400,4374,128,558,11,26278,3008,Europe
Ukraine,3764,392,108,10,143,3513,45,86,2,39084,894,Europe
Belarus,3728,447,36,3,203,3489,68,395,4,76198,8064,Europe
Qatar,3711,283,7,,406,3298,37,1288,2,54484,18911,Asia
Panama,3574,,95,,72,3407,106,828,22,16053,3720,North America
Luxembourg,3307,,67,,500,2740,30,5283,107,29523,47163,Europe
Dominican Republic,3286,,183,,162,2941,143,303,17,9275,855,North America
Singapore,3252,,10,,611,2631,29,556,2,72680,12423,Asia
Finland,3237,76,72,8,300,2865,75,584,13,48828,8813,Europe
Colombia,2979,,127,,354,2498,106,59,2,45423,893,South America
Thailand,2643,30,43,2,1497,1103,61,38,0.6,100498,1440,Asia
Argentina,2443,166,109,7,596,1738,117,54,2,24374,539,South America
South Africa,2415,,27,,410,1978,7,41,0.5,87022,1467,Africa
Egypt,2350,,178,,589,1583,,23,2,25000,244,Africa
Greece,2170,,101,,269,1800,76,208,10,48798,4682,Europe
Algeria,2070,,326,,691,1053,60,47,7,3359,77,Africa
Morocco,1988,100,127,1,218,1643,1,54,3,10392,282,Africa
Moldova,1934,,43,2,171,1720,80,479,11,6271,1555,Europe
Croatia,1741,37,34,3,473,1234,31,424,8,19256,4691,Europe
Iceland,1727,7,8,,1077,642,8,5061,23,37386,109558,Europe
Bahrain,1671,143,7,,663,1001,3,982,4,72647,42694,Asia
Hungary,1579,67,134,12,192,1253,58,163,14,37326,3864,Europe
Kuwait,1405,50,3,,206,1196,31,329,0.7,,,Asia
Iraq,1400,,78,,766,556,,35,2,45437,1130,Asia
Estonia,1400,27,35,4,117,1248,10,1055,26,33967,25606,Europe
New Zealand,1386,20,9,,728,649,3,287,2,66499,13790,Australia/Oceania
Kazakhstan,1290,58,16,2,240,1034,20,69,0.9,81359,4333,Asia
Uzbekistan,1275,110,4,,107,1164,8,38,0.1,70000,2091,Asia
Azerbaijan,1253,56,13,,404,836,24,124,1,75397,7436,Asia
Slovenia,1248,28,61,5,165,1022,34,600,29,37114,17852,Europe
Bangladesh,1231,219,50,4,49,1132,1,7,0.3,14868,90,Asia
Armenia,1111,44,17,1,297,797,30,375,6,9095,3069,Asia
Bosnia and Herzegovina,1110,27,41,1,253,816,4,338,12,13339,4066,Europe
Lithuania,1091,21,29,,138,924,14,401,11,44677,16412,Europe
Hong Kong,1017,4,4,,459,554,10,136,0.5,116273,15509,Asia
North Macedonia,974,66,45,1,98,831,15,468,22,9262,4446,Europe
Oman,910,97,4,,131,775,3,178,0.8,,,Asia
Slovakia,863,28,6,4,151,706,5,158,1,31491,5768,Europe
Cameroon,848,,17,3,165,666,,32,0.6,,,Africa
Afghanistan,784,70,25,2,43,716,,20,0.6,,,Asia
Cuba,766,,21,,132,613,9,68,2,18634,1645,North America
Tunisia,747,,34,,43,670,89,63,3,12415,1050,Africa
Bulgaria,735,22,36,1,105,594,29,106,5,18502,2663,Europe
Diamond Princess,712,,12,,639,61,7,,,,,
Cyprus,695,,12,,65,618,8,576,10,17923,14845,Asia
Latvia,666,9,5,,44,617,3,353,3,29896,15850,Europe
Andorra,659,,31,,128,500,17,8529,401,1673,21653,Europe
