Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,598888,593,23509,33,42296,533083,12857,,,,,North America
Europe,881168,58,76781,13,221557,582830,29929,,,,,Europe
Asia,299161,425,11013,11,146841,141307,6598,,,,,Asia
South America,50784,203,2097,16,5681,43006,1205,,,,,South America
Oceania,7789,57,66,3,3885,3838,86,,,,,Australia/Oceania
Africa,15082,,791,,2922,11369,174,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1853593,1336,114270,76,423801,1315522,50859,238,14.7,,,All
USA,560433,133,22115,10,32634,505684,11766,1693,67,2833112,8559,North America
Spain,166831,,17209,,62391,87231,7371,3568,368,600000,12833,Europe
Italy,156363,,19899,,34211,102253,3343,2586,329,1010193,16708,Europe
France,132591,,14393,,27186,91012,6845,2031,221,333807,5114,Europe
Germany,127854,,3022,,60300,64532,4895,1526,36,1317887,15730,Europe
UK,84279,,10612,,N/A,73323,1559,1241,156,352974,5200,Europe
Iran,71686,,4474,,43894,23318,3930,853,53,263388,3136,Asia
Turkey,56956,,1198,,3446,52312,1665,675,14,376100,4459,Asia
Belgium,29647,,3600,,6463,19584,1223,2558,311,102151,8814,Europe
Netherlands,25587,,2737,,250,22600,1384,1493,160,101534,5926,Europe
Switzerland,25415,,1106,,12700,11609,386,2937,128,193800,22393,Europe
Canada,24383,,717,,7172,16494,557,646,19,422200,11186,North America
Brazil,22318,126,1230,7,173,20915,296,105,6,62985,296,South America
Portugal,16585,,504,,277,15804,228,1627,49,163616,16046,Europe
Russia,15770,,130,,1291,14349,8,108,0.9,1200000,8223,Europe
Austria,13945,,350,,6987,6608,243,1548,39,144877,16086,Europe
Israel,11145,,103,,1627,9415,183,1288,12,117339,13557,Asia
S. Korea,10537,25,217,3,7447,2873,55,206,4,514621,10038,Asia
Sweden,10483,,899,,381,9203,839,1038,89,54700,5416,Europe
Ireland,9655,,334,,25,9296,194,1955,68,53000,10734,Europe
India,9240,35,331,,1096,7813,,7,0.2,189111,137,Asia
Peru,7519,,193,,1798,5528,134,228,6,76506,2320,South America
Ecuador,7466,,333,,501,6632,184,423,19,23635,1340,South America
Japan,7370,,123,,784,6463,129,58,1.0,77381,612,Asia
Chile,7213,,80,,2059,5074,387,377,4,82271,4304,South America
Poland,6674,,232,,439,6003,160,176,6,138007,3646,Europe
Norway,6525,,128,,32,6365,59,1204,24,126486,23332,Europe
Australia,6351,38,61,2,3338,2952,81,249,2,353941,13880,Australia/Oceania
Romania,6300,,316,,852,5132,204,327,16,62328,3240,Europe
Denmark,6174,,273,,2123,3778,104,1066,47,70125,12107,Europe
Czechia,5991,,138,,464,5389,87,559,13,125126,11684,Europe
Pakistan,5374,144,93,2,1095,4186,44,24,0.4,65114,295,Asia
Malaysia,4683,,76,,2108,2499,66,145,2,77491,2394,Asia
Mexico,4661,442,296,23,1843,2522,185,36,2,36594,284,North America
Philippines,4648,,297,,197,4154,1,42,3,33814,309,Asia
Saudi Arabia,4462,,59,,761,3642,67,128,2,115585,3320,Asia
Indonesia,4241,,373,,359,3509,,16,1,27075,99,Asia
UAE,4123,,22,,680,3421,1,417,2,648195,65538,Asia
Serbia,3630,,80,,400,3150,146,415,9,18312,2096,Europe
Panama,3400,,87,,29,3284,106,788,20,15147,3511,North America
Luxembourg,3281,,66,,500,2715,30,5241,105,29165,46591,Europe
Qatar,2979,,7,,275,2697,37,1034,2,49102,17043,Asia
Finland,2974,,56,,300,2618,80,537,10,45019,8125,Europe
Dominican Republic,2967,,173,,131,2663,147,274,16,9275,855,North America
Ukraine,2777,,83,,89,2605,45,63,2,30314,693,Europe
Colombia,2776,,109,,270,2397,92,55,2,41765,821,South America
Thailand,2579,28,40,2,1288,1251,61,37,0.6,71860,1030,Asia
Belarus,2578,,26,,203,2349,50,273,3,64000,6773,Europe
Singapore,2532,,8,,560,1964,31,433,1,72680,12423,Asia
Argentina,2208,66,95,5,468,1645,83,49,2,19758,437,South America
South Africa,2173,,25,,410,1738,7,37,0.4,80085,1350,Africa
Greece,2114,,98,,269,1747,76,203,9,42261,4055,Europe
Egypt,2065,,159,,589,1317,,20,2,25000,244,Africa
Algeria,1914,,293,,591,1030,60,44,7,3359,77,Africa
Iceland,1701,,8,,889,804,10,4985,23,35253,103308,Europe
Moldova,1662,,31,,94,1537,80,412,8,6271,1555,Europe
Morocco,1661,,118,,177,1366,1,45,3,8473,230,Africa
Croatia,1600,,23,,373,1204,34,390,6,16381,3990,Europe
Hungary,1458,48,109,10,120,1229,58,151,11,34819,3604,Europe
Iraq,1352,,76,,640,636,,34,2,35415,880,Asia
New Zealand,1349,19,5,1,546,798,4,280,1,62827,13029,Australia/Oceania
Estonia,1309,,25,,98,1186,11,987,19,30349,22878,Europe
Kuwait,1234,,1,,142,1091,29,289,0.2,,,Asia
Slovenia,1205,,53,,150,1002,35,580,25,34851,16764,Europe
Bahrain,1136,,6,,558,572,4,668,4,63973,37596,Asia
Azerbaijan,1098,,11,,250,837,27,108,1,66677,6576,Asia
Lithuania,1062,9,24,1,101,937,14,390,9,41503,15246,Europe
Armenia,1013,,13,,197,803,30,342,4,7164,2418,Asia
Bosnia and Herzegovina,1009,,39,,193,777,4,308,12,10975,3345,Europe
Hong Kong,1005,,4,,360,641,13,134,0.5,96709,12900,Asia
Kazakhstan,961,10,11,1,99,851,21,51,0.6,69304,3691,Asia
Uzbekistan,896,31,4,,66,826,8,27,0.1,70000,2091,Asia
North Macedonia,828,,34,,41,753,15,397,16,8057,3867,Europe
Cameroon,820,,12,,98,710,,31,0.5,,,Africa
Slovakia,742,,2,,23,717,5,136,0.4,27426,5023,Europe
Diamond Princess,712,,11,,619,82,10,,,,,
Tunisia,707,,31,,43,633,85,60,3,11238,951,Africa
Bulgaria,676,1,31,2,71,574,36,97,4,18502,2663,Europe
Cuba,669,,18,,92,559,11,59,2,15057,1329,North America
Latvia,651,,5,,16,630,2,345,3,28214,14958,Europe
Andorra,638,,29,,128,481,17,8257,375,1673,21653,Europe
Cyprus,633,,11,,65,557,8,524,9,17923,14845,Asia
Lebanon,630,,20,,80,530,34,92,3,15152,2220,Asia
Bangladesh,621,,34,,39,548,1,4,0.2,9653,59,Asia
Afghanistan,607,,19,1,32,556,,16,0.5,,,Asia
Oman,599,,4,,109,486,3,117,0.8,,,Asia
Costa Rica,595,,3,,56,536,14,117,0.6,6762,1327,North America
Ivory Coast,574,,5,,85,484,,22,0.2,,,Africa
Ghana,566,,8,,4,554,2,18,0.3,37954,1221,Africa
Niger,529,,12,,75,442,,22,0.5,4353,180,Africa
Burkina Faso,497,,27,,161,309,,24,1,,,Africa
Uruguay,480,,8,1,231,241,15,138,2,8774,2526,South America
Albania,446,,23,,217,206,7,155,8,3877,1347,Europe
Channel Islands,431,,9,,48,374,,2479,52,3320,19095,Europe
Kyrgyzstan,419,42,5,,67,347,5,64,0.8,9618,1474,Asia
Honduras,397,4,25,,7,365,10,40,3,1600,162,North America
Jordan,389,,7,,201,181,5,38,0.7,20500,2009,Asia
Runion,389,,,,40,349,3,434,,,,Africa
Taiwan,388,,6,,109,273,,16,0.3,46547,1954,Asia
Malta,378,,3,,44,331,4,856,7,17058,38633,Europe
San Marino,356,,35,,53,268,14,10492,1032,846,24933,Europe
Bolivia,330,30,27,3,2,301,3,28,2,2185,187,South America
Mauritius,324,,9,,42,273,3,255,7,7077,5565,Africa
Nigeria,323,,10,,85,228,2,2,0.05,5000,24,Africa
Palestine,290,,2,,58,230,,57,0.4,17329,3397,Asia
Senegal,280,,2,,171,107,1,17,0.1,,,Africa
Montenegro,272,,3,,5,264,7,433,5,2869,4568,Europe
Vietnam,262,,,,144,118,8,3,,121821,1252,Asia
Georgia,257,,3,,67,187,6,64,0.8,3271,820,Asia
Guinea,250,,,,17,233,,19,,,,Africa
DRC,234,,20,,16,198,,3,0.2,,,Africa
Isle of Man,228,,2,,112,114,11,2681,24,1934,22744,Europe
Djibouti,214,,2,,36,176,,217,2,4451,4505,Africa
Sri Lanka,210,,7,,56,147,1,10,0.3,4525,211,Asia
Kenya,197,,8,,25,164,2,4,0.1,7449,139,Africa
Mayotte,196,,3,,59,134,3,718,11,1350,4948,Africa
Faeroe Islands,184,,,,157,27,,3766,,5509,112744,Europe
Venezuela,181,,9,,93,79,6,6,0.3,181335,6377,South America
Martinique,155,,6,,50,99,19,413,16,,,North America
Guatemala,155,,5,,19,131,3,9,0.3,1134,63,North America
Paraguay,147,13,6,,22,119,1,21,0.8,2262,317,South America
Guadeloupe,143,,8,,67,68,13,357,20,,,North America
El Salvador,137,12,6,,22,109,3,21,0.9,6729,1037,North America
Brunei,136,,1,,106,29,2,311,2,9884,22593,Asia
Gibraltar,129,,,,84,45,1,3829,,1558,46244,Europe
Rwanda,126,,,,25,101,,10,,1966,152,Africa
Cambodia,122,,,,77,45,1,7,,5768,345,Asia
Trinidad and Tobago,113,,8,,16,89,,81,6,1126,805,North America
Madagascar,106,,,,20,86,1,4,,,,Africa
Mali,105,,9,,22,74,,5,0.4,,,Africa
Monaco,93,,1,,6,86,5,2370,25,,,Europe
Aruba,92,,,,32,60,1,862,,1145,10724,North America
