Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,792098,692,41641,104,82852,667605,14659,,,,,North America
Europe,1060096,33,99874,,298699,661523,26386,,,,,Europe
Asia,370174,33,14403,2,176229,179542,6426,,,,,Asia
South America,78042,69,3661,8,27698,46683,7532,,,,,South America
Oceania,8114,9,81,,5095,2938,60,,,,,Australia/Oceania
Africa,21741,,1082,,5470,15189,195,,,,,Africa
,721,,15,,644,62,7,,,,,
World,2330986,836,160757,114,596687,1573542,55265,299,20.6,,,All
USA,738830,38,39014,,68285,631531,13551,2232,118,3722209,11245,North America
Spain,194416,,20639,,74797,98980,7371,4158,441,930230,19896,Europe
Italy,175925,,23227,,44927,107771,2733,2910,384,1305833,21598,Europe
France,151793,,19323,,35983,96487,5833,2325,296,463662,7103,Europe
Germany,143724,,4538,,85400,53786,2922,1715,54,1728357,20629,Europe
UK,114217,,15464,,N/A,98409,1559,1682,228,460437,6783,Europe
Turkey,82329,,1890,,10453,69986,1894,976,22,598933,7101,Asia
Iran,80868,,5031,,55987,19850,3513,963,60,330137,3931,Asia
Belgium,37183,,5453,,8348,23382,1119,3208,471,145997,12597,Europe
Russia,36793,,313,,3057,33423,8,252,2,1831892,12553,Europe
Brazil,36760,38,2368,7,14026,20366,6634,173,11,62985,296,South America
Canada,33383,,1470,,11207,20706,557,885,39,516216,13677,North America
Netherlands,31589,,3601,,250,27738,1279,1844,210,154911,9041,Europe
Switzerland,27404,,1368,,17100,8936,386,3166,158,216400,25004,Europe
Portugal,19685,,687,,610,18388,228,1931,67,235878,23133,Europe
India,15722,,521,,2463,12738,,11,0.4,335123,243,Asia
Ireland,14758,,571,,77,14110,294,2989,116,90646,18358,Europe
Austria,14671,,443,,10214,4014,208,1629,49,175932,19534,Europe
Peru,14420,,348,,6684,7388,117,437,11,135895,4122,South America
Sweden,13822,,1511,,550,11761,1054,1369,150,74600,7387,Europe
Israel,13265,,164,,3456,9645,164,1533,19,187250,21634,Asia
S. Korea,10661,8,234,2,8042,2385,55,208,5,559109,10905,Asia
Japan,10296,,222,,1069,9005,221,81,2,111325,880,Asia
Chile,9730,,126,,4035,5569,360,509,7,108891,5696,South America
Ecuador,9022,,456,,1008,7558,168,511,26,30922,1753,South America
Poland,8742,,347,,981,7414,160,231,9,192960,5098,Europe
Romania,8418,,421,,1730,6267,248,438,22,90991,4730,Europe
Saudi Arabia,8274,,92,,1329,6853,78,238,3,150000,4309,Asia
Pakistan,7638,,143,,1832,5663,46,35,0.6,92548,419,Asia
