Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,464888,670,15678,51,28522,420688,10230,,,,,North America
Europe,748925,4009,61636,370,169841,517448,30152,,,,,Europe
Asia,254827,1518,9608,80,125581,119638,6447,,,,,Asia
South America,35528,66,1399,5,3529,30600,1118,,,,,South America
Oceania,7429,81,52,1,3305,4072,85,,,,,Australia/Oceania
Africa,12057,71,579,3,1473,10005,142,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1524375,6415,88965,510,332870,1102540,48184,196,11.4,,,All
USA,435160,233,14797,9,22891,397472,9279,1315,45,2226116,6725,North America
Spain,148220,,14792,,48021,85407,7069,3170,316,355000,7593,Europe
Italy,139422,,17669,,26491,95262,3693,2306,292,807125,13349,Europe
Germany,113296,,2349,,46300,64647,4895,1352,28,1317887,15730,Europe
France,112950,,10869,,21254,80827,7148,1730,167,224254,3436,Europe
Iran,64586,,3993,,29812,30781,3987,769,48,211136,2514,Asia
UK,60733,,7097,,135,53501,1559,895,105,282074,4155,Europe
Turkey,38226,,812,,1846,35568,1492,453,10,247768,2938,Asia
Belgium,24983,1580,2523,283,5164,17296,1285,2156,218,84248,7269,Europe
Switzerland,23404,124,909,14,9800,12695,391,2704,105,171938,19867,Europe
Netherlands,20549,,2248,,250,18051,1424,1199,131,101534,5926,Europe
Canada,19438,,435,8,4653,14350,518,515,12,370315,9812,North America
Brazil,16195,7,822,2,127,15246,296,76,4,54824,258,South America
Portugal,13141,,380,,196,12565,245,1289,37,131127,12860,Europe
Austria,13011,69,295,22,5240,7476,266,1445,33,126287,14022,Europe
S. Korea,10423,39,204,4,6973,3246,55,203,4,477304,9310,Asia
Russia,10131,1459,76,13,698,9357,8,69,0.5,1000000,6852,Europe
Israel,9755,351,79,6,864,8812,165,1127,9,117339,13557,Asia
Sweden,8419,,687,,205,7527,678,834,68,54700,5416,Europe
Australia,6104,52,51,1,2987,3066,81,239,2,330134,12946,Australia/Oceania
Ireland,6074,,235,,25,5814,165,1230,48,42484,8604,Europe
Norway,6042,,101,,32,5909,78,1115,19,113896,21009,Europe
India,5916,,178,,506,5232,,4,0.1,167235,121,Asia
Chile,5546,,48,,1115,4383,362,290,3,60391,3159,South America
