Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,852301,905,45473,40,89157,717671,15208,,,,,North America
Europe,1113232,136,104505,14,325606,683121,26148,,,,,Europe
Asia,397272,803,15154,22,186944,195174,6311,,,,,Asia
South America,86592,106,4082,3,37926,44584,9453,,,,,South America
Oceania,8186,22,84,1,5728,2374,54,,,,,Australia/Oceania
Africa,24209,38,1164,,6471,16574,174,,,,,Africa
,721,,15,,644,62,7,,,,,
World,2482513,2010,170477,80,652476,1659560,57355,318,21.9,,,All
USA,792938,179,42518,4,72389,678031,13951,2396,128,4027367,12167,North America
Spain,200210,,20852,,80587,98771,7371,4282,446,930230,19896,Europe
Italy,181228,,24114,,48877,108237,2573,2997,399,1398024,23122,Europe
France,155383,,20265,,37409,97709,5683,2380,310,463662,7103,Europe
Germany,147065,,4862,,95200,47003,2889,1755,58,1728357,20629,Europe
UK,124743,,16509,,N/A,107890,1559,1838,243,501379,7386,Europe
Turkey,90980,,2140,,13430,75410,1909,1079,25,673980,7991,Asia
Iran,83505,,5209,,59273,19023,3389,994,62,353012,4203,Asia
Russia,47121,,405,,3446,43270,700,323,3,2053319,14070,Europe
Brazil,40814,71,2588,1,22991,15235,8318,192,12,291922,1373,South America
Belgium,39983,,5828,,8895,25260,1071,3450,503,161896,13969,Europe
Canada,36831,2,1690,,12586,22555,557,976,45,559578,14826,North America
Netherlands,33405,,3751,,N/A,29404,1158,1950,219,171415,10004,Europe
Switzerland,27944,,1429,,18600,7915,386,3229,165,224442,25933,Europe
Portugal,20863,,735,,610,19518,215,2046,72,235878,23133,Europe
India,18658,119,592,,3273,14793,,14,0.4,401586,291,Asia
Peru,16325,,445,,6968,8912,385,495,13,148011,4489,South America
Ireland,15652,,687,,77,14888,294,3170,139,90646,18358,Europe
Austria,14795,,470,,10631,3694,194,1643,52,182949,20313,Europe
Sweden,14777,,1580,,550,12647,521,1463,156,74600,7387,Europe
Israel,13883,170,181,4,4353,9349,149,1604,21,240303,27763,Asia
Japan,11135,,263,,1239,9633,217,88,2,116725,923,Asia
S. Korea,10683,9,237,1,8213,2233,55,208,5,571014,11138,Asia
Chile,10507,,139,,4676,5692,377,550,7,118827,6216,South America
Saudi Arabia,10484,,103,,1490,8891,88,301,3,180000,5170,Asia
Ecuador,10128,,507,,1150,8471,124,574,29,32453,1839,South America
Poland,9593,,380,,1133,8080,160,253,10,214236,5661,Europe
Pakistan,9216,324,192,16,2066,6958,46,42,0.9,111806,506,Asia
Romania,8936,,478,,2017,6441,261,465,25,98491,5120,Europe
Mexico,8772,511,712,26,2627,5433,378,68,6,49570,384,North America
Singapore,8014,,11,,801,7202,23,1370,2,94796,16203,Asia
Denmark,7515,,364,,4312,2839,84,1297,63,96244,16616,Europe
UAE,7265,,43,,1360,5862,1,735,4,790000,79875,Asia
Norway,7156,,181,,32,6943,58,1320,33,143255,26425,Europe
