Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,501428,1208,17708,42,32312,451408,10968,,,,,North America
Europe,792637,13785,67088,1270,190631,534918,30404,,,,,Europe
Asia,267997,4100,10098,202,133124,124775,6502,,,,,Asia
South America,39662,57,1620,5,4129,33913,1128,,,,,South America
Oceania,7573,96,55,3,3515,4003,79,,,,,Australia/Oceania
Africa,13112,232,653,21,2077,10382,154,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1623130,19478,97235,1543,366407,1159488,49245,208,12.5,,,All
USA,469421,855,16710,19,25937,426774,10011,1418,50,2380205,7191,North America
Spain,157022,3800,15843,396,55668,85511,7371,3358,339,355000,7593,Europe
Italy,143626,,18279,,28470,96877,3605,2375,302,853369,14114,Europe
Germany,118235,,2607,,52407,63221,4895,1411,31,1317887,15730,Europe
France,117749,,12210,,23206,82333,7066,1804,187,333807,5114,Europe
Iran,68192,1972,4232,122,35465,28495,3969,812,50,242568,2888,Asia
UK,65077,,7978,,135,56964,1559,959,118,298169,4392,Europe
Turkey,42282,,908,,2142,39232,1552,501,11,276338,3277,Asia
Belgium,26667,1684,3019,496,5568,18080,1278,2301,260,84248,7269,Europe
Switzerland,24427,376,987,39,10600,12840,386,2822,114,178500,20625,Europe
Netherlands,23097,1335,2511,115,250,20336,1424,1348,147,101534,5926,Europe
Canada,20765,,509,,5311,14945,518,550,13,370315,9812,North America
Brazil,18176,31,957,3,173,17046,296,86,5,62985,296,South America
Portugal,15472,1516,435,26,233,14804,226,1517,43,144000,14122,Europe
Austria,13492,248,319,24,6064,7109,261,1498,35,134743,14961,Europe
Russia,11917,1786,94,18,795,11028,8,82,0.6,1090000,7469,Europe
S. Korea,10450,27,208,4,7117,3125,55,204,4,503051,9812,Asia
Israel,10095,127,92,6,1061,8942,164,1166,11,117339,13557,Asia
Sweden,9685,544,870,77,205,8610,749,959,86,54700,5416,Europe
India,6725,,229,2,641,5855,,5,0.2,177584,129,Asia
