Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,598893,598,23509,33,42298,533086,12856,,,,,North America
Europe,887851,6741,77428,660,228715,581708,29933,,,,,Europe
Asia,300428,1692,11073,71,147231,142124,6593,,,,,Asia
South America,50784,203,2097,16,5681,43006,1205,,,,,South America
Oceania,7797,65,66,3,4041,3690,84,,,,,Australia/Oceania
Africa,15198,116,794,3,2951,11453,174,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1861672,9415,114980,786,431536,1315156,50855,239,14.8,,,All
USA,560433,133,22115,10,32634,505684,11766,1693,67,2833112,8559,North America
Spain,169496,2665,17489,280,64727,87280,7371,3625,374,600000,12833,Europe
Italy,156363,,19899,,34211,102253,3343,2586,329,1010193,16708,Europe
France,132591,,14393,,27186,91012,6845,2031,221,333807,5114,Europe
Germany,127854,,3022,,64300,60532,4895,1526,36,1317887,15730,Europe
UK,84279,,10612,,N/A,73323,1559,1241,156,352974,5200,Europe
Iran,71686,,4474,,43894,23318,3930,853,53,263388,3136,Asia
Turkey,56956,,1198,,3446,52312,1665,675,14,376100,4459,Asia
Belgium,30589,942,3903,303,6707,19979,1234,2639,337,102151,8814,Europe
Netherlands,25587,,2737,,250,22600,1384,1493,160,115992,6769,Europe
Switzerland,25449,34,1115,9,12700,11634,386,2941,129,193800,22393,Europe
Canada,24383,,717,,7172,16494,557,646,19,422200,11186,North America
Brazil,22318,126,1230,7,173,20915,296,105,6,62985,296,South America
Russia,18328,2558,148,18,1470,16710,8,126,1,1300000,8908,Europe
Portugal,16585,,504,,277,15804,228,1627,49,163616,16046,Europe
Austria,13972,27,368,18,7343,6261,239,1551,41,148412,16479,Europe
Israel,11235,90,110,7,1689,9436,181,1298,13,117339,13557,Asia
S. Korea,10537,25,217,3,7447,2873,55,206,4,514621,10038,Asia
Sweden,10483,,899,,381,9203,839,1038,89,54700,5416,Europe
Ireland,9655,,334,,25,9296,194,1955,68,53000,10734,Europe
India,9240,35,331,,1096,7813,,7,0.2,189111,137,Asia
Peru,7519,,193,,1798,5528,134,228,6,76506,2320,South America
Ecuador,7466,,333,,501,6632,184,423,19,23635,1340,South America
Japan,7370,,123,,784,6463,129,58,1.0,77381,612,Asia
Chile,7213,,80,,2059,5074,387,377,4,82271,4304,South America
Poland,6674,,232,,439,6003,160,176,6,138007,3646,Europe
Norway,6525,,128,,32,6365,59,1204,24,126486,23332,Europe
Australia,6359,46,61,2,3494,2804,79,249,2,362136,14201,Australia/Oceania
Romania,6300,,318,2,852,5130,204,327,17,62328,3240,Europe
Denmark,6174,,273,,2123,3778,104,1066,47,70125,12107,Europe
Czechia,5991,,139,1,467,5385,87,559,13,128359,11986,Europe
Pakistan,5374,144,93,2,1095,4186,44,24,0.4,65114,295,Asia
Philippines,4932,284,315,18,242,4375,1,45,3,33814,309,Asia
Malaysia,4817,134,77,1,2276,2464,66,149,2,77491,2394,Asia
Mexico,4661,442,296,23,1843,2522,185,36,2,36594,284,North America
Indonesia,4557,316,399,26,380,3778,,17,1,27075,99,Asia
Saudi Arabia,4462,,59,,761,3642,67,128,2,115585,3320,Asia
UAE,4123,,22,,680,3421,1,417,2,648195,65538,Asia
Serbia,3630,,80,,400,3150,146,415,9,18312,2096,Europe
Panama,3400,,87,,29,3284,106,788,20,15147,3511,North America
Luxembourg,3281,,66,,500,2715,30,5241,105,29165,46591,Europe
Ukraine,3102,325,93,10,97,2912,45,71,2,30314,693,Europe
Finland,3064,90,56,,300,2708,80,553,10,45019,8125,Europe
Qatar,2979,,7,,275,2697,37,1034,2,49102,17043,Asia
Dominican Republic,2967,,173,,131,2663,147,274,16,9275,855,North America
Colombia,2776,,109,,270,2397,92,55,2,41765,821,South America
Thailand,2579,28,40,2,1288,1251,61,37,0.6,71860,1030,Asia
Belarus,2578,,26,,203,2349,50,273,3,64000,6773,Europe
Singapore,2532,,8,,560,1964,31,433,1,72680,12423,Asia
Argentina,2208,66,95,5,468,1645,83,49,2,19758,437,South America
South Africa,2173,,25,,410,1738,7,37,0.4,80085,1350,Africa
Greece,2114,,98,,269,1747,76,203,9,42261,4055,Europe
Egypt,2065,,159,,589,1317,,20,2,25000,244,Africa
Algeria,1914,,293,,591,1030,60,44,7,3359,77,Africa
Morocco,1746,85,120,2,196,1430,1,47,3,8952,243,Africa
Iceland,1701,,8,,889,804,10,4985,23,35253,103308,Europe
Moldova,1662,,33,2,107,1522,80,412,8,6271,1555,Europe
Croatia,1600,,23,,373,1204,34,390,6,16381,3990,Europe
Hungary,1458,48,109,10,120,1229,58,151,11,34819,3604,Europe
Iraq,1352,,76,,640,636,,34,2,35415,880,Asia
New Zealand,1349,19,5,1,546,798,4,280,1,62827,13029,Australia/Oceania
Estonia,1332,23,27,2,102,1203,9,1004,20,30764,23191,Europe
Kuwait,1300,66,2,1,150,1148,26,304,0.5,,,Asia
Slovenia,1212,7,55,2,152,1005,34,583,26,35405,17030,Europe
Bahrain,1136,,6,,558,572,4,668,4,63973,37596,Asia
Azerbaijan,1098,,11,,250,837,27,108,1,66677,6576,Asia
Lithuania,1062,9,24,1,101,937,14,390,9,41503,15246,Europe
Armenia,1039,26,14,1,211,814,30,351,5,7631,2575,Asia
Bosnia and Herzegovina,1018,9,39,,206,773,4,310,12,10975,3345,Europe
Hong Kong,1010,5,4,,397,609,13,135,0.5,96709,12900,Asia
Kazakhstan,979,28,12,2,110,857,21,52,0.6,69304,3691,Asia
Uzbekistan,896,31,4,,66,826,8,27,0.1,70000,2091,Asia
North Macedonia,828,,34,,41,753,15,397,16,8057,3867,Europe
Cameroon,820,,12,,98,710,,31,0.5,,,Africa
Bangladesh,803,182,39,5,42,722,1,5,0.2,11223,68,Asia
Slovakia,742,,2,,23,717,5,136,0.4,27426,5023,Europe
Oman,727,128,4,,124,599,3,142,0.8,,,Asia
Diamond Princess,712,,11,,619,82,10,,,,,
Tunisia,707,,31,,43,633,85,60,3,11238,951,Africa
Bulgaria,676,1,31,2,71,574,36,97,4,18502,2663,Europe
Cuba,669,,18,,92,559,11,59,2,15057,1329,North America
Latvia,653,2,5,,16,632,2,346,3,28776,15256,Europe
Andorra,638,,29,,128,481,17,8257,375,1673,21653,Europe
Cyprus,633,,11,,65,557,8,524,9,17923,14845,Asia
Lebanon,632,2,20,,80,532,34,93,3,15408,2257,Asia
Afghanistan,607,,19,1,32,556,,16,0.5,,,Asia
Costa Rica,595,,3,,56,536,14,117,0.6,6762,1327,North America
Ivory Coast,574,,5,,85,484,,22,0.2,,,Africa
Ghana,566,,8,,4,554,2,18,0.3,37954,1221,Africa
Niger,529,,12,,75,442,,22,0.5,4353,180,Africa
Burkina Faso,497,,27,,161,309,,24,1,,,Africa
Uruguay,480,,8,1,231,241,15,138,2,8774,2526,South America
Albania,446,,23,,217,206,7,155,8,3877,1347,Europe
Channel Islands,431,,9,,48,374,,2479,52,3320,19095,Europe
Kyrgyzstan,419,42,5,,67,347,5,64,0.8,9618,1474,Asia
