Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,689381,737,30450,73,60728,598203,14595,,,,,North America
Europe,977131,6374,88824,505,263640,624667,28570,,,,,Europe
Asia,335072,1875,12154,86,161168,161750,6456,,,,,Asia
South America,63661,359,2801,4,22392,38468,1218,,,,,South America
Oceania,7961,37,72,,4518,3371,71,,,,,Australia/Oceania
Africa,18081,254,915,2,3885,13281,178,,,,,Africa
,721,,14,,644,63,7,,,,,
World,2092008,9636,135230,670,516975,1439803,51095,268,17.3,,,All
USA,644348,259,28554,25,48708,567086,13487,1947,86,3258879,9845,North America
Spain,180659,,18812,,70853,90994,7371,3864,402,650755,13918,Europe
Italy,165155,,21645,,38092,105418,3079,2732,358,1117404,18481,Europe
France,147863,,17167,,30955,99741,6457,2265,263,333807,5114,Europe
Germany,134753,,3804,,77000,53949,4288,1608,45,1728357,20629,Europe
UK,98476,,12868,,N/A,85264,1559,1451,190,398916,5876,Europe
Iran,76389,,4777,,49933,21679,3643,909,57,299204,3562,Asia
Turkey,69392,,1518,,5674,62200,1820,823,18,477716,5664,Asia
Belgium,34809,1236,4857,417,7562,22390,1182,3003,419,128132,11056,Europe
Brazil,28912,302,1760,3,14026,13126,296,136,8,62985,296,South America
Canada,28379,,1010,,8979,18390,557,752,27,467736,12393,North America
Netherlands,28153,,3134,,250,24769,1279,1643,183,140845,8220,Europe
Russia,27938,3448,232,34,2304,25402,8,191,2,1613413,11056,Europe
Switzerland,26336,,1249,10,15400,9687,386,3043,144,199000,22993,Europe
Portugal,18091,,599,,383,17109,208,1774,59,208314,20430,Europe
Austria,14412,62,393,,8098,5921,232,1600,44,156801,17410,Europe
Israel,12591,90,140,10,2624,9827,174,1455,16,187250,21634,Asia
Ireland,12547,,444,,77,12026,158,2541,90,90646,18358,Europe
India,12456,86,423,1,1513,10520,,9,0.3,274599,199,Asia
Sweden,11927,,1203,,381,10343,954,1181,119,74600,7387,Europe
Peru,11475,,254,,3108,8113,146,348,8,109385,3318,South America
S. Korea,10613,22,229,4,7757,2627,55,207,4,538775,10509,Asia
Japan,8626,,178,,901,7547,168,68,1,94236,745,Asia
