Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,465023,805,15700,73,28540,420783,10230,,,,,North America
Europe,757425,12509,62412,1146,174385,520628,30515,,,,,Europe
Asia,257961,4652,9739,211,128276,119946,6383,,,,,Asia
South America,35997,535,1411,17,3734,30852,1116,,,,,South America
Oceania,7429,81,52,1,3305,4072,85,,,,,Australia/Oceania
Africa,12096,110,580,4,1490,10026,154,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1536652,18692,89907,1452,340349,1106396,48493,197,11.5,,,All
USA,435289,362,14818,30,22909,397562,9279,1315,45,2228202,6732,North America
Spain,152446,4226,15238,446,52165,85043,7371,3261,326,355000,7593,Europe
Italy,139422,,17669,,26491,95262,3693,2306,292,807125,13349,Europe
Germany,113296,,2349,,46300,64647,4895,1352,28,1317887,15730,Europe
France,112950,,10869,,21254,80827,7148,1730,167,224254,3436,Europe
Iran,66220,1634,4110,117,32309,29801,3918,788,49,231393,2755,Asia
UK,60733,,7097,,135,53501,1559,895,105,282074,4155,Europe
Turkey,38226,,812,,1846,35568,1492,453,10,247768,2938,Asia
Belgium,24983,1580,2523,283,5164,17296,1285,2156,218,84248,7269,Europe
Switzerland,23612,332,926,31,9900,12786,391,2728,107,178500,20625,Europe
Netherlands,21762,1213,2396,148,250,19116,1424,1270,140,101534,5926,Europe
Canada,19438,,435,8,4653,14350,518,515,12,370315,9812,North America
Brazil,16238,50,823,3,173,15242,296,76,4,54824,258,South America
Portugal,13956,815,409,29,205,13342,241,1369,40,140368,13766,Europe
Austria,13138,196,295,22,5240,7603,266,1459,33,126287,14022,Europe
S. Korea,10423,39,204,4,6973,3246,55,203,4,477304,9310,Asia
Russia,10131,1459,76,13,698,9357,8,69,0.5,1004719,6885,Europe
Israel,9755,351,79,6,864,8812,165,1127,9,117339,13557,Asia
Sweden,9141,722,793,106,205,8143,719,905,79,54700,5416,Europe
India,6237,321,186,8,569,5482,,5,0.1,167235,121,Asia
Norway,6160,118,104,3,32,6024,78,1136,19,113896,21009,Europe
Australia,6104,52,51,1,2987,3066,81,239,2,330134,12946,Australia/Oceania
Ireland,6074,,235,,25,5814,165,1230,48,42484,8604,Europe
Chile,5972,426,57,9,1274,4641,360,312,3,68353,3576,South America
Denmark,5635,233,237,19,1736,3662,120,973,41,64002,11050,Europe
Poland,5341,136,164,5,284,4893,160,141,4,107597,2843,Europe
Czechia,5335,23,104,5,243,4988,96,498,10,106845,9977,Europe
Romania,5202,441,229,9,647,4326,178,270,12,51802,2693,Europe
Japan,4667,,94,,632,3941,99,37,0.7,61498,486,Asia
Pakistan,4457,194,63,2,572,3822,31,20,0.3,44896,203,Asia
Ecuador,4450,,242,,140,4068,146,252,14,14406,817,South America
Peru,4342,,121,,1333,2888,113,132,4,39599,1201,South America
Malaysia,4228,109,67,2,1608,2553,72,131,2,63367,1958,Asia
Philippines,4076,206,203,21,124,3749,1,37,2,24500,224,Asia
Indonesia,3293,337,280,40,252,2761,,12,1,14354,52,Asia
Saudi Arabia,3287,355,44,3,666,2577,41,94,1,,,Asia
Mexico,3181,396,174,33,633,2374,89,25,1,25410,197,North America
Luxembourg,3034,,46,,500,2488,34,4847,73,26573,42450,Europe
Serbia,2867,201,66,1,118,2683,127,328,8,12347,1413,Europe
UAE,2659,,12,,239,2408,1,269,1,593095,59967,Asia
Finland,2605,118,42,2,300,2263,82,470,8,39000,7039,Europe
Panama,2528,,63,,16,2449,101,586,15,11776,2729,North America
Thailand,2423,54,32,2,940,1451,61,35,0.5,71860,1030,Asia
Qatar,2376,166,6,,206,2164,37,825,2,43144,14975,Asia
Dominican Republic,2111,,108,,50,1953,147,195,10,4542,419,North America
Colombia,2054,,55,,123,1876,76,40,1,33575,660,South America
Singapore,1910,287,6,,406,1498,29,326,1,65000,11110,Asia
Ukraine,1892,224,57,5,45,1790,33,43,1,20608,471,Europe
Greece,1884,,83,,269,1532,84,181,8,32528,3121,Europe
South Africa,1845,,18,,95,1732,7,31,0.3,63776,1075,Africa
Argentina,1795,,67,2,358,1370,96,40,1,14850,329,South America
Iceland,1616,,6,,633,977,13,4736,18,30947,90689,Europe
Algeria,1572,,205,,237,1130,46,36,5,3359,77,Africa
Egypt,1560,,103,,305,1152,,15,1,25000,244,Africa
Croatia,1407,64,20,1,219,1168,34,343,5,13680,3332,Europe
Morocco,1346,71,96,3,103,1147,1,36,3,6116,166,Africa
New Zealand,1239,29,1,,317,921,4,257,0.2,51165,10610,Australia/Oceania
Estonia,1207,22,24,,83,1100,9,910,18,26416,19914,Europe
Iraq,1202,,69,,452,681,,30,2,28414,706,Asia
Moldova,1174,,28,1,50,1096,80,291,7,5108,1266,Europe
Slovenia,1124,33,43,3,128,953,34,541,21,31813,15303,Europe
Belarus,1066,,13,,77,976,33,113,1,46000,4868,Europe
Hungary,980,85,66,8,96,818,17,101,7,27826,2880,Europe
Hong Kong,974,13,4,,293,677,14,130,0.5,96709,12900,Asia
Lithuania,955,43,16,1,8,931,21,351,6,32809,12052,Europe
Azerbaijan,926,104,9,1,101,816,27,91,0.9,57371,5658,Asia
Armenia,921,40,10,1,138,773,30,311,3,5823,1965,Asia
Kuwait,910,55,1,,111,798,22,213,0.2,,,Asia
Bahrain,855,32,5,,495,355,3,502,3,54708,32151,Asia
Bosnia and Herzegovina,841,37,35,1,95,711,4,256,11,6911,2106,Europe
Kazakhstan,764,37,7,,58,699,21,41,0.4,59371,3162,Asia
Cameroon,730,,10,,60,660,,27,0.4,,,Africa
Diamond Princess,712,,11,,619,82,10,,,,,
Slovakia,701,19,2,,16,683,5,128,0.4,21371,3914,Europe
North Macedonia,663,46,30,1,37,596,15,318,14,6571,3154,Europe
Tunisia,628,,24,,25,579,78,53,2,8878,751,Africa
Bulgaria,611,18,24,,48,539,27,88,3,15899,2288,Europe
Latvia,589,12,2,,16,571,3,312,1,25458,13497,Europe
Andorra,583,19,25,2,58,500,17,7545,324,1673,21653,Europe
Lebanon,582,6,19,,62,501,29,85,3,12524,1835,Asia
Uzbekistan,582,37,3,,38,541,8,17,0.09,,,Asia
Cyprus,526,,9,,52,465,13,436,7,14273,11822,Asia
Costa Rica,502,,3,,29,470,15,99,0.6,6035,1185,North America
Afghanistan,484,40,15,1,32,437,,12,0.4,,,Asia
Cuba,457,,12,,27,418,15,40,1,9410,831,North America
Oman,457,38,2,,109,346,3,89,0.4,,,Asia
Uruguay,456,,7,,192,257,14,131,2,6175,1778,South America
Burkina Faso,414,,23,,134,257,,20,1,,,Africa
Albania,409,9,22,,165,222,7,142,8,3223,1120,Europe
Ivory Coast,384,,3,,48,333,,15,0.1,,,Africa
Taiwan,380,1,5,,80,295,,16,0.2,42315,1777,Asia
Runion,362,,,,40,322,4,404,,,,Africa
Channel Islands,361,10,8,,40,313,,2076,46,1157,6655,Europe
Jordan,358,,6,,150,202,5,35,0.6,17000,1666,Asia
Honduras,343,31,23,1,6,314,10,35,2,,,North America
Niger,342,,11,,28,303,,14,0.5,4199,173,Africa
Malta,337,38,2,1,16,319,4,763,5,12731,28833,Europe
Bangladesh,330,112,21,1,33,276,1,2,0.1,5164,31,Asia
Ghana,313,,6,,34,273,2,10,0.2,,,Africa
San Marino,308,,34,,45,229,14,9077,1002,722,21278,Europe
Kyrgyzstan,280,10,4,,35,241,5,43,0.6,9618,1474,Asia
Nigeria,276,,6,,44,226,2,1,0.03,5000,24,Africa
Mauritius,273,,7,,19,247,3,215,6,4913,3863,Africa
Bolivia,264,54,18,3,2,244,3,23,2,591,51,South America
Palestine,263,,1,,44,218,,52,0.2,16068,3150,Asia
Vietnam,255,4,,,128,127,8,3,,114241,1174,Asia
Montenegro,252,4,2,,4,246,7,401,3,2329,3708,Europe
Senegal,250,6,2,,123,125,1,15,0.1,,,Africa
Georgia,214,3,3,,50,161,6,54,0.8,3271,820,Asia
Sri Lanka,190,1,7,,49,134,5,9,0.3,3248,152,Asia
Kenya,184,5,7,1,12,165,2,3,0.1,5278,98,Africa
Mayotte,184,,2,,22,160,3,674,7,1100,4032,Africa
Faeroe Islands,184,,,,136,48,,3766,,5299,108446,Europe
DRC,180,,18,,9,153,,2,0.2,,,Africa
Isle of Man,171,13,1,,88,82,10,2011,12,1831,21533,Europe
Venezuela,167,,9,,65,93,6,6,0.3,1779,63,South America
Guinea,164,,,,5,159,,12,,,,Africa
Martinique,154,,6,,50,98,19,410,16,,,North America
Guadeloupe,141,,8,,43,90,13,352,20,,,North America
Brunei,135,,1,,92,42,3,309,2,8985,20538,Asia
Djibouti,135,,,,25,110,,137,,3106,3144,Africa
Paraguay,124,5,5,,18,101,1,17,0.7,2039,286,South America
Gibraltar,120,,,,60,60,,3562,,1481,43958,Europe
Cambodia,119,2,,,63,56,1,7,,5768,345,Asia
Rwanda,110,,,,7,103,,8,,806,62,Africa
Trinidad and Tobago,107,,8,,1,98,,76,6,974,696,North America
El Salvador,103,10,5,,10,88,3,16,0.8,,,North America
Madagascar,93,,,,11,82,1,3,,,,Africa
Guatemala,87,,3,,17,67,3,5,0.2,1134,63,North America
French Guiana,83,,,,43,40,1,278,,,,South America
Monaco,81,,1,,4,76,4,2064,25,,,Europe
