Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,627644,580,25152,40,47417,555075,13885,,,,,North America
Europe,907460,74,80005,16,235858,591597,29200,,,,,Europe
Asia,310885,645,11362,11,151225,148298,6650,,,,,Asia
South America,55023,329,2277,29,9871,42875,1153,,,,,South America
Oceania,7851,52,70,4,4123,3658,84,,,,,Australia/Oceania
Africa,15944,,838,,3045,12061,178,,,,,Africa
,721,,14,,639,68,7,,,,,
World,1925528,1680,119718,100,452178,1353632,51157,247,15.4,,,All
USA,587155,214,23644,4,36948,526563,12772,1774,71,2943955,8894,North America
Spain,170099,,17756,,64727,87616,7371,3638,380,600000,12833,Europe
Italy,159516,,20465,,35435,103616,3260,2638,338,1046910,17315,Europe
France,136779,,14967,,27718,94094,6821,2095,229,333807,5114,Europe
Germany,130072,,3194,,68200,58678,4288,1552,38,1317887,15730,Europe
UK,88621,,11329,,N/A,76948,1559,1305,167,367667,5416,Europe
Iran,73303,,4585,,45983,22735,3877,873,55,275427,3279,Asia
Turkey,61049,,1296,,3957,55796,1786,724,15,410556,4868,Asia
Belgium,30589,,3903,,6707,19979,1234,2639,337,102151,8814,Europe
Netherlands,26551,,2823,,250,23478,1358,1550,165,115992,6769,Europe
Switzerland,25688,,1138,,13700,10850,386,2968,131,193800,22393,Europe
Canada,25680,,780,,7756,17144,557,680,21,437475,11591,North America
Brazil,23723,293,1355,27,2979,19389,296,112,6,62985,296,South America
Russia,18328,,148,,1470,16710,8,126,1,1300000,8908,Europe
Portugal,16934,,535,,277,16122,188,1661,52,182707,17918,Europe
Austria,14041,,368,,7343,6330,239,1559,41,148412,16479,Europe
Israel,11586,,116,,1855,9615,181,1339,13,117339,13557,Asia
Sweden,10948,,919,,381,9648,859,1084,91,54700,5416,Europe
Ireland,10647,,365,,25,10257,194,2156,74,72000,14581,Europe
