Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,949162,1268,53681,101,105363,790118,16249,,,,,North America
Europe,1193276,,114259,,376038,702979,26669,,,,,Europe
Asia,435288,12,16212,,205165,213911,6024,,,,,Asia
South America,103924,596,5094,21,43674,55156,9511,,,,,South America
Oceania,8224,5,92,1,6201,1931,48,,,,,Australia/Oceania
Africa,28104,12,1301,3,8534,18269,173,,,,,Africa
,721,,15,,645,61,4,,,,,
World,2718699,1893,190654,126,745620,1782425,58678,349,24.5,,,All
USA,880204,,49845,,85922,744437,14997,2659,151,4696704,14189,North America
Spain,213024,,22157,,89250,101617,7705,4556,474,930230,19896,Europe
Italy,189973,,25549,,57576,106848,2267,3142,423,1579909,26131,Europe
France,158183,,21856,,42088,94239,5053,2423,335,463662,7103,Europe
Germany,153129,,5575,,103300,44254,2908,1828,67,2072669,24738,Europe
UK,138078,,18738,,N/A,118996,1559,2034,276,583496,8595,Europe
Turkey,101790,,2491,,18491,80808,1816,1207,30,791906,9390,Asia
Iran,87026,,5481,,64843,16702,3105,1036,65,389507,4637,Asia
Russia,62773,,555,,4891,57327,2300,430,4,2401616,16457,Europe
Brazil,50036,544,3331,18,26573,20132,8318,235,16,291922,1373,South America
Belgium,42797,,6490,,9800,26507,993,3693,560,179666,15502,Europe
Canada,42110,,2147,,14761,25202,557,1116,57,620101,16430,North America
Netherlands,35729,,4177,,N/A,31302,1008,2085,244,187000,10913,Europe
Switzerland,28496,,1549,,20600,6347,386,3293,179,227554,26293,Europe
India,23039,,721,,5012,17306,,17,0.5,500542,363,Asia
Portugal,22353,,820,,1201,20332,204,2192,80,300525,29473,Europe
Peru,20914,,572,,7422,12920,396,634,17,185238,5618,South America
Ireland,17607,,794,,9233,7580,147,3566,161,111584,22598,Europe
Sweden,16755,,2021,,550,14184,533,1659,200,94500,9357,Europe
Austria,15002,,522,,11694,2786,169,1666,58,205835,22854,Europe
Israel,14803,,192,,5611,9000,139,1710,22,240303,27763,Asia
Saudi Arabia,13930,,121,,1925,11884,93,400,3,200000,5745,Asia
Japan,12368,,328,,1494,10546,259,98,3,135983,1075,Asia
Chile,11812,,168,,5804,5840,411,618,9,135147,7070,South America
Mexico,11633,1089,1069,99,2627,7937,378,90,8,49570,384,North America
Ecuador,11183,,560,,1328,9295,141,634,32,34840,1975,South America
Singapore,11178,,12,,924,10242,26,1911,2,94796,16203,Asia
Pakistan,11057,,235,,2337,8485,60,50,1,124549,564,Asia
S. Korea,10708,6,240,,8501,1967,55,209,5,589520,11499,Asia
Poland,10511,,454,,1740,8317,160,278,12,250719,6625,Europe
Romania,10096,,545,,2478,7073,236,525,28,113336,5891,Europe
UAE,8756,,56,,1637,7063,1,885,6,790000,79875,Asia
Denmark,8073,,394,,5384,2295,74,1394,68,116621,20134,Europe
Belarus,8022,,60,,938,7024,92,849,6,122543,12968,Europe
Indonesia,7775,,647,,960,6168,,28,2,59935,219,Asia
Qatar,7764,,10,,750,7004,72,2695,3,73457,25497,Asia
Norway,7401,,194,,32,7175,50,1365,36,152095,28055,Europe
Serbia,7276,,139,,1063,6074,96,833,16,51324,5874,Europe
Czechia,7187,,210,,2152,4825,76,671,20,195725,18277,Europe
Ukraine,7170,,187,,504,6479,45,164,4,72296,1653,Europe
Philippines,6981,,462,,722,5797,1,64,4,72346,660,Asia
Australia,6667,,75,,5045,1547,45,261,3,466659,18300,Australia/Oceania
Malaysia,5603,,95,,3542,1966,42,173,3,117406,3627,Asia
Dominican Republic,5543,,265,,581,4697,135,511,24,18261,1683,North America
Panama,5166,174,146,2,271,4749,86,1197,34,23534,5454,North America
Colombia,4561,,215,,927,3419,98,90,4,71500,1405,South America
Finland,4284,,172,,2000,2112,60,773,31,71000,12814,Europe
Bangladesh,4186,,127,,108,3951,1,25,0.8,36090,219,Asia
South Africa,3953,,75,,1473,2405,36,67,1,143570,2421,Africa
Egypt,3891,,287,,1004,2600,,38,3,90000,879,Africa
Luxembourg,3665,,83,,728,2854,27,5855,133,36891,58933,Europe
Morocco,3568,,155,,456,2957,1,97,4,21947,595,Africa
Argentina,3435,,165,,919,2351,123,76,4,41786,925,South America
Algeria,3007,,407,,1355,1245,40,69,9,6500,148,Africa
Moldova,2926,,80,,661,2185,212,725,20,11763,2916,Europe
Thailand,2839,,50,,2430,359,61,41,0.7,142589,2043,Asia
Greece,2463,,125,,577,1761,52,236,12,59241,5684,Europe
Kuwait,2399,,14,,498,1887,55,562,3,,,Asia
Kazakhstan,2289,,20,,560,1709,29,122,1,153492,8175,Asia
Hungary,2284,,239,,390,1655,61,236,25,55390,5734,Europe
Bahrain,2217,,8,,1082,1127,2,1303,5,100031,58787,Asia
Croatia,1981,,50,,883,1048,19,483,12,28853,7028,Europe
Iceland,1789,,10,,1509,270,5,5243,29,45093,132143,Europe
Uzbekistan,1758,,7,,561,1190,8,53,0.2,210000,6274,Asia
Oman,1716,,9,,307,1400,3,336,2,,,Asia
Iraq,1677,,83,,1171,423,,42,2,64882,1613,Asia
Estonia,1592,,45,,192,1355,7,1200,34,45181,34059,Europe
Azerbaijan,1548,,20,,948,580,14,153,2,108221,10674,Asia
Armenia,1523,,24,,659,840,10,514,8,15960,5386,Asia
New Zealand,1456,5,17,1,1095,344,1,302,4,108238,22446,Australia/Oceania
Bosnia and Herzegovina,1413,,54,,485,874,4,431,16,21432,6533,Europe
Lithuania,1398,,40,,399,959,17,514,15,83591,30706,Europe
Slovenia,1366,,79,,211,1076,23,657,38,45703,21984,Europe
Cameroon,1334,,43,,668,623,33,50,2,,,Africa
Slovakia,1325,,15,,288,1022,9,243,3,57421,10517,Europe
North Macedonia,1300,,56,,301,943,14,624,27,13649,6551,Europe
Afghanistan,1279,,42,,179,1058,7,33,1,6422,165,Asia
Cuba,1235,,43,,365,827,14,109,4,34243,3023,North America
Ghana,1154,,9,,99,1046,4,37,0.3,68591,2207,Africa
Bulgaria,1097,,52,,190,855,37,158,7,27000,3886,Europe
Hong Kong,1036,,4,,699,333,9,138,0.5,131786,17579,Asia
Ivory Coast,1004,,14,,359,631,,38,0.5,,,Africa
Djibouti,986,,2,,252,732,,998,2,10619,10748,Africa
Nigeria,981,,31,,197,753,2,5,0.2,8003,39,Africa
Tunisia,918,,38,,190,690,32,78,3,19411,1642,Africa
Guinea,862,,6,,170,686,,66,0.5,,,Africa
Cyprus,795,,13,,98,684,15,658,11,40745,33747,Asia
Latvia,778,,11,,133,634,6,412,6,41041,21759,Europe
Andorra,723,,37,,333,353,17,9357,479,1673,21653,Europe
Diamond Princess,712,,13,,645,54,4,,,,,
Bolivia,703,31,43,3,44,616,3,60,4,4420,379,South America
Lebanon,688,,22,,140,526,46,101,3,24210,3547,Asia
Costa Rica,686,,6,,196,484,8,135,1,12073,2370,North America
Niger,671,,24,,256,391,,28,1.0,4832,200,Africa
Albania,663,,27,,385,251,4,230,9,6509,2262,Europe
Kyrgyzstan,631,,8,,302,321,11,97,1,39615,6072,Asia
Burkina Faso,616,,41,,410,165,,29,2,,,Africa
Uruguay,557,8,12,,354,191,10,160,3,15142,4359,South America
Channel Islands,521,,29,,295,197,,2997,167,3320,19095,Europe
Honduras,519,,47,,31,441,10,52,5,2535,256,North America
San Marino,501,,40,,63,398,3,14765,1179,1929,56851,Europe
Palestine,480,,4,,92,384,,94,0.8,27000,5293,Asia
Senegal,479,,6,,257,216,1,29,0.4,466,28,Africa
Malta,445,,3,,204,238,2,1008,7,26811,60721,Europe
Jordan,437,,7,,318,112,5,43,0.7,36000,3528,Asia
Taiwan,427,,6,,253,168,,18,0.3,58003,2435,Asia
Georgia,425,,5,,111,309,6,107,1,8375,2099,Asia
Runion,412,,,,238,174,2,460,,,,Africa
DRC,377,,25,,47,305,,4,0.3,,,Africa
Sri Lanka,368,,7,,107,254,2,17,0.3,7393,345,Asia
Guatemala,342,,10,,25,307,3,19,0.6,7200,402,North America
Mauritius,331,,9,,266,56,3,260,7,12835,10092,Africa
Somalia,328,,16,,8,304,2,21,1,,,Africa
Mayotte,326,,4,,125,197,4,1195,15,2100,7698,Africa
Kenya,320,,14,,89,217,2,6,0.3,14704,273,Africa
Montenegro,316,,5,,123,188,7,503,8,5085,8096,Europe
Venezuela,311,13,10,,126,175,4,11,0.4,347236,12211,South America
Mali,309,,21,,77,211,,15,1,2023,100,Africa
Isle of Man,307,,16,,221,70,20,3610,188,2674,31447,Europe
Tanzania,284,,10,,11,263,7,5,0.2,,,Africa
Vietnam,268,,,,224,44,8,3,,206253,2119,Asia
Jamaica,257,5,6,,28,223,,87,2,2213,747,North America
El Salvador,250,,8,,67,175,2,39,1,15385,2372,North America
Paraguay,213,,9,,67,137,1,30,1,6598,925,South America
Faeroe Islands,187,,,,178,9,,3827,,6375,130467,Europe
Congo,186,,6,,16,164,,34,1,,,Africa
Sudan,174,12,16,3,14,144,,4,0.4,,,Africa
Gabon,167,,2,,24,141,1,75,0.9,572,257,Africa
Martinique,164,,14,,73,77,6,437,37,,,North America
Rwanda,154,,,,87,67,,12,,6959,537,Africa
Guadeloupe,148,,12,,76,60,13,370,30,,,North America
Brunei,138,,1,,119,18,2,315,2,12430,28413,Asia
Gibraltar,133,,,,129,4,,3948,,2062,61203,Europe
Myanmar,132,,5,,9,118,,2,0.09,5528,102,Asia
Cambodia,122,,,,110,12,1,7,,5768,345,Asia
Madagascar,121,,,,58,63,1,4,,2357,85,Africa
Ethiopia,116,,3,,21,92,,1,0.03,10736,93,Africa
Trinidad and Tobago,115,,8,,45,62,,82,6,1459,1043,North America
Maldives,108,,,,16,92,2,200,,4696,8688,Asia
French Guiana,107,,1,,84,22,1,358,3,,,South America
Liberia,101,,8,,20,73,,20,2,,,Africa
Aruba,100,,2,,68,30,4,937,19,1535,14377,North America
Bermuda,99,,5,,39,55,10,1590,80,949,15238,North America
Monaco,94,,4,,35,55,2,2395,102,,,Europe
Togo,88,,6,,59,23,,11,0.7,4733,572,Africa
Equatorial Guinea,84,,1,,7,76,,60,0.7,854,609,Africa
Cabo Verde,82,,1,,1,80,,147,2,,,Africa
Liechtenstein,81,,1,,55,25,,2124,26,900,23605,Europe
Barbados,76,,6,,30,40,4,264,21,1222,4252,North America
Zambia,76,,3,,37,36,1,4,0.2,2586,141,Africa
Uganda,74,,,,46,28,,2,,16057,351,Africa
Sint Maarten,73,,12,,22,39,8,1703,280,266,6204,North America
Bahamas,72,,11,,14,47,1,183,28,,,North America
Haiti,72,,5,,2,65,,6,0.4,690,61,North America
Guyana,70,,7,,9,54,5,89,9,375,477,South America
Cayman Islands,66,,1,,7,58,3,1004,15,778,11838,North America
Sierra Leone,64,,1,,10,53,,8,0.1,,,Africa
Libya,60,,2,,15,43,,9,0.3,1337,195,Africa
French Polynesia,57,,,,36,21,1,203,,1803,6418,Australia/Oceania
Benin,54,,1,,27,26,,4,0.08,,,Africa
Guinea-Bissau,50,,,,3,47,,25,,1500,762,Africa
Nepal,48,,,,9,39,,2,,9200,316,Asia
Mozambique,46,,,,9,37,,1,,1325,42,Africa
Macao,45,,,,27,18,1,69,,,,Asia
Syria,42,,3,,6,33,,2,0.2,,,Asia
Eritrea,39,,,,6,33,,11,,,,Africa
Saint Martin,38,,2,,19,17,3,983,52,,,North America
Mongolia,35,,,,8,27,,11,,7156,2183,Asia
Malawi,33,,3,,3,27,1,2,0.2,519,27,Africa
Chad,33,,,,8,25,,2,,,,Africa
Eswatini,31,,1,,8,22,,27,0.9,714,615,Africa
Zimbabwe,28,,4,,2,22,,2,0.3,4990,336,Africa
Angola,25,,2,,6,17,,0.8,0.06,,,Africa
Antigua and Barbuda,24,,3,,10,11,1,245,31,108,1103,North America
Timor-Leste,23,,,,1,22,,17,,322,244,Asia
Botswana,22,,1,,,21,,9,0.4,4432,1885,Africa
Laos,19,,,,4,15,,3,,1461,201,Asia
Belize,18,,2,,5,11,1,45,5,816,2052,North America
Fiji,18,,,,8,10,,20,,,,Australia/Oceania
New Caledonia,18,,,,17,1,1,63,,3772,13212,Australia/Oceania
CAR,16,,,,10,6,,3,,,,Africa
Dominica,16,,,,9,7,,222,,377,5237,North America
Namibia,16,,,,7,9,,6,,524,206,Africa
