Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1036549,1535,58703,104,144325,833521,16361,,,,,North America
Europe,1260992,8495,120396,278,408575,732021,25519,,,,,Europe
Asia,463242,2578,16989,38,221299,224954,6062,,,,,Asia
South America,131374,225,6020,16,47924,77430,9690,,,,,South America
Oceania,8282,25,101,3,6749,1432,45,,,,,Australia/Oceania
Africa,31164,62,1379,,9575,20210,155,,,,,Africa
,721,,15,,645,61,4,,,,,
World,2932324,12920,203603,439,839092,1889629,57836,376,26.1,,,All
USA,960896,245,54265,9,118162,788469,15110,2903,164,5279237,15949,North America
Spain,223759,,22902,,95708,105149,7705,4786,490,930230,19896,Europe
Italy,195351,,26384,,63120,105847,2102,3231,436,1707743,28245,Europe
France,161488,,22614,,44594,94280,4725,2474,346,463662,7103,Europe
Germany,156513,,5877,,109800,40836,2570,1868,70,2072669,24738,Europe
UK,148377,,20319,,N/A,127714,1559,2186,299,640792,9439,Europe
Turkey,107773,,2706,,25582,79485,1782,1278,32,868565,10298,Asia
Iran,89328,,5650,,68193,15485,3096,1064,67,410075,4882,Asia
Russia,80949,6361,747,66,6767,73435,2300,555,5,2877699,19719,Europe
Brazil,59324,128,4057,12,29160,26107,8318,279,19,291922,1373,South America
Belgium,46134,809,7094,177,10785,28255,891,3981,612,189067,16313,Europe
Canada,45354,,2465,,16425,26464,557,1202,65,684271,18130,North America
Netherlands,37190,,4409,,N/A,32531,959,2170,257,193950,11319,Europe
Switzerland,28894,,1599,,21300,5995,204,3339,185,245300,28343,Europe
India,26496,213,825,,5939,19732,,19,0.6,625309,453,Asia
Peru,25331,,700,,7797,16834,545,768,21,218195,6618,South America
Portugal,23392,,880,,1277,21235,186,2294,86,330512,32414,Europe
Ecuador,22719,,576,,1366,20777,127,1288,33,56513,3203,South America
Ireland,18561,,1063,,9233,8265,142,3759,215,127319,25785,Europe
Sweden,18177,,2192,,1005,14980,547,1800,217,94500,9357,Europe
Saudi Arabia,16299,,136,,2215,13948,115,468,4,200000,5745,Asia
Israel,15398,100,199,,6602,8597,132,1779,23,302691,34971,Asia
Austria,15225,77,542,6,12282,2401,145,1690,60,227631,25274,Europe
Mexico,13842,970,1305,84,7149,5388,378,107,10,65500,508,North America
Singapore,13624,931,12,,1002,12610,24,2329,2,121774,20815,Asia
Japan,13231,,360,,1656,11215,287,105,3,147454,1166,Asia
Chile,12858,,181,,6746,5931,418,673,9,149212,7806,South America
Pakistan,12723,,269,,2866,9588,111,58,1,144365,654,Asia
Poland,11395,122,526,2,2265,8604,160,301,14,278994,7372,Europe
Romania,11036,401,608,7,3054,7374,236,574,32,136518,7096,Europe
S. Korea,10728,10,242,2,8717,1769,55,209,5,598285,11669,Asia
UAE,9813,,71,,1887,7855,1,992,7,1022326,103365,Asia
Belarus,9590,,67,,1573,7950,92,1015,7,139295,14741,Europe
Qatar,9358,,10,,929,8419,72,3248,3,79705,27665,Asia
Indonesia,8882,275,743,23,1107,7032,,32,3,67828,248,Asia
Ukraine,8617,492,209,8,840,7568,107,197,5,89373,2044,Europe
Denmark,8445,,418,,5669,2358,70,1458,72,136738,23607,Europe
Serbia,7779,,151,,1152,6476,91,890,17,59938,6860,Europe
Philippines,7579,285,501,7,862,6216,1,69,5,81292,742,Asia
Norway,7499,6,201,,32,7266,50,1383,37,155125,28614,Europe
Czechia,7352,,219,1,2471,4662,79,687,20,215116,20087,Europe
Australia,6711,16,83,3,5539,1089,42,263,3,506449,19861,Australia/Oceania
Dominican Republic,5926,,273,,822,4831,136,546,25,21284,1962,North America
Malaysia,5780,38,98,,3862,1820,36,179,3,131491,4063,Asia
Panama,5538,200,159,5,338,5041,85,1283,37,25400,5887,North America
Bangladesh,5416,418,145,5,122,5149,1,33,0.9,46589,283,Asia
Colombia,5142,,233,,1067,3842,117,101,5,78078,1534,South America
Finland,4576,101,186,,2500,1890,60,826,34,80273,14488,Europe
South Africa,4361,,86,,1473,2802,36,74,1,161004,2715,Africa
Egypt,4319,,307,,1114,2898,,42,3,90000,879,Africa
Morocco,3897,,159,,537,3201,1,106,4,25443,689,Africa
