Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,569587,638,21836,44,39281,508470,12462,,,,,North America
Europe,860952,8053,74334,709,214686,571932,29969,,,,,Europe
Asia,288848,1664,10709,112,143337,134802,6605,,,,,Asia
South America,48103,35,1952,5,5246,40905,1243,,,,,South America
Oceania,7730,28,63,3,3810,3857,86,,,,,Australia/Oceania
Africa,14299,79,747,2,2465,11087,174,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1790240,10497,109654,875,409444,1271142,50549,230,14.1,,,All
USA,533115,236,20580,3,30502,482033,11471,1611,62,2693758,8138,North America
Spain,166019,2992,16972,366,62391,86656,7371,3551,363,355000,7593,Europe
Italy,152271,,19468,,32534,100269,3381,2518,322,963473,15935,Europe
France,129654,,13832,,26391,89431,6883,1986,212,333807,5114,Europe
Germany,125452,,2871,,57400,65181,4895,1497,34,1317887,15730,Europe
UK,78991,,9875,,344,68772,1559,1164,145,334974,4934,Europe
Iran,70029,,4357,,41947,23725,3987,834,52,251703,2997,Asia
Turkey,52167,,1101,,2965,48101,1626,619,13,340380,4036,Asia
Belgium,29647,1629,3600,254,6463,19584,1223,2558,311,102151,8814,Europe
Switzerland,25300,193,1036,,12100,12164,386,2923,120,190000,21954,Europe
Netherlands,24413,,2643,,250,21520,1384,1425,154,101534,5926,Europe
Canada,23318,,653,,6428,16237,557,618,17,401552,10639,North America
Brazil,20964,2,1141,1,173,19650,296,99,5,62985,296,South America
Portugal,15987,,470,,266,15251,233,1568,46,162798,15966,Europe
Russia,15770,2186,130,24,1291,14349,8,108,0.9,1200000,8223,Europe
Austria,13945,139,350,13,6987,6608,243,1548,39,144877,16086,Europe
Israel,10878,135,103,2,1388,9387,174,1257,12,117339,13557,Asia
S. Korea,10512,32,214,3,7368,2930,55,205,4,514621,10038,Asia
Sweden,10151,,887,,381,8883,789,1005,88,54700,5416,Europe
Ireland,8928,,320,,25,8583,194,1808,65,53000,10734,Europe
India,8504,58,289,1,972,7243,,6,0.2,189111,137,Asia
Ecuador,7257,,315,,411,6531,184,411,18,21568,1222,South America
Chile,6927,,73,,1864,4990,383,362,4,76374,3995,South America
Peru,6848,,181,,1739,4928,142,208,5,67712,2054,South America
Japan,6748,,108,,762,5878,117,53,0.9,68771,544,Asia
Norway,6409,,119,,32,6258,67,1182,22,124279,22924,Europe
Poland,6356,,208,,375,5773,160,168,5,129560,3423,Europe
Australia,6313,10,59,3,3338,2916,81,248,2,353941,13880,Australia/Oceania
Denmark,5996,,260,,1955,3781,106,1035,45,67771,11700,Europe
Romania,5990,,306,15,758,4926,208,311,16,59272,3081,Europe
Czechia,5905,3,132,3,422,5351,87,551,12,125126,11684,Europe
Pakistan,5038,27,86,,1026,3926,37,23,0.4,61801,280,Asia
Malaysia,4683,153,76,3,2108,2499,66,145,2,71897,2221,Asia
Philippines,4648,220,297,50,197,4154,1,42,3,33814,309,Asia
Indonesia,4241,399,373,46,359,3509,,16,1,19452,71,Asia
Mexico,4219,375,273,40,1772,2174,89,33,2,35479,275,North America
Saudi Arabia,4033,,52,,720,3261,67,116,1,115585,3320,Asia
UAE,3736,,20,,588,3128,1,378,2,648195,65538,Asia
