Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1065973,1370,60014,59,147312,858647,16405,,,,,North America
Europe,1284431,7623,122097,212,439785,722549,25246,,,,,Europe
Asia,474581,2314,17298,55,228734,228549,6082,,,,,Asia
South America,138255,335,6309,20,49664,82282,9700,,,,,South America
Oceania,8290,4,102,1,6838,1350,46,,,,,Australia/Oceania
Africa,32675,18,1427,,10030,21218,140,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3004926,11664,207262,347,883008,1914656,57623,386,26.6,,,All
USA,987322,162,55415,2,118781,813126,15143,2983,167,5470555,16527,North America
Spain,226629,,23190,,117727,85712,7764,4847,496,1199548,25656,Europe
Italy,197675,,26644,,64928,106103,2009,3269,441,1757659,29071,Europe
France,162100,,22856,,44903,94341,4682,2483,350,463662,7103,Europe
Germany,157770,,5976,,114500,37294,2570,1883,71,2072669,24738,Europe
UK,152840,,20732,,N/A,131764,1559,2251,305,669850,9867,Europe
Turkey,110130,,2805,,29140,78185,1776,1306,33,898742,10656,Asia
Iran,90481,,5710,,69657,15114,3079,1077,68,421313,5016,Asia
Russia,87147,6198,794,47,7346,79007,2300,597,5,3019434,20690,Europe
Brazil,63100,241,4286,15,30152,28662,8318,297,20,291922,1373,South America
Canada,46895,,2560,,17321,27014,557,1243,68,707508,18746,North America
Belgium,46687,553,7207,113,10878,28602,903,4028,622,197747,17062,Europe
Netherlands,37845,,4475,,N/A,33120,934,2209,261,193950,11319,Europe
Switzerland,29061,,1610,,21800,5651,185,3358,186,245300,28343,Europe
India,27977,87,884,3,6523,20570,,20,0.6,665819,482,Asia
Peru,27517,,728,,8088,18701,554,835,22,232747,7059,South America
Portugal,23864,,903,,1329,21632,182,2340,89,330512,32414,Europe
Ecuador,22719,,576,,1366,20777,127,1288,33,56513,3203,South America
Ireland,19262,,1087,,9233,8942,142,3901,220,127319,25785,Europe
Sweden,18640,,2194,,1005,15441,399,1846,217,94500,9357,Europe
Saudi Arabia,17522,,139,,2357,15026,115,503,4,200000,5745,Asia
Israel,15466,23,202,1,6796,8468,129,1787,23,302691,34971,Asia
Austria,15274,49,549,7,12362,2363,140,1696,61,232537,25819,Europe
Mexico,14677,835,1351,46,8354,4972,378,114,10,67635,525,North America
Singapore,14423,799,12,,1060,13351,22,2465,2,121774,20815,Asia
Japan,13441,,372,,1809,11260,296,106,3,149074,1179,Asia
Chile,13331,,189,,7024,6118,418,697,10,155975,8159,South America
Pakistan,13328,,281,,3029,10018,111,60,1,150756,682,Asia
Poland,11761,144,539,4,2466,8756,160,311,14,290633,7679,Europe
Romania,11036,,631,12,3054,7351,236,574,33,136518,7096,Europe
S. Korea,10738,10,243,1,8764,1731,55,209,5,601660,11735,Asia
Belarus,10463,,72,,1695,8696,92,1107,8,147525,15612,Europe
UAE,10349,,76,,1978,8295,1,1046,8,1057326,106904,Asia
Qatar,10287,,10,,1012,9265,72,3571,3,82289,28562,Asia
Indonesia,9096,214,765,22,1151,7180,,33,3,75157,275,Asia
Ukraine,9009,392,220,11,864,7925,110,206,5,93519,2138,Europe
Denmark,8698,123,422,,5805,2471,70,1502,73,155810,26900,Europe
Serbia,8042,,156,,1182,6704,85,920,18,64303,7360,Europe
Philippines,7777,198,511,10,932,6334,31,71,5,84789,774,Asia
Norway,7527,,202,1,32,7293,49,1388,37,155125,28614,Europe
Czechia,7408,4,221,1,2600,4587,73,692,21,218474,20401,Europe
Australia,6720,4,83,,5586,1051,43,264,3,517063,20277,Australia/Oceania
Dominican Republic,6135,,278,,910,4947,144,566,26,22498,2074,North America
Bangladesh,5913,497,152,7,131,5630,1,36,0.9,50401,306,Asia
Malaysia,5820,40,99,1,3957,1764,37,180,3,131491,4063,Asia
Panama,5779,241,165,6,369,5245,85,1339,38,26642,6175,North America
Colombia,5379,,244,,1133,4002,117,106,5,87199,1714,South America
Finland,4576,,190,,2500,1886,62,826,34,80300,14493,Europe
South Africa,4546,,87,,1473,2986,36,77,1,168643,2843,Africa
Egypt,4534,,317,,1176,3041,,44,3,90000,879,Africa
Morocco,4065,,161,,593,3311,1,110,4,27399,742,Africa
Argentina,3892,,192,,1107,2593,144,86,4,49905,1104,South America
Luxembourg,3723,,88,,3104,531,22,5947,141,39003,62307,Europe
Moldova,3408,,101,5,925,2382,212,845,25,11763,2916,Europe
Algeria,3382,,425,,1508,1449,40,77,10,6500,148,Africa
