Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,998393,2056,56389,194,135476,806528,16346,,,,,North America
Europe,1228118,2804,117623,299,398214,712281,26127,,,,,Europe
Asia,450542,2326,16674,71,213530,220338,6043,,,,,Asia
South America,121322,1156,5573,35,45573,70176,9620,,,,,South America
Oceania,8257,25,98,2,6558,1601,46,,,,,Australia/Oceania
Africa,29862,22,1331,3,9141,19390,148,,,,,Africa
,721,,15,,645,61,4,,,,,
World,2837215,8389,197703,604,809137,1830375,58334,364,25.4,,,All
USA,925758,526,52217,24,110432,763109,15097,2797,158,5037473,15219,North America
Spain,219764,,22524,,92355,104885,7705,4700,482,930230,19896,Europe
Italy,192994,,25969,,60498,106527,2173,3192,430,1642356,27164,Europe
France,159828,,22245,,43493,94090,4870,2449,341,463662,7103,Europe
Germany,155054,55,5767,7,109800,39487,2908,1851,69,2072669,24738,Europe
UK,143464,,19506,,N/A,123614,1559,2113,287,612031,9016,Europe
Turkey,104912,,2600,,21737,80575,1790,1244,31,830257,9844,Asia
Iran,88194,,5574,,66599,16021,3121,1050,66,399927,4761,Asia
Russia,68622,,615,,5568,62439,2300,470,4,2550000,17474,Europe
Brazil,54043,1048,3704,34,27655,22684,8318,254,17,291922,1373,South America
Belgium,45325,1032,6917,238,10417,27991,934,3911,597,189067,16313,Europe
Canada,43888,,2302,,15469,26117,557,1163,61,660108,17490,North America
Netherlands,36535,,4289,,N/A,31996,963,2132,250,187000,10913,Europe
Switzerland,28677,,1593,4,21000,6084,204,3313,184,235252,27182,Europe
India,24530,83,780,,5498,18252,,18,0.6,579957,420,Asia
Portugal,22797,,854,,1228,20715,188,2236,84,315758,30967,Europe
Ecuador,22719,,576,,1366,20777,127,1288,33,56513,3203,South America
Peru,21648,,634,,7496,13518,505,657,19,198349,6016,South America
Ireland,18184,,1014,,9233,7937,142,3683,205,111584,22598,Europe
Sweden,17567,,2152,,1005,14410,547,1739,213,94500,9357,Europe
Austria,15148,77,536,6,12103,2509,148,1682,60,221098,24549,Europe
Israel,15148,90,198,4,6159,8791,130,1750,23,302691,34971,Asia
Saudi Arabia,15102,,127,,2049,12926,93,434,4,200000,5745,Asia
Mexico,12872,1239,1221,152,7149,4502,378,100,9,51297,398,North America
Japan,12829,117,345,,1530,10954,263,101,3,141600,1120,Asia
Singapore,12693,618,12,,956,11725,24,2170,2,121774,20815,Asia
Chile,12306,,174,,6327,5805,408,644,9,142267,7442,South America
Pakistan,11940,,253,,2755,8932,111,54,1,138147,625,Asia
Poland,11067,175,499,5,2126,8442,160,292,13,265201,7007,Europe
S. Korea,10718,10,240,,8635,1843,55,209,5,595161,11609,Asia
Romania,10417,,575,8,2817,7025,241,541,30,121602,6321,Europe
Belarus,9590,817,67,4,1573,7950,92,1015,7,139295,14741,Europe
UAE,9281,,64,,1760,7457,1,938,6,790000,79875,Asia
Indonesia,8607,396,720,31,1042,6845,,31,3,64054,234,Asia
Qatar,8525,,10,,809,7706,72,2959,3,75888,26340,Asia
Denmark,8210,,403,,5526,2281,69,1417,70,125329,21638,Europe
Ukraine,8125,478,201,8,782,7142,104,186,5,83577,1911,Europe
Serbia,7483,,144,,1094,6245,96,856,16,54887,6282,Europe
Norway,7463,,199,,32,7232,53,1377,37,155125,28614,Europe
Philippines,7294,102,494,17,792,6008,1,67,5,81292,742,Asia
Czechia,7273,,215,1,2389,4669,71,679,20,210705,19676,Europe
Australia,6695,20,80,1,5372,1243,43,263,3,494257,19383,Australia/Oceania
Dominican Republic,5749,,267,,763,4719,135,530,25,18261,1683,North America
Malaysia,5742,51,98,2,3762,1882,36,177,3,126970,3923,Asia
Panama,5338,172,154,8,319,4865,87,1237,36,24304,5633,North America
Bangladesh,4998,309,140,9,112,4746,1,30,0.9,39476,240,Asia
Colombia,4881,,225,,1003,3653,117,96,4,78078,1534,South America
Finland,4395,,177,,2500,1718,61,793,32,74500,13446,Europe
