Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,500901,681,17694,28,32299,450908,10968,,,,,North America
Europe,787235,8383,66797,979,190287,530151,30341,,,,,Europe
Asia,265329,1432,9968,72,129857,125504,6434,,,,,Asia
South America,39662,57,1620,5,4129,33913,1128,,,,,South America
Oceania,7573,96,55,3,3515,4003,79,,,,,Australia/Oceania
Africa,12984,104,642,10,1703,10639,155,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1614405,10753,96789,1097,362409,1155207,49115,207,12.4,,,All
USA,468895,329,16697,6,25928,426270,10011,1417,50,2376977,7181,North America
Spain,157022,3800,15843,396,55668,85511,7371,3358,339,355000,7593,Europe
Italy,143626,,18279,,28470,96877,3605,2375,302,853369,14114,Europe
Germany,118235,,2607,,52407,63221,4895,1411,31,1317887,15730,Europe
France,117749,,12210,,23206,82333,7066,1804,187,333807,5114,Europe
Iran,66220,,4110,,32309,29801,3918,788,49,231393,2755,Asia
UK,65077,,7978,,135,56964,1559,959,118,298169,4392,Europe
Turkey,42282,,908,,2142,39232,1552,501,11,276338,3277,Asia
Belgium,26667,1684,3019,496,5568,18080,1278,2301,260,84248,7269,Europe
Switzerland,24172,121,958,10,10600,12614,386,2793,111,178500,20625,Europe
Netherlands,21762,,2396,,250,19116,1424,1270,140,101534,5926,Europe
Canada,20765,,509,,5311,14945,518,550,13,370315,9812,North America
Brazil,18176,31,957,3,173,17046,296,86,5,62985,296,South America
Portugal,13956,,409,,205,13342,241,1369,40,140368,13766,Europe
Austria,13377,133,319,24,6064,6994,261,1485,35,134743,14961,Europe
Russia,11917,1786,94,18,795,11028,8,82,0.6,1090000,7469,Europe
S. Korea,10450,27,208,4,7117,3125,55,204,4,503051,9812,Asia
Israel,10095,127,92,6,1061,8942,164,1166,11,117339,13557,Asia
Sweden,9141,,793,,205,8143,719,905,79,54700,5416,Europe
India,6771,46,228,1,635,5908,,5,0.2,177584,129,Asia
Ireland,6574,,263,,25,6286,165,1331,53,53000,10734,Europe
Norway,6219,,108,,32,6079,70,1147,20,121034,22326,Europe
Australia,6203,51,53,2,3141,3009,74,243,2,338346,13269,Australia/Oceania
Chile,5972,,57,,1274,4641,360,312,3,68353,3576,South America
Poland,5742,167,175,1,318,5249,160,152,5,107597,2843,Europe
Denmark,5635,,237,,1736,3662,120,973,41,64002,11050,Europe
Czechia,5589,20,113,1,309,5167,98,522,11,114854,10725,Europe
Japan,5530,183,99,,685,4746,109,44,0.8,64387,509,Asia
Peru,5256,,138,,1438,3680,124,159,4,48465,1470,South America
Romania,5202,,257,9,647,4298,178,270,13,51802,2693,Europe
Ecuador,4965,,272,,339,4354,139,281,15,19102,1083,South America
Pakistan,4601,112,66,1,727,3808,45,21,0.3,54706,248,Asia
Malaysia,4346,118,70,3,1830,2446,69,134,2,69675,2153,Asia
Philippines,4195,119,221,18,140,3834,1,38,2,24500,224,Asia
Indonesia,3512,219,306,26,282,2924,,13,1,17679,65,Asia
Mexico,3441,260,194,20,633,2614,89,27,2,31492,244,North America
Saudi Arabia,3287,,44,,666,2577,41,94,1,115585,3320,Asia
Luxembourg,3115,,52,,500,2563,30,4976,83,27521,43965,Europe
UAE,2990,,14,,268,2708,1,302,1,593095,59967,Asia
Serbia,2867,,66,,118,2683,127,328,8,12347,1413,Europe
Panama,2752,,66,,16,2670,107,638,15,11776,2729,North America
Finland,2605,,42,,300,2263,82,470,8,39000,7039,Europe
Thailand,2473,50,33,1,1013,1427,61,35,0.5,71860,1030,Asia
Qatar,2376,,6,,206,2164,37,825,2,43144,14975,Asia
Dominican Republic,2349,,118,,80,2151,147,217,11,7151,659,North America
Colombia,2223,,69,,174,1980,85,44,1,34910,686,South America
Ukraine,2203,311,69,12,61,2073,33,50,2,23522,538,Europe
Greece,1955,,87,,269,1599,79,188,8,33634,3227,Europe
South Africa,1934,,18,,95,1821,7,33,0.3,68874,1161,Africa
Singapore,1910,,6,,460,1444,29,326,1,65000,11110,Asia
Argentina,1894,,79,,365,1450,96,42,2,14850,329,South America
Egypt,1699,,118,,348,1233,,17,1,25000,244,Africa
Algeria,1666,,235,,347,1084,46,38,5,3359,77,Africa
Iceland,1648,,6,,688,954,11,4829,18,32663,95718,Europe
Belarus,1486,,16,,139,1331,55,157,2,49000,5186,Europe
Morocco,1431,57,105,8,114,1212,1,39,3,6854,186,Africa
Croatia,1407,,20,,219,1168,34,343,5,13680,3332,Europe
Moldova,1289,,29,,56,1204,80,320,7,6271,1555,Europe
New Zealand,1283,44,2,1,373,908,5,266,0.4,55685,11548,Australia/Oceania
Estonia,1258,51,24,,93,1141,9,948,18,27883,21019,Europe
Iraq,1232,,69,,496,667,,31,2,30466,757,Asia
Hungary,1190,210,77,11,112,1001,17,123,8,29948,3100,Europe
Slovenia,1124,,43,,128,953,34,541,21,31813,15303,Europe
Lithuania,999,44,17,1,8,974,21,367,6,36051,13243,Europe
Kuwait,993,83,1,,123,869,26,233,0.2,,,Asia
Hong Kong,974,,4,,293,677,14,130,0.5,96709,12900,Asia
Armenia,937,16,11,1,149,777,30,316,4,6081,2052,Asia
Azerbaijan,926,,9,,101,816,27,91,0.9,57371,5658,Asia
Bahrain,887,,5,,519,363,3,521,3,55096,32379,Asia
Bosnia and Herzegovina,875,17,35,,118,722,4,267,11,6911,2106,Europe
Cameroon,803,,12,,61,730,,30,0.5,,,Africa
Kazakhstan,802,21,9,1,63,730,21,43,0.5,61955,3300,Asia
Diamond Princess,712,,11,,619,82,10,,,,,
Slovakia,701,,2,,23,676,5,128,0.4,21371,3914,Europe
North Macedonia,663,,30,,37,596,15,318,14,6571,3154,Europe
Tunisia,643,,25,,25,593,78,54,2,9570,810,Africa
Bulgaria,624,6,24,,54,546,33,90,3,18502,2663,Europe
Uzbekistan,624,42,3,,38,583,8,19,0.09,70000,2091,Asia
Latvia,612,23,3,,16,593,3,324,2,26656,14132,Europe
Lebanon,609,27,20,1,67,522,28,89,3,12524,1835,Asia
Andorra,583,,25,,58,500,17,7545,324,1673,21653,Europe
Cyprus,564,,10,,53,501,13,467,8,14273,11822,Asia
Costa Rica,539,,3,,30,506,13,106,0.6,6298,1236,North America
Afghanistan,521,37,15,,32,474,,13,0.4,,,Asia
Cuba,515,,15,,28,472,15,45,1,9410,831,North America
Oman,484,27,3,,109,372,3,95,0.6,,,Asia
Uruguay,473,17,7,,206,260,13,136,2,6856,1974,South America
Ivory Coast,444,,3,,52,389,,17,0.1,,,Africa
Burkina Faso,443,,24,,146,273,,21,1,,,Africa
Bangladesh,424,94,27,6,33,364,1,3,0.2,6175,37,Asia
Albania,416,7,23,,182,211,6,145,8,3385,1176,Europe
Niger,410,,11,,40,359,,17,0.5,4251,176,Africa
Honduras,382,39,23,,7,352,10,39,2,1600,162,North America
Taiwan,382,2,6,1,91,285,,16,0.3,43886,1843,Asia
Ghana,378,,6,,3,369,2,12,0.2,12046,388,Africa
Jordan,372,,7,,161,204,5,36,0.7,17000,1666,Asia
Runion,362,,,,40,322,4,404,,,,Africa
Channel Islands,361,,8,,40,313,,2076,46,1157,6655,Europe
Malta,337,,2,,16,319,4,763,5,13732,31100,Europe
San Marino,333,,34,,49,250,14,9814,1002,846,24933,Europe
Mauritius,314,,7,,23,284,3,247,6,6730,5292,Africa
Kyrgyzstan,298,18,5,1,35,258,5,46,0.8,9618,1474,Asia
Nigeria,288,,7,,51,230,2,1,0.03,5000,24,Africa
Bolivia,268,4,19,1,2,247,3,23,2,591,51,South America
Palestine,266,3,1,,44,221,,52,0.2,16068,3150,Asia
Montenegro,255,3,2,,4,249,7,406,3,2329,3708,Europe
Vietnam,255,,,,144,111,8,3,,114241,1174,Asia
Senegal,250,,2,,123,125,1,15,0.1,,,Africa
Georgia,230,12,3,,52,175,6,58,0.8,3271,820,Asia
DRC,215,35,20,2,13,182,,2,0.2,,,Africa
Guinea,194,,,,11,183,,15,,,,Africa
Sri Lanka,190,,7,,50,133,5,9,0.3,3248,152,Asia
Isle of Man,190,,1,,92,97,12,2234,12,1879,22097,Europe
Mayotte,186,2,2,,26,158,4,682,7,1100,4032,Africa
Kenya,184,,7,,12,165,2,3,0.1,5278,98,Africa
Faeroe Islands,184,,,,145,39,,3766,,5408,110677,Europe
Venezuela,171,,9,,84,78,6,6,0.3,139282,4898,South America
Martinique,154,,6,,50,98,19,410,16,,,North America
Guadeloupe,143,,8,,67,68,13,357,20,,,North America
Djibouti,140,,1,,28,111,,142,1,3399,3440,Africa
Brunei,136,1,1,,99,36,3,311,2,9342,21354,Asia
Paraguay,129,5,6,1,18,105,1,18,0.8,2262,317,South America
Guatemala,126,31,3,,17,106,3,7,0.2,1134,63,North America
Gibraltar,123,,,,60,63,1,3651,,1511,44849,Europe
Cambodia,119,,,,72,47,1,7,,5768,345,Asia
El Salvador,117,14,6,,15,96,3,18,0.9,,,North America
Rwanda,113,,,,7,106,,9,,806,62,Africa
Trinidad and Tobago,109,,8,,1,100,,78,6,987,705,North America
Madagascar,93,,,,11,82,1,3,,,,Africa
Monaco,84,,1,,5,78,4,2141,25,,,Europe
French Guiana,83,,,,43,40,1,278,,,,South America
Aruba,82,,,,20,62,,768,,1008,9441,North America
Liechtenstein,78,,1,,55,22,,2046,26,900,23605,Europe
Mali,74,,7,,22,45,,4,0.3,,,Africa
Togo,73,,3,,24,46,,9,0.4,1747,211,Africa
Barbados,66,,3,,11,52,4,230,10,694,2415,North America
Ethiopia,65,9,2,,4,59,2,0.6,0.02,2790,24,Africa
Jamaica,63,,4,,13,46,,21,1,907,306,North America
Congo,60,,5,,5,50,,11,0.9,,,Africa
Uganda,53,,,,,53,,1,,3310,72,Africa
French Polynesia,51,,,,,51,,182,,744,2649,Australia/Oceania
Sint Maarten,50,7,8,2,3,39,2,1166,187,134,3125,North America
Bermuda,48,,4,,25,19,2,771,64,354,5684,North America
Cayman Islands,45,,1,,6,38,,685,15,479,7288,North America
Macao,45,,,,10,35,1,69,,,,Asia
Gabon,44,,1,,1,42,,20,0.4,,,Africa
Bahamas,41,,8,,5,28,1,104,20,,,North America
Zambia,39,,1,,24,14,1,2,0.05,1239,67,Africa
Guyana,37,,6,,8,23,4,47,8,145,184,South America
Guinea-Bissau,36,,,,,36,,18,,1500,762,Africa
Eritrea,33,,,,,33,,9,,,,Africa
Saint Martin,32,,2,,7,23,6,828,52,,,North America
Liberia,31,,4,,3,24,,6,0.8,,,Africa
Haiti,30,,2,,,28,,3,0.2,257,23,North America
Myanmar,27,4,3,,2,22,,0.5,0.06,1406,26,Asia
Benin,26,,1,,5,20,,2,0.08,,,Africa
Tanzania,25,,1,,5,19,,0.4,0.02,,,Africa
Libya,24,,1,,8,15,,3,0.1,492,72,Africa
Angola,19,,2,,2,15,,0.6,0.06,,,Africa
Antigua and Barbuda,19,,2,,,17,1,194,20,40,408,North America
Syria,19,,2,,4,13,,1,0.1,,,Asia
Maldives,19,,,,13,6,,35,,,,Asia
Equatorial Guinea,18,,,,3,15,,13,,854,609,Africa
New Caledonia,18,,,,1,17,,63,,2608,9135,Australia/Oceania
Mozambique,17,,,,1,16,,0.5,,483,15,Africa
Dominica,16,1,,,5,11,,222,,309,4293,North America
Fiji,16,1,,,,16,,18,,,,Australia/Oceania
Laos,16,,,,,16,,2,,1035,142,Asia
Mongolia,16,,,,4,12,,5,,,,Asia
Namibia,16,,,,3,13,,6,,362,142,Africa
Sudan,15,,2,,2,11,,0.3,0.05,,,Africa
Curaao,14,,1,,7,6,,85,6,,,North America
Saint Lucia,14,,,,1,13,,76,,,,North America
Botswana,13,,1,,,12,,6,0.4,1154,491,Africa
Somalia,12,,1,,1,10,,0.8,0.06,,,Africa
Grenada,12,,,,,12,2,107,,45,400,North America
St. Vincent Grenadines,12,,,,1,11,,108,,56,505,North America
Eswatini,12,,,,7,5,,10,,,,Africa
Zimbabwe,11,,3,,,8,,0.7,0.2,371,25,Africa
Chad,11,,,,2,9,,0.7,,,,Africa
Greenland,11,,,,11,0,,194,,770,13564,North America
Saint Kitts and Nevis,11,,,,,11,,207,,197,3703,North America
Seychelles,11,,,,,11,,112,,,,Africa
Suriname,10,,1,,4,5,,17,2,,,South America
MS Zaandam,9,,2,,,7,,,,,,
Belize,9,,1,,,8,1,23,3,364,915,North America
Malawi,9,1,1,,,8,1,0.5,0.05,,,Africa
Nepal,9,,,,1,8,,0.3,,2895,99,Asia
Montserrat,9,,,,,9,1,1803,,36,7212,North America
Turks and Caicos,8,,1,,,7,,207,26,61,1576,North America
CAR,8,,,,,8,,2,,,,Africa
Vatican City,8,,,,2,6,,9988,,,,Europe
Cabo Verde,7,,1,,1,5,,13,2,,,Africa
Mauritania,7,,1,,2,4,,2,0.2,258,55,Africa
Nicaragua,7,,1,,,6,,1,0.2,,,North America
Sierra Leone,7,,,,,7,,0.9,,,,Africa
St. Barth,6,,,,1,5,,607,,,,North America
Bhutan,5,,,,2,3,,6,,1166,1511,Asia
Falkland Islands,5,,,,1,4,,1437,,137,39368,South America
Gambia,4,,1,,2,1,,2,0.4,,,Africa
Sao Tome and Principe,4,,,,,4,,18,,19,87,Africa
Western Sahara,4,,,,,4,,7,,,,Africa
Anguilla,3,,,,,3,,200,,,,North America
British Virgin Islands,3,,,,,3,,99,,,,North America
Burundi,3,,,,,3,,0.3,,,,Africa
South Sudan,3,,,,,3,,0.3,,,,Africa
