Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,997428,1285,56339,152,130891,810198,16345,,,,,North America
Europe,1225314,,117324,,393199,714791,26300,,,,,Europe
Asia,448241,25,16603,,212865,218773,6060,,,,,Asia
South America,120273,107,5539,1,45573,69161,9620,,,,,South America
Oceania,8249,17,97,1,6459,1693,46,,,,,Australia/Oceania
Africa,29825,,1328,,9140,19357,148,,,,,Africa
,721,,15,,645,61,4,,,,,
World,2830051,1434,197245,154,798772,1834034,58523,363,25.3,,,All
USA,925038,,52185,,110432,762421,15097,2795,158,5020850,15169,North America
Spain,219764,,22524,,92355,104885,7705,4700,482,930230,19896,Europe
Italy,192994,,25969,,60498,106527,2173,3192,430,1642356,27164,Europe
France,159828,,22245,,43493,94090,4870,2449,341,463662,7103,Europe
Germany,154999,,5760,,106800,42439,2908,1850,69,2072669,24738,Europe
UK,143464,,19506,,N/A,123614,1559,2113,287,612031,9016,Europe
Turkey,104912,,2600,,21737,80575,1790,1244,31,830257,9844,Asia
Iran,88194,,5574,,66599,16021,3121,1050,66,399927,4761,Asia
Russia,68622,,615,,5568,62439,2300,470,4,2550000,17474,Europe
Brazil,52995,,3670,,27655,21670,8318,249,17,291922,1373,South America
Belgium,44293,,6679,,10122,27492,970,3822,576,189067,16313,Europe
Canada,43888,,2302,,15469,26117,557,1163,61,660108,17490,North America
Netherlands,36535,,4289,,N/A,31996,963,2132,250,187000,10913,Europe
Switzerland,28677,,1589,,21000,6088,386,3313,184,235252,27182,Europe
India,24447,,780,,5496,18171,,18,0.6,541789,393,Asia
Portugal,22797,,854,,1228,20715,188,2236,84,315758,30967,Europe
Ecuador,22719,,576,,1366,20777,127,1288,33,56513,3203,South America
Peru,21648,,634,,7496,13518,505,657,19,198349,6016,South America
Ireland,18184,,1014,,9233,7937,142,3683,205,111584,22598,Europe
Sweden,17567,,2152,,550,14865,547,1739,213,94500,9357,Europe
Saudi Arabia,15102,,127,,2049,12926,93,434,4,200000,5745,Asia
Austria,15071,,530,,11872,2669,156,1673,59,212686,23615,Europe
Israel,15058,,194,,6003,8861,137,1740,22,302691,34971,Asia
Mexico,12872,1239,1221,152,2627,9024,378,100,9,51297,398,North America
Japan,12712,,345,,1530,10837,263,101,3,141600,1120,Asia
Chile,12306,,174,,6327,5805,408,644,9,142267,7442,South America
Singapore,12075,,12,,956,11107,26,2064,2,94796,16203,Asia
Pakistan,11940,,253,,2755,8932,111,54,1,138147,625,Asia
Poland,10892,,494,,1944,8454,160,288,13,265201,7007,Europe
S. Korea,10718,10,240,,8635,1843,55,209,5,595161,11609,Asia
Romania,10417,,567,,2817,7033,241,541,29,121602,6321,Europe
UAE,9281,,64,,1760,7457,1,938,6,790000,79875,Asia
Belarus,8773,,63,,1120,7590,92,928,7,130824,13845,Europe
Qatar,8525,,10,,809,7706,72,2959,3,75888,26340,Asia
Indonesia,8211,,689,,1002,6520,,30,3,64054,234,Asia
Denmark,8210,,403,,5526,2281,69,1417,70,125329,21638,Europe
Ukraine,7647,,193,,601,6853,45,175,4,77752,1778,Europe
Serbia,7483,,144,,1094,6245,96,856,16,54887,6282,Europe
Norway,7463,,199,,32,7232,53,1377,37,155125,28614,Europe
Czechia,7273,,214,,2371,4688,76,679,20,203622,19014,Europe
Philippines,7192,,477,,762,5953,1,66,4,76956,702,Asia
Australia,6687,12,79,,5273,1335,43,262,3,487000,19098,Australia/Oceania
Dominican Republic,5749,,267,,763,4719,135,530,25,18261,1683,North America
Malaysia,5691,,96,,3663,1932,41,176,3,121722,3761,Asia
Panama,5166,,146,,271,4749,86,1197,34,23534,5454,North America
Colombia,4881,,225,,1003,3653,117,96,4,78078,1534,South America
Bangladesh,4689,,131,,112,4446,1,28,0.8,39476,240,Asia
Finland,4395,,177,,2500,1718,61,793,32,74500,13446,Europe
South Africa,4220,,79,,1473,2668,36,71,1,152390,2569,Africa
Egypt,4092,,294,,1075,2723,,40,3,90000,879,Africa
