Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,510643,10423,18939,1273,32773,458931,11524,,,,,North America
Europe,803996,25144,68801,2983,192656,542539,30294,,,,,Europe
Asia,268866,4969,10104,208,133260,125502,6502,,,,,Asia
South America,42608,3003,1672,57,4158,36778,1160,,,,,South America
Oceania,7573,96,55,3,3515,4003,79,,,,,Australia/Oceania
Africa,13228,348,676,44,2135,10417,154,,,,,Africa
,721,,13,,619,89,10,,,,,
World,1647635,43983,100260,4568,369116,1178259,49723,211,12.9,,,All
USA,478109,9543,17919,1228,26106,434084,10571,1444,54,2443574,7382,North America
Spain,157053,3831,15970,523,55668,85415,7371,3359,342,355000,7593,Europe
Italy,147577,3951,18849,570,30455,98273,3497,2441,312,906864,14999,Europe
Germany,119624,1389,2607,,52407,64610,4895,1428,31,1317887,15730,Europe
France,117749,,12210,,23206,82333,7066,1804,187,333807,5114,Europe
UK,70272,5195,8958,980,135,61179,1559,1035,132,298169,4392,Europe
Iran,68192,1972,4232,122,35465,28495,3969,812,50,242568,2888,Asia
Turkey,42282,,908,,2142,39232,1552,501,11,276338,3277,Asia
Belgium,26667,1684,3019,496,5568,18080,1278,2301,260,84248,7269,Europe
Switzerland,24548,497,1001,53,10600,12947,386,2836,116,178500,20625,Europe
Netherlands,23097,1335,2511,115,250,20336,1424,1348,147,101534,5926,Europe
Canada,21243,478,531,22,5580,15132,518,563,14,370315,9812,North America
Brazil,18397,252,974,20,173,17250,296,87,5,62985,296,South America
Portugal,15472,1516,435,26,233,14804,226,1517,43,144000,14122,Europe
Austria,13531,287,319,24,6064,7148,261,1502,35,134743,14961,Europe
Russia,11917,1786,94,18,795,11028,8,82,0.6,1090000,7469,Europe
S. Korea,10450,27,208,4,7117,3125,55,204,4,503051,9812,Asia
Israel,10095,127,95,9,1061,8939,164,1166,11,117339,13557,Asia
Sweden,9685,544,870,77,205,8610,749,959,86,54700,5416,Europe
India,7347,622,229,2,641,6477,,5,0.2,177584,129,Asia
Ecuador,7161,2196,297,25,368,6496,171,406,17,21568,1222,South America
Ireland,6574,,263,,25,6286,194,1331,53,53000,10734,Europe
Chile,6501,529,65,8,1274,5162,360,340,3,72797,3808,South America
Norway,6244,25,112,4,32,6100,70,1152,21,123170,22720,Europe
Australia,6203,51,53,2,3141,3009,74,243,2,338346,13269,Australia/Oceania
Poland,5955,380,181,7,318,5456,160,157,5,118295,3126,Europe
Denmark,5819,184,247,10,1773,3799,113,1005,43,64731,11176,Europe
Czechia,5674,105,119,7,346,5209,98,530,11,114854,10725,Europe
Japan,5530,183,99,,685,4746,109,44,0.8,64387,509,Asia
Romania,5467,265,265,17,729,4473,183,284,14,55430,2881,Europe
Peru,5256,,138,,1438,3680,124,159,4,48465,1470,South America
Pakistan,4695,206,66,1,727,3902,45,21,0.3,54706,248,Asia
Malaysia,4346,118,70,3,1830,2446,69,134,2,69675,2153,Asia
Philippines,4195,119,221,18,140,3834,1,38,2,24500,224,Asia
Saudi Arabia,3651,364,47,3,685,2919,57,105,1,115585,3320,Asia
Indonesia,3512,219,306,26,282,2924,,13,1,17679,65,Asia
Mexico,3441,260,194,20,633,2614,89,27,2,31492,244,North America
