Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,881237,1370,48613,177,100492,732132,15267,,,,,North America
Europe,1140181,130,107920,14,349091,683170,26061,,,,,Europe
Asia,410598,338,15519,10,192532,202547,6258,,,,,Asia
South America,91565,305,4336,24,39780,47449,9472,,,,,South America
Oceania,8198,8,88,4,6016,2094,53,,,,,Australia/Oceania
Africa,25426,15,1197,,6780,17449,164,,,,,Africa
,721,,15,,644,62,7,,,,,
World,2557926,2166,177688,229,695335,1684903,57282,328,22.8,,,All
USA,819175,431,45343,25,82973,690859,14016,2475,137,4190002,12659,North America
Spain,204178,,21282,,82514,100382,7705,4367,455,930230,19896,Europe
Italy,183957,,24648,,51600,107709,2471,3043,408,1450150,23985,Europe
France,158050,,20796,,39181,98073,5433,2421,319,463662,7103,Europe
Germany,148453,,5086,,99400,43967,2908,1772,61,1728357,20629,Europe
UK,129044,,17337,,N/A,111363,1559,1901,255,535342,7886,Europe
Turkey,95591,,2259,,14918,78414,1865,1133,27,713409,8459,Asia
Iran,84802,,5297,,60965,18540,3357,1010,63,365723,4354,Asia
Russia,52763,,456,,3873,48434,700,362,3,2142604,14682,Europe
Brazil,43368,289,2761,20,24325,16282,8318,204,13,291922,1373,South America
Belgium,40956,,5998,,9002,25956,1079,3534,518,167110,14419,Europe
Canada,38422,,1834,,13188,23400,557,1018,49,569878,15099,North America
Netherlands,34134,,3916,,N/A,29968,1087,1992,229,171415,10004,Europe
Switzerland,28063,,1478,,19400,7185,386,3243,171,227554,26293,Europe
Portugal,21379,,762,,917,19700,213,2097,75,281907,27647,Europe
India,20111,31,645,,3975,15491,,15,0.5,462621,335,Asia
Peru,17837,,484,,6982,10371,380,541,15,155724,4723,South America
Ireland,16040,,730,,9233,6077,315,3248,148,111584,22598,Europe
Sweden,15322,,1765,,550,13007,515,1517,175,94500,9357,Europe
Austria,14873,,491,,10971,3411,196,1651,55,189018,20987,Europe
Israel,13942,,184,,4507,9251,139,1611,21,240303,27763,Asia
Saudi Arabia,11631,,109,,1640,9882,81,334,3,200000,5745,Asia
Japan,11512,,281,,1356,9875,232,91,2,124550,985,Asia
Chile,10832,,147,,4969,5716,392,567,8,122357,6401,South America
S. Korea,10694,11,238,1,8277,2179,55,209,5,577959,11273,Asia
Ecuador,10398,,520,,1207,8671,137,589,29,33389,1892,South America
Poland,9856,,401,,1297,8158,160,260,11,224355,5928,Europe
Pakistan,9749,184,209,8,2156,7384,58,44,0.9,118020,534,Asia
Mexico,9501,729,857,145,2627,6017,378,74,7,49570,384,North America
Romania,9242,,498,,2153,6591,245,480,26,101552,5279,Europe
Singapore,9125,,11,,839,8275,23,1560,2,94796,16203,Asia
UAE,7755,,46,,1443,6266,1,784,5,790000,79875,Asia
Denmark,7695,,370,,4700,2625,81,1329,64,100543,17358,Europe
Norway,7241,,182,,32,7027,58,1336,34,145279,26798,Europe
Indonesia,7135,,616,,842,5677,,26,2,50370,184,Asia
Czechia,7033,,201,,1753,5079,75,657,19,178617,16679,Europe
Serbia,6890,,130,,977,5783,101,789,15,45355,5191,Europe
Belarus,6723,,55,,577,6091,92,711,6,108545,11487,Europe
Australia,6647,2,74,3,4920,1653,49,261,3,449226,17617,Australia/Oceania
Philippines,6599,,437,,654,5508,1,60,4,64845,592,Asia
Qatar,6533,,9,,614,5910,37,2268,3,66725,23160,Asia
Ukraine,6125,,161,,367,5597,45,140,4,61997,1418,Europe
Malaysia,5482,,92,,3349,2041,43,169,3,110109,3402,Asia
Dominican Republic,5044,,245,,463,4336,126,465,23,16973,1565,North America
Panama,4821,163,141,5,231,4449,94,1117,33,21902,5076,North America
Colombia,4149,,196,,804,3149,98,82,4,68428,1345,South America
Finland,4014,,141,,2000,1873,63,724,25,61800,11154,Europe
Luxembourg,3618,,78,,670,2870,32,5780,125,34962,55852,Europe
Egypt,3490,,264,,870,2356,,34,3,55000,537,Africa
South Africa,3465,,58,,1055,2352,36,58,1.0,126937,2140,Africa
Bangladesh,3382,,110,,87,3185,1,21,0.7,29578,180,Asia
Morocco,3209,,145,,393,2671,1,87,4,18100,490,Africa
Argentina,3144,,151,,840,2153,123,70,3,36611,810,South America
Thailand,2826,15,49,1,2352,425,61,40,0.7,142589,2043,Asia
Algeria,2811,,392,,1152,1267,40,64,9,6500,148,Africa
Moldova,2614,,72,,505,2037,212,648,18,11763,2916,Europe
Greece,2401,,121,,577,1703,59,230,12,55666,5341,Europe
Hungary,2168,70,225,12,295,1648,82,224,23,52702,5455,Europe
Kuwait,2080,,11,,412,1657,46,487,3,,,Asia
Kazakhstan,2025,30,19,,489,1517,32,108,1,139207,7414,Asia
Bahrain,1973,,7,,784,1182,2,1160,4,94380,55466,Asia
Croatia,1908,,48,,801,1059,18,465,12,26610,6482,Europe
Iceland,1778,,10,,1417,351,5,5210,29,43831,128445,Europe
Uzbekistan,1692,14,6,,357,1329,8,51,0.2,150000,4482,Asia
Iraq,1602,,83,,1096,423,,40,2,60837,1513,Asia
Estonia,1552,,43,,169,1340,9,1170,32,42213,31822,Europe
Oman,1508,,8,,238,1262,3,295,2,,,Asia
Azerbaijan,1480,,20,,865,595,16,146,2,102764,10135,Asia
New Zealand,1451,6,14,1,1036,401,2,301,3,94797,19658,Australia/Oceania
Armenia,1401,,24,,609,768,30,473,8,13929,4701,Asia
Lithuania,1370,20,38,,357,975,17,503,14,76973,28275,Europe
Slovenia,1344,,77,,197,1070,25,646,37,42976,20672,Europe
Bosnia and Herzegovina,1342,,51,,437,854,4,409,16,19195,5851,Europe
North Macedonia,1231,,55,,224,952,9,591,26,12340,5923,Europe
Slovakia,1199,,14,,258,927,7,220,3,49428,9053,Europe
Cameroon,1163,,43,,329,791,33,44,2,,,Africa
Cuba,1137,,38,,309,790,18,100,3,30416,2685,North America
Afghanistan,1092,,36,,150,906,7,28,0.9,6422,165,Asia
Ghana,1042,,9,,99,934,4,34,0.3,68591,2207,Africa
Hong Kong,1030,,4,,650,376,8,137,0.5,131786,17579,Asia
Bulgaria,1015,40,47,2,174,794,34,146,7,26417,3802,Europe
Djibouti,945,,2,,112,831,,956,2,8955,9064,Africa
