Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,628326,1262,25163,51,47787,555376,13885,,,,,North America
Europe,923060,15674,81773,1784,240117,601170,29278,,,,,Europe
Asia,315007,4767,11569,218,154300,149138,6458,,,,,Asia
South America,55170,476,2280,32,9915,42975,1167,,,,,South America
Oceania,7857,58,70,4,4227,3560,85,,,,,Australia/Oceania
Africa,16296,352,840,2,3126,12330,178,,,,,Africa
,721,,14,,639,68,7,,,,,
World,1946437,22589,121709,2091,460111,1364617,51058,250,15.6,,,All
USA,587815,874,23654,14,37315,526846,12772,1776,71,2955225,8928,North America
Spain,172541,2442,18056,300,67504,86981,7371,3690,386,600000,12833,Europe
Italy,159516,,20465,,35435,103616,3260,2638,338,1046910,17315,Europe
France,136779,,14967,,27718,94094,6821,2095,229,333807,5114,Europe
Germany,130434,362,3220,26,68200,59014,4288,1557,38,1317887,15730,Europe
UK,93873,5252,12107,778,N/A,81422,1559,1383,178,382650,5637,Europe
Iran,74877,1574,4683,98,48129,22065,3691,891,56,287359,3421,Asia
Turkey,61049,,1296,,3957,55796,1786,724,15,410556,4868,Asia
Belgium,31119,530,4157,254,6868,20094,1223,2685,359,102151,8814,Europe
Netherlands,27419,868,2945,122,250,24224,1358,1600,172,134972,7877,Europe
Switzerland,25807,119,1155,17,13700,10952,386,2982,133,199000,22993,Europe
Canada,25680,,780,,7756,17144,557,680,21,437475,11591,North America
Brazil,23870,440,1355,27,2979,19536,296,112,6,62985,296,South America
Russia,21102,2774,170,22,1694,19238,8,145,1,1400000,9593,Europe
Portugal,17448,514,567,32,347,16534,218,1711,56,182707,17918,Europe
Austria,14159,118,384,16,7633,6142,243,1572,43,151796,16854,Europe
Israel,11868,282,117,1,2000,9751,181,1371,14,117339,13557,Asia
Sweden,11445,497,1033,114,381,10031,915,1133,102,54700,5416,Europe
Ireland,10647,,365,,25,10257,194,2156,74,72000,14581,Europe
S. Korea,10564,27,222,5,7534,2808,55,206,4,527438,10288,Asia
India,10541,88,358,,1205,8978,,8,0.3,206212,149,Asia
Peru,9784,,216,,2642,6926,143,297,7,87116,2642,South America
Japan,7645,27,143,,799,6703,135,60,1,78702,622,Asia
Ecuador,7529,,355,,597,6577,121,427,20,24553,1392,South America
Chile,7525,,82,,2367,5076,387,394,4,85035,4448,South America
Poland,7049,115,251,6,618,6180,160,186,7,148321,3919,Europe
Romania,6879,246,346,15,1051,5482,241,358,18,70097,3644,Europe
Norway,6623,20,139,5,32,6452,59,1222,26,128569,23716,Europe
Denmark,6496,178,299,14,2515,3682,100,1122,52,73919,12762,Europe
Australia,6400,41,61,,3598,2741,80,251,2,366493,14372,Australia/Oceania
Czechia,6059,,147,4,527,5385,92,566,14,131542,12283,Europe
Pakistan,5837,341,96,3,1378,4363,46,26,0.4,69928,317,Asia
Saudi Arabia,5369,435,73,8,889,4407,59,154,2,115585,3320,Asia
Philippines,5223,291,335,20,295,4593,1,48,3,38103,348,Asia
Mexico,5014,353,332,36,1964,2718,207,39,3,37395,290,North America
Malaysia,4987,170,82,5,2478,2427,60,154,3,81730,2525,Asia
Indonesia,4839,282,459,60,426,3954,,18,2,27953,102,Asia
UAE,4521,,25,,852,3644,1,457,3,648195,65538,Asia
Serbia,4465,411,94,9,400,3971,131,511,11,23398,2678,Europe
Panama,3472,,94,,61,3317,106,805,22,15567,3608,North America
Qatar,3428,197,7,,373,3048,37,1190,2,52622,18265,Asia
Ukraine,3372,270,98,5,119,3155,45,77,2,35153,804,Europe
Luxembourg,3292,,69,,500,2723,30,5259,110,29315,46831,Europe
Belarus,3281,362,33,4,203,3045,57,347,3,71875,7606,Europe
Dominican Republic,3167,,177,,152,2838,147,292,16,9275,855,North America
Finland,3161,97,64,5,300,2797,74,571,12,47290,8535,Europe
Singapore,2918,,9,,586,2323,29,499,2,72680,12423,Asia
Colombia,2852,,112,,319,2421,106,56,2,43053,846,South America
Thailand,2613,34,41,1,1405,1167,61,37,0.6,100498,1440,Asia
South Africa,2415,143,27,,410,1978,7,41,0.5,87022,1467,Africa
Argentina,2277,,101,3,559,1617,83,50,2,22805,505,South America
Egypt,2190,,164,,589,1437,,21,2,25000,244,Africa
Greece,2145,,99,,269,1777,73,206,9,43417,4165,Europe
Algeria,1983,,313,,601,1069,60,45,7,3359,77,Africa
Moldova,1847,135,36,1,134,1677,80,458,9,6271,1555,Europe
Morocco,1838,75,126,,210,1502,1,50,3,9609,260,Africa
Iceland,1711,,8,,933,770,10,5014,23,35253,103308,Europe
Croatia,1704,54,31,6,415,1258,34,415,8,18359,4472,Europe
Bahrain,1522,161,7,1,645,870,3,894,4,69359,40762,Asia
Hungary,1512,54,122,13,122,1268,58,157,13,35825,3708,Europe
Iraq,1378,,78,,717,583,,34,2,37791,940,Asia
Estonia,1373,41,31,3,115,1227,11,1035,23,32263,24321,Europe
New Zealand,1366,17,9,4,628,729,4,283,2,64399,13355,Australia/Oceania
Kuwait,1355,55,3,1,176,1176,26,317,0.7,,,Asia
Slovenia,1220,8,56,1,152,1012,35,587,27,35946,17291,Europe
Kazakhstan,1202,111,14,2,203,985,21,64,0.7,76904,4096,Asia
