Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,725968,1408,36785,76,70683,618500,14459,,,,,North America
Europe,1022717,7210,92664,440,281103,648950,27773,,,,,Europe
Asia,347943,1973,13799,1373,166784,167360,6467,,,,,Asia
South America,67860,269,3064,7,25994,38802,7601,,,,,South America
Oceania,8029,63,76,4,4636,3317,64,,,,,Australia/Oceania
Africa,19359,366,973,5,4681,13705,180,,,,,Africa
,721,,15,,644,62,7,,,,,
World,2192597,11289,147376,1905,554525,1490696,56551,281,18.9,,,All
USA,678210,640,34641,24,57844,585725,13369,2049,105,3411394,10306,North America
Spain,184948,,19315,,74797,90836,7371,3956,413,930230,19896,Europe
Italy,168941,,22170,,40164,106607,2936,2794,367,1178403,19490,Europe
France,165027,,17920,,32812,114295,6248,2528,275,333807,5114,Europe
Germany,138135,437,4093,41,81800,52242,4288,1649,49,1728357,20629,Europe
UK,103093,,13729,,N/A,89020,1559,1519,202,417649,6152,Europe
Iran,77995,,4869,,52229,20897,3594,929,58,310340,3695,Asia
Turkey,74193,,1643,,7089,65461,1854,880,19,518143,6144,Asia
Belgium,36138,1329,5163,306,7961,23014,1140,3118,445,134303,11588,Europe
Russia,32008,4070,273,41,2590,29145,8,219,2,1718019,11773,Europe
Brazil,30891,208,1952,5,14026,14913,6634,145,9,62985,296,South America
Canada,30106,,1195,,9729,19182,557,798,32,487625,12920,North America
Netherlands,29214,,3315,,250,25649,1279,1705,193,147948,8634,Europe
Switzerland,26732,,1288,7,15900,9544,386,3089,149,206400,23849,Europe
Portugal,18841,,629,,493,17719,229,1848,62,221049,21678,Europe
Austria,14510,34,410,,8986,5114,238,1611,46,162816,18078,Europe
India,13495,65,448,,1777,11270,,10,0.3,302956,220,Asia
Ireland,13271,,486,,77,12708,156,2688,98,90646,18358,Europe
Israel,12855,97,148,6,2967,9740,182,1485,17,187250,21634,Asia
Sweden,12540,,1333,,550,10657,522,1242,132,74600,7387,Europe
Peru,12491,,274,,6120,6097,169,379,8,121468,3684,South America
S. Korea,10635,22,230,1,7829,2576,55,207,4,546463,10659,Asia
Japan,9231,,190,,935,8106,193,73,2,100703,796,Asia
Chile,8807,,105,,3299,5403,384,461,5,98424,5149,South America
Ecuador,8225,,403,,838,6984,168,466,23,27868,1580,South America
Poland,8214,296,318,4,866,7030,160,217,8,169071,4467,Europe
Romania,7707,,400,8,1357,5950,243,401,21,79629,4139,Europe
Denmark,7073,194,321,,3023,3729,92,1221,55,87024,15024,Europe
Pakistan,7025,106,135,7,1765,5125,46,32,0.6,84704,383,Asia
Norway,6905,,157,5,32,6716,63,1274,29,133707,24664,Europe
Australia,6523,55,65,2,3819,2639,60,256,3,391530,15354,Australia/Oceania
Czechia,6437,4,170,1,979,5288,82,601,16,154307,14409,Europe
Saudi Arabia,6380,,83,,990,5307,71,183,2,150000,4309,Asia
Mexico,6297,450,486,37,2125,3686,207,49,4,40091,311,North America
Indonesia,5923,407,520,24,607,4796,,22,2,36000,132,Asia
Philippines,5878,218,387,25,487,5004,1,54,4,48171,440,Asia
UAE,5825,,35,,1095,4695,1,589,4,767000,77550,Asia
Serbia,5318,,103,,443,4772,120,609,12,29472,3373,Europe
