Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1164997,14071,67939,993,185809,911249,19962,,,,,North America
Europe,1371760,24380,134825,1878,502147,734788,18964,,,,,Europe
Asia,519230,11902,18595,318,265089,235546,5741,,,,,Asia
South America,168177,2363,8206,62,57823,102148,9763,,,,,South America
Oceania,8331,9,110,2,7035,1186,37,,,,,Australia/Oceania
Africa,38886,1194,1622,30,12954,24310,122,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3272102,53919,231312,3283,1031502,2009288,54593,420,29.7,,,All
USA,1076129,11935,62380,725,149686,864063,18697,3251,188,6210432,18762,North America
Spain,239639,2740,24543,268,137984,77112,2676,5125,525,1455306,31126,Europe
Italy,205463,1872,27967,285,75945,101551,1694,3398,463,1979217,32735,Europe
UK,171253,6032,26771,674,N/A,144138,1559,2523,394,818539,12058,Europe
France,166420,,24087,,48228,94105,4207,2550,369,463662,7103,Europe
Germany,162123,584,6518,51,123500,32105,2415,1935,78,2547052,30400,Europe
Turkey,120204,2615,3174,93,48886,68144,1514,1425,38,1033617,12255,Asia
Russia,106498,7099,1073,101,11619,93806,2300,730,7,3490000,23915,Europe
Iran,94640,983,6028,71,75103,13509,2976,1127,72,463295,5516,Asia
Brazil,80246,885,5541,30,34132,40573,8318,378,26,339552,1597,South America
Canada,52069,472,3082,86,20936,28051,557,1380,82,779613,20656,North America
Belgium,48519,660,7594,93,11576,29349,769,4186,655,237963,20532,Europe
Netherlands,39316,514,4795,84,N/A,34271,783,2295,280,219744,12824,Europe
India,34780,1718,1151,72,9068,24561,,25,0.8,830201,602,Asia
Peru,33931,,943,,10037,22951,623,1029,29,296262,8985,South America
Switzerland,29586,179,1737,21,23100,4749,167,3419,201,266200,30758,Europe
Portugal,25045,540,989,16,1519,22537,172,2456,97,395771,38814,Europe
Ecuador,24934,259,900,17,1558,22476,146,1413,51,69054,3914,South America
Saudi Arabia,22753,1351,162,5,3163,19428,125,654,5,200000,5745,Asia
Sweden,21092,790,2586,124,1005,17501,531,2088,256,119500,11833,Europe
Ireland,20612,359,1232,42,13386,5994,123,4174,250,153954,31179,Europe
Mexico,17799,1047,1732,163,11423,4644,378,138,13,81912,635,North America
Singapore,16169,528,15,1,1244,14910,22,2764,3,143919,24600,Asia
Pakistan,16117,592,358,15,4105,11654,111,73,2,174160,788,Asia
Chile,16023,1138,227,11,8580,7216,392,838,12,180517,9443,South America
Israel,15870,36,219,4,8412,7239,117,1834,25,364467,42108,Asia
Austria,15452,50,584,4,12907,1961,128,1716,65,256399,28469,Europe
Belarus,14027,846,89,5,2386,11552,92,1484,9,176625,18692,Europe
Japan,13965,70,425,12,2368,11172,306,110,3,164255,1299,Asia
Qatar,13409,845,10,,1372,12027,72,4654,3,94500,32801,Asia
Poland,12877,237,644,20,3236,8997,160,340,17,338027,8931,Europe
UAE,12481,552,105,7,2429,9947,1,1262,11,1122000,113443,Asia
Romania,12240,262,705,12,4017,7518,221,636,37,175374,9116,Europe
S. Korea,10765,4,247,1,9059,1459,55,210,5,619881,12091,Asia
Ukraine,10406,540,261,11,1238,8907,138,238,6,111859,2558,Europe
Indonesia,10118,347,792,8,1522,7804,,37,3,94599,346,Asia
Denmark,9158,150,452,9,6546,2160,62,1581,78,193165,33349,Europe
Serbia,9009,285,179,6,1343,7487,71,1031,20,85645,9802,Europe
Philippines,8488,276,568,10,1043,6877,31,77,5,104146,950,Asia
Norway,7738,28,207,,32,7499,40,1427,38,169124,31197,Europe
Bangladesh,7667,564,168,5,160,7339,1,47,1,64666,393,Asia
Czechia,7642,63,235,8,3281,4126,68,714,22,242088,22606,Europe
Dominican Republic,6972,320,301,8,1301,5370,144,643,28,25368,2339,North America
Australia,6753,7,91,2,5715,947,34,265,4,563641,22104,Australia/Oceania
Panama,6378,178,178,2,527,5673,92,1478,41,29837,6915,North America
Colombia,6211,4,278,,1411,4522,118,122,5,95085,1869,South America
Malaysia,6002,57,102,2,4171,1729,40,185,3,160296,4953,Asia
