Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,792864,1458,41672,135,83535,667657,14660,,,,,North America
Europe,1079974,19938,100809,1531,305791,673374,25711,,,,,Europe
Asia,376860,6076,14593,192,178315,183952,6357,,,,,Asia
South America,78207,234,3665,12,27722,46820,7528,,,,,South America
Oceania,8134,29,82,1,5159,2893,68,,,,,Australia/Oceania
Africa,21915,174,1083,1,5488,15344,195,,,,,Africa
,721,,15,,644,62,7,,,,,
World,2358675,27909,161919,1872,606654,1590102,54526,303,20.8,,,All
USA,739502,710,39040,26,68442,632020,13551,2234,118,3730027,11269,North America
Spain,195944,1528,20453,410,77357,98134,7371,4191,437,930230,19896,Europe
Italy,175925,,23227,,44927,107771,2733,2910,384,1305833,21598,Europe
France,151793,,19323,,35983,96487,5833,2325,296,463662,7103,Europe
Germany,144348,624,4547,9,88000,51801,2922,1723,54,1728357,20629,Europe
UK,120067,5850,16060,596,N/A,103663,1559,1769,237,482063,7101,Europe
Turkey,82329,,1890,,10453,69986,1894,976,22,598933,7101,Asia
Iran,82211,1343,5118,87,57023,20070,3456,979,61,341662,4068,Asia
Russia,42853,6060,361,48,3291,39201,8,294,2,1940000,13294,Europe
Belgium,38496,1313,5683,230,8757,24056,1081,3322,490,153778,13269,Europe
Brazil,36925,203,2372,11,14026,20527,6634,174,11,62985,296,South America
Canada,33383,,1470,,11207,20706,557,885,39,516216,13677,North America
Netherlands,32655,1066,3684,83,250,28721,1279,1906,215,154911,9041,Europe
Switzerland,27740,336,1381,13,17100,9259,386,3205,160,221263,25566,Europe
Portugal,20206,521,714,27,610,18882,224,1982,70,235878,23133,Europe
India,16365,,521,,2466,13378,,12,0.4,372123,270,Asia
Ireland,14758,,571,,77,14110,294,2989,116,90646,18358,Europe
Austria,14696,25,443,,10501,3752,204,1632,49,179243,19902,Europe
Peru,14420,,348,,6684,7388,117,437,11,135895,4122,South America
Sweden,14385,563,1540,29,550,12295,450,1424,152,74600,7387,Europe
Israel,13362,97,171,7,3564,9627,156,1544,20,187250,21634,Asia
S. Korea,10661,8,234,2,8042,2385,55,208,5,559109,10905,Asia
Japan,10296,,222,,1069,9005,221,81,2,111325,880,Asia
Chile,9730,,126,,4035,5569,360,509,7,108891,5696,South America
Saudi Arabia,9362,1088,97,5,1398,7867,78,269,3,180000,5170,Asia
Poland,9082,340,350,3,1040,7692,160,240,9,204246,5397,Europe
Ecuador,9022,,456,,1008,7558,168,511,26,30922,1753,South America
Romania,8746,328,434,13,1892,6420,256,455,23,93611,4866,Europe
Pakistan,7993,355,159,16,1868,5966,46,36,0.7,98522,446,Asia
Mexico,7497,622,650,104,2627,4220,207,58,5,49167,381,North America
Denmark,7384,142,355,9,4141,2888,76,1275,61,94277,16277,Europe
Norway,7078,42,165,1,32,6881,58,1306,30,142166,26224,Europe
UAE,6781,479,41,4,1286,5454,1,686,4,767000,77550,Asia
Czechia,6657,51,181,,1235,5241,84,622,17,168096,15697,Europe
Australia,6606,20,70,,4230,2306,48,259,3,420996,16510,Australia/Oceania
Singapore,6588,596,11,,740,5837,23,1126,2,94796,16203,Asia
Indonesia,6575,327,582,47,686,5307,,24,2,42219,154,Asia
Serbia,6318,324,122,5,753,5443,120,723,14,38701,4429,Europe
