Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,914550,1639,51231,143,102647,760672,15279,,,,,North America
Europe,1180211,11927,111971,769,369857,698383,27051,,,,,Europe
Asia,425891,3604,15911,57,199709,210271,6148,,,,,Asia
South America,97150,489,4596,21,41410,51144,9499,,,,,South America
Oceania,8213,15,91,3,6171,1951,49,,,,,Australia/Oceania
Africa,26686,32,1244,,7333,18109,174,,,,,Africa
,721,,15,,645,61,4,,,,,
World,2653422,17706,185059,993,727772,1740591,58204,340,23.7,,,All
USA,849092,375,47681,22,84050,717361,14016,2565,144,4326648,13071,North America
Spain,213024,4635,22157,440,89250,101617,7705,4556,474,930230,19896,Europe
Italy,187327,,25085,,54543,107699,2384,3098,415,1513251,25028,Europe
France,159877,,21340,,40657,97880,5218,2449,327,463662,7103,Europe
Germany,150729,81,5315,,103300,42114,2908,1799,63,2072669,24738,Europe
UK,133495,,18100,,N/A,115051,1559,1966,267,559935,8248,Europe
Turkey,98674,,2376,,16477,79821,1814,1170,28,750944,8904,Asia
Iran,85996,,5391,,63113,17492,3311,1024,64,377396,4493,Asia
Russia,62773,4774,555,42,4891,57327,2300,430,4,2401616,16457,Europe
Brazil,46182,425,2924,18,25318,17940,8318,217,14,291922,1373,South America
Belgium,42797,908,6490,228,9800,26507,993,3693,560,171400,14789,Europe
Canada,40190,,1974,,13986,24230,557,1065,52,612192,16220,North America
Netherlands,34842,,4054,,N/A,30538,1050,2033,237,171415,10004,Europe
Switzerland,28268,,1509,,19900,6859,386,3266,174,227554,26293,Europe
Portugal,21982,,785,,1143,20054,207,2156,77,284741,27925,Europe
India,21797,427,681,,4376,16740,,16,0.5,500542,363,Asia
Peru,19250,,530,,7027,11693,396,584,16,170400,5168,South America
Ireland,16671,,769,,9233,6669,147,3376,156,111584,22598,Europe
Sweden,16004,,1937,,550,13517,515,1585,192,94500,9357,Europe
Austria,15002,77,522,12,11694,2786,169,1666,58,205835,22854,Europe
Israel,14592,94,191,2,5334,9067,136,1686,22,240303,27763,Asia
Saudi Arabia,12772,,114,,1812,10846,82,367,3,200000,5745,Asia
Japan,11950,,299,,1424,10227,241,94,2,130587,1033,Asia
Chile,11296,,160,,5386,5750,399,591,8,128722,6734,South America
Singapore,11178,1037,12,,896,10270,27,1911,2,94796,16203,Asia
Ecuador,10850,,537,,1262,9051,141,615,30,34840,1975,South America
S. Korea,10702,8,240,2,8411,2051,55,209,5,583971,11390,Asia
Mexico,10544,1043,970,113,2627,6947,378,82,8,49570,384,North America
Pakistan,10513,437,224,12,2337,7952,60,48,1,124549,564,Asia
Poland,10346,177,435,9,1740,8171,160,273,11,238799,6310,Europe
Romania,9710,,527,3,2406,6777,288,505,27,106357,5529,Europe
UAE,8238,,52,,1546,6640,1,833,5,790000,79875,Asia
Denmark,8073,161,384,,5087,2602,80,1394,66,116621,20134,Europe
Indonesia,7775,357,647,12,960,6168,,28,2,55732,204,Asia
Norway,7338,,189,2,32,7117,54,1354,35,148656,27421,Europe
Belarus,7281,,58,,769,6454,92,771,6,114955,12165,Europe
Ukraine,7170,578,187,13,504,6479,45,164,4,72296,1653,Europe
Qatar,7141,,10,,689,6442,37,2479,3,70012,24301,Asia
Czechia,7136,4,210,2,2002,4924,76,666,20,195725,18277,Europe
Serbia,7114,,134,,1025,5955,101,814,15,48636,5566,Europe
Philippines,6981,271,462,16,722,5797,1,64,4,72346,660,Asia
Australia,6661,12,75,1,5045,1541,45,261,3,466659,18300,Australia/Oceania
Malaysia,5603,71,95,2,3542,1966,42,173,3,113755,3515,Asia
Dominican Republic,5300,,260,,581,4459,135,489,24,18261,1683,North America
Panama,4992,171,144,3,255,4593,97,1157,33,22702,5261,North America
Colombia,4356,,206,,870,3280,98,86,4,71500,1405,South America
Finland,4284,155,149,,2000,2135,63,773,27,70993,12813,Europe
Bangladesh,4186,414,127,7,108,3951,1,25,0.8,32630,198,Asia
Egypt,3659,,276,,935,2448,,36,3,55000,537,Africa
Luxembourg,3654,,80,,711,2863,32,5837,128,36087,57649,Europe
South Africa,3635,,65,,1055,2515,36,61,1,133774,2256,Africa
Morocco,3446,,149,,417,2880,1,93,4,19885,539,Africa
Argentina,3288,,159,,872,2257,123,73,4,39228,868,South America
Algeria,2910,,402,,1204,1304,40,66,9,6500,148,Africa
Thailand,2839,13,50,1,2430,359,61,41,0.7,142589,2043,Asia
Moldova,2778,,76,1,661,2041,212,689,19,11763,2916,Europe
Greece,2408,,121,,577,1710,55,231,12,56944,5463,Europe
Kuwait,2399,151,14,1,498,1887,55,562,3,,,Asia
Hungary,2284,116,239,14,390,1655,61,236,25,55390,5734,Europe
Kazakhstan,2207,72,20,1,536,1651,29,118,1,153492,8175,Asia
Bahrain,2027,,7,,1026,994,2,1191,4,97796,57474,Asia
Croatia,1950,,48,,869,1033,19,475,12,27614,6726,Europe
Iceland,1785,,10,,1462,313,5,5231,29,44468,130312,Europe
Oman,1716,102,8,,307,1401,3,336,2,,,Asia
Uzbekistan,1716,,7,,454,1255,8,51,0.2,150000,4482,Asia
Iraq,1631,,83,,1146,402,,41,2,62880,1563,Asia
Estonia,1592,33,45,1,192,1355,7,1200,34,45181,34059,Europe
Armenia,1523,50,24,,659,840,10,514,8,15960,5386,Asia
Azerbaijan,1518,,20,,907,591,14,150,2,108221,10674,Asia
New Zealand,1451,3,16,2,1065,370,2,301,3,101277,21002,Australia/Oceania
Lithuania,1398,28,38,,399,961,17,514,14,83591,30706,Europe
Bosnia and Herzegovina,1368,,53,,460,855,4,417,16,20125,6134,Europe
Slovenia,1366,13,79,,211,1076,23,657,38,45703,21984,Europe
Slovakia,1325,81,15,1,288,1022,9,243,3,57421,10517,Europe
North Macedonia,1259,,56,,272,931,8,604,27,13000,6240,Europe
Afghanistan,1226,50,40,,177,1009,7,31,1,6422,165,Asia
Cuba,1189,,40,,341,808,16,105,4,30416,2685,North America
Cameroon,1163,,43,,397,723,33,44,2,,,Africa
Ghana,1154,,9,,99,1046,4,37,0.3,68591,2207,Africa
Bulgaria,1081,57,50,1,190,841,37,156,7,27000,3886,Europe
Hong Kong,1036,2,4,,699,333,9,138,0.5,131786,17579,Asia
Djibouti,974,,2,,183,789,,986,2,10272,10397,Africa
Ivory Coast,952,,14,,310,628,,36,0.5,,,Africa
Tunisia,909,,38,,190,681,32,77,3,18861,1596,Africa
Nigeria,873,,28,,197,648,2,4,0.1,8003,39,Africa
