Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,955771,1639,54080,109,105502,796189,16249,,,,,North America
Europe,1201852,8576,114552,293,381279,706021,26644,,,,,Europe
Asia,437454,2178,16283,71,205852,215319,6074,,,,,Asia
South America,103931,603,5095,22,43680,55156,9511,,,,,South America
Oceania,8232,13,96,5,6294,1842,46,,,,,Australia/Oceania
Africa,28227,135,1301,3,8547,18379,160,,,,,Africa
,721,,15,,645,61,4,,,,,
World,2736188,13144,191422,503,751799,1792967,58688,351,24.6,,,All
USA,886709,267,50243,7,85922,750544,14997,2679,152,4775625,14428,North America
Spain,213024,,22157,,89250,101617,7705,4556,474,930230,19896,Europe
Italy,189973,,25549,,57576,106848,2267,3142,423,1579909,26131,Europe
France,158183,,21856,,42088,94239,5053,2423,335,463662,7103,Europe
Germany,153129,,5575,,106800,40754,2908,1828,67,2072669,24738,Europe
UK,138078,,18738,,N/A,118996,1559,2034,276,583496,8595,Europe
Turkey,101790,,2491,,18491,80808,1816,1207,30,791906,9390,Asia
Iran,87026,,5481,,64843,16702,3105,1036,65,389507,4637,Asia
Russia,68622,5849,615,60,5568,62439,2300,470,4,2550000,17474,Europe
Brazil,50036,544,3331,18,26573,20132,8318,235,16,291922,1373,South America
Belgium,44293,1496,6679,189,10122,27492,970,3822,576,179666,15502,Europe
Canada,42110,,2147,,14761,25202,557,1116,57,634917,16822,North America
Netherlands,35729,,4177,,N/A,31302,1008,2085,244,187000,10913,Europe
Switzerland,28496,,1551,2,20600,6345,386,3293,179,235252,27182,Europe
India,23502,463,722,1,5012,17768,,17,0.5,541789,393,Asia
Portugal,22353,,820,,1201,20332,204,2192,80,300525,29473,Europe
Peru,20914,,572,,7422,12920,396,634,17,185238,5618,South America
Ireland,17607,,794,,9233,7580,147,3566,161,111584,22598,Europe
Sweden,16755,,2021,,550,14184,533,1659,200,94500,9357,Europe
Austria,15002,,522,,11872,2608,169,1666,58,205835,22854,Europe
Israel,14882,79,193,1,5685,9004,139,1719,22,240303,27763,Asia
Saudi Arabia,13930,,121,,1925,11884,93,400,3,200000,5745,Asia
Japan,12368,,328,,1494,10546,259,98,3,135983,1075,Asia
Chile,11812,,168,,5804,5840,411,618,9,135147,7070,South America
Mexico,11633,1089,1069,99,2627,7937,378,90,8,51297,398,North America
Ecuador,11183,,560,,1328,9295,141,634,32,34840,1975,South America
Singapore,11178,,12,,924,10242,26,1911,2,94796,16203,Asia
Pakistan,11155,98,237,2,2527,8391,111,50,1,131365,595,Asia
Poland,10759,248,463,9,1944,8352,160,284,12,250719,6625,Europe
S. Korea,10708,6,240,,8501,1967,55,209,5,589520,11499,Asia
Romania,10096,,552,7,2478,7066,236,525,29,113336,5891,Europe
UAE,8756,,56,,1637,7063,1,885,6,790000,79875,Asia
Indonesia,8211,436,689,42,1002,6520,,30,3,59935,219,Asia
Denmark,8210,137,394,,5384,2432,74,1417,68,125329,21638,Europe
Belarus,8022,,60,,938,7024,92,849,6,122543,12968,Europe
Qatar,7764,,10,,750,7004,72,2695,3,73457,25497,Asia
Ukraine,7647,477,193,6,601,6853,45,175,4,77752,1778,Europe
Norway,7401,,194,,32,7175,50,1365,36,152095,28055,Europe
Serbia,7276,,139,,1063,6074,96,833,16,51324,5874,Europe
Philippines,7192,211,477,15,762,5953,1,66,4,76956,702,Asia
Czechia,7188,1,213,3,2186,4789,76,671,20,203622,19014,Europe
Australia,6675,8,79,4,5136,1460,43,262,3,482371,18917,Australia/Oceania
Malaysia,5691,88,96,1,3663,1932,41,176,3,121722,3761,Asia
Dominican Republic,5543,,265,,674,4604,135,511,24,18261,1683,North America
Panama,5166,174,146,2,271,4749,86,1197,34,23534,5454,North America
Bangladesh,4689,503,131,4,112,4446,1,28,0.8,39476,240,Asia
Colombia,4561,,215,,927,3419,98,90,4,71500,1405,South America
Finland,4395,111,172,,2000,2223,60,793,31,71000,12814,Europe
South Africa,3953,,75,,1473,2405,36,67,1,143570,2421,Africa
Egypt,3891,,287,,1004,2600,,38,3,90000,879,Africa
Luxembourg,3665,,83,,728,2854,27,5855,133,36891,58933,Europe
Morocco,3568,,155,,456,2957,1,97,4,21947,595,Africa
Argentina,3435,,166,1,919,2350,123,76,4,41786,925,South America
Algeria,3007,,407,,1355,1245,40,69,9,6500,148,Africa
Moldova,2926,,80,,755,2091,212,725,20,11763,2916,Europe
Thailand,2854,15,50,,2490,314,61,41,0.7,142589,2043,Asia
Greece,2463,,127,2,577,1759,52,236,12,59241,5684,Europe
Kuwait,2399,,14,,498,1887,55,562,3,,,Asia
Hungary,2383,99,250,11,401,1732,61,247,26,58251,6030,Europe
Kazakhstan,2334,45,22,2,560,1752,29,124,1,153492,8175,Asia
Bahrain,2217,,8,,1082,1127,2,1303,5,100031,58787,Asia
Croatia,1981,,50,,883,1048,19,483,12,28853,7028,Europe
Oman,1790,74,9,,325,1456,3,351,2,,,Asia
Iceland,1789,,10,,1509,270,5,5243,29,45093,132143,Europe
Uzbekistan,1778,20,7,,592,1179,8,53,0.2,210000,6274,Asia
Iraq,1677,,83,,1171,423,,42,2,64882,1613,Asia
Estonia,1605,13,46,1,206,1353,6,1210,35,46281,34889,Europe
Armenia,1596,73,27,3,728,841,10,539,9,16552,5586,Asia
Azerbaijan,1548,,20,,948,580,14,153,2,108221,10674,Asia
New Zealand,1456,5,17,1,1095,344,1,302,4,108238,22446,Australia/Oceania
Cameroon,1430,96,43,,668,719,20,54,2,,,Africa
Bosnia and Herzegovina,1413,,54,,485,874,4,431,16,21432,6533,Europe
Lithuania,1410,12,40,,430,940,17,518,15,90992,33425,Europe
Slovenia,1366,,79,,211,1076,23,657,38,45703,21984,Europe
Slovakia,1360,35,17,2,355,988,8,249,3,61261,11221,Europe
North Macedonia,1300,,56,,301,943,14,624,27,13649,6551,Europe
Afghanistan,1279,,42,,179,1058,7,33,1,6422,165,Asia
Cuba,1235,,43,,365,827,14,109,4,34243,3023,North America
Bulgaria,1171,74,52,,193,926,37,169,7,27000,3886,Europe
Ghana,1154,,9,,99,1046,4,37,0.3,68591,2207,Africa
