Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,662347,6265,28116,429,51529,582702,14584,,,,,North America
Europe,959839,22551,86365,2647,255084,618390,28907,,,,,Europe
Asia,327103,5752,11891,167,158695,156517,6450,,,,,Asia
South America,59116,1427,2579,68,21945,34592,1199,,,,,South America
Oceania,7924,67,72,2,4415,3437,80,,,,,Australia/Oceania
Africa,17479,607,894,18,3471,13114,178,,,,,Africa
,721,,14,,639,68,7,,,,,
World,2034529,36669,129931,3331,495778,1408820,51405,261,16.7,,,All
USA,618856,4970,26333,286,40271,552252,13473,1870,80,3142244,9493,North America
Spain,177633,3573,18579,324,70853,88201,7371,3799,397,600000,12833,Europe
Italy,165155,2667,21645,578,38092,105418,3079,2732,358,1117404,18481,Europe
France,143303,,15729,,28805,98769,6730,2195,241,333807,5114,Europe
Germany,132747,537,3592,97,72600,56555,4288,1584,43,1317887,15730,Europe
UK,98476,4603,12868,761,N/A,85264,1559,1451,190,398916,5876,Europe
Iran,76389,1512,4777,94,49933,21679,3643,909,57,299204,3562,Asia
Turkey,65111,,1403,,4799,58909,1809,772,17,443626,5260,Asia
Belgium,33573,2454,4440,283,7107,22026,1204,2897,383,128132,11056,Europe
Netherlands,28153,734,3134,189,250,24769,1279,1643,183,134972,7877,Europe
Canada,27557,494,954,51,8235,18368,557,730,25,450717,11942,North America
Switzerland,26336,400,1226,52,14700,10410,386,3043,142,199000,22993,Europe
Brazil,26113,851,1590,58,14026,10497,296,123,7,62985,296,South America
Russia,24490,3388,198,28,1986,22306,8,168,1,1517992,10402,Europe
Portugal,18091,643,599,32,383,17109,208,1774,59,191680,18798,Europe
Austria,14325,99,393,9,8098,5834,232,1591,44,156801,17410,Europe
India,12320,833,405,12,1432,10483,,9,0.3,244893,177,Asia
Israel,12200,154,126,3,2309,9765,176,1410,15,117339,13557,Asia
Sweden,11927,482,1203,170,381,10343,954,1181,119,74600,7387,Europe
Ireland,11479,,406,,77,10996,194,2325,82,90646,18358,Europe
S. Korea,10591,27,225,3,7616,2750,55,207,4,534552,10426,Asia
Peru,10303,,230,,2869,7204,132,312,7,102216,3100,South America
Chile,8273,356,94,2,2937,5242,389,433,5,91873,4806,South America
Japan,8100,215,146,,853,7101,152,64,1,89551,708,Asia
Ecuador,7603,,369,,696,6538,129,431,21,25347,1437,South America
Poland,7582,380,286,23,668,6628,160,200,8,156493,4135,Europe
Romania,7216,337,362,11,1217,5637,245,375,19,74827,3890,Europe
Norway,6740,117,145,6,32,6563,59,1243,27,130216,24020,Europe
Denmark,6681,170,309,10,2748,3624,89,1153,53,77712,13417,Europe
Australia,6447,47,63,2,3686,2698,76,253,2,371377,14564,Australia/Oceania
Czechia,6216,105,166,5,819,5231,84,580,16,137672,12856,Europe
Pakistan,5988,151,107,11,1446,4435,46,27,0.5,73439,332,Asia
Saudi Arabia,5862,493,79,6,931,4852,71,168,2,150000,4309,Asia
Philippines,5453,230,349,14,353,4751,1,50,3,45486,415,Asia
Mexico,5399,385,406,74,2125,2868,207,42,3,40091,311,North America
Indonesia,5136,297,469,10,446,4221,,19,2,36000,132,Asia
Malaysia,5072,85,83,1,2647,2342,56,157,3,87183,2694,Asia
UAE,4933,,28,,933,3972,1,499,3,648195,65538,Asia
Serbia,4873,408,99,5,400,4374,128,558,11,26278,3008,Europe
Ukraine,3764,392,108,10,143,3513,45,86,2,39084,894,Europe
Belarus,3728,447,36,3,203,3489,68,395,4,76198,8064,Europe
Qatar,3711,283,7,,406,3298,37,1288,2,54484,18911,Asia
Singapore,3699,447,10,,652,3037,29,632,2,72680,12423,Asia
Dominican Republic,3614,328,189,6,208,3217,143,333,17,9275,855,North America
Panama,3574,,95,,72,3407,106,828,22,16053,3720,North America
Luxembourg,3307,,67,,500,2740,30,5283,107,29523,47163,Europe
Finland,3237,76,72,8,300,2865,75,584,13,48828,8813,Europe
Colombia,2979,,127,,354,2498,106,59,2,45423,893,South America
Thailand,2643,30,43,2,1497,1103,61,38,0.6,100498,1440,Asia
South Africa,2506,91,27,,410,2069,7,42,0.5,90515,1526,Africa
Argentina,2443,166,109,7,596,1738,117,54,2,24374,539,South America
Egypt,2350,,178,,589,1583,,23,2,25000,244,Africa
Greece,2192,22,102,1,269,1821,72,210,10,50771,4871,Europe
Algeria,2160,90,336,10,708,1116,60,49,8,3359,77,Africa
Moldova,2049,115,46,5,171,1832,80,508,11,6271,1555,Europe
Morocco,1988,100,127,1,218,1643,1,54,3,10392,282,Africa
Croatia,1741,37,34,3,473,1234,31,424,8,19256,4691,Europe
Iceland,1727,7,8,,1077,642,8,5061,23,37386,109558,Europe
Bahrain,1671,143,7,,663,1001,3,982,4,72647,42694,Asia
Hungary,1579,67,134,12,192,1253,58,163,14,37326,3864,Europe
Iraq,1415,15,79,1,812,524,,35,2,46135,1147,Asia
Kuwait,1405,50,3,,206,1196,31,329,0.7,,,Asia
Estonia,1400,27,35,4,117,1248,10,1055,26,33967,25606,Europe
New Zealand,1386,20,9,,728,649,3,287,2,66499,13790,Australia/Oceania
Kazakhstan,1290,58,16,2,240,1034,20,69,0.9,81359,4333,Asia
Uzbekistan,1275,110,4,,107,1164,8,38,0.1,70000,2091,Asia
Azerbaijan,1253,56,13,,404,836,24,124,1,75397,7436,Asia
Slovenia,1248,28,61,5,165,1022,34,600,29,37114,17852,Europe
Bangladesh,1231,219,50,4,49,1132,1,7,0.3,14868,90,Asia
Armenia,1111,44,17,1,297,797,30,375,6,9095,3069,Asia
Bosnia and Herzegovina,1110,27,41,1,253,816,4,338,12,13339,4066,Europe
Lithuania,1091,21,30,1,138,923,14,401,11,44677,16412,Europe
Hong Kong,1017,4,4,,459,554,10,136,0.5,116273,15509,Asia
North Macedonia,974,66,45,1,98,831,15,468,22,9262,4446,Europe
Oman,910,97,4,,131,775,3,178,0.8,,,Asia
Slovakia,863,28,6,4,151,706,5,158,1,31491,5768,Europe
Cameroon,848,,17,3,165,666,,32,0.6,,,Africa
Cuba,814,48,24,3,151,639,15,72,2,18634,1645,North America
Afghanistan,784,70,25,2,43,716,,20,0.6,,,Asia
Bulgaria,747,34,36,1,105,606,31,108,5,18502,2663,Europe
Tunisia,747,,34,,43,670,89,63,3,12415,1050,Africa
