Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1036201,1187,58688,89,144295,833218,16359,,,,,North America
Europe,1252503,6,120118,,407049,725336,25555,,,,,Europe
Asia,460848,184,16955,2,220771,223122,6055,,,,,Asia
South America,131374,225,6020,16,47924,77430,9690,,,,,South America
Oceania,8281,24,99,1,6727,1455,46,,,,,Australia/Oceania
Africa,31102,,1379,,9530,20193,155,,,,,Africa
,721,,15,,645,61,4,,,,,
World,2921030,1626,203274,108,836941,1880815,57864,375,26.1,,,All
USA,960651,,54256,,118162,788233,15110,2902,164,5279237,15949,North America
Spain,223759,,22902,,95708,105149,7705,4786,490,930230,19896,Europe
Italy,195351,,26384,,63120,105847,2102,3231,436,1707743,28245,Europe
France,161488,,22614,,44594,94280,4725,2474,346,463662,7103,Europe
Germany,156513,,5877,,109800,40836,2570,1868,70,2072669,24738,Europe
UK,148377,,20319,,N/A,127714,1559,2186,299,640792,9439,Europe
Turkey,107773,,2706,,25582,79485,1782,1278,32,868565,10298,Asia
Iran,89328,,5650,,68193,15485,3096,1064,67,410075,4882,Asia
Russia,74588,,681,,6250,67657,2300,511,5,2721500,18649,Europe
Brazil,59324,128,4057,12,29160,26107,8318,279,19,291922,1373,South America
Canada,45354,,2465,,16425,26464,557,1202,65,684271,18130,North America
Belgium,45325,,6917,,10417,27991,934,3911,597,189067,16313,Europe
Netherlands,37190,,4409,,N/A,32531,959,2170,257,193950,11319,Europe
Switzerland,28894,,1599,,21300,5995,204,3339,185,245300,28343,Europe
India,26283,,825,,5939,19519,,19,0.6,579957,420,Asia
Peru,25331,,700,,7797,16834,545,768,21,218195,6618,South America
Portugal,23392,,880,,1277,21235,186,2294,86,330512,32414,Europe
Ecuador,22719,,576,,1366,20777,127,1288,33,56513,3203,South America
Ireland,18561,,1063,,9233,8265,142,3759,215,127319,25785,Europe
Sweden,18177,,2192,,1005,14980,547,1800,217,94500,9357,Europe
Saudi Arabia,16299,,136,,2215,13948,115,468,4,200000,5745,Asia
Israel,15298,,199,,6435,8664,127,1767,23,302691,34971,Asia
Austria,15148,,536,,12103,2509,148,1682,60,221098,24549,Europe
Mexico,13842,970,1305,84,7149,5388,378,107,10,51297,398,North America
Japan,13231,,360,,1656,11215,287,105,3,147454,1166,Asia
Chile,12858,,181,,6746,5931,418,673,9,149212,7806,South America
Pakistan,12723,,269,,2866,9588,111,58,1,144365,654,Asia
Singapore,12693,,12,,1002,11679,24,2170,2,121774,20815,Asia
Poland,11273,,524,,2126,8623,160,298,14,278994,7372,Europe
S. Korea,10728,10,242,2,8717,1769,55,209,5,598285,11669,Asia
Romania,10635,,601,,2890,7144,235,553,31,126645,6583,Europe
UAE,9813,,71,,1887,7855,1,992,7,1022326,103365,Asia
Belarus,9590,,67,,1573,7950,92,1015,7,139295,14741,Europe
Qatar,9358,,10,,929,8419,72,3248,3,79705,27665,Asia
Indonesia,8607,,720,,1042,6845,,31,3,67828,248,Asia
Denmark,8445,,418,,5669,2358,70,1458,72,136738,23607,Europe
Ukraine,8125,,201,,782,7142,104,186,5,83577,1911,Europe
Serbia,7779,,151,,1152,6476,91,890,17,59938,6860,Europe
Norway,7499,6,201,,32,7266,50,1383,37,155125,28614,Europe
Czechia,7352,,218,,2453,4681,71,687,20,210705,19676,Europe
Philippines,7294,,494,,792,6008,1,67,5,81292,742,Asia
Australia,6710,15,81,1,5517,1112,43,263,3,499000,19569,Australia/Oceania
Dominican Republic,5926,,273,,822,4831,136,546,25,21284,1962,North America
Malaysia,5742,,98,,3762,1882,36,177,3,126970,3923,Asia
Panama,5538,200,159,5,338,5041,85,1283,37,25400,5887,North America
Colombia,5142,,233,,1067,3842,117,101,5,78078,1534,South America
Bangladesh,4998,,140,,113,4745,1,30,0.9,43113,262,Asia
Finland,4475,,186,,2500,1789,60,808,34,77800,14041,Europe
South Africa,4361,,86,,1473,2802,36,74,1,161004,2715,Africa
Egypt,4319,,307,,1114,2898,,42,3,90000,879,Africa
Morocco,3897,,159,,537,3201,1,106,4,25443,689,Africa
Argentina,3780,,185,,1030,2565,144,84,4,47406,1049,South America
Luxembourg,3711,,85,,3088,538,26,5928,136,38514,61526,Europe
Moldova,3304,,94,,825,2385,212,819,23,11763,2916,Europe
Algeria,3256,,419,,1479,1358,40,74,10,6500,148,Africa
Thailand,2907,,51,,2547,309,61,42,0.7,142589,2043,Asia
Kuwait,2892,,19,,656,2217,58,677,4,,,Asia
Kazakhstan,2601,,25,,646,1930,31,139,1,180502,9613,Asia
Bahrain,2588,,8,,1160,1420,2,1521,5,110379,64869,Asia
Greece,2506,,130,,577,1799,47,240,12,63087,6053,Europe
Hungary,2443,,262,,458,1723,61,253,27,60801,6294,Europe
Croatia,2016,,54,,1034,928,21,491,13,30913,7530,Europe
Oman,1905,,10,,329,1566,3,373,2,,,Asia
Uzbekistan,1862,,8,,707,1147,8,56,0.2,210000,6274,Asia
Iceland,1790,,10,,1570,210,4,5246,29,45971,134716,Europe
Iraq,1763,,86,,1224,453,,44,2,68224,1696,Asia
Armenia,1677,,28,,803,846,10,566,9,17342,5852,Asia
Estonia,1635,,46,,228,1361,6,1233,35,47331,35680,Europe
Azerbaijan,1617,,21,,1080,516,15,159,2,120479,11883,Asia
Cameroon,1518,,53,,697,768,28,57,2,,,Africa
Bosnia and Herzegovina,1486,,57,,592,837,4,453,17,24676,7521,Europe
New Zealand,1470,9,18,,1142,310,1,305,4,120981,25088,Australia/Oceania
Afghanistan,1463,,47,,188,1228,7,38,1,7425,191,Asia
Lithuania,1426,,41,,460,925,17,524,15,98948,36347,Europe
Slovenia,1388,,81,,219,1088,23,668,39,48179,23175,Europe
Slovakia,1373,,17,,386,970,7,251,3,66089,12105,Europe
North Macedonia,1367,,59,,374,934,14,656,28,14758,7084,Europe
Cuba,1337,,51,,437,849,11,118,5,37991,3354,North America
Ghana,1279,,10,,134,1135,4,41,0.3,88188,2838,Africa
Bulgaria,1247,,55,,197,995,37,179,8,27000,3886,Europe
Nigeria,1182,,35,,222,925,2,6,0.2,10061,49,Africa
Ivory Coast,1077,,14,,419,644,,41,0.5,,,Africa
Hong Kong,1038,,4,,753,281,4,138,0.5,145640,19426,Asia
Djibouti,1008,,2,,373,633,,1020,2,11431,11570,Africa
Guinea,996,,7,,208,781,,76,0.5,,,Africa
Tunisia,939,,38,,207,694,19,79,3,20408,1727,Africa
Bolivia,866,59,46,2,54,766,3,74,4,4995,428,South America
Cyprus,810,,14,,148,648,15,671,12,43542,36064,Asia
Latvia,804,,12,,267,525,6,426,6,45743,24251,Europe
Andorra,738,,40,,344,354,17,9552,518,1673,21653,Europe
Albania,712,,27,,403,282,4,247,9,7015,2438,Europe
Diamond Princess,712,,13,,645,54,4,,,,,
Lebanon,704,,24,,143,537,44,103,4,26467,3878,Asia
Costa Rica,693,,6,,242,445,7,136,1,12467,2447,North America
Niger,684,,27,,325,332,,28,1,5013,207,Africa
Kyrgyzstan,665,,8,,345,312,11,102,1,39615,6072,Asia
Burkina Faso,629,,41,,442,146,,30,2,,,Africa
Senegal,614,,7,,276,331,1,37,0.4,466,28,Africa
Uruguay,596,33,14,2,370,212,9,172,4,16496,4749,South America
Honduras,591,,55,,58,478,10,60,6,3457,349,North America
Channel Islands,525,,35,,332,158,,3020,201,3320,19095,Europe
San Marino,513,,40,,64,409,3,15119,1179,1929,56851,Europe
Palestine,495,153,4,,92,399,,97,0.8,27000,5293,Asia
Sri Lanka,460,8,7,,118,335,2,21,0.3,13850,647,Asia
Georgia,456,,5,,139,312,6,114,1,9699,2431,Asia
Malta,448,,4,,249,195,2,1015,9,27981,63371,Europe
Jordan,444,,7,,332,105,5,44,0.7,63737,6247,Asia
Guatemala,430,,11,,30,389,5,24,0.6,7200,402,North America
Taiwan,429,,6,,275,148,,18,0.3,59840,2513,Asia
Runion,417,,,,300,117,2,466,,,,Africa
DRC,416,,28,,49,339,,5,0.3,,,Africa
Somalia,390,,18,,8,364,2,25,1,,,Africa
Mayotte,380,,4,,144,232,4,1393,15,2200,8064,Africa
Mali,370,,21,,91,258,,18,1,2172,107,Africa
Kenya,343,,14,,98,231,2,6,0.3,17492,325,Africa
Mauritius,331,,9,,295,27,3,260,7,13374,10516,Africa
Venezuela,323,,10,,132,181,3,11,0.4,423592,14896,South America
Montenegro,320,,6,,153,161,7,510,10,5085,8096,Europe
Isle of Man,308,,18,,243,47,22,3622,212,2796,32881,Europe
Jamaica,305,17,7,,28,270,,103,2,2868,969,North America
Tanzania,299,,10,,48,241,7,5,0.2,,,Africa
El Salvador,274,,8,,75,191,2,42,1,17423,2686,North America
Vietnam,270,,,,225,45,8,3,,206253,2119,Asia
Equatorial Guinea,258,,1,,7,250,,184,0.7,854,609,Africa
Paraguay,228,5,9,,85,134,1,32,1,7322,1027,South America
Sudan,213,,17,,19,177,,5,0.4,,,Africa
Congo,200,,6,,19,175,,36,1,,,Africa
Faeroe Islands,187,,,,178,9,,3827,,6548,134007,Europe
Rwanda,183,,,,88,95,,14,,6959,537,Africa
Maldives,177,,,,17,160,2,327,,5296,9798,Asia
Gabon,176,,3,,30,143,1,79,1,572,257,Africa
Martinique,175,,14,,77,84,7,466,37,,,North America
Guadeloupe,149,,12,,82,55,11,372,30,,,North America
Myanmar,146,2,5,,10,131,,3,0.09,6256,115,Asia
Brunei,138,,1,,121,16,2,315,2,12886,29455,Asia
Gibraltar,136,,,,131,5,,4037,,2174,64528,Europe
Madagascar,123,,,,62,61,1,4,,2357,85,Africa
Ethiopia,122,,3,,29,90,,1,0.03,12688,110,Africa
Cambodia,122,,,,117,5,1,7,,5768,345,Asia
Liberia,120,,11,,25,84,,24,2,,,Africa
Trinidad and Tobago,115,,8,,53,54,,82,6,1510,1079,North America
French Guiana,111,,1,,87,23,,372,3,,,South America
Bermuda,109,,5,,39,65,10,1750,80,1173,18835,North America
Aruba,100,,2,,69,29,4,937,19,1577,14771,North America
Togo,96,,6,,62,28,,12,0.7,5584,675,Africa
Monaco,94,,4,,42,48,1,2395,102,,,Europe
Cabo Verde,90,,1,,1,88,,162,2,791,1423,Africa
Zambia,84,,3,,37,44,1,5,0.2,2586,141,Africa
Sierra Leone,82,,2,,10,70,,10,0.3,,,Africa
Liechtenstein,81,,1,,55,25,,2124,26,900,23605,Europe
Barbados,79,,6,,31,42,4,275,21,1502,5227,North America
Bahamas,78,,11,,15,52,1,198,28,,,North America
Uganda,75,,,,46,29,,2,,20329,444,Africa
