Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,689376,732,30450,73,60728,598198,14595,,,,,North America
Europe,970867,110,88328,9,262390,620149,28603,,,,,Europe
Asia,333615,418,12091,23,160601,160923,6462,,,,,Asia
South America,63661,359,2801,4,22392,38468,1218,,,,,South America
Oceania,7955,31,72,,4473,3410,81,,,,,Australia/Oceania
Africa,17827,,913,,3862,13052,178,,,,,Africa
,721,,14,,644,63,7,,,,,
World,2084022,1650,134669,109,515090,1434263,51144,267,17.3,,,All
USA,644348,259,28554,25,48708,567086,13487,1947,86,3258879,9845,North America
Spain,180659,,18812,,70853,90994,7371,3864,402,650755,13918,Europe
Italy,165155,,21645,,38092,105418,3079,2732,358,1117404,18481,Europe
France,147863,,17167,,30955,99741,6457,2265,263,333807,5114,Europe
Germany,134753,,3804,,77000,53949,4288,1608,45,1728357,20629,Europe
UK,98476,,12868,,N/A,85264,1559,1451,190,398916,5876,Europe
Iran,76389,,4777,,49933,21679,3643,909,57,299204,3562,Asia
Turkey,69392,,1518,,5674,62200,1820,823,18,477716,5664,Asia
Belgium,33573,,4440,,7107,22026,1204,2897,383,128132,11056,Europe
Brazil,28912,302,1760,3,14026,13126,296,136,8,62985,296,South America
Canada,28379,,1010,,8979,18390,557,752,27,467736,12393,North America
Netherlands,28153,,3134,,250,24769,1279,1643,183,140845,8220,Europe
Switzerland,26336,,1239,,15400,9697,386,3043,143,199000,22993,Europe
Russia,24490,,198,,1986,22306,8,168,1,1517992,10402,Europe
Portugal,18091,,599,,383,17109,208,1774,59,208314,20430,Europe
Austria,14350,,393,,8098,5859,232,1593,44,156801,17410,Europe
Ireland,12547,,444,,77,12026,158,2541,90,90646,18358,Europe
Israel,12501,,132,2,2563,9806,180,1444,15,187250,21634,Asia
India,12456,86,423,1,1513,10520,,9,0.3,274599,199,Asia
Sweden,11927,,1203,,381,10343,954,1181,119,74600,7387,Europe
Peru,11475,,254,,3108,8113,146,348,8,109385,3318,South America
S. Korea,10613,22,229,4,7757,2627,55,207,4,538775,10509,Asia
Japan,8626,,178,,901,7547,168,68,1,94236,745,Asia
Chile,8273,,94,,2937,5242,389,433,5,91873,4806,South America
Ecuador,7858,,388,,780,6690,135,445,22,26093,1479,South America
Poland,7582,,286,,668,6628,160,200,8,156493,4135,Europe
Romania,7216,,372,,1217,5627,245,375,19,74827,3890,Europe
Norway,6798,1,150,,32,6616,64,1254,28,130216,24020,Europe
Denmark,6681,,309,,2748,3624,89,1153,53,77712,13417,Europe
Pakistan,6505,122,124,13,1645,4736,46,29,0.6,78979,358,Asia
Australia,6462,15,63,,3702,2697,76,253,2,377024,14785,Australia/Oceania
Czechia,6301,,166,,819,5316,84,588,16,137672,12856,Europe
Saudi Arabia,5862,,79,,931,4852,71,168,2,150000,4309,Asia
Mexico,5847,448,449,43,2125,3273,207,45,3,40091,311,North America
Philippines,5453,,349,,353,4751,1,50,3,45486,415,Asia
UAE,5365,,33,,1034,4298,1,542,3,767000,77550,Asia
Indonesia,5136,,469,,446,4221,,19,2,36000,132,Asia
Malaysia,5072,,83,,2647,2342,56,157,3,87183,2694,Asia
Serbia,4873,,99,,400,4374,128,558,11,26278,3008,Europe
Ukraine,3764,,108,,143,3513,45,86,2,39084,894,Europe
Panama,3751,,103,,75,3573,106,869,24,16854,3906,North America
Belarus,3728,,36,,203,3489,68,395,4,76198,8064,Europe
Qatar,3711,,7,,406,3298,37,1288,2,54484,18911,Asia
Singapore,3699,,10,,652,3037,29,632,2,72680,12423,Asia
Dominican Republic,3614,,189,,208,3217,143,333,17,9275,855,North America
Luxembourg,3373,,69,,526,2778,33,5388,110,30723,49080,Europe
Finland,3237,,72,,300,2865,75,584,13,48828,8813,Europe
Colombia,3105,,131,,452,2522,106,61,3,48628,956,South America
Thailand,2672,29,46,3,1593,1033,61,38,0.7,100498,1440,Asia
Argentina,2571,,112,,596,1863,117,57,2,24374,539,South America
South Africa,2506,,34,,410,2062,7,42,0.6,90515,1526,Africa
Egypt,2505,,183,,589,1733,,24,2,25000,244,Africa
Greece,2192,,102,,269,1821,72,210,10,50771,4871,Europe
Algeria,2160,,336,,708,1116,60,49,8,3359,77,Africa
Moldova,2049,,46,,171,1832,80,508,11,6271,1555,Europe
Morocco,2024,,127,,229,1668,1,55,3,10392,282,Africa
Croatia,1741,,33,,473,1235,31,424,8,19256,4691,Europe
Iceland,1727,,8,,1077,642,8,5061,23,37386,109558,Europe
Bahrain,1671,,7,,663,1001,3,982,4,72647,42694,Asia
Hungary,1652,73,142,8,199,1311,58,171,15,38489,3984,Europe
Iraq,1415,,79,,812,524,,35,2,46135,1147,Asia
Kuwait,1405,,3,,206,1196,31,329,0.7,,,Asia
New Zealand,1401,15,9,,770,622,3,291,2,70160,14549,Australia/Oceania
Estonia,1400,,35,,117,1248,10,1055,26,33967,25606,Europe
Uzbekistan,1349,47,4,,107,1238,8,40,0.1,70000,2091,Asia
Kazakhstan,1331,36,16,,240,1075,22,71,0.9,85735,4566,Asia
Azerbaijan,1253,,13,,404,836,24,124,1,75397,7436,Asia
Slovenia,1248,,61,,165,1022,34,600,29,37114,17852,Europe
Bangladesh,1231,,50,,49,1132,1,7,0.3,14868,90,Asia
Armenia,1111,,17,,297,797,30,375,6,9095,3069,Asia
Bosnia and Herzegovina,1110,,41,,253,816,4,338,12,13339,4066,Europe
Lithuania,1091,,30,,138,923,14,401,11,44677,16412,Europe
Hong Kong,1017,,4,,459,554,10,136,0.5,116273,15509,Asia
North Macedonia,974,,45,,98,831,15,468,22,9262,4446,Europe
Oman,910,,4,,131,775,3,178,0.8,,,Asia
Slovakia,863,,6,,151,706,5,158,1,31491,5768,Europe
Cameroon,848,,17,,165,666,,32,0.6,,,Africa
Cuba,814,,24,,151,639,15,72,2,20451,1806,North America
Afghanistan,784,,25,,43,716,,20,0.6,,,Asia
Bulgaria,783,36,37,1,122,624,31,113,5,18502,2663,Europe
Tunisia,780,,35,,43,702,89,66,3,13137,1112,Africa
Cyprus,715,,12,,65,638,8,592,10,17923,14845,Asia
Diamond Princess,712,,12,,644,56,7,,,,,
Andorra,673,,33,,169,471,17,8710,427,1673,21653,Europe
Latvia,666,,5,,44,617,3,353,3,29896,15850,Europe
Lebanon,658,,21,,85,552,30,96,3,17260,2529,Asia
Ivory Coast,654,,6,,146,502,,25,0.2,,,Africa
Ghana,641,,8,,83,550,2,21,0.3,50719,1632,Africa
Costa Rica,626,,4,,67,555,11,123,0.8,9089,1784,North America
Niger,584,,14,,90,480,,24,0.6,4427,183,Africa
Burkina Faso,542,,32,,226,284,,26,2,,,Africa
Albania,494,,25,,251,218,5,172,9,4558,1584,Europe
Uruguay,493,,9,,272,212,13,142,3,10448,3008,South America
Kyrgyzstan,466,17,5,,91,370,5,71,0.8,26147,4008,Asia
Channel Islands,447,,15,,69,363,,2571,86,3320,19095,Europe
Bolivia,441,44,29,1,14,398,3,38,2,2185,187,South America
Djibouti,435,,2,,71,362,,440,2,5936,6008,Africa
Honduras,426,7,35,4,9,382,10,43,4,2012,203,North America
Nigeria,407,,12,,128,267,2,2,0.06,5000,24,Africa
Guinea,404,,1,,31,372,,31,0.08,,,Africa
Jordan,401,,7,,250,144,5,39,0.7,20500,2009,Asia
Malta,399,,3,,44,352,4,904,7,20139,45611,Europe
Taiwan,395,,6,,137,252,,17,0.3,49748,2089,Asia
San Marino,393,,36,,53,304,15,11582,1061,846,24933,Europe
Runion,391,,,,237,154,3,437,,,,Africa
Palestine,374,,2,,63,309,,73,0.4,17329,3397,Asia
Mauritius,324,,9,,65,250,3,255,7,8279,6510,Africa
Senegal,314,,2,,190,122,1,19,0.1,,,Africa
Georgia,306,,3,,71,232,6,77,0.8,5027,1260,Asia
Montenegro,288,,4,,55,229,7,459,6,3874,6168,Europe
Vietnam,268,,,,171,97,8,3,,135938,1397,Asia
Isle of Man,256,,4,,151,101,13,3011,47,2175,25578,Europe
DRC,254,,21,,21,212,,3,0.2,,,Africa
Sri Lanka,238,,7,,63,168,1,11,0.3,4768,223,Asia
Kenya,225,,10,,53,162,2,4,0.2,9630,179,Africa
Mayotte,217,,3,,69,145,3,795,11,1500,5498,Africa
Venezuela,197,,9,,111,77,6,7,0.3,225009,7913,South America
Guatemala,196,16,5,,19,172,3,11,0.3,7200,402,North America
Faeroe Islands,184,,,,166,18,,3766,,5677,116182,Europe
Paraguay,174,13,8,,30,136,1,24,1,3888,545,South America
El Salvador,159,,6,,33,120,2,25,0.9,7785,1200,North America
Martinique,158,,8,,73,77,17,421,21,,,North America
Mali,148,,13,,34,101,,7,0.6,,,Africa
Guadeloupe,145,,8,,67,70,13,362,20,,,North America
Brunei,136,,1,,108,27,2,311,2,10579,24182,Asia
Rwanda,136,,,,54,82,,11,,6237,482,Africa
Gibraltar,131,,,,104,27,1,3888,,1649,48945,Europe
Jamaica,125,,5,,21,99,,42,2,1391,470,North America
Cambodia,122,,,,98,24,1,7,,5768,345,Asia
Congo,117,,5,,11,101,,21,0.9,,,Africa
Trinidad and Tobago,114,,8,,20,86,,81,6,1282,916,North America
Madagascar,110,,,,29,81,1,4,,,,Africa
Monaco,93,,3,,12,78,2,2370,76,,,Europe
Aruba,93,,1,,39,53,1,871,9,1198,11221,North America
Tanzania,88,,4,,11,73,,1,0.07,,,Africa
French Guiana,86,,,,51,35,1,288,,,,South America
Myanmar,85,11,4,,2,79,,2,0.07,2836,52,Asia
Ethiopia,85,,3,,15,67,,0.7,0.03,4988,43,Africa
Bermuda,81,,5,,33,43,3,1301,80,527,8462,North America
Togo,81,,3,,35,43,,10,0.4,3036,367,Africa
Somalia,80,,5,,2,73,2,5,0.3,,,Africa
Gabon,80,,1,,4,75,,36,0.4,,,Africa
Liechtenstein,79,,1,,55,23,,2072,26,900,23605,Europe
Barbados,75,2,5,,15,55,4,261,17,900,3132,North America
Cayman Islands,60,,1,,6,53,3,913,15,636,9677,North America
Liberia,59,,6,,4,49,,12,1,,,Africa
Cabo Verde,56,,1,,1,54,,101,2,,,Africa
Guyana,55,,6,,8,41,5,70,8,213,271,South America
French Polynesia,55,,,,,55,1,196,,920,3275,Australia/Oceania
