#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39174456,3403,878291,238,31644902,2167,6651263,15880,,,,,,North America,,,,,,
,Asia,46490822,10324,602835,133,40759627,20671,5128360,32910,,,,,,Asia,,,,,,
,South America,26701562,,726678,,24142805,,1832079,28308,,,,,,South America,,,,,,
,Europe,46031325,5587,1048378,155,41755563,31304,3227384,22795,,,,,,Europe,,,,,,
,Africa,4723440,,126429,,4256471,,340540,3033,,,,,,Africa,,,,,,
,Oceania,65910,9,1225,,61818,,2867,3,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,163188236,19323,3383851,526,142621892,54142,17182493,102929,20936,434.1,,,,All,,,,,,
1,USA,33695916,,599863,,27098620,,5997433,8016,101283,1803,465224944,1398370,332690850,North America,10,555,1,,,18027
2,India,24684077,1012,270319,,20795335,6297,3618423,8944,17735,194,314850143,226220,1391790362,Asia,56,5149,4,0.7,,2600
3,Brazil,15590613,,434852,,14062396,,1093365,8318,72897,2033,46970130,219617,213873096,South America,14,492,5,,,5112
4,France,5863839,,107535,,5080344,,675960,4271,89662,1644,81156099,1240933,65399271,Europe,11,608,1,,,10336
5,Turkey,5106862,,44537,,4932838,,129487,2563,59991,523,50667653,595199,85127184,Asia,17,1911,2,,,1521
6,Russia,4931691,,115480,,4547500,,268711,2300,33781,791,133100000,911713,145988974,Europe,30,1264,1,,,1841
7,UK,4448851,,127675,,4275502,,45674,129,65236,1872,169007195,2478248,68196231,Europe,15,534,0,,,670
8,Italy,4153374,,124063,,3696481,,332830,1805,68782,2055,62700094,1038350,60384337,Europe,15,487,1,,,5512
9,Spain,3604799,,79339,,3297340,,228120,1899,77074,1696,47213067,1009461,46770554,Europe,13,590,1,,,4877
10,Germany,3595872,,86669,,3286400,10900,222803,4376,42799,1032,58093759,691451,84017137,Europe,23,969,1,,,2652
11,Argentina,3290935,,70253,,2933946,,286736,5517,72239,1542,12331859,270696,45556116,South America,14,648,4,,,6294
12,Colombia,3103333,,80780,,2902646,,119907,6582,60430,1573,15863467,308905,51353888,South America,17,636,3,,,2335
13,Poland,2851911,,71609,,2595635,,184667,1627,75426,1894,15135124,400289,37810486,Europe,13,528,2,,,4884
14,Iran,2739875,,76633,,2210851,,452391,5396,32262,902,17882461,210565,84925931,Asia,31,1108,5,,,5327
15,Mexico,2380690,2695,220380,221,1899742,2155,260568,4798,18298,1694,6846110,52618,130109231,North America,55,590,19,21,2,2003
16,Ukraine,2153864,3620,48075,133,1857724,7921,248065,177,49509,1105,9824399,225825,43504483,Europe,20,905,4,83,3,5702
17,Peru,1884596,,65911,,1720665,,98020,2676,56475,1975,12034432,360633,33370299,South America,18,506,3,,,2937
18,Indonesia,1736670,,47967,,1597067,,91636,,6291,174,15481111,56084,276035532,Asia,159,5755,18,,,332
19,Czechia,1652238,,29886,,1592219,,30133,293,154036,2786,21214900,1977843,10726281,Europe,6,359,1,,,2809
20,South Africa,1611143,,55183,,1523243,,32717,546,26871,920,11087505,184922,59957669,Africa,37,1087,5,,,546
21,Netherlands,1593728,,17436,,1360709,,215583,704,92832,1016,13171698,767229,17167883,Europe,11,985,1,,,12557
22,Canada,1323681,,24908,,1226870,,71903,1344,34806,655,33383698,877832,38029713,North America,29,1527,1,,,1891
23,Chile,1280252,,27734,,1214817,,37701,2953,66476,1440,13881510,720788,19258802,South America,15,694,1,,,1958
24,Philippines,1138187,,19051,,1062427,,56709,1819,10268,172,12570563,113405,110846594,Asia,97,5818,9,,,512
25,Iraq,1136917,,15930,,1039616,,81371,465,27728,389,9855685,240364,41003148,Asia,36,2574,4,,,1985
26,Romania,1071334,,29485,,1023822,,18027,784,56015,1542,8659474,452767,19125685,Europe,18,649,2,,,943
27,Sweden,1037126,,14275,,885820,7667,137031,341,102139,1406,8798383,866492,10154031,Europe,10,711,1,,,13495
28,Belgium,1030071,1967,24686,22,910652,4679,94733,643,88543,2122,13252380,1139155,11633513,Europe,11,471,1,169,2,8143
29,Pakistan,877130,2379,19543,76,788768,5288,68819,4376,3905,87,12444042,55404,224606051,Asia,256,11493,18,11,0.3,306
30,Portugal,841848,,17006,,802671,,22171,71,82771,1672,11133009,1094607,10170786,Europe,12,598,1,,,2180
31,Israel,839117,,6381,,831981,,755,66,91232,694,14487253,1575114,9197590,Asia,11,1441,1,,,82
32,Hungary,797429,,29114,,618608,,149707,308,82730,3020,5622836,583344,9638965,Europe,12,331,2,,,15531
33,Bangladesh,779796,,12124,,721435,,46237,1149,4694,73,5702286,34327,166114622,Asia,213,13701,29,,,278
34,Jordan,723345,,9243,,710445,,3657,729,70288,898,6921815,672601,10291121,Asia,14,1113,1,,,355
35,Serbia,705890,,6664,,675008,,24218,97,81075,765,4001180,459553,8706675,Europe,12,1307,2,,,2782
36,Switzerland,679510,,10730,,617283,,51497,179,78018,1232,7273942,835159,8709646,Europe,13,812,1,,,5913
37,Japan,671841,,11365,,584770,,75706,1231,5326,90,13015244,103182,126138855,Asia,188,11099,10,,,600
38,Austria,636424,,10470,,614803,,11151,321,70315,1157,36217595,4001460,9051096,Europe,14,864,0,,,1232
39,UAE,544931,,1629,,525080,,18222,,54525,163,46815989,4684348,9994131,Asia,18,6135,0,,,1823
40,Lebanon,535446,,7602,,497198,,30646,333,78756,1118,4163257,612353,6798783,Asia,13,894,2,,,4508
41,Morocco,514817,,9098,,502884,,2835,98,13806,244,6374419,170940,37290353,Africa,72,4099,6,,,76
42,Malaysia,466330,,1866,,422329,,42135,503,14250,57,10445009,319167,32725875,Asia,70,17538,3,,,1288
43,Nepal,447704,,4856,,333108,,109740,,15130,164,2751481,92984,29590786,Asia,66,6094,11,,,3709
44,Saudi Arabia,432269,,7147,,416759,,8363,1331,12251,203,17916457,507779,35283944,Asia,82,4937,2,,,237
45,Bulgaria,414041,,17250,,362327,,34464,501,59982,2499,2663903,385917,6902783,Europe,17,400,3,,,4993
46,Ecuador,409520,,19692,,342878,,46950,593,22910,1102,1366625,76453,17875364,South America,44,908,13,,,2627
47,Slovakia,387420,,12203,,370517,,4700,204,70931,2234,2759676,505255,5461946,Europe,14,448,2,,,860
48,Greece,375831,,11365,,335156,,29310,661,36212,1095,8832737,851050,10378639,Europe,28,913,1,,,2824
49,Belarus,374714,,2691,,365255,,6768,,39666,285,6070189,642578,9446615,Europe,25,3510,2,,,716
50,Panama,370533,,6296,,358938,,5299,105,84719,1440,2516022,575268,4373653,North America,12,695,2,,,1212
51,Kazakhstan,358104,2459,4054,15,316003,3166,38047,221,18876,214,10749824,566625,18971673,Asia,53,4680,2,130,0.8,2005
52,Croatia,349910,,7687,,335337,,6886,185,85696,1883,1920316,470300,4083174,Europe,12,531,2,,,1686
53,Bolivia,329733,,13451,,269288,,46994,200,27917,1139,1299971,110063,11811166,South America,36,878,9,,,3979
54,Georgia,329407,,4426,,307918,,17063,,82714,1111,4555909,1143984,3982492,Asia,12,900,1,,,4285
55,Azerbaijan,329371,,4768,,313778,,10825,,32233,467,3375679,330347,10218586,Asia,31,2143,3,,,1059
56,Tunisia,325832,,11779,,286940,,27113,445,27321,988,1383545,116011,11926024,Africa,37,1012,9,,,2273
57,Paraguay,311746,,7534,,258338,,45874,584,43246,1045,1188141,164823,7208585,South America,23,957,6,,,6364
58,Palestine,303658,,3423,,291191,,9044,78,58351,658,1787484,343486,5203952,Asia,17,1520,3,,,1738
59,Kuwait,290801,,1687,,276792,,12322,194,67232,390,2453107,567147,4325344,Asia,15,2564,2,,,2849
60,Costa Rica,282741,,3547,,221903,,57291,489,55067,691,1093074,212887,5134536,North America,18,1448,5,,,11158
61,Dominican Republic,276272,,3569,,233431,,39272,283,25248,326,1473359,134647,10942402,North America,40,3066,7,,,3589
62,Ethiopia,265832,,3976,,218866,,42990,596,2264,34,2648487,22555,117424460,Africa,442,29533,44,,,366
63,Denmark,265539,,2502,,250257,,12780,33,45704,431,46271866,7964238,5809955,Europe,22,2322,0,,,2200
64,Lithuania,264724,,4088,,239702,,20934,169,98444,1520,3093727,1150479,2689077,Europe,10,658,1,,,7785
65,Ireland,254870,,4941,,237461,297,12468,39,51120,991,4729538,948625,4985679,Europe,20,1009,1,,,2501
66,Moldova,253736,,6016,,244664,,3056,148,63028,1494,1045418,259680,4025790,Europe,16,669,4,,,759
67,Slovenia,249014,,4320,,237061,,7633,121,119765,2078,1228272,590746,2079187,Europe,8,481,2,,,3671
68,Egypt,244520,,14269,,180577,,49674,90,2351,137,2715258,26107,104005913,Africa,425,7289,38,,,478
69,Guatemala,241117,,7872,,220536,,12709,5,13246,432,1342689,73764,18202607,North America,75,2312,14,,,698
70,Uruguay,238079,,3419,,206670,,27990,496,68331,981,1993646,572195,3484208,South America,15,1019,2,,,8033
71,Honduras,225964,708,5954,17,82561,12,137449,536,22504,593,676623,67385,10041171,North America,44,1686,15,71,2,13689
72,Armenia,220729,,4314,,208100,,8315,,74368,1453,1033513,348211,2968066,Asia,13,688,3,,,2801
73,Venezuela,214231,,2382,,198033,,13816,316,7552,84,3359014,118418,28365690,South America,132,11908,8,,,487
74,Qatar,212927,,526,,206307,,6094,208,75834,187,1967354,700673,2807805,Asia,13,5338,1,,,2170
75,Oman,202713,,2148,,186391,,14174,255,38843,412,1550000,297001,5218833,Asia,26,2430,3,,,2716
76,Bosnia and Herzegovina,202143,,8981,,168549,,24613,,61950,2752,937964,287454,3263010,Europe,16,363,3,,,7543
77,Bahrain,199093,,737,,182535,,15821,160,113605,421,4336159,2474270,1752500,Asia,9,2378,0,,,9028
78,Libya,181179,,3085,,167629,,10465,,26060,444,981532,141180,6952358,Africa,38,2254,7,,,1505
79,Nigeria,165702,,2066,,156412,,7224,11,787,10,1977479,9392,210554790,Africa,1271,101914,106,,,34
80,Kenya,165379,,3001,,113489,,48889,117,3018,55,1741604,31783,54795867,Africa,331,18259,31,,,892
81,North Macedonia,154636,,5197,,145606,,3833,111,74227,2495,753923,361889,2083299,Europe,13,401,3,,,1840
82,Myanmar,143059,,3212,,132100,,7747,,2614,59,2600857,47524,54726968,Asia,383,17038,21,,,142
83,Sri Lanka,140471,,941,,117220,,22310,,6536,44,3075321,143096,21491378,Asia,153,22839,7,,,1038
84,Albania,131978,,2429,,123081,,6468,18,45904,845,672540,233922,2875058,Europe,22,1184,4,,,2250
85,S. Korea,131671,610,1900,4,121764,482,8007,150,2566,37,9336614,181973,51307617,Asia,390,27004,5,12,0.08,156
86,Latvia,127597,,2257,,116427,,8913,78,68308,1208,2484916,1330271,1867977,Europe,15,828,1,,,4771
87,Estonia,126922,,1220,,118553,,7149,36,95623,919,1356381,1021901,1327312,Europe,10,1088,1,,,5386
88,Algeria,125194,,3366,,87251,,34577,28,2811,76,230861,5184,44536979,Africa,356,13231,193,,,776
89,Cuba,123221,,796,,115505,,6920,126,10885,70,3970083,350696,11320592,North America,92,14222,3,,,611
90,Norway,119052,,774,,88952,,29326,24,21812,142,5423294,993625,5458089,Europe,46,7052,1,,,5373
91,Thailand,101447,2302,589,24,65803,2136,35055,1234,1450,8,8124896,116149,69952465,Asia,690,118765,9,33,0.3,501
92,Kyrgyzstan,100473,224,1703,8,93602,300,5168,85,15183,257,1056526,159657,6617489,Asia,66,3886,6,34,1,781
93,Montenegro,98778,,1560,,95801,,1417,60,157256,2484,393555,626545,628135,Europe,6,403,2,,,2256
94,Uzbekistan,96670,302,668,1,92111,280,3891,23,2852,20,1377915,40659,33889912,Asia,351,50733,25,9,0.03,115
95,Ghana,93243,,783,,91146,,1314,7,2948,25,1118523,35358,31634244,Africa,339,40401,28,,,42
96,Zambia,92409,,1260,,90777,,372,39,4908,67,1468388,77988,18828356,Africa,204,14943,13,,,20
97,Finland,89878,,931,,46000,,42947,28,16199,168,4760359,857998,5548216,Europe,62,5959,1,,,7741
98,Cameroon,74946,,1152,,70497,,3297,385,2764,42,1518411,55995,27116872,Africa,362,23539,18,,,122
99,El Salvador,71330,,2182,,66776,,2372,24,10949,335,953979,146435,6514677,North America,91,2986,7,,,364
100,Cyprus,70899,,346,,39061,,31492,51,58353,285,5817258,4787867,1215000,Asia,17,3512,0,,,25919
101,Mozambique,70410,,826,,68710,,874,21,2200,26,535701,16735,32011270,Africa,455,38755,60,,,27
102,Luxembourg,69028,,806,,66183,,2039,30,108739,1270,2760597,4348725,634806,Europe,9,788,0,,,3212
103,Afghanistan,63484,,2742,,54663,,6079,1124,1600,69,429452,10821,39686591,Asia,625,14474,92,,,153
104,Singapore,61536,,31,,61062,,443,3,10447,5,10441802,1772701,5890336,Asia,96,190011,1,,,75
105,Namibia,50949,,705,,47946,,2298,71,19742,273,407101,157744,2580766,Africa,51,3661,6,,,890
106,Botswana,49656,,761,,46640,,2255,1,20753,318,1089391,455293,2392727,Africa,48,3144,2,,,942
107,Mongolia,48642,541,207,2,40900,1336,7535,103,14633,62,2827220,850534,3324054,Asia,68,16058,1,163,0.6,2267
108,Jamaica,47233,,843,,23013,,23377,18,15890,284,352930,118735,2972414,North America,63,3526,8,,,7865
109,Ivory Coast,46535,,295,,46006,,234,,1727,11,608960,22602,26942755,Africa,579,91331,44,,,9
110,Maldives,43782,,94,,28013,,15675,90,79779,171,791330,1441949,548792,Asia,13,5838,1,,,28563
111,Uganda,42674,,347,,41971,,356,24,908,7,1055305,22460,46986235,Africa,1101,135407,45,,,8
112,Senegal,40828,,1124,,39558,,146,10,2384,66,496463,28991,17125015,Africa,419,15236,34,,,9
113,Madagascar,40005,,754,,37673,,1578,309,1413,27,194669,6877,28305993,Africa,708,37541,145,,,56
114,Zimbabwe,38554,,1582,,36318,,654,12,2562,105,445047,29570,15050578,Africa,390,9514,34,,,43
115,Sudan,34272,,2446,,27949,,3877,,766,55,232965,5208,44734464,Africa,1305,18289,192,,,87
116,Malawi,34210,,1153,,32206,,851,11,1749,59,238793,12210,19556967,Africa,572,16962,82,,,44
117,DRC,30546,,776,,26603,,3167,,332,8,155250,1689,91909568,Africa,3009,118440,592,,,34
118,Malta,30478,,417,,29884,,177,,68866,942,894803,2021848,442567,Europe,15,1061,0,,,400
119,Angola,30354,,655,,25703,,3996,22,899,19,527590,15633,33747724,Africa,1112,51523,64,,,118
120,Australia,29975,8,910,,28900,,165,1,1164,35,17507840,679738,25756749,Australia/Oceania,859,28304,1,0.3,,6
121,Cabo Verde,27951,,246,,24683,,3022,23,49803,438,158645,282673,561231,Africa,20,2281,4,,,5385
122,Rwanda,26099,,343,,24694,,1062,2,1973,26,1367795,103388,13229676,Africa,507,38570,10,,,80
123,Gabon,23799,,143,,20379,,3277,15,10479,63,767445,337912,2271138,Africa,95,15882,3,,,1443
124,Syria,23693,,1693,,20483,,1517,,1326,95,103566,5796,17868109,Asia,754,10554,173,,,85
125,Guinea,22746,,151,,20366,,2229,24,1692,11,445243,33127,13440368,Africa,591,89009,30,,,166
126,Runion,22644,,169,,21603,,872,36,25136,188,102720,114023,900867,Africa,40,5331,9,,,968
127,Cambodia,22184,350,150,3,12120,1380,9914,,1311,9,1058549,62563,16919695,Asia,763,112798,16,21,0.2,586
128,French Guiana,21465,,108,,9995,,11362,28,70292,354,234758,768768,305369,South America,14,2827,1,,,37207
129,Mayotte,20176,,171,,2964,,17041,6,72444,614,176919,635245,278505,Africa,14,1629,2,,,61187
130,French Polynesia,18815,,141,,18650,,24,1,66644,499,26355,93352,282320,Australia/Oceania,15,2002,11,,,85
131,Mauritania,18806,,457,,18056,,293,14,3955,96,248944,52352,4755216,Africa,253,10405,19,,,62
132,Eswatini,18519,,671,,17799,,49,3,15820,573,198582,169642,1170597,Africa,63,1745,6,,,42
133,Guadeloupe,16017,,221,,2242,,13554,33,40024,552,195404,488285,400184,North America,25,1811,2,,,33869
134,Trinidad and Tobago,15899,,276,,10065,,5558,15,11329,197,152265,108495,1403433,North America,88,5085,9,,,3960
135,Guyana,15168,,338,,12886,,1944,16,19204,428,136112,172326,789854,South America,52,2337,6,,,2461
136,Somalia,14486,,753,,6325,,7408,,890,46,120132,7381,16275966,Africa,1124,21615,135,,,455
137,Mali,14176,,511,,9178,,4487,,683,25,282251,13600,20754150,Africa,1464,40615,74,,,216
138,Papua New Guinea,13707,,136,,11034,,2537,,1507,15,110286,12128,9093792,Australia/Oceania,663,66866,82,,,279
139,Andorra,13510,,127,,13155,,228,12,174609,1641,193595,2502100,77373,Europe,6,609,0,,,2947
140,Burkina Faso,13395,,164,,13199,,32,,626,8,183827,8591,21398126,Africa,1597,130476,116,,,1
141,Haiti,13353,,271,,12414,,668,,1159,24,60085,5214,11523184,North America,863,42521,192,,,58
142,Tajikistan,13308,,90,,13218,,0,,1369,9,,,9722925,Asia,731,108033,,,,
143,Togo,13265,,125,,11882,,1258,,1570,15,322535,38186,8446480,Africa,637,67572,26,,,149
144,Belize,12714,,323,,12337,,54,1,31480,800,124603,308514,403881,North America,32,1250,3,,,134
145,Curaao,12249,,119,,12065,,65,18,74382,723,103551,628813,164677,North America,13,1384,2,,,395
146,Suriname,11828,,224,,10184,,1420,29,20007,379,55432,93762,591199,South America,50,2639,11,,,2402
147,Hong Kong,11822,,210,,11522,,90,2,1566,28,14841321,1965778,7549846,Asia,639,35952,1,,,12
148,Martinique,11736,,90,,98,,11548,24,31295,240,170302,454125,375011,North America,32,4167,2,,,30794
149,Djibouti,11414,,151,,11266,,-3,,11409,151,153727,153656,1000461,Africa,88,6626,7,,,-3.00
150,Congo,11343,,148,,8208,,2987,,2013,26,141948,25188,5635467,Africa,497,38077,40,,,530
151,Bahamas,11024,,216,,9967,,841,5,27803,545,91550,230891,396508,North America,36,1836,4,,,2121
152,Aruba,10849,,104,,10649,,96,14,101241,971,157193,1466900,107160,North America,10,1030,1,,,896
153,Lesotho,10782,,320,,6427,,4035,,4999,148,87254,40451,2157010,Africa,200,6741,25,,,1871
154,South Sudan,10652,,115,,10462,,75,,942,10,159088,14069,11307657,Africa,1062,98327,71,,,7
155,Seychelles,9184,,32,,6413,,2739,,92883,324,21504,217482,98877,Africa,11,3090,5,,,27701
156,Benin,7995,,101,,7652,,242,35,645,8,595112,48003,12397467,Africa,1551,122747,21,,,20
157,Equatorial Guinea,7694,,112,,7279,,303,7,5333,78,123169,85374,1442699,Africa,188,12881,12,,,210
158,Nicaragua,7086,,184,,4225,,2677,,1059,27,,,6692974,North America,945,36375,,,,400
159,CAR,6866,,95,,5112,,1659,2,1401,19,40907,8344,4902527,Africa,714,51606,120,,,338
160,Yemen,6538,,1285,,3014,,2239,23,215,42,35232,1159,30394199,Asia,4649,23653,863,,,74
161,Iceland,6537,,29,,6445,,63,3,19049,85,622370,1813596,343169,Europe,52,11833,1,,,184
162,Gambia,5940,,175,,5674,,91,3,2400,71,76379,30857,2475268,Africa,417,14144,32,,,37
