#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38439932,1093,863905,65,30168802,,7407225,17240,,,,,,North America,,,,,,
,Asia,40493068,499,530935,1,34738201,504,5223932,33837,,,,,,Asia,,,,,,
,South America,25098283,,679238,,22687904,,1731141,27796,,,,,,South America,,,,,,
,Europe,44775222,,1018303,,39694374,12136,4062545,29290,,,,,,Europe,,,,,,
,Africa,4611244,,122616,,4139345,,349283,3612,,,,,,Africa,,,,,,
,Oceania,63143,16,1202,,59498,3,2443,5,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,153481613,1608,3216214,66,131488830,12643,18776569,111780,19690,412.6,,,,All,,,,,,
1,USA,33180441,,591062,,25823800,,6765579,9466,99754,1777,448984680,1349834,332622037,North America,10,563,1,,,20340
2,India,19919715,,218945,,16281738,,3419032,8944,14317,157,290142339,208539,1391308838,Asia,70,6355,5,,,2457
3,Brazil,14754910,,407775,,13278718,,1068417,8318,69006,1907,43818216,204931,213819510,South America,14,524,5,,,4997
4,France,5652247,,104819,,4636940,,910488,5585,86434,1603,76694164,1172798,65394155,Europe,12,624,1,,,13923
5,Turkey,4875388,,40844,,4480381,,354163,3532,57293,480,47744338,561071,85094968,Asia,17,2083,2,,,4162
6,Russia,4823255,,110862,,4443922,,268471,2300,33039,759,129800000,889122,145986759,Europe,30,1317,1,,,1839
7,UK,4420201,,127538,,4221582,,71081,185,64828,1871,156302824,2292382,68183590,Europe,15,535,0,,,1042
8,Italy,4044762,,121177,,3492679,,430906,2524,66980,2007,59114826,978925,60387482,Europe,15,498,1,,,7136
9,Spain,3524077,,78216,,3206273,,239588,2308,75349,1672,46199597,987806,46769913,Europe,13,598,1,,,5123
10,Germany,3425598,,83826,,3024600,,317172,5049,40777,998,55490413,660540,84007647,Europe,25,1002,2,,,3776
11,Argentina,3005259,,64252,,2676197,,264810,5371,65990,1411,11245454,246928,45541400,South America,15,709,4,,,5815
12,Colombia,2893655,,74700,,2700594,,118361,6006,56368,1455,14944628,291122,51334635,South America,18,687,3,,,2306
13,Poland,2803233,,68068,,2520968,,214197,2652,74136,1800,14428003,381573,37811953,Europe,13,556,3,,,5665
14,Iran,2534855,,72484,,1988165,,474206,5443,29861,854,16101399,189679,84887747,Asia,33,1171,5,,,5586
15,Mexico,2348873,1093,217233,65,1867191,,264449,4798,18060,1670,6654713,51166,130061146,North America,55,599,20,8,0.5,2033
16,Ukraine,2083180,,44596,,1676265,,362319,177,47874,1025,9477843,217813,43513767,Europe,21,976,5,,,8327
17,Peru,1810998,,62126,,1688091,,60781,2654,54296,1863,11269734,337883,33353981,South America,18,537,3,,,1822
18,Indonesia,1677274,,45796,,1530718,,100760,,6079,166,14703659,53287,275932862,Asia,165,6025,19,,,365
19,Czechia,1634114,,29343,,1555215,,49556,497,152357,2736,18422238,1717599,10725578,Europe,7,366,1,,,4620
20,South Africa,1584064,,54417,,1507778,,21869,546,26431,908,10699021,178522,59931112,Africa,38,1101,6,,,365
21,Netherlands,1507615,,17172,,1270524,,219919,810,87823,1000,12274847,715045,17166540,Europe,11,1000,1,,,12811
22,Canada,1234181,,24300,,1126138,,83743,1422,32463,639,31756698,835308,38017972,North America,31,1565,1,,,2203
23,Chile,1210920,,26561,,1143565,,40794,3318,62895,1380,13182710,684710,19252980,South America,16,725,1,,,2119
24,Iraq,1074930,,15536,,957200,,102194,578,26236,379,9408134,229629,40971011,Asia,38,2637,4,,,2494
