#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,40706943,24364,920415,428,34194290,25178,5592238,10854,,,,,,North America,,,,,,
,Asia,56281096,140902,798980,2374,53613117,130846,1868999,26615,,,,,,Asia,,,,,,
,South America,33269785,104148,1015240,2824,30246195,104929,2008350,29215,,,,,,South America,,,,,,
,Europe,48197353,63002,1105634,868,45551536,39108,1540183,6510,,,,,,Europe,,,,,,
,Africa,5683862,42968,145325,484,4923946,29023,614591,4577,,,,,,Africa,,,,,,
,Oceania,75830,435,1286,2,69095,131,5449,29,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,184215590,375819,3986895,6980,168598885,329215,11629810,77800,23633,511.5,,,,All,,,,,,
1,USA,34588176,7978,621255,96,29087421,14540,4879500,3798,103884,1866,507601876,1524558,332950223,North America,10,536,1,24,0.3,14655
2,India,30544485,43296,402015,947,29650169,52431,492301,8944,21918,288,416416463,298805,1393605337,Asia,46,3467,3,31,0.7,353
3,Brazil,18742025,54556,523699,1631,17033808,44457,1184518,8318,87549,2446,54003112,252262,214075074,South America,11,409,4,255,8,5533
4,France,5783654,3006,111152,17,5629530,2831,42972,1102,88410,1699,93999106,1436888,65418552,Europe,11,589,1,46,0.3,657
5,Russia,5585799,24439,137262,697,5053417,17899,395120,2300,38260,940,150700000,1032211,145997323,Europe,26,1064,1,167,5,2706
6,Turkey,5440368,4537,49874,45,5310769,4913,79725,702,63818,585,61455218,720894,85248616,Asia,16,1709,1,53,0.5,935
7,UK,4879616,24885,128207,18,4332181,2412,419228,300,71503,1879,214786845,3147342,68243876,Europe,14,532,0,365,0.3,6143
8,Argentina,4526473,14034,95594,212,4136824,22728,294055,5667,99240,2096,16983108,372342,45611585,South America,10,477,3,308,5,6447
9,Colombia,4324230,26928,108314,591,4021254,27603,194662,8155,84086,2106,20282143,394391,51426454,South America,12,475,3,524,11,3785
10,Italy,4262511,932,127637,22,4089298,3110,45576,204,70604,2114,72199045,1195893,60372481,Europe,14,473,1,15,0.4,755
11,Spain,3833868,,80911,,3606789,,146168,586,81968,1730,52691812,1126544,46772970,Europe,12,578,1,,,3125
12,Germany,3738040,429,91583,10,3627800,1000,18657,590,44472,1090,63813168,759202,84052910,Europe,22,918,1,5,0.1,222
13,Iran,3241037,8341,84627,111,2914830,12690,241580,3207,38099,995,23806452,279846,85069857,Asia,26,1005,4,98,1,2840
14,Poland,2880215,107,75083,18,2652072,68,153060,91,76186,1986,17534032,463802,37804958,Europe,13,504,2,3,0.5,4049
15,Mexico,2531229,5879,233425,177,2007339,3862,290465,4798,19428,1792,7551665,57960,130290474,North America,51,558,17,45,1,2229
16,Indonesia,2256851,27913,60027,493,1915147,13282,281677,,8164,217,20390106,73764,276422523,Asia,122,4605,14,101,2,1019
17,Ukraine,2237202,705,52460,36,2170656,1072,14086,177,51466,1207,10900947,250772,43469493,Europe,19,829,4,16,0.8,324
18,Peru,2060344,,192902,,N/A,N/A,N/A,2322,61628,5770,14276475,427033,33431807,South America,16,173,2,,,4390
19,South Africa,2046311,26485,61507,175,1792361,18431,192443,546,34072,1024,13395135,223037,60057772,Africa,29,976,4,441,3,3204
20,Netherlands,1687891,1125,17756,1,1639262,2728,30873,110,98288,1034,14730069,857749,17172944,Europe,10,967,1,66,0.06,1798
21,Czechia,1667796,165,30310,1,1636004,14,1482,8,155448,2825,30186998,2813607,10728933,Europe,6,354,0,15,0.09,138
22,Chile,1566461,3848,32973,164,1509297,3589,24191,2885,81245,1710,17155642,889781,19280745,South America,12,585,1,200,9,1255
23,Philippines,1430419,5908,25063,90,1351691,7698,53665,1881,12882,226,15126953,136227,111041877,Asia,78,4431,7,53,0.8,483
24,Canada,1416661,344,26348,10,1384057,413,6256,466,37208,692,36942317,970278,38073968,North America,27,1445,1,9,0.3,164
25,Iraq,1365211,5375,17281,25,1260297,5094,87633,639,33197,420,11850977,288175,41124279,Asia,30,2380,3,131,0.6,2131
26,Sweden,1090880,,14592,,1062551,,13737,37,107344,1436,10828578,1065548,10162447,Europe,9,696,1,,,1352
27,Belgium,1086508,623,25185,5,1040178,3347,21145,126,93341,2164,15423491,1325014,11640250,Europe,11,462,1,54,0.4,1817
28,Romania,1080918,58,33925,4,1045351,,1642,66,56567,1775,9880687,517081,19108598,Europe,18,563,2,3,0.2,86
29,Pakistan,961085,1400,22379,34,906387,957,32319,1871,4268,99,14685198,65215,225181227,Asia,234,10062,15,6,0.2,144
30,Bangladesh,936256,6214,14912,134,829199,3777,92145,1177,5629,90,6693681,40242,166334118,Asia,178,11154,25,37,0.8,554
31,Portugal,887047,2605,17112,4,833197,1718,36738,122,87249,1683,13332860,1311409,10166823,Europe,11,594,1,256,0.4,3614
32,Israel,842648,277,6429,,833794,67,2425,32,90355,689,15154380,1624960,9326000,Asia,11,1451,1,30,,260
33,Hungary,808197,,29992,,739561,,38644,22,83875,3113,6145920,637828,9635695,Europe,12,321,2,,,4011
34,Japan,803492,1785,14824,22,771784,1776,16884,501,6373,118,16596072,131624,126087248,Asia,157,8506,8,14,0.2,134
35,Malaysia,772607,6658,5434,107,700215,5677,66958,892,23568,166,14819514,452071,32781392,Asia,42,6033,2,203,3,2043
36,Jordan,752617,222,9769,9,736431,524,6417,460,73036,948,7927513,769313,10304671,Asia,14,1055,1,22,0.9,623
37,Serbia,716796,79,7055,4,707964,120,1777,8,82372,811,4437454,509936,8701986,Europe,12,1233,2,9,0.5,204
38,Switzerland,703334,,10894,,685337,,7103,35,80675,1250,8359875,958909,8718107,Europe,12,800,1,,,815
39,Austria,650662,93,10709,,638167,135,1786,46,71833,1182,56054549,6188428,9057963,Europe,14,846,0,10,,197
40,Nepal,643580,1527,9198,19,606666,3066,27716,,21698,310,3363666,113404,29661037,Asia,46,3225,9,51,0.6,934
41,UAE,637877,1632,1831,6,616197,1561,19849,,63723,183,58602017,5854274,10010126,Asia,16,5467,0,163,0.6,1983
42,Lebanon,545363,137,7859,3,533150,162,4354,54,80263,1157,4731376,696332,6794711,Asia,12,865,1,20,0.4,641
