#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,54478815,5195,1106591,216,42654555,10033,10717669,24270,,,,,,North America,,,,,,
,Asia,77296105,57298,1141267,991,74173094,81418,1981744,29880,,,,,,Asia,,,,,,
,South America,38043088,808,1161344,8,36149919,1254,731825,12659,,,,,,South America,,,,,,
,Europe,60669262,130637,1249015,2326,55507707,114133,3912540,11640,,,,,,Europe,,,,,,
,Africa,8469428,627,214681,18,7780273,1486,474474,2766,,,,,,Africa,,,,,,
,Oceania,260529,1893,3225,13,201494,20,55810,384,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,239217948,196458,4876138,3572,216467748,208344,17874062,81599,30689,625.6,,,,All,,,,,,
1,USA,45313353,,734611,,34797165,,9781577,16888,135880,2203,659963506,1979022,333479557,North America,7,454,1,,,29332
2,India,33987687,3208,451032,41,33320057,7606,216598,8944,24324,323,585038043,418689,1397309368,Asia,41,3098,2,2,0.03,155
3,Brazil,21582738,,601266,,20694669,,286803,8318,100625,2803,63776166,297342,214487273,South America,10,357,3,,,1337
4,UK,8231437,38520,137944,181,6724341,37646,1369152,747,120446,2018,315278717,4613310,68341111,Europe,8,495,0,564,3,20034
5,Russia,7832964,28190,218345,973,6894285,20706,720334,2300,53645,1495,197600000,1353292,146014362,Europe,19,669,1,193,7,4933
6,Turkey,7475115,,66368,,6927337,,481410,633,87432,776,90202990,1055050,85496437,Asia,11,1288,1,,,5631
7,France,7057631,,117082,,6847617,,92932,1200,107819,1789,146046715,2231155,65457901,Europe,9,559,0,,,1420
8,Iran,5729785,13391,123081,213,5249956,15946,356748,5124,67122,1442,32619228,382121,85363583,Asia,15,694,3,157,2,4179
9,Argentina,5266275,,115491,,5133692,,17092,967,115173,2526,24252818,530409,45724788,South America,9,396,2,,,374
10,Spain,4977448,,86827,,4816194,,74427,507,106406,1856,66213858,1415494,46777901,Europe,9,539,1,,,1591
11,Colombia,4973325,,126655,,4816568,,30102,342,96430,2456,26011131,504340,51574548,South America,10,407,2,,,584
