Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1572244,2358,95770,303,385293,1091181,17524,,,,,North America
Europe,1696360,39,157379,6,704289,834692,13050,,,,,Europe
South America,356455,1164,19121,96,127918,209416,10124,,,,,South America
Asia,721797,914,23269,10,407666,290862,4944,,,,,Asia
Africa,73973,,2507,,26250,45216,258,,,,,Africa
Oceania,8590,9,119,,7806,665,21,,,,,Australia/Oceania
,721,,15,,651,55,4,,,,,
World,4430140,4484,298180,415,1659873,2472087,45925,568,38.3,,,All
USA,1430348,,85197,,310259,1034892,16349,4321,257,10269996,31027,North America
Spain,271095,,27104,,183227,60764,1534,5798,580,2467761,52781,Europe
Russia,242271,,2212,,48003,192056,2300,1660,15,5982558,40995,Europe
UK,229705,,33186,,N/A,196175,1559,3384,489,2094209,30849,Europe
Italy,222104,,31106,,112541,78457,893,3673,514,2735628,45246,Europe
Brazil,190137,980,13240,82,78424,98473,8318,895,62,735224,3459,South America
France,178060,,27074,,58673,92313,2428,2728,415,1384633,21213,Europe
Germany,174098,,7861,,148700,17537,1465,2078,94,3147771,37570,Europe
Turkey,143114,,3952,,101715,37447,998,1697,47,1474003,17477,Asia
Iran,112725,,6783,,89428,16514,2735,1342,81,629534,7495,Asia
India,78194,139,2551,,26400,49243,,57,2,1947041,1411,Asia
Peru,76306,,2169,,24324,49813,806,2314,66,553302,16781,South America
Canada,72278,,5302,,35164,31812,502,1915,140,1169380,30983,North America
Belgium,53981,,8843,,13937,31201,420,4658,763,605237,52222,Europe
Saudi Arabia,44830,,273,,17622,26935,147,1288,8,496948,14274,Asia
Netherlands,43211,,5562,,N/A,37399,432,2522,325,275720,16091,Europe
Mexico,40186,1862,4220,294,26990,8976,378,312,33,142204,1103,North America
Pakistan,35788,490,770,9,9695,25323,111,162,3,330750,1497,Asia
Chile,34381,,346,,14865,19170,494,1799,18,313750,16413,South America
Ecuador,30486,,2334,,3433,24719,190,1728,132,87036,4933,South America
Switzerland,30413,,1870,,27100,1443,79,3514,216,322084,37215,Europe
Portugal,28132,,1175,,3182,23775,103,2759,115,566172,55525,Europe
Sweden,27909,,3460,,4971,19478,351,2763,343,177500,17576,Europe
Qatar,26539,,14,,3143,23382,72,9212,5,139127,48290,Asia
Belarus,25825,,146,,7711,17968,92,2733,15,296380,31365,Europe
Singapore,25346,,21,,4809,20516,19,4332,4,224262,38333,Asia
Ireland,23401,,1497,,19470,2434,69,4739,303,258808,52414,Europe
UAE,20386,,206,,6523,13657,1,2061,21,1500000,151662,Asia
Bangladesh,17822,,269,,3361,14192,1,108,2,144538,878,Asia
Poland,17204,,861,,6410,9933,160,455,23,528122,13954,Europe
Israel,16548,,264,,12232,4052,61,1912,31,477151,55127,Asia
Ukraine,16425,,439,,3716,12270,218,376,10,192247,4396,Europe
Japan,16049,,678,,8920,6451,243,127,5,223667,1768,Asia
Romania,16002,,1036,,7961,7005,228,832,54,277804,14441,Europe
Austria,15997,,624,,14304,1069,55,1776,69,336252,37335,Europe
Indonesia,15438,,1028,,3287,11123,,56,4,169195,619,Asia
Colombia,12930,,509,,3133,9288,130,254,10,165738,3257,South America
South Africa,12074,,219,,4745,7110,119,204,4,386352,6514,Africa
Philippines,11618,,772,,2251,8595,77,106,7,188649,1722,Asia
Dominican Republic,11196,,409,,3221,7566,131,1032,38,42615,3928,North America
Kuwait,11028,,82,,3263,7683,169,2582,19,227000,53154,Asia
S. Korea,10991,29,260,1,9762,969,55,214,5,711484,13877,Asia
Denmark,10667,,533,,8663,1471,37,1842,92,345712,59686,Europe
Egypt,10431,,556,,2486,7389,41,102,5,90000,879,Africa
Serbia,10295,,222,,3824,6249,22,1178,25,156603,17923,Europe
Panama,8944,161,256,4,6067,2621,87,2073,59,45873,10632,North America
Czechia,8269,,290,,5047,2932,43,772,27,326954,30531,Europe
Norway,8175,,229,,32,7914,23,1508,42,208874,38529,Europe
Australia,6989,9,98,,6297,594,18,274,4,938044,36786,Australia/Oceania
Argentina,6879,,329,,2266,4284,170,152,7,90474,2002,South America
Malaysia,6779,,111,,5281,1387,16,209,3,271721,8395,Asia
Morocco,6512,,188,,3131,3193,1,176,5,75870,2056,Africa
Algeria,6253,,522,,3058,2673,22,143,12,6500,148,Africa
