Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1354822,7620,80266,820,251121,1023435,17362,,,,,North America
Europe,1520146,26173,146019,1917,588379,785748,16180,,,,,Europe
Asia,601036,13844,20759,309,326239,254038,5239,,,,,Asia
South America,239574,2749,12037,56,82907,144630,9958,,,,,South America
Africa,51680,1514,1953,36,17499,32228,127,,,,,Africa
Oceania,8467,28,118,2,7393,956,31,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,3776446,51928,261167,3140,1274183,2241096,48901,484,33.5,,,All
USA,1243475,5842,72828,557,201937,968710,16179,3757,220,7781303,23508,North America
Spain,253682,3121,25857,244,159359,68466,2075,5426,553,1932455,41332,Europe
Italy,214457,1444,29684,369,93245,91528,1333,3547,491,2310929,38221,Europe
UK,201101,6111,30076,649,N/A,170681,1559,2962,443,1383842,20385,Europe
France,170551,,25531,,52736,92284,3430,2613,391,1100228,16856,Europe
Germany,167372,365,6993,,137400,22979,1937,1998,83,2547052,30400,Europe
Russia,165929,10559,1537,86,21327,143065,2300,1137,11,4633731,31752,Europe
Turkey,131744,2253,3584,64,78202,49958,1278,1562,42,1234724,14640,Asia
Brazil,116299,1584,7966,45,48221,60112,8318,547,37,339552,1597,South America
Iran,101650,1680,6418,78,81587,13645,2735,1210,76,531275,6325,Asia
Canada,62046,,4043,,26993,31010,502,1644,107,940567,24921,North America
India,52340,2940,1768,75,14911,35661,,38,1,1276781,925,Asia
Peru,51189,,1444,,15413,34332,709,1553,44,406579,12331,South America
Belgium,50781,272,8339,323,12731,29711,646,4382,720,474176,40914,Europe
Netherlands,41319,232,5204,36,N/A,35865,628,2411,304,243277,14198,Europe
Saudi Arabia,31938,1687,209,9,6783,24946,143,917,6,389659,11193,Asia
Ecuador,31881,,1569,,3433,26879,159,1807,89,80171,4544,South America
Switzerland,30060,51,1795,,25400,2865,121,3473,207,290365,33550,Europe
Portugal,26182,480,1089,15,2076,23017,136,2568,107,470234,46116,Europe
Mexico,26025,1120,2507,236,16810,6708,378,202,19,100041,776,North America
Sweden,23918,702,2941,87,4074,16903,425,2368,291,148500,14704,Europe
Chile,23048,1032,281,6,11189,11578,470,1206,15,232108,12142,South America
Pakistan,22550,501,526,12,6217,15807,111,102,2,232582,1053,Asia
Ireland,21983,,1339,,13386,7258,93,4452,271,214761,43493,Europe
