Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1186942,1868,69666,147,192456,924820,16478,,,,,North America
Europe,1373567,123,135246,11,503766,734555,18768,,,,,Europe
Asia,520621,571,18635,25,265864,236122,5725,,,,,Asia
South America,178695,1881,8811,109,60112,109772,9802,,,,,South America
Oceania,8347,15,112,1,7070,1165,34,,,,,Australia/Oceania
Africa,39785,,1638,,13078,25069,126,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3308678,4458,234123,293,1042991,2031564,50937,424,30.0,,,All
USA,1095210,187,63861,5,155737,875612,15226,3309,193,6391887,19311,North America
Spain,239639,,24543,,137984,77112,2676,5125,525,1455306,31126,Europe
Italy,205463,,27967,,75945,101551,1694,3398,463,1979217,32735,Europe
UK,171253,,26771,,N/A,144138,1559,2523,394,901905,13286,Europe
France,167178,,24376,,49476,93326,4019,2561,373,724574,11101,Europe
Germany,163009,,6623,,123500,32886,2415,1946,79,2547052,30400,Europe
Turkey,120204,,3174,,48886,68144,1514,1425,38,1033617,12255,Asia
Russia,106498,,1073,,11619,93806,2300,730,7,3490000,23915,Europe
Iran,94640,,6028,,75103,13509,2976,1127,72,463295,5516,Asia
Brazil,87187,1807,6006,105,35935,45246,8318,410,28,339552,1597,South America
Canada,53236,,3184,,21423,28629,557,1411,84,806449,21367,North America
Belgium,48519,,7594,,11576,29349,769,4186,655,237963,20532,Europe
Netherlands,39316,,4795,,N/A,34271,783,2295,280,219744,12824,Europe
Peru,36976,,1051,,10405,25520,651,1121,32,318252,9652,South America
India,35043,180,1154,,9068,24821,,25,0.8,902654,654,Asia
Switzerland,29586,,1737,,23400,4449,167,3419,201,266200,30758,Europe
Portugal,25045,,989,,1519,22537,172,2456,97,395771,38814,Europe
Ecuador,24934,,900,,1558,22476,146,1413,51,69054,3914,South America
Saudi Arabia,22753,,162,,3163,19428,123,654,5,200000,5745,Asia
Sweden,21092,,2586,,1005,17501,531,2088,256,119500,11833,Europe
Ireland,20612,,1232,,13386,5994,123,4174,250,153954,31179,Europe
Mexico,19224,1425,1859,127,11423,5942,378,149,14,81912,635,North America
Pakistan,16817,344,385,24,4315,12117,111,76,2,182131,825,Asia
Singapore,16169,,15,,1244,14910,21,2764,3,143919,24600,Asia
Chile,16023,,227,,8580,7216,392,838,12,180517,9443,South America
Israel,15946,,222,,8561,7163,105,1842,26,364467,42108,Asia
Austria,15452,,584,,12907,1961,128,1716,65,256399,28469,Europe
Japan,14088,,430,,2460,11198,308,111,3,165609,1309,Asia
Belarus,14027,,89,,2386,11552,92,1484,9,176625,18692,Europe
Qatar,13409,,10,,1372,12027,72,4654,3,94500,32801,Asia
Poland,12877,,644,,3236,8997,160,340,17,338027,8931,Europe
UAE,12481,,105,,2429,9947,1,1262,11,1122000,113443,Asia
Romania,12240,,717,,4017,7506,221,636,37,175374,9116,Europe
S. Korea,10774,9,248,1,9072,1454,55,210,5,623069,12153,Asia
Ukraine,10406,,261,,1238,8907,138,238,6,111859,2558,Europe
Indonesia,10118,,792,,1522,7804,,37,3,94599,346,Asia
Denmark,9158,,452,,6546,2160,62,1581,78,193165,33349,Europe
Serbia,9009,,179,,1343,7487,71,1031,20,85645,9802,Europe
Philippines,8488,,568,,1043,6877,31,77,5,104146,950,Asia
Norway,7738,,210,,32,7496,37,1427,39,172586,31835,Europe
Czechia,7682,,236,,3314,4132,68,717,22,242088,22606,Europe
Bangladesh,7667,,168,,160,7339,1,47,1,64666,393,Asia
Dominican Republic,6972,,301,,1301,5370,144,643,28,25368,2339,North America
Australia,6766,12,93,1,5739,934,31,265,4,581941,22821,Australia/Oceania
Panama,6532,154,188,10,576,5768,86,1514,44,30749,7126,North America
Colombia,6507,,293,,1439,4775,118,128,6,104657,2057,South America
Malaysia,6002,,102,,4171,1729,40,185,3,160296,4953,Asia
South Africa,5647,,103,,2073,3471,36,95,2,207530,3499,Africa
Egypt,5537,,392,,1381,3764,,54,4,90000,879,Africa
Finland,4995,,211,,3000,1784,48,902,38,93900,16947,Europe
Argentina,4428,,218,,1256,2954,157,98,5,58685,1298,South America
Morocco,4423,,170,,984,3269,1,120,5,34841,944,Africa
Kuwait,4024,,26,,1539,2459,66,942,6,179000,41915,Asia
Algeria,4006,,450,,1779,1777,22,91,10,6500,148,Africa
Moldova,3897,,116,,1182,2599,237,966,29,11763,2916,Europe
Luxembourg,3784,,90,,3213,481,23,6045,144,42643,68122,Europe
Kazakhstan,3402,,25,,866,2511,41,181,1,268534,14301,Asia
Bahrain,3040,,8,,1500,1532,1,1787,5,129694,76220,Asia
Thailand,2960,6,54,,2719,187,61,42,0.8,178083,2551,Asia
Hungary,2863,88,323,11,609,1931,49,296,33,76331,7901,Europe
Greece,2591,,140,,1374,1077,38,249,13,75170,7212,Europe
Oman,2348,,11,,495,1842,17,460,2,40459,7923,Asia
Afghanistan,2171,,64,,260,1847,7,56,2,10022,257,Asia
Iraq,2085,,93,,1375,617,,52,2,92061,2289,Asia
Croatia,2076,,69,,1348,659,20,506,17,36221,8823,Europe
Ghana,2074,,17,,212,1845,4,67,0.5,113497,3653,Africa
