Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1288124,29522,75051,1271,221106,991967,17386,,,,,North America
Europe,1447371,22985,140581,1171,540667,766123,17271,,,,,Europe
Asia,558476,12666,19604,265,294315,244557,5366,,,,,Asia
South America,211312,11562,10819,576,73910,126583,9853,,,,,South America
Oceania,8390,22,115,2,7165,1110,31,,,,,Australia/Oceania
Africa,45080,1346,1797,34,15106,28177,130,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3559474,78103,247982,3319,1152914,2158578,50041,457,31.8,,,All
USA,1185167,24393,68495,1051,178219,938453,16139,3581,207,7179949,21692,North America
Spain,247122,1533,25264,164,148558,73300,2386,5285,540,1932455,41332,Europe
Italy,210717,1389,28884,174,81654,100179,1501,3485,478,2153772,35622,Europe
UK,186599,4339,28446,315,N/A,157809,1559,2749,419,1206405,17771,Europe
France,168693,297,24895,135,50784,93014,3819,2584,381,1100228,16856,Europe
Germany,165565,598,6848,36,130600,28117,1979,1976,82,2547052,30400,Europe
Russia,134687,10633,1280,58,16639,116768,2300,923,9,4100000,28095,Europe
Turkey,126045,1670,3397,61,63151,59497,1424,1495,40,1135367,13462,Asia
Brazil,101147,4588,7025,275,42991,51131,8318,476,33,339552,1597,South America
Iran,97424,976,6203,47,78422,12799,2690,1160,74,496273,5909,Asia
Canada,59474,2760,3682,116,24908,30884,557,1576,98,893490,23674,North America
Belgium,49906,389,7844,79,12309,29753,674,4306,677,423971,36582,Europe
Peru,45928,3394,1286,86,13550,31092,679,1393,39,375096,11376,South America
India,42505,2806,1391,68,11775,29339,,31,1,1046450,758,Asia
Netherlands,40571,335,5056,69,N/A,35265,688,2368,295,225899,13184,Europe
Switzerland,29905,88,1762,,24500,3643,141,3455,204,280220,32378,Europe
Ecuador,29538,2074,1564,193,3300,24674,149,1674,89,78659,4458,South America
Saudi Arabia,27011,1552,184,8,4134,22693,139,776,5,352555,10127,Asia
Portugal,25282,92,1043,20,1689,22550,144,2479,102,426836,41860,Europe
Sweden,22317,235,2679,10,1005,18633,403,2210,265,119500,11833,Europe
Mexico,22088,1349,2061,89,13447,6580,378,171,16,93791,727,North America
Ireland,21506,330,1303,17,13386,6817,98,4355,264,169377,34302,Europe
Pakistan,20084,1062,457,20,5114,14513,111,91,2,203025,919,Asia
Chile,19663,1228,260,13,10041,9362,408,1029,14,206218,10788,South America
Singapore,18205,657,18,1,1408,16779,22,3112,3,143919,24600,Asia
Belarus,16705,877,99,2,3196,13410,92,1768,10,204239,21614,Europe
Israel,16208,23,232,3,9749,6227,103,1873,27,397046,45872,Asia
Austria,15597,39,598,2,13228,1771,114,1732,66,274355,30462,Europe
Qatar,15551,679,12,,1664,13875,72,5398,4,104435,36249,Asia
Japan,14571,,474,,3205,10892,324,115,4,181527,1435,Asia
UAE,14163,564,126,7,2763,11274,1,1432,13,1200000,121330,Asia
Poland,13693,318,678,14,3945,9070,160,362,18,375948,9933,Europe
Romania,13163,431,790,19,4869,7504,255,684,41,195508,10163,Europe
Ukraine,11913,502,288,9,1548,10077,158,272,7,129723,2966,Europe
Indonesia,11192,349,845,14,1876,8471,,41,3,112965,413,Asia
S. Korea,10793,13,250,,9183,1360,55,211,5,630973,12307,Asia
Denmark,9523,116,484,9,6987,2052,62,1644,84,233799,40364,Europe
Serbia,9464,102,193,4,1551,7720,54,1083,22,101911,11664,Europe
Bangladesh,9455,665,177,2,1063,8215,1,57,1,81434,494,Asia
