Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1450893,8143,87571,481,281578,1081744,18012,,,,,North America
Europe,1604417,23161,151616,1102,646645,806156,14479,,,,,Europe
South America,283729,1554,14633,56,99315,169781,10013,,,,,South America
Asia,646835,12004,21741,240,354166,270928,5113,,,,,Asia
Africa,60452,1402,2192,31,21177,37083,223,,,,,Africa
Oceania,8525,17,118,,7599,808,22,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,4055572,46281,277886,1910,1411125,2366561,47866,520,35.7,,,All
USA,1327263,5478,78829,214,224633,1023801,16843,4010,238,8694829,26268,North America
Spain,262783,2666,26478,179,173157,63148,1741,5620,566,2467761,52781,Europe
Italy,218268,1083,30395,194,103031,84842,1034,3610,503,2514234,41584,Europe
UK,215260,3896,31587,346,N/A,183329,1559,3171,465,1728443,25461,Europe
Russia,198676,10817,1827,104,31916,164933,2300,1361,13,5221964,35783,Europe
France,176079,,26230,,55782,94067,2868,2698,402,1384633,21213,Europe
Germany,170876,288,7510,,143300,20066,1712,2039,90,2755770,32891,Europe
Brazil,147261,1369,10044,52,59297,77920,8318,693,47,339552,1597,South America
Turkey,135569,,3689,,86396,45484,1219,1607,44,1298806,15400,Asia
Iran,106220,1529,6589,48,85064,14567,2696,1265,78,573220,6825,Asia
Canada,66780,346,4628,59,30406,31746,502,1769,123,1032088,27346,North America
India,62521,2826,2089,104,18672,41760,,45,2,1523213,1104,Asia
Peru,61847,,1714,,19012,41121,730,1876,52,473190,14351,South America
Belgium,52596,585,8581,60,13411,30604,502,4538,740,540643,46649,Europe
Netherlands,42382,289,5422,63,N/A,36710,541,2473,316,249655,14570,Europe
Saudi Arabia,37136,1704,239,10,10144,26753,141,1067,7,433500,12452,Asia
Mexico,31522,1906,3160,199,20314,8048,378,244,25,123446,957,North America
Switzerland,30251,44,1830,7,26100,2321,101,3495,211,306223,35383,Europe
Ecuador,28818,,1704,,3433,23681,156,1633,97,82312,4665,South America
Pakistan,27474,1039,618,19,7756,19100,111,124,3,270025,1222,Asia
Portugal,27406,138,1126,12,2499,23781,120,2688,110,517660,50767,Europe
Chile,25972,,294,,12160,13518,508,1359,15,255961,13390,South America
Sweden,25921,656,3220,45,4971,17730,425,2567,319,148500,14704,Europe
Ireland,22541,,1429,,17110,4002,76,4565,289,214761,43493,Europe
Singapore,22460,753,20,,2296,20144,23,3839,3,175604,30016,Asia
Belarus,22052,951,126,5,6050,15876,92,2334,13,251771,26644,Europe
Qatar,21331,1130,13,1,2449,18869,72,7404,5,124554,43232,Asia
UAE,16793,,174,,3837,12782,1,1698,18,1200000,121330,Asia
Israel,16444,8,245,,11313,4886,78,1900,28,451028,52109,Asia
Austria,15833,59,615,1,13928,1290,79,1758,68,311690,34608,Europe
Poland,15651,285,785,9,5437,9429,160,414,21,460686,12172,Europe
Japan,15575,,590,,5146,9839,300,123,5,202013,1597,Asia
Romania,15131,320,929,6,6912,7290,245,787,48,248056,12894,Europe
Ukraine,14710,515,376,15,2909,11425,190,336,9,167107,3821,Europe
Bangladesh,13770,636,214,8,2414,11142,1,84,1,116919,710,Asia
Indonesia,13645,533,959,16,2607,10079,,50,4,150887,552,Asia
S. Korea,10840,18,256,,9568,1016,55,211,5,660030,12874,Asia
Philippines,10610,147,704,8,1842,8064,31,97,6,157730,1439,Asia
Denmark,10319,101,526,4,8093,1700,39,1782,91,308984,53345,Europe
Colombia,10051,,428,,2424,7199,130,198,8,139739,2746,South America
Serbia,10032,89,213,4,2732,7087,43,1148,24,134533,15397,Europe
South Africa,9420,525,186,8,3983,5251,77,159,3,324079,5464,Africa
