Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1582784,12898,96612,1145,386973,1099199,17518,,,,,North America
Europe,1717334,21013,159023,1650,721912,836399,12669,,,,,Europe
South America,365366,10075,19473,448,128829,217064,10293,,,,,South America
Asia,738700,17817,23572,313,416000,299128,4952,,,,,Asia
Africa,76008,2035,2563,56,27724,45721,258,,,,,Africa
Oceania,8590,9,119,,7810,661,21,,,,,Australia/Oceania
,721,,15,,651,55,4,,,,,
World,4489503,63847,301377,3612,1689899,2498227,45715,576,38.7,,,All
USA,1440427,10079,85991,794,311721,1042715,16337,4352,260,10391411,31394,North America
Spain,272646,1551,27321,217,186480,58845,1376,5831,584,2467761,52781,Europe
Russia,252245,9974,2305,93,53530,196410,2300,1728,16,6188102,42403,Europe
UK,233151,3446,33614,428,N/A,199193,1559,3434,495,2219281,32691,Europe
Italy,223096,992,31368,262,115288,76440,855,3690,519,2807504,46434,Europe
Brazil,196375,7218,13555,397,78424,104396,8318,924,64,735224,3459,South America
France,178060,,27425,351,59605,91030,2299,2728,420,1384633,21213,Europe
Germany,174478,380,7884,23,150300,16294,1465,2082,94,3147771,37570,Europe
Turkey,144749,1635,4007,55,104030,36712,963,1716,48,1508824,17890,Asia
Iran,114533,1808,6854,71,90539,17140,2758,1364,82,643772,7665,Asia
India,81990,3935,2649,98,27956,51385,,59,2,1947041,1411,Asia
Peru,76306,,2169,,24324,49813,806,2314,66,553302,16781,South America
Canada,72520,242,5337,35,35164,32019,502,1921,141,1169380,30983,North America
Belgium,54288,307,8903,60,14111,31274,407,4684,768,623628,53809,Europe
Saudi Arabia,46869,2039,283,10,19051,27535,156,1346,8,513587,14752,Asia
Netherlands,43481,270,5590,28,N/A,37641,410,2538,326,282776,16503,Europe
Mexico,40186,1862,4220,294,26990,8976,378,312,33,142204,1103,North America
Chile,37040,2659,368,22,15655,21017,663,1938,19,325417,17023,South America
Pakistan,35788,490,770,9,9695,25323,111,162,3,330750,1497,Asia
Ecuador,30486,,2334,,3433,24719,190,1728,132,87036,4933,South America
Switzerland,30463,50,1872,2,27100,1491,79,3520,216,328163,37918,Europe
Sweden,28582,673,3529,69,4971,20082,351,2830,349,177500,17576,Europe
