Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1475946,3565,89082,231,301364,1085500,17985,,,,,North America
Europe,1622462,16624,152171,406,655848,814443,14135,,,,,Europe
South America,298131,177,15400,8,103623,179108,10095,,,,,South America
Asia,662812,11928,21998,147,363934,276880,5002,,,,,Asia
Africa,62596,611,2243,11,22015,38338,233,,,,,Africa
Oceania,8539,14,118,,7630,791,20,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,4131207,32919,281027,803,1455059,2395121,47474,530,36.1,,,All
USA,1348485,1176,80068,31,238081,1030336,16816,4074,242,8926737,26969,North America
Spain,264663,1880,26621,143,176439,61603,1650,5661,569,2467761,52781,Europe
Italy,218268,,30395,,103031,84842,1034,3610,503,2514234,41584,Europe
UK,215260,,31587,,N/A,183329,1559,3171,465,1728443,25461,Europe
Russia,209688,11012,1915,88,34306,173467,2300,1437,13,5448463,37335,Europe
France,176658,,26310,,56038,94310,2812,2706,403,1384633,21213,Europe
Germany,171324,,7549,,144400,19375,1650,2045,90,2755770,32891,Europe
Brazil,156061,,10656,,61685,83720,8318,734,50,339552,1597,South America
Turkey,137115,,3739,,89480,43896,1168,1626,44,1334411,15822,Asia
Iran,107603,1383,6640,51,86143,14820,2675,1281,79,586699,6985,Asia
Canada,67702,,4693,,31249,31760,502,1794,124,1068000,28297,North America
Peru,65015,,1814,,20246,42955,748,1972,55,494250,14990,South America
India,64139,1331,2114,13,19358,42667,,46,2,1609037,1166,Asia
Belgium,53081,485,8656,75,13642,30783,476,4580,747,566101,48846,Europe
Netherlands,42627,245,5440,18,N/A,36937,541,2488,317,254573,14857,Europe
Saudi Arabia,39048,1912,246,7,11457,27345,140,1122,7,433500,12452,Asia
Mexico,33460,1938,3353,193,21824,8283,378,260,26,128148,994,North America
Switzerland,30305,54,1830,,26400,2075,101,3502,211,309595,35772,Europe
Pakistan,29465,729,639,3,8023,20803,111,133,3,283517,1284,Asia
Ecuador,29071,,1717,,3433,23921,181,1648,97,83657,4742,South America
Portugal,27581,175,1135,9,2549,23897,112,2705,111,517660,50767,Europe
Chile,27219,,304,,12667,14248,544,1424,16,267904,14015,South America
Sweden,26322,401,3225,5,4971,18126,360,2606,319,148500,14704,Europe
Singapore,23336,876,20,,2296,21020,23,3989,3,175604,30016,Asia
Belarus,22973,921,131,5,6406,16436,92,2431,14,263543,27890,Europe
Ireland,22760,,1446,,17110,4204,72,4609,293,214761,43493,Europe
Qatar,22520,1189,14,1,2753,19753,72,7817,5,127769,44348,Asia
