Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1315748,24667,76317,1163,228041,1011390,17288,,,,,North America
Europe,1469659,22156,142092,1489,554844,772723,16949,,,,,Europe
Asia,572638,13836,20029,412,304902,247707,5287,,,,,Asia
South America,221114,9302,11202,362,75551,134361,9939,,,,,South America
Africa,47640,2260,1842,40,16214,29584,129,,,,,Africa
Oceania,8414,24,115,,7223,1076,30,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,3635934,72245,251612,3466,1187420,2196902,49626,466,32.3,,,All
USA,1209702,21580,69476,878,184354,955872,16043,3655,210,7419006,22414,North America
Spain,248301,1179,25428,164,151633,71240,2254,5311,544,1932455,41332,Europe
Italy,211938,1221,29079,195,82879,99980,1479,3505,481,2191403,36244,Europe
UK,190584,3985,28734,288,N/A,161506,1559,2807,423,1291591,19026,Europe
France,169462,769,25201,306,51371,92890,3696,2596,386,1100228,16856,Europe
Germany,165940,276,6943,77,132700,26297,1949,1981,83,2547052,30400,Europe
Russia,145268,10581,1356,76,18095,125817,2300,995,9,4300000,29465,Europe
Turkey,127659,1614,3461,64,68166,56032,1384,1514,41,1171138,13886,Asia
Brazil,105222,4075,7288,263,42991,54943,8318,495,34,339552,1597,South America
Iran,98647,1223,6277,74,79379,12991,2676,1174,75,508288,6052,Asia
Canada,60616,1142,3842,160,25422,31352,557,1606,102,919368,24359,North America
Belgium,50267,361,7924,80,12378,29965,655,4337,684,440700,38025,Europe
Peru,47372,1444,1344,58,14427,31601,694,1437,41,385492,11692,South America
India,46437,3932,1566,175,12847,32024,,34,1,1107233,802,Asia
Netherlands,40770,199,5082,26,N/A,35438,683,2379,297,235909,13768,Europe
Ecuador,31881,2343,1569,5,3433,26879,159,1807,89,80171,4544,South America
Switzerland,29981,76,1784,22,25200,2997,141,3464,206,282750,32670,Europe
Saudi Arabia,28656,1645,191,7,4476,23989,143,823,5,365093,10487,Asia
Portugal,25524,242,1063,20,1712,22749,143,2503,104,450000,44132,Europe
Mexico,23471,1383,2154,93,13447,7870,378,182,17,93791,727,North America
Sweden,22721,404,2769,90,4074,15878,455,2250,274,119500,11833,Europe
Ireland,21772,266,1319,16,13386,7067,93,4409,267,169377,34302,Europe
Pakistan,20941,857,476,19,5635,14830,111,95,2,212511,962,Asia
Chile,20643,980,270,10,10415,9958,464,1080,14,214131,11202,South America
Singapore,18778,573,18,,1457,17303,22,3210,3,143919,24600,Asia
Belarus,17489,784,103,4,3259,14127,92,1851,11,211369,22369,Europe
Israel,16246,38,235,3,10064,5947,70,1877,27,404285,46708,Asia
Qatar,16191,640,12,,1810,14369,72,5620,4,106795,37068,Asia
Austria,15621,24,600,2,13316,1705,111,1734,67,279071,30986,Europe
Japan,14877,,487,,3981,10409,321,118,4,183251,1449,Asia
UAE,14730,567,137,11,2966,11627,1,1489,14,1200000,121330,Asia
Poland,14006,313,698,20,4095,9213,160,370,18,383804,10141,Europe
Romania,13512,349,818,28,5269,7425,243,702,43,199068,10348,Europe
Ukraine,12331,418,303,15,1619,10409,160,282,7,134592,3078,Europe
Indonesia,11587,395,864,19,1954,8769,,42,3,116861,427,Asia
S. Korea,10801,8,252,2,9217,1332,55,211,5,633921,12365,Asia
Bangladesh,10143,688,182,5,1209,8752,1,62,1,87694,532,Asia
Denmark,9670,147,493,9,7088,2089,57,1669,85,244791,42262,Europe
Serbia,9557,93,197,4,1574,7786,53,1094,23,106461,12185,Europe
Philippines,9485,262,623,16,1315,7547,31,87,6,126164,1151,Asia
Dominican Republic,8235,281,346,13,1771,6118,144,759,32,33377,3077,North America
Colombia,7973,305,358,18,1807,5808,122,157,7,118801,2335,South America
Norway,7884,37,214,3,32,7638,27,1454,39,182285,33624,Europe
Czechia,7799,18,251,3,3786,3762,58,728,23,261548,24423,Europe
South Africa,7220,437,138,7,2746,4336,36,122,2,257541,4342,Africa
Panama,7197,107,200,3,641,6356,91,1668,46,34459,7986,North America
Australia,6825,24,95,,5859,871,28,268,4,650214,25499,Australia/Oceania
Egypt,6813,348,436,7,1632,4745,,67,4,90000,879,Africa
Malaysia,6353,55,105,,4484,1764,28,196,3,205598,6352,Asia
Finland,5327,73,240,10,3500,1587,49,961,43,103500,18680,Europe
Kuwait,5278,295,40,2,1947,3291,79,1236,9,196397,45988,Asia
Morocco,5053,150,179,5,1653,3221,1,137,5,45302,1227,Africa
Argentina,4783,,249,3,1442,3092,157,106,6,67920,1503,South America
Algeria,4648,174,465,2,1998,2185,22,106,11,6500,148,Africa
Moldova,4248,127,132,7,1423,2693,237,1053,33,20447,5069,Europe
Kazakhstan,4049,129,29,2,1173,2847,40,216,2,306861,16343,Asia
Luxembourg,3828,4,96,,3405,327,21,6115,153,48339,77222,Europe
Bahrain,3533,150,8,,1744,1781,1,2076,5,149586,87910,Asia
Hungary,3035,37,351,11,630,2054,55,314,36,83958,8691,Europe
Thailand,2987,18,54,,2740,193,61,43,0.8,227860,3264,Asia
Afghanistan,2894,190,90,5,397,2407,7,74,2,11068,284,Asia
Ghana,2719,550,18,,294,2407,4,88,0.6,129461,4166,Africa
Oman,2637,69,12,,816,1809,17,516,2,40459,7923,Asia
Greece,2632,6,146,2,1374,1112,35,253,14,80951,7767,Europe
Nigeria,2558,,87,,400,2071,4,12,0.4,18536,90,Africa
Armenia,2507,121,39,4,1071,1397,10,846,13,24942,8417,Asia
Iraq,2346,50,98,1,1544,704,,58,2,107586,2675,Asia
Uzbekistan,2189,40,10,,1405,774,8,65,0.3,325000,9710,Asia
Croatia,2101,5,80,1,1522,499,15,512,19,39040,9510,Europe
Cameroon,2077,,64,,953,1060,12,78,2,,,Africa
Azerbaijan,1984,52,26,1,1480,478,18,196,3,157932,15576,Asia
Bosnia and Herzegovina,1926,69,78,1,855,993,4,587,24,34378,10478,Europe
Iceland,1799,,10,,1723,66,,5272,29,50477,147921,Europe
Guinea,1710,124,9,2,450,1251,,130,0.7,,,Africa
Estonia,1703,3,55,,259,1389,6,1284,41,55784,42052,Europe
Cuba,1668,19,69,2,876,723,9,147,6,55542,4904,North America
Bulgaria,1652,34,78,5,321,1253,37,238,11,49145,7073,Europe
Bolivia,1594,124,76,5,166,1352,3,137,7,7651,655,South America
North Macedonia,1518,7,85,1,992,441,21,729,41,17359,8332,Europe
New Zealand,1487,,20,,1276,191,,308,4,152696,31665,Australia/Oceania
Slovenia,1439,,97,1,241,1101,20,692,47,57504,27660,Europe
Ivory Coast,1432,34,17,,693,722,,54,0.6,10778,409,Africa
Lithuania,1419,9,46,,638,735,17,521,17,144029,52907,Europe
Slovakia,1413,5,25,1,643,745,7,259,5,97804,17914,Europe
Senegal,1271,89,10,1,415,846,6,76,0.6,17787,1062,Africa
Djibouti,1116,4,2,,713,401,,1130,2,14222,14395,Africa
Honduras,1055,45,82,6,118,855,10,107,8,4810,486,North America
Hong Kong,1041,1,4,,900,137,1,139,0.5,154989,20674,Asia
Tunisia,1018,5,43,1,406,569,18,86,4,24853,2103,Africa
Latvia,896,17,16,,348,532,4,475,8,65464,34707,Europe
Cyprus,874,2,15,,296,563,15,724,12,65725,54437,Asia
Kyrgyzstan,830,35,10,,575,245,13,127,2,56488,8658,Asia
Albania,803,8,31,,543,229,7,279,11,9006,3129,Europe
Somalia,756,34,35,3,61,660,2,48,2,,,Africa
Niger,755,5,37,1,534,184,,31,2,5309,219,Africa
Sri Lanka,751,33,8,1,194,549,1,35,0.4,26842,1254,Asia
Andorra,750,2,45,,499,206,16,9707,582,1673,21653,Europe
