Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1227253,2298,71920,140,200801,954532,17724,,,,,North America
Europe,1399142,79,137421,12,519421,742300,18030,,,,,Europe
Asia,533977,136,18963,2,275870,239144,5627,,,,,Asia
South America,190321,222,9486,6,63915,116920,9816,,,,,South America
Oceania,8367,19,113,1,7127,1127,31,,,,,Australia/Oceania
Africa,41537,91,1696,5,13926,25915,126,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3401318,2845,239614,166,1081705,2079999,51358,436,30.7,,,All
USA,1131452,422,65776,23,161563,904113,16481,3418,199,6699878,20241,North America
Spain,242988,,24824,,142450,75714,2500,5197,531,1528833,32699,Europe
Italy,207428,,28236,,78249,100943,1578,3431,467,2053425,33962,Europe
UK,177454,,27510,,N/A,149600,1559,2614,405,1023824,15082,Europe
France,167346,,24594,,50212,92540,3878,2564,377,1100228,16856,Europe
Germany,164077,,6736,,126900,30441,2189,1958,80,2547052,30400,Europe
Turkey,122392,,3258,,53808,65326,1480,1451,39,1075048,12747,Asia
Russia,114431,,1169,,13220,100042,2300,784,8,3700000,25354,Europe
Iran,95646,,6091,,76318,13237,2899,1139,73,475023,5656,Asia
Brazil,92202,93,6412,2,38039,47751,8318,434,30,339552,1597,South America
Canada,55061,,3391,,22751,28919,557,1459,90,832222,22050,North America
Belgium,49032,,7703,,11892,29437,740,4231,665,253198,21847,Europe
Peru,40459,,1124,,11129,28206,658,1227,34,342498,10388,South America
Netherlands,39791,,4893,,N/A,34648,735,2322,286,225899,13184,Europe
India,37336,79,1223,,10007,26106,,27,0.9,976363,708,Asia
Switzerland,29705,,1754,,23900,4051,167,3432,203,271500,31371,Europe
Ecuador,26336,,1063,,1913,23360,149,1493,60,71950,4078,South America
Portugal,25351,,1007,,1647,22697,154,2486,99,409961,40205,Europe
Saudi Arabia,24097,,169,,3555,20373,117,692,5,326955,9392,Asia
