Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1548268,3832,93620,430,371291,1083357,17647,,,,,North America
Europe,1694401,18659,156956,1194,696876,840569,13332,,,,,Europe
South America,336378,754,18171,63,119735,198472,10109,,,,,South America
Asia,714169,12637,23031,180,400142,290996,4999,,,,,Asia
Africa,71303,321,2415,8,25125,43763,216,,,,,Africa
Oceania,8581,16,119,1,7771,691,20,,,,,Australia/Oceania
,721,,15,,651,55,4,,,,,
World,4373821,36219,294327,1876,1621591,2457903,46327,561,37.8,,,All
USA,1410168,1532,83491,66,298593,1028084,16473,4260,252,9955436,30077,North America
Spain,271095,1575,27104,184,183227,60764,1534,5798,580,2467761,52781,Europe
Russia,242271,10028,2212,96,48003,192056,2300,1660,15,5982558,40995,Europe
UK,229705,3242,33186,494,N/A,196175,1559,3384,489,2094209,30849,Europe
Italy,221216,,30911,,109039,81266,952,3659,511,2673655,44221,Europe
France,178225,,26991,,57785,93449,2542,2730,414,1384633,21213,Europe
Brazil,178214,612,12461,57,72597,93156,8318,838,59,735224,3459,South America
Germany,173546,375,7780,42,148700,17066,1539,2071,93,2755770,32891,Europe
Turkey,141475,,3894,,98889,38692,1045,1677,46,1440671,17082,Asia
Iran,112725,1958,6783,50,89428,16514,2735,1342,81,629534,7495,Asia
India,75048,756,2440,25,24900,47708,,54,2,1854250,1344,Asia
Peru,72059,,2057,,23324,46678,797,2185,62,532169,16140,South America
Canada,71157,,5169,,34042,31946,502,1885,137,1145683,30356,North America
Belgium,53981,202,8843,82,13937,31201,420,4658,763,605237,52222,Europe
Saudi Arabia,44830,1905,273,9,17622,26935,147,1288,8,496948,14274,Asia
Netherlands,43211,227,5562,52,N/A,37399,463,2522,325,275720,16091,Europe
Mexico,38324,1997,3926,353,25935,8463,378,297,30,142204,1103,North America
Pakistan,34336,1662,737,13,8812,24787,111,155,3,317699,1438,Asia
Chile,31721,,335,,14125,17261,494,1659,18,303340,15868,South America
Ecuador,30419,,2327,,3433,24659,181,1724,132,85223,4830,South America
Switzerland,30413,33,1870,3,26800,1743,79,3514,216,322084,37215,Europe
Portugal,28132,219,1175,12,3182,23775,103,2759,115,566172,55525,Europe
Sweden,27909,637,3460,147,4971,19478,351,2763,343,177500,17576,Europe
Qatar,26539,1390,14,,3143,23382,72,9212,5,139127,48290,Asia
Belarus,25825,952,146,4,7711,17968,92,2733,15,296380,31365,Europe
Singapore,25346,675,21,,3851,21474,20,4332,4,224262,38333,Asia
Ireland,23242,,1488,,17110,4644,72,4707,301,258808,52414,Europe
UAE,19661,,203,,6012,13446,1,1988,21,1500000,151662,Asia
Bangladesh,17822,1162,269,19,3361,14192,1,108,2,144538,878,Asia
