Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1188815,3741,69718,199,192562,926535,16473,,,,,North America
Europe,1386035,12591,135721,486,511291,739023,18733,,,,,Europe
Asia,528161,8111,18752,142,268345,241064,5642,,,,,Asia
South America,178697,1883,8805,109,60118,109774,9802,,,,,South America
Oceania,8348,16,112,1,7077,1159,31,,,,,Australia/Oceania
Africa,40037,252,1642,4,13212,25183,126,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3330814,26594,234765,941,1053250,2042799,50811,427,30.1,,,All
USA,1097080,2057,63913,57,155829,877338,15226,3314,193,6408713,19362,North America
Spain,239639,,24543,,137984,77112,2676,5125,525,1455306,31126,Europe
Italy,205463,,27967,,75945,101551,1694,3398,463,1979217,32735,Europe
UK,171253,,26771,,N/A,144138,1559,2523,394,901905,13286,Europe
France,167178,,24376,,49476,93326,4019,2561,373,724574,11101,Europe
Germany,163162,153,6632,9,126900,29630,2415,1947,79,2547052,30400,Europe
Turkey,120204,,3174,,48886,68144,1514,1425,38,1033617,12255,Asia
Russia,114431,7933,1169,96,13220,100042,2300,784,8,3700000,25354,Europe
Iran,95646,1006,6091,63,76318,13237,2899,1139,73,475023,5656,Asia
Brazil,87187,1807,6006,105,35935,45246,8318,410,28,339552,1597,South America
Canada,53236,,3184,,21423,28629,557,1411,84,806449,21367,North America
Belgium,49032,513,7703,109,11892,29437,740,4231,665,253198,21847,Europe
Netherlands,39791,475,4893,98,N/A,34648,783,2322,286,225899,13184,Europe
Peru,36976,,1051,,10405,25520,651,1121,32,318252,9652,South America
India,35043,180,1154,,9068,24821,,25,0.8,902654,654,Asia
Switzerland,29705,119,1737,,23400,4568,167,3432,201,271500,31371,Europe
Portugal,25351,306,1007,18,1647,22697,154,2486,99,395771,38814,Europe
Ecuador,24934,,900,,1558,22476,146,1413,51,69054,3914,South America
Saudi Arabia,24097,1344,169,7,3555,20373,117,692,5,200000,5745,Asia
Sweden,21520,428,2653,67,1005,17862,531,2131,263,119500,11833,Europe
Ireland,20612,,1232,,13386,5994,123,4174,250,153954,31179,Europe
Mexico,19224,1425,1859,127,11423,5942,378,149,14,81912,635,North America
Pakistan,17439,966,391,30,4315,12733,111,79,2,182131,825,Asia
Singapore,17101,932,15,,1244,15842,21,2923,3,143919,24600,Asia
Chile,16023,,227,,8580,7216,392,838,12,180517,9443,South America
Israel,16004,58,223,1,8758,7023,105,1849,26,364467,42108,Asia
Austria,15531,79,589,5,13110,1832,124,1724,65,264079,29321,Europe
Belarus,14917,890,93,4,2918,11906,92,1579,10,186262,19712,Europe
Qatar,14096,687,12,2,1436,12648,72,4893,4,97726,33920,Asia
Japan,14088,,430,,2460,11198,308,111,3,165609,1309,Asia
Poland,13105,228,651,7,3491,8963,160,346,17,354628,9370,Europe
UAE,13038,557,111,6,2543,10384,1,1318,11,1122000,113443,Asia
Romania,12567,327,726,9,4328,7513,249,653,38,183688,9548,Europe
Ukraine,10861,455,272,11,1413,9176,143,248,6,118545,2711,Europe
S. Korea,10774,9,248,1,9072,1454,55,210,5,623069,12153,Asia
Indonesia,10551,433,800,8,1591,8160,,39,3,102305,374,Asia
Denmark,9311,153,460,8,6729,2122,61,1608,79,206576,35665,Europe
Serbia,9205,196,185,6,1379,7641,65,1054,21,91551,10478,Europe
Philippines,8772,284,579,11,1084,7109,31,80,5,108680,992,Asia
Bangladesh,8238,571,170,2,174,7894,1,50,1,70239,426,Asia
Norway,7759,21,210,,32,7517,37,1431,39,172586,31835,Europe
Czechia,7689,7,237,1,3314,4138,67,718,22,249634,23311,Europe
Dominican Republic,6972,,301,,1301,5370,144,643,28,25368,2339,North America
Australia,6767,13,93,1,5745,929,28,265,4,588868,23093,Australia/Oceania
Panama,6532,154,188,10,576,5768,86,1514,44,30749,7126,North America
Colombia,6507,,293,,1439,4775,118,128,6,104657,2057,South America
Malaysia,6071,69,103,1,4210,1758,37,188,3,168784,5215,Asia
South Africa,5647,,103,,2073,3471,36,95,2,207530,3499,Africa
Egypt,5537,,392,,1381,3764,,54,4,90000,879,Africa
Finland,5051,56,218,7,3000,1833,49,912,39,97600,17615,Europe
Morocco,4529,106,171,1,1055,3303,1,123,5,35803,970,Africa
Argentina,4428,,218,,1256,2954,157,98,5,58685,1298,South America
Kuwait,4377,353,30,4,1602,2745,70,1025,7,179000,41915,Asia
Algeria,4006,,450,,1779,1777,22,91,10,6500,148,Africa
Moldova,3897,,122,6,1272,2503,237,966,30,11763,2916,Europe
Luxembourg,3784,,90,,3213,481,23,6045,144,42643,68122,Europe
Kazakhstan,3551,149,25,,866,2660,40,189,1,268534,14301,Asia
Bahrain,3040,,8,,1500,1532,1,1787,5,129694,76220,Asia
Thailand,2960,6,54,,2719,187,61,42,0.8,178083,2551,Asia
Hungary,2863,88,323,11,609,1931,49,296,33,76331,7901,Europe
Greece,2591,,140,,1374,1077,38,249,13,75170,7212,Europe
Oman,2447,99,11,,495,1941,17,479,2,40459,7923,Asia
Afghanistan,2335,164,68,4,310,1957,7,60,2,10593,272,Asia
Armenia,2148,82,33,1,977,1138,10,725,11,22177,7484,Asia
Iraq,2085,,93,,1375,617,,52,2,92061,2289,Asia
Croatia,2085,9,75,6,1421,589,17,508,18,36917,8993,Europe
Uzbekistan,2075,36,9,,1182,884,8,62,0.3,242536,7247,Asia
Ghana,2074,,17,,212,1845,4,67,0.5,113497,3653,Africa
Nigeria,1932,,58,,319,1555,2,9,0.3,15759,76,Africa
Azerbaijan,1854,50,25,1,1365,464,17,183,2,146630,14462,Asia
Cameroon,1832,,61,,934,837,12,69,2,,,Africa
Iceland,1798,1,10,,1689,99,,5269,29,49135,143988,Europe
Bosnia and Herzegovina,1781,24,70,1,755,956,4,543,21,32178,9808,Europe
Estonia,1694,5,52,,253,1389,7,1277,39,53767,40532,Europe
Bulgaria,1541,35,66,,276,1199,40,222,9,46510,6694,Europe
Cuba,1501,,61,,681,759,10,133,5,47347,4180,North America
Guinea,1495,,7,,329,1159,,114,0.5,,,Africa
North Macedonia,1494,29,81,4,807,606,13,717,39,16798,8063,Europe
New Zealand,1479,3,19,,1252,208,1,307,4,139898,29011,Australia/Oceania
Slovenia,1434,5,92,1,233,1109,22,690,44,52948,25469,Europe
Slovakia,1403,7,23,,558,822,5,257,4,91072,16681,Europe
Lithuania,1399,14,45,,594,760,17,514,17,132768,48771,Europe
Ivory Coast,1275,,14,,574,687,,48,0.5,9657,366,Africa
Bolivia,1167,57,62,3,132,973,3,100,5,5791,496,South America
Djibouti,1097,8,2,,672,423,,1110,2,13751,13918,Africa
Hong Kong,1040,2,4,,859,177,4,139,0.5,154989,20674,Asia
Senegal,1024,91,9,,356,659,1,61,0.5,466,28,Africa
Tunisia,994,,41,,305,648,24,84,3,22957,1942,Africa
Latvia,870,12,16,1,348,506,2,461,8,61120,32404,Europe
Cyprus,850,,15,,296,539,15,704,12,58109,48129,Asia
Honduras,804,33,75,4,112,617,10,81,8,3643,368,North America
Albania,782,9,31,,488,263,4,272,11,8498,2953,Europe
Kyrgyzstan,756,10,8,,504,244,12,116,1,51472,7889,Asia
Andorra,745,,42,,468,235,17,9642,544,1673,21653,Europe
