Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1218972,33898,71563,2044,198144,949265,17724,,,,,North America
Europe,1399039,25894,137409,2174,519383,742247,18027,,,,,Europe
Asia,533613,13563,18936,326,274860,239817,5608,,,,,Asia
South America,189470,12656,9394,698,63887,116189,9812,,,,,South America
Oceania,8348,16,112,1,7077,1159,31,,,,,Australia/Oceania
Africa,41179,1394,1681,43,13838,25660,126,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3391342,87421,239110,5286,1077834,2074398,51332,435,30.7,,,All
USA,1125305,30282,65540,1684,160173,899592,16478,3400,198,6638810,20057,North America
Spain,242988,3648,24824,281,142450,75714,2500,5197,531,1528833,32699,Europe
Italy,207428,1965,28236,269,78249,100943,1578,3431,467,2053425,33962,Europe
UK,177454,6201,27510,739,N/A,149600,1559,2614,405,1023824,15082,Europe
France,167346,168,24594,218,50212,92540,3878,2564,377,1100228,16856,Europe
Germany,164077,1068,6736,113,126900,30441,2189,1958,80,2547052,30400,Europe
Turkey,122392,2188,3258,84,53808,65326,1480,1451,39,1075048,12747,Asia
Russia,114431,7933,1169,96,13220,100042,2300,784,8,3700000,25354,Europe
Iran,95646,1006,6091,63,76318,13237,2899,1139,73,475023,5656,Asia
Brazil,91589,6209,6329,428,38039,47221,8318,431,30,339552,1597,South America
Canada,54810,1574,3387,203,22515,28908,557,1452,90,832222,22050,North America
Belgium,49032,513,7703,109,11892,29437,740,4231,665,253198,21847,Europe
Peru,40459,3483,1124,73,11129,28206,658,1227,34,342498,10388,South America
Netherlands,39791,475,4893,98,N/A,34648,735,2322,286,225899,13184,Europe
India,37257,2394,1223,69,10007,26027,,27,0.9,902654,654,Asia
Switzerland,29705,119,1754,17,23900,4051,167,3432,203,271500,31371,Europe
Ecuador,26336,1402,1063,163,1913,23360,149,1493,60,71950,4078,South America
Portugal,25351,306,1007,18,1647,22697,154,2486,99,409961,40205,Europe
Saudi Arabia,24097,1344,169,7,3555,20373,117,692,5,200000,5745,Asia
Sweden,21520,428,2653,67,1005,17862,531,2131,263,119500,11833,Europe
Ireland,20833,221,1265,33,13386,6182,123,4219,256,153954,31179,Europe
Mexico,19224,1425,1859,127,11423,5942,378,149,14,81912,635,North America
