Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1227890,2935,71927,147,200904,955059,17724,,,,,North America
Europe,1415392,16329,138013,604,528751,748628,17945,,,,,Europe
Asia,539443,5602,19107,146,278301,242035,5512,,,,,Asia
South America,190749,650,9508,28,63915,117326,9816,,,,,South America
Oceania,8370,22,113,1,7134,1123,30,,,,,Australia/Oceania
Africa,41791,351,1699,8,14122,25970,126,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3424356,25889,240382,934,1093772,2090202,51157,439,30.8,,,All
USA,1132089,1059,65783,30,161666,904640,16481,3420,199,6700781,20244,North America
Spain,245567,2579,25100,276,146233,74234,2500,5252,537,1528833,32699,Europe
Italy,207428,,28236,,78249,100943,1578,3431,467,2053425,33962,Europe
UK,177454,,27510,,N/A,149600,1559,2614,405,1023824,15082,Europe
France,167346,,24594,,50212,92540,3878,2564,377,1100228,16856,Europe
Germany,164077,,6736,,129000,28341,2189,1958,80,2547052,30400,Europe
Russia,124054,9623,1222,53,15013,107819,2300,850,8,3945518,27036,Europe
Turkey,122392,,3258,,53808,65326,1480,1451,39,1075048,12747,Asia
Iran,96448,802,6156,65,77350,12942,2787,1148,73,484541,5769,Asia
Brazil,92630,521,6434,24,38039,48157,8318,436,30,339552,1597,South America
Canada,55061,,3391,,22751,28919,557,1459,90,832222,22050,North America
Belgium,49517,485,7765,62,12211,29541,689,4273,670,260996,22520,Europe
Peru,40459,,1124,,11129,28206,658,1227,34,342498,10388,South America
Netherlands,40236,445,4987,94,N/A,34999,708,2348,291,225899,13184,Europe
India,37336,79,1223,,10007,26106,,27,0.9,976363,708,Asia
Switzerland,29817,112,1754,,23900,4163,141,3445,203,276000,31890,Europe
Ecuador,26336,,1063,,1913,23360,149,1493,60,71950,4078,South America
Saudi Arabia,25459,1362,176,7,3765,21518,117,731,5,339775,9760,Asia
Portugal,25351,,1023,16,1671,22657,150,2486,100,426836,41860,Europe
Sweden,22082,562,2669,16,1005,18408,531,2186,264,119500,11833,Europe
Ireland,20833,,1265,,13386,6182,123,4219,256,153954,31179,Europe
Mexico,20739,1515,1972,113,12377,6390,378,161,15,91188,707,North America
Pakistan,18114,22,417,,4715,12982,111,82,2,193859,878,Asia
Singapore,17548,447,16,,1268,16264,23,2999,3,143919,24600,Asia
Chile,17008,,234,,9018,7756,392,890,12,189433,9910,South America
Israel,16152,51,227,2,9400,6525,107,1866,26,390022,45060,Asia
Belarus,15828,911,97,4,3117,12614,92,1675,10,195430,20682,Europe
Austria,15558,27,596,7,13180,1782,114,1727,66,269619,29936,Europe
Qatar,14872,776,12,,1534,13326,72,5162,4,101728,35309,Asia
Japan,14305,,455,,2975,10875,328,113,4,174150,1377,Asia
Poland,13375,270,664,13,3762,8949,160,353,18,366013,9671,Europe
UAE,13038,,111,,2543,10384,1,1318,11,1200000,121330,Asia
Romania,12732,165,755,11,4547,7430,265,662,39,190540,9905,Europe
Ukraine,11411,550,279,7,1498,9634,151,261,6,122752,2807,Europe
Indonesia,10843,292,831,31,1665,8347,,40,3,107943,395,Asia
S. Korea,10780,6,250,2,9123,1407,55,210,5,623069,12153,Asia
Denmark,9407,96,475,15,6889,2043,60,1624,82,221912,38312,Europe
Serbia,9362,157,189,4,1426,7747,65,1071,22,96637,11060,Europe
Philippines,8928,156,603,24,1124,7201,31,81,6,115012,1050,Asia
Bangladesh,8790,552,175,5,177,8438,1,53,1,76066,462,Asia
Norway,7783,,210,,32,7541,37,1436,39,172586,31835,Europe
Czechia,7740,3,241,1,3378,4121,67,723,23,253826,23702,Europe
Dominican Republic,7288,,313,,1387,5588,144,672,29,25368,2339,North America
Colombia,7006,,314,,1551,5141,118,138,6,108950,2141,South America
Australia,6783,16,93,,5789,901,28,266,4,611583,23984,Australia/Oceania
Panama,6720,188,192,4,622,5906,85,1557,44,31895,7392,North America
Malaysia,6176,105,103,,4326,1747,31,191,3,184213,5692,Asia
South Africa,5951,,116,,2382,3453,36,100,2,217522,3668,Africa
Egypt,5895,,406,,1460,4029,,58,4,90000,879,Africa
Finland,5176,125,220,2,3000,1956,52,934,40,101800,18373,Europe
Morocco,4687,118,172,1,1235,3280,1,127,5,38102,1032,Africa
Kuwait,4619,242,33,3,1703,2883,69,1082,8,179000,41915,Asia
Argentina,4532,,225,,1292,3015,157,100,5,61530,1361,South America
Algeria,4154,,453,,1821,1880,22,95,10,6500,148,Africa
Moldova,3980,,122,,1272,2586,237,987,30,11763,2916,Europe
Luxembourg,3802,,92,,3213,497,23,6074,147,44895,71720,Europe
Kazakhstan,3800,203,25,,985,2790,41,202,1,282862,15065,Asia
Bahrain,3273,103,8,,1567,1698,1,1924,5,138278,81265,Asia
Thailand,2966,6,54,,2732,180,61,42,0.8,178083,2551,Asia
Hungary,2942,79,335,12,625,1982,52,305,35,79551,8235,Europe
Greece,2612,,140,,1374,1098,36,251,13,77251,7412,Europe
Oman,2483,36,12,1,750,1721,17,486,2,40459,7923,Asia
Afghanistan,2469,134,72,4,331,2066,7,63,2,11068,284,Asia
Armenia,2273,125,33,,1010,1230,10,767,11,23142,7810,Asia
