Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1411705,2387,85233,272,269781,1056691,18163,,,,,North America
Europe,1553700,,148461,,613329,791910,15404,,,,,Europe
South America,267787,195,13594,11,93941,160252,9991,,,,,South America
Asia,618518,14,21205,,338742,258571,5196,,,,,Asia
Africa,55319,,2083,,19099,34137,176,,,,,Africa
Oceania,8507,18,118,,7517,872,24,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,3916257,2614,270709,283,1343054,2302494,48958,502,34.7,,,All
USA,1292623,,76928,,217250,998445,16995,3905,232,8297562,25068,North America
Spain,256855,,26070,,163919,66866,2075,5494,558,1932455,41332,Europe
Italy,215858,,29958,,96276,89624,1311,3570,495,2381288,39385,Europe
UK,206715,,30615,,N/A,175756,1559,3045,451,1534533,22605,Europe
Russia,177160,,1625,,23803,151732,2300,1214,11,4803192,32913,Europe
France,174791,,25987,,55027,93777,2961,2678,398,1384633,21213,Europe
Germany,169430,,7392,,141700,20338,1823,2022,88,2755770,32891,Europe
Brazil,135693,,9188,,55350,71155,8318,638,43,339552,1597,South America
Turkey,133721,,3641,,82984,47096,1260,1586,43,1265119,15000,Asia
Iran,103135,,6486,,82744,13905,2728,1228,77,544702,6485,Asia
Canada,64922,,4408,,28972,31542,502,1720,117,1005294,26636,North America
Peru,58526,,1627,,18388,38511,722,1775,49,448020,13588,South America
India,56351,,1889,,16776,37686,,41,1,1357413,984,Asia
Belgium,51420,,8415,,12980,30025,538,4437,726,493325,42566,Europe
Netherlands,41774,,5288,,N/A,36236,584,2438,309,249655,14570,Europe
Saudi Arabia,33731,,219,,7798,25714,145,969,6,405685,11653,Asia
Ecuador,30298,,1654,,3433,25211,156,1717,94,83218,4717,South America
Switzerland,30126,,1810,,25900,2416,121,3481,209,290365,33550,Europe
Mexico,29616,1982,2961,257,17781,8874,378,230,23,110916,860,North America
Portugal,26715,,1105,,2258,23352,135,2620,108,485925,47655,Europe
Pakistan,24644,,585,,6464,17595,111,112,3,244778,1108,Asia
Sweden,24623,,3040,,4971,16612,425,2438,301,148500,14704,Europe
Chile,24581,,285,,11664,12632,493,1286,15,244226,12776,South America
Ireland,22385,,1403,,17110,3872,93,4533,284,214761,43493,Europe
Singapore,20939,,20,,1712,19207,19,3579,3,175604,30016,Asia
Belarus,20168,,116,,5067,14985,92,2134,12,229466,24284,Europe
Qatar,18890,,12,,2286,16592,72,6557,4,116495,40435,Asia
Israel,16381,,240,,10873,5268,83,1893,28,432453,49963,Asia
UAE,16240,,165,,3572,12503,1,1642,17,1200000,121330,Asia
Austria,15752,,609,,13698,1445,92,1749,68,292254,32450,Europe
Japan,15477,,577,,4918,9982,308,122,5,190030,1502,Asia
Poland,15047,,755,,4862,9430,160,398,20,425994,11256,Europe
Romania,14499,,888,,6144,7467,234,754,46,226613,11780,Europe
Ukraine,13691,,340,,2396,10955,178,313,8,151569,3466,Europe
Indonesia,12776,,930,,2381,9465,,47,3,134151,490,Asia
Bangladesh,12425,,199,,1910,10316,1,75,1,105513,641,Asia
S. Korea,10822,12,256,,9484,1082,55,211,5,654863,12773,Asia
Philippines,10343,,685,,1618,8040,31,94,6,144583,1319,Asia
Denmark,10083,,514,,7711,1858,43,1741,89,284480,49114,Europe
Serbia,9848,,206,,2160,7482,46,1127,24,122995,14077,Europe
Colombia,9456,,407,,2300,6749,129,186,8,135352,2660,South America
Dominican Republic,9095,,373,,2064,6658,133,838,34,36959,3407,North America
South Africa,8232,,161,,3153,4918,36,139,3,292153,4926,Africa
Norway,8034,,217,,32,7785,27,1482,40,191946,35406,Europe
Czechia,8031,,270,,4371,3390,52,750,25,286821,26783,Europe
Egypt,7981,,482,,1887,5612,41,78,5,90000,879,Africa
Panama,7868,137,225,7,886,6757,85,1824,52,39093,9060,North America
Australia,6913,17,97,,6074,742,20,271,4,736655,28889,Australia/Oceania
Kuwait,6567,,44,,2381,4142,91,1538,10,196397,45988,Asia
Malaysia,6467,,107,,4776,1584,19,200,3,231019,7138,Asia
Finland,5673,,255,,3500,1918,44,1024,46,112100,20232,Europe
Morocco,5548,,183,,2179,3186,1,150,5,56492,1531,Africa
Argentina,5371,,282,,1601,3488,148,119,6,75198,1664,South America
Algeria,5182,,483,,2323,2376,22,118,11,6500,148,Africa
Moldova,4605,,145,,1747,2713,237,1142,36,20447,5069,Europe
Kazakhstan,4578,,30,,1518,3030,31,244,2,353843,18845,Asia
Bahrain,4199,,8,,2000,2191,4,2468,5,166378,97779,Asia
Luxembourg,3859,,100,,3505,254,21,6165,160,51883,82883,Europe
Afghanistan,3563,,106,,468,2989,7,92,3,14389,370,Asia
Nigeria,3526,,107,,601,2818,4,17,0.5,22492,109,Africa
Hungary,3150,,383,,801,1966,50,326,40,94036,9734,Europe
Ghana,3091,,18,,303,2770,4,99,0.6,135902,4374,Africa
Thailand,2992,,55,,2772,165,61,43,0.8,227860,3264,Asia
Oman,2958,,15,,980,1963,17,579,3,50000,9791,Asia
Armenia,2884,,42,,1185,1657,10,973,14,28017,9455,Asia
Greece,2678,,148,,1374,1156,33,257,14,90043,8639,Europe
Iraq,2543,,102,,1626,815,,63,3,120604,2998,Asia
Uzbekistan,2298,,10,,1656,632,8,69,0.3,325000,9710,Asia
Cameroon,2267,,108,,1002,1157,12,85,4,,,Africa
Azerbaijan,2204,,28,,1551,625,18,217,3,175910,17350,Asia
Croatia,2125,,86,,1641,398,14,518,21,41938,10216,Europe
Bolivia,2081,195,102,11,219,1760,3,178,9,7651,655,South America
Bosnia and Herzegovina,2027,,90,,954,983,4,618,27,38187,11639,Europe
Guinea,1927,,11,,629,1287,,147,0.8,,,Africa
Bulgaria,1829,,84,,384,1361,43,263,12,52931,7618,Europe
Iceland,1801,,10,,1755,36,,5278,29,51663,151397,Europe
Cuba,1729,,73,,1031,625,8,153,6,61613,5440,North America
Estonia,1720,,56,,273,1391,4,1297,42,60530,45630,Europe
Honduras,1685,224,105,6,154,1426,10,170,11,5653,571,North America
North Macedonia,1572,,89,,1079,404,21,755,43,18168,8720,Europe
Ivory Coast,1571,,20,,742,809,,60,0.8,12312,467,Africa
Senegal,1492,,13,,562,917,6,89,0.8,18969,1133,Africa
New Zealand,1490,1,21,,1347,122,3,309,4,175835,36463,Australia/Oceania
Slovenia,1449,,99,,247,1103,13,697,48,59978,28850,Europe
Slovakia,1445,,26,,806,613,4,265,5,109767,20105,Europe
Lithuania,1433,,49,,739,645,17,526,18,164088,60276,Europe
Djibouti,1133,,3,,799,331,,1147,3,14751,14930,Africa
Hong Kong,1045,,4,,944,97,1,139,0.5,154989,20674,Asia
Tunisia,1026,,44,,600,382,22,87,4,25967,2197,Africa
Sudan,930,,52,,92,786,,21,1,,,Africa
Somalia,928,,44,,106,778,2,58,3,,,Africa
Latvia,909,,18,,464,427,3,482,10,71069,37678,Europe
Kyrgyzstan,895,,12,,637,246,13,137,2,59490,9118,Asia
Cyprus,889,,15,,400,474,15,736,12,70811,58649,Asia
DRC,863,,36,,103,724,,10,0.4,,,Africa
Mayotte,854,,10,,352,492,7,3130,37,4000,14662,Africa
Albania,842,,31,,605,206,7,293,11,9806,3407,Europe
Guatemala,832,34,23,2,90,719,5,46,1,7200,402,North America
Sri Lanka,824,1,9,,232,583,1,38,0.4,30525,1426,Asia
Lebanon,784,,25,,220,539,43,115,4,46677,6839,Asia
Niger,781,,42,,586,153,,32,2,5432,224,Africa
Costa Rica,765,,6,,445,314,6,150,1,15140,2972,North America
Andorra,752,,47,,526,179,14,9733,608,1673,21653,Europe
Burkina Faso,736,,48,,562,126,,35,2,,,Africa
Diamond Princess,712,,13,,645,54,4,,,,,
El Salvador,695,,15,,252,428,4,107,2,35411,5459,North America
Uruguay,684,,17,,492,175,9,197,5,25698,7398,South America
Mali,650,,32,,271,347,,32,2,2172,107,Africa
Maldives,648,,3,,20,625,2,1199,6,9863,18246,Asia
San Marino,622,,41,,106,475,4,18331,1208,2777,81843,Europe
Georgia,615,,9,,275,331,6,154,2,24036,6025,Asia
Kenya,607,,29,,197,381,1,11,0.5,25861,481,Africa
Guinea-Bissau,564,,2,,25,537,,287,1,1500,762,Africa
Channel Islands,545,,40,,430,75,,3135,230,5342,30725,Europe
Gabon,504,,8,,110,386,1,226,4,724,325,Africa
Jordan,494,,9,,381,104,5,48,0.9,101734,9971,Asia
Jamaica,488,10,9,,58,421,,165,3,6417,2167,North America
Malta,486,,5,,413,68,,1101,11,39366,89156,Europe
Tanzania,480,,16,,167,297,7,8,0.3,,,Africa
Paraguay,462,,10,,148,304,9,65,1,11913,1670,South America
Tajikistan,461,,12,,,449,,48,1,,,Asia
Taiwan,440,,6,,347,87,,18,0.3,66046,2773,Asia
Equatorial Guinea,439,,4,,13,422,,313,3,854,609,Africa
Runion,427,,,,354,73,3,477,,17200,19211,Africa
Venezuela,381,,10,,185,186,1,13,0.4,502771,17681,South America
Palestine,375,,2,,176,197,,74,0.4,34511,6765,Asia
Mauritius,332,,10,,320,2,3,261,8,60466,47545,Africa
Isle of Man,329,,23,,271,35,19,3869,270,3625,42631,Europe
