Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1413036,3718,85303,342,269787,1057946,18163,,,,,North America
Europe,1571342,17642,149180,719,623309,798853,15376,,,,,Europe
South America,268613,1021,13671,88,93948,160994,9991,,,,,South America
Asia,630143,11639,21350,145,343761,265032,5169,,,,,Asia
Africa,55712,392,2088,5,19306,34318,176,,,,,Africa
Oceania,8508,19,118,,7522,868,25,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,3948075,34431,271725,1299,1358278,2318072,48904,507,34.9,,,All
USA,1293907,1284,76998,70,217251,999658,16995,3909,233,8323451,25146,North America
Spain,260117,3262,26299,229,168408,65410,2075,5563,562,1932455,41332,Europe
Italy,215858,,29958,,96276,89624,1311,3570,495,2381288,39385,Europe
UK,206715,,30615,,N/A,175756,1559,3045,451,1534533,22605,Europe
Russia,187859,10699,1723,98,26608,159528,2300,1287,12,4980000,34125,Europe
France,174791,,25987,,55027,93777,2961,2678,398,1384633,21213,Europe
Germany,169430,,7392,,141700,20338,1823,2022,88,2755770,32891,Europe
Brazil,136519,826,9265,77,55350,71904,8318,642,44,339552,1597,South America
Turkey,133721,,3641,,82984,47096,1260,1586,43,1265119,15000,Asia
Iran,104691,1556,6541,55,83837,14313,2711,1246,78,558899,6654,Asia
Canada,64922,,4408,,28972,31542,502,1720,117,1005294,26636,North America
Peru,58526,,1627,,18388,38511,722,1775,49,448020,13588,South America
India,57306,955,1899,10,17041,38366,,42,1,1437788,1042,Asia
Belgium,52011,591,8521,106,13201,30289,508,4488,735,515233,44456,Europe
Netherlands,42093,319,5359,71,N/A,36484,584,2457,313,249655,14570,Europe
Saudi Arabia,35432,1701,229,10,9120,26083,145,1018,7,405685,11653,Asia
Ecuador,30298,,1654,,3433,25211,156,1717,94,83218,4717,South America
Switzerland,30207,81,1810,,25900,2497,121,3490,209,301675,34857,Europe
Mexico,29616,1982,2961,257,17781,8874,378,230,23,110916,860,North America
Portugal,27268,553,1114,9,2422,23732,127,2674,109,501718,49204,Europe
Pakistan,26435,1791,599,14,7530,18306,111,120,3,257247,1165,Asia
Sweden,25265,642,3175,135,4971,17119,425,2502,314,148500,14704,Europe
Chile,24581,,285,,11664,12632,493,1286,15,244226,12776,South America
Ireland,22385,,1403,,17110,3872,93,4533,284,214761,43493,Europe
Singapore,21707,768,20,,1712,19975,19,3710,3,175604,30016,Asia
Qatar,20201,1311,12,,2370,17819,72,7012,4,120458,41810,Asia
Belarus,20168,,116,,5067,14985,92,2134,12,229466,24284,Europe
UAE,16793,553,174,9,3837,12782,1,1698,18,1200000,121330,Asia
Israel,16409,28,245,5,11007,5157,77,1896,28,442925,51172,Asia
Austria,15774,22,614,5,13836,1324,81,1751,68,304069,33761,Europe
Japan,15477,,577,,4918,9982,308,122,5,190030,1502,Asia
Poland,15200,153,756,1,5184,9260,160,402,20,443506,11719,Europe
Romania,14811,312,898,10,6423,7490,232,770,47,237280,12334,Europe
Ukraine,14195,504,361,21,2706,11128,178,325,8,159155,3639,Europe
Bangladesh,13134,709,206,7,1910,11018,1,80,1,111454,677,Asia
Indonesia,13112,336,943,13,2494,9675,,48,3,143781,526,Asia
S. Korea,10822,12,256,,9484,1082,55,211,5,654863,12773,Asia
Philippines,10463,120,696,11,1734,8033,31,95,6,151080,1379,Asia
Denmark,10218,135,522,8,7927,1769,43,1764,90,298488,51533,Europe
Serbia,9943,95,209,3,2453,7281,46,1138,24,128805,14742,Europe
Colombia,9456,,407,,2300,6749,129,186,8,135352,2660,South America
Dominican Republic,9095,,373,,2064,6658,133,838,34,36959,3407,North America
South Africa,8232,,161,,3153,4918,36,139,3,292153,4926,Africa
Czechia,8034,3,270,,4372,3392,52,750,25,293992,27453,Europe
Norway,8034,,217,,32,7785,27,1482,40,195921,36140,Europe
Egypt,7981,,482,,1887,5612,41,78,5,90000,879,Africa
Panama,7868,137,225,7,886,6757,85,1824,52,39093,9060,North America
Kuwait,7208,641,47,3,2466,4695,91,1688,11,196397,45988,Asia
Australia,6914,18,97,,6079,738,21,271,4,757250,29696,Australia/Oceania
Malaysia,6535,68,107,,4864,1564,18,202,3,245102,7573,Asia
Finland,5738,65,260,5,3500,1978,45,1036,47,116500,21026,Europe
Morocco,5661,113,185,2,2302,3174,1,153,5,58592,1587,Africa
Argentina,5371,,282,,1601,3488,148,119,6,75198,1664,South America
Algeria,5182,,483,,2323,2376,22,118,11,6500,148,Africa
Kazakhstan,4794,216,31,1,1615,3148,31,255,2,371126,19765,Asia
Moldova,4605,,145,,1747,2713,237,1142,36,20447,5069,Europe
Bahrain,4404,205,8,,2027,2369,2,2588,5,170719,100330,Asia
Luxembourg,3859,,100,,3505,254,21,6165,160,51883,82883,Europe
Afghanistan,3778,215,109,3,472,3197,7,97,3,14389,370,Asia
Nigeria,3526,,107,,601,2818,4,17,0.5,23835,116,Africa
Hungary,3178,28,392,9,865,1921,74,329,41,99058,10254,Europe
Oman,3112,154,16,1,1025,2071,17,609,3,50000,9791,Asia
Ghana,3091,,18,,303,2770,4,99,0.6,135902,4374,Africa
Armenia,3029,145,43,1,1218,1768,10,1022,15,29205,9856,Asia
Thailand,3000,8,55,,2784,161,61,43,0.8,227860,3264,Asia
Greece,2678,,148,,1374,1156,33,257,14,90043,8639,Europe
Iraq,2543,,102,,1626,815,,63,3,120604,2998,Asia
Uzbekistan,2324,26,10,,1748,566,8,69,0.3,325000,9710,Asia
Cameroon,2267,,108,,1002,1157,12,85,4,,,Africa
Azerbaijan,2204,,28,,1551,625,18,217,3,175910,17350,Asia
Croatia,2161,36,86,,1689,386,13,526,21,43378,10566,Europe
Bolivia,2081,195,102,11,219,1760,3,178,9,7651,655,South America
Bosnia and Herzegovina,2070,43,98,8,960,1012,4,631,30,38187,11639,Europe
Guinea,1927,,11,,629,1287,,147,0.8,,,Africa
Bulgaria,1865,36,84,,401,1380,43,268,12,54328,7819,Europe
Iceland,1801,,10,,1755,36,,5278,29,51663,151397,Europe
Cuba,1729,,73,,1031,625,8,153,6,61613,5440,North America
Estonia,1725,5,56,,704,965,4,1300,42,61767,46563,Europe
Honduras,1685,224,105,6,154,1426,10,170,11,5653,571,North America
North Macedonia,1586,14,90,1,1099,397,21,761,43,18410,8837,Europe
Ivory Coast,1571,,20,,742,809,,60,0.8,12312,467,Africa
Senegal,1551,59,13,,611,927,6,93,0.8,18969,1133,Africa
New Zealand,1490,1,21,,1347,122,3,309,4,175835,36463,Australia/Oceania
Slovakia,1455,10,26,,905,524,4,267,5,114461,20965,Europe
Slovenia,1449,,99,,247,1103,13,697,48,59978,28850,Europe
Lithuania,1436,3,49,,765,622,17,527,18,172191,63252,Europe
Djibouti,1133,,3,,799,331,,1147,3,14751,14930,Africa
Hong Kong,1045,,4,,960,81,1,139,0.5,154989,20674,Asia
Tunisia,1026,,44,,600,382,22,87,4,25967,2197,Africa
Sudan,930,,52,,92,786,,21,1,,,Africa
Somalia,928,,44,,106,778,2,58,3,,,Africa
Latvia,928,19,18,,464,446,2,492,10,73016,38711,Europe
Kyrgyzstan,906,11,12,,650,244,13,139,2,59490,9118,Asia
DRC,897,34,36,,119,742,,10,0.4,,,Africa
Cyprus,889,,15,,400,474,15,736,12,70811,58649,Asia
Mayotte,854,,10,,352,492,7,3130,37,4000,14662,Africa
Albania,850,8,31,,620,199,7,295,11,10044,3490,Europe
Guatemala,832,34,23,2,90,719,5,46,1,7200,402,North America
Sri Lanka,824,1,9,,240,575,1,38,0.4,32078,1498,Asia
Lebanon,796,12,26,1,223,547,42,117,4,48673,7131,Asia
Niger,781,,42,,586,153,,32,2,5432,224,Africa
Costa Rica,765,,6,,445,314,6,150,1,15140,2972,North America
Andorra,752,,47,,526,179,14,9733,608,1673,21653,Europe
El Salvador,742,47,15,,257,470,4,114,2,37306,5752,North America
Burkina Faso,736,,48,,562,126,,35,2,,,Africa
Maldives,734,86,3,,20,711,2,1358,6,9863,18246,Asia
Diamond Princess,712,,13,,645,54,4,,,,,
Uruguay,684,,17,,492,175,9,197,5,25698,7398,South America
Mali,650,,32,,271,347,,32,2,2172,107,Africa
San Marino,623,1,41,,114,468,4,18361,1208,2860,84289,Europe
Georgia,623,8,10,1,288,325,6,156,3,25861,6483,Asia
Kenya,621,14,29,,202,390,1,12,0.5,25861,481,Africa
Guinea-Bissau,564,,2,,25,537,,287,1,1500,762,Africa
Channel Islands,545,,40,,430,75,,3135,230,5342,30725,Europe
Gabon,504,,8,,110,386,1,226,4,724,325,Africa
Jordan,494,,9,,381,104,5,48,0.9,101734,9971,Asia
Malta,489,3,5,,419,65,,1107,11,40493,91708,Europe
Jamaica,488,10,9,,58,421,,165,3,6417,2167,North America
Tanzania,480,,16,,167,297,7,8,0.3,,,Africa
Paraguay,462,,10,,148,304,9,65,1,11913,1670,South America
Tajikistan,461,,12,,,449,,48,1,,,Asia
Taiwan,440,,6,,355,79,,18,0.3,66460,2790,Asia
Equatorial Guinea,439,,4,,13,422,,313,3,854,609,Africa
Runion,427,,,,354,73,3,477,,17200,19211,Africa
Venezuela,381,,10,,185,186,1,13,0.4,502771,17681,South America
Palestine,375,,2,,176,197,,74,0.4,34511,6765,Asia
Mauritius,332,,10,,320,2,3,261,8,60466,47545,Africa
Isle of Man,329,,23,,271,35,19,3869,270,3625,42631,Europe
Montenegro,324,,8,,266,50,2,516,13,7816,12445,Europe
Vietnam,288,,,,241,47,8,3,,261004,2681,Asia
Congo,274,10,10,,33,231,,50,2,,,Africa
Rwanda,271,,,,133,138,,21,,38834,2998,Africa
Sierra Leone,257,26,17,1,54,186,,32,2,,,Africa
Chad,253,,27,,50,176,,15,2,,,Africa
Benin,242,102,2,,62,178,,20,0.2,,,Africa
Cabo Verde,218,,2,,38,178,,392,4,791,1423,Africa
Sao Tome and Principe,208,21,5,1,4,199,,949,23,175,799,Africa
Ethiopia,194,3,4,,95,95,1,2,0.03,30306,264,Africa
Madagascar,193,,,,101,92,1,7,,3968,143,Africa
Liberia,189,,20,,79,90,,37,4,,,Africa
Faeroe Islands,187,,,,186,1,,3827,,8403,171971,Europe
Martinique,183,,14,,83,86,3,488,37,,,North America
Myanmar,176,,6,,62,108,,3,0.1,10227,188,Asia
Guadeloupe,153,,13,,104,36,4,382,32,,,North America
Zambia,153,,4,,103,46,1,8,0.2,10270,559,Africa
Eswatini,153,,2,,12,139,,132,2,714,615,Africa
Togo,145,10,10,1,85,50,,18,1,9657,1166,Africa
Gibraltar,144,,,,141,3,,4274,,3366,99908,Europe
Brunei,141,,1,,132,8,2,322,2,15300,34973,Asia
French Guiana,138,,1,,112,25,,462,3,,,South America
Haiti,129,,12,,16,101,,11,1,1142,100,North America
Cambodia,122,,,,120,2,1,7,,13075,782,Asia
Bermuda,118,,7,,61,50,4,1895,112,3719,59716,North America
Trinidad and Tobago,116,,8,,103,5,,83,6,2229,1593,North America
Nepal,102,1,,,30,72,,4,,67066,2302,Asia
Aruba,101,,3,,89,9,4,946,28,1817,17019,North America
Uganda,101,,,,55,46,,2,,50711,1109,Africa
Monaco,95,,4,,82,9,1,2421,102,,,Europe
CAR,94,,,,10,84,,19,,3498,724,Africa
Guyana,93,,10,,34,49,3,118,13,736,936,South America
Bahamas,92,,11,,26,55,1,234,28,1500,3814,North America
Barbados,82,,7,,53,22,4,285,24,2699,9392,North America
Liechtenstein,82,,1,,55,26,,2151,26,900,23605,Europe
Mozambique,81,,,,24,57,,3,,3188,102,Africa
Cayman Islands,80,,1,,35,44,3,1217,15,3126,47564,North America
Sint Maarten,76,,14,,44,18,7,1773,327,329,7673,North America
South Sudan,74,,,,,74,,7,,1247,111,Africa
Libya,64,,3,,24,37,,9,0.4,2338,340,Africa
French Polynesia,60,,,,56,4,1,214,,2816,10025,Australia/Oceania
Syria,45,,3,,27,15,,3,0.2,,,Asia
Macao,45,,,,40,5,1,69,,,,Asia
Malawi,43,,3,,14,26,1,2,0.2,1112,58,Africa
Mongolia,42,1,,,13,29,,13,,9137,2787,Asia
Eritrea,39,,,,30,9,,11,,,,Africa
Saint Martin,38,,3,,30,5,1,983,78,,,North America
Angola,36,,2,,11,23,,1,0.06,3000,91,Africa
Zimbabwe,34,,4,,5,25,,2,0.3,16052,1080,Africa
Yemen,25,,5,,1,19,,0.8,0.2,120,4,Asia
Antigua and Barbuda,25,,3,,16,6,1,255,31,153,1562,North America
Timor-Leste,24,,,,21,3,,18,,738,560,Asia
Botswana,23,,1,,9,13,,10,0.4,9066,3855,Africa
Grenada,21,,,,13,8,4,187,,1406,12495,North America
Laos,19,,,,9,10,,3,,2733,376,Asia
Belize,18,,2,,16,0,,45,5,1043,2623,North America
Gambia,18,,1,,9,8,,7,0.4,756,313,Africa
Fiji,18,,,,14,4,,20,,1300,1450,Australia/Oceania
New Caledonia,18,,,,18,0,,63,,5213,18259,Australia/Oceania
Saint Lucia,18,,,,17,1,,98,,575,3131,North America
St. Vincent Grenadines,17,,,,9,8,,153,,137,1235,North America
Nicaragua,16,,5,,7,4,,2,0.8,,,North America
Curaao,16,,1,,14,1,,98,6,389,2371,North America
Dominica,16,,,,14,2,,222,,416,5779,North America
Namibia,16,,,,9,7,,6,,1283,505,Africa
Burundi,15,,1,,7,7,,1,0.08,284,24,Africa
Saint Kitts and Nevis,15,,,,12,3,,282,,327,6147,North America
Falkland Islands,13,,,,13,0,,3736,,395,113506,South America
Turks and Caicos,12,,1,,6,5,,310,26,107,2764,North America
Vatican City,12,,,,2,10,,14981,,,,Europe
Montserrat,11,,1,,7,3,1,2204,200,36,7212,North America
Greenland,11,,,,11,0,,194,,1394,24555,North America
Seychelles,11,,,,8,3,,112,,,,Africa
Suriname,10,,1,,9,0,,17,2,404,689,South America
MS Zaandam,9,,2,,,7,,,,,,
Comoros,8,,1,,,7,,9,1,,,Africa
Mauritania,8,,1,,6,1,,2,0.2,1842,396,Africa
Papua New Guinea,8,,,,8,0,,0.9,,2402,268,Australia/Oceania
British Virgin Islands,7,,1,,3,3,,232,33,132,4366,North America
Bhutan,7,,,,5,2,,9,,11492,14894,Asia
Caribbean Netherlands,6,,,,,6,,229,,110,4195,North America
St. Barth,6,,,,6,0,,607,,,,North America
Western Sahara,6,,,,5,1,,10,,,,Africa
Anguilla,3,,,,3,0,,200,,,,North America
Saint Pierre Miquelon,1,,,,,1,,173,,,,North America
China,82886,1,4633,,77993,260,18,58,3,,,Asia
