Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1603654,2798,97935,263,395729,1109990,17404,,,,,North America
Europe,1718673,,159068,,721957,837648,12533,,,,,Europe
South America,377436,247,20044,6,130939,226453,10341,,,,,South America
Asia,739026,31,23592,,418459,296975,4968,,,,,Asia
Africa,77002,,2578,,28186,46238,290,,,,,Africa
Oceania,8591,1,119,,7821,651,20,,,,,Australia/Oceania
,721,,15,,651,55,4,,,,,
World,4525103,3077,303351,269,1703742,2518010,45560,581,38.9,,,All
USA,1457593,,86912,,318027,1052654,16240,4404,263,10638893,32141,North America
Spain,272646,,27321,,186480,58845,1376,5831,584,2467761,52781,Europe
Russia,252245,,2305,,53530,196410,2300,1728,16,6188102,42403,Europe
UK,233151,,33614,,N/A,199193,1559,3434,495,2219281,32691,Europe
Italy,223096,,31368,,115288,76440,855,3690,519,2807504,46434,Europe
Brazil,203165,247,13999,6,79479,109687,8318,956,66,735224,3459,South America
France,178870,,27425,,59605,91840,2299,2740,420,1384633,21213,Europe
Germany,174975,,7928,,150300,16747,1329,2088,95,3147771,37570,Europe
Turkey,144749,,4007,,104030,36712,963,1716,48,1508824,17890,Asia
Iran,114533,,6854,,90539,17140,2758,1364,82,643772,7665,Asia
India,81997,,2649,,27969,51379,,59,2,1947041,1411,Asia
Peru,80604,,2267,,25151,53186,842,2445,69,587292,17812,South America
Canada,73401,,5472,,36091,31838,502,1945,145,1169380,30983,North America
Belgium,54288,,8903,,14111,31274,407,4684,768,623628,53809,Europe
Saudi Arabia,46869,,283,,19051,27535,156,1346,8,513587,14752,Asia
Netherlands,43481,,5590,,N/A,37641,410,2538,326,282776,16503,Europe
Mexico,42595,2409,4477,257,28475,9643,378,330,35,142204,1103,North America
Chile,37040,,368,,15655,21017,663,1938,19,325417,17023,South America
Pakistan,35788,,770,,9695,25323,111,162,3,330750,1497,Asia
Ecuador,30502,,2338,,3433,24731,196,1729,133,88923,5040,South America
Switzerland,30463,,1872,,27100,1491,79,3520,216,328163,37918,Europe
Sweden,28582,,3529,,4971,20082,351,2830,349,177500,17576,Europe
Portugal,28319,,1184,,3198,23937,108,2777,116,582341,57111,Europe
Qatar,28272,,14,,3356,24902,72,9813,5,143938,49960,Asia
Belarus,26772,,151,,8168,18453,92,2833,16,308156,32611,Europe
Singapore,26098,,21,,5973,20104,20,4461,4,224262,38333,Asia
Ireland,23827,,1506,,19470,2851,69,4825,305,258808,52414,Europe
UAE,21084,,208,,6930,13946,1,2132,21,1560923,157822,Asia
Bangladesh,18863,,283,,3361,15219,1,115,2,151930,923,Asia
Poland,17615,,883,,6696,10036,160,465,23,554357,14647,Europe
Ukraine,16847,,456,,4143,12248,222,385,10,202495,4630,Europe
Israel,16579,,265,,12521,3793,62,1915,31,485922,56140,Asia
Romania,16247,,1053,,9053,6141,225,845,55,286217,14878,Europe
Japan,16120,,697,,9868,5555,259,127,6,233144,1843,Asia
Austria,16058,,626,,14405,1027,54,1783,70,344606,38262,Europe
Indonesia,16006,,1043,,3518,11445,,59,4,173690,635,Asia
Colombia,13610,,525,,3358,9727,137,267,10,177050,3480,South America
South Africa,12739,,238,,5676,6825,119,215,4,403018,6795,Africa
Kuwait,11975,,88,,3451,8436,175,2804,21,231930,54309,Asia
Philippines,11876,,790,,2337,8749,77,108,7,189469,1729,Asia
Dominican Republic,11320,,422,,3351,7547,131,1044,39,47774,4404,North America
S. Korea,11018,27,260,,9821,937,55,215,5,726747,14175,Asia
Egypt,10829,,571,,2626,7632,41,106,6,105000,1026,Africa
Denmark,10713,,537,,8805,1371,35,1850,93,357986,61805,Europe
Serbia,10374,,224,,4084,6066,22,1187,26,162797,18632,Europe
Panama,9118,174,260,4,6080,2778,72,2113,60,46898,10869,North America
Czechia,8351,,293,,5241,2817,42,780,27,334714,31255,Europe
Norway,8196,,232,,32,7932,23,1512,43,212655,39226,Europe
Argentina,7134,,353,,2385,4396,170,158,8,93673,2073,South America
Australia,6989,,98,,6301,590,18,274,4,943480,36999,Australia/Oceania
Malaysia,6819,,112,,5351,1356,16,211,3,271721,8395,Asia
Morocco,6607,,190,,3310,3107,1,179,5,77922,2111,Africa
Algeria,6442,,529,,3158,2755,22,147,12,6500,148,Africa
Bahrain,6198,,10,,2353,3835,4,3643,6,214084,125815,Asia
Finland,6145,,287,,4300,1558,33,1109,52,137000,24726,Europe
Afghanistan,5639,,136,,691,4812,7,145,3,19732,507,Asia
Kazakhstan,5571,,32,,2531,3008,31,297,2,459736,24484,Asia
Moldova,5553,,194,,2228,3131,251,1377,48,20447,5069,Europe
Ghana,5530,,24,,674,4832,5,178,0.8,167704,5397,Africa
Nigeria,5162,,167,,1180,3815,7,25,0.8,30657,149,Africa
Oman,4341,,18,,1303,3020,31,850,4,61000,11945,Asia
Luxembourg,3915,,103,,3665,147,11,6254,165,58727,93816,Europe
Armenia,3860,,49,,1572,2239,10,1303,17,36016,12154,Asia
Hungary,3380,,436,,1169,1775,49,350,45,123258,12759,Europe
Bolivia,3148,,142,,339,2667,3,270,12,7651,655,South America
Iraq,3143,,115,,2028,1000,,78,3,140573,3495,Asia
Thailand,3018,,56,,2850,112,61,43,0.8,286008,4098,Asia
Cameroon,2954,,139,,1553,1262,28,111,5,,,Africa
Azerbaijan,2879,,35,,1833,1011,29,284,3,214291,21135,Asia
Greece,2770,,156,,1374,1240,24,266,15,116233,11152,Europe
Uzbekistan,2645,,11,,2136,498,8,79,0.3,325000,9710,Asia
Guinea,2473,,15,,895,1563,18,188,1,10304,785,Africa
Honduras,2255,,123,,237,1895,10,228,12,5653,571,North America
Croatia,2221,,94,,1850,277,7,541,23,50340,12262,Europe
Bosnia and Herzegovina,2218,,122,,1272,824,4,676,37,45810,13963,Europe
Senegal,2189,,23,,842,1324,6,131,1,24599,1469,Africa
Bulgaria,2100,,99,,531,1470,51,302,14,61711,8881,Europe
Ivory Coast,1971,,24,,930,1017,,75,0.9,15260,579,Africa
Cuba,1830,,79,,1383,368,9,162,7,75142,6634,North America
Sudan,1818,,90,,198,1530,,41,2,,,Africa
Iceland,1802,,10,,1780,12,,5281,29,55626,163010,Europe
Estonia,1758,,62,,909,787,5,1325,47,67130,50606,Europe
North Macedonia,1723,,95,,1235,393,21,827,46,20088,9642,Europe
Guatemala,1518,176,29,,129,1360,5,85,2,7200,402,North America
Lithuania,1511,,54,,934,523,17,555,20,208253,76499,Europe
New Zealand,1498,1,21,,1421,56,2,311,4,216787,44956,Australia/Oceania
Slovakia,1477,,27,,1112,338,5,271,5,131910,24161,Europe
Slovenia,1464,,103,,267,1094,7,704,50,66678,32073,Europe
Somalia,1284,,53,,135,1096,2,81,3,,,Africa
Djibouti,1284,,3,,905,376,,1300,3,16647,16849,Africa
DRC,1242,,50,,157,1035,,14,0.6,,,Africa
Mayotte,1210,,16,,627,567,10,4435,59,5000,18327,Africa
El Salvador,1112,,23,,405,684,19,171,4,48913,7541,North America
Gabon,1104,,10,,182,912,13,496,4,5530,2485,Africa
Kyrgyzstan,1082,,12,,735,335,13,166,2,59490,9118,Asia
Hong Kong,1052,,4,,1009,39,1,140,0.5,168291,22448,Asia
Tunisia,1032,,45,,770,217,3,87,4,36523,3090,Africa
Maldives,982,,4,,45,933,2,1817,7,11775,21784,Asia
Latvia,962,,19,,627,316,2,510,10,83275,44150,Europe
Sri Lanka,925,,9,,445,471,1,43,0.4,39629,1851,Asia
Guinea-Bissau,913,,3,,26,884,,464,2,1500,762,Africa
Tajikistan,907,,29,,,878,,95,3,,,Asia
Cyprus,907,,17,,481,409,10,751,14,81942,67869,Asia
Albania,898,,31,,694,173,1,312,11,11239,3905,Europe
Lebanon,886,,26,,236,624,4,130,4,56385,8261,Asia
Niger,876,,50,,677,149,,36,2,5723,236,Africa
Costa Rica,830,,8,,535,287,4,163,2,18388,3610,North America
Mali,779,,46,,436,297,,38,2,2498,123,Africa
Burkina Faso,773,,51,,592,130,,37,2,,,Africa
Andorra,761,,49,,596,116,3,9849,634,1673,21653,Europe
Kenya,758,,42,,284,432,1,14,0.8,36918,687,Africa
Paraguay,754,,11,,184,559,,106,2,18184,2549,South America
Uruguay,724,,19,,547,158,7,208,5,31209,8984,South America
Diamond Princess,712,,13,,651,48,4,,,,,
Georgia,667,,12,,383,272,6,167,3,34500,8648,Asia
Zambia,654,,7,,124,523,1,36,0.4,15487,842,Africa
San Marino,648,,41,,172,435,1,19098,1208,3300,97256,Europe
Jordan,586,,9,,393,184,5,57,0.9,131985,12936,Asia
Equatorial Guinea,583,,7,,13,563,,416,5,854,609,Africa
Channel Islands,549,,43,,456,50,,3158,247,5342,30725,Europe
Malta,522,,6,,443,73,1,1182,14,45967,104105,Europe
Tanzania,509,,21,,183,305,7,9,0.4,,,Africa
Jamaica,509,,9,,118,382,,172,3,7780,2627,North America
Venezuela,455,,10,,220,225,2,16,0.4,535742,18840,South America
Taiwan,440,,7,,383,50,,18,0.3,68335,2869,Asia
Runion,440,,,,354,86,4,491,,17200,19211,Africa
Sierra Leone,408,,26,,97,285,,51,3,,,Africa
Chad,399,,46,,83,270,,24,3,,,Africa
