Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1572319,2433,95770,303,385324,1091225,17528,,,,,North America
Europe,1707780,11459,157571,198,713655,836554,13034,,,,,Europe
South America,356455,1164,19121,96,127918,209416,10124,,,,,South America
Asia,725969,5086,23336,77,408671,293962,4945,,,,,Asia
Africa,73983,10,2507,,26251,45225,258,,,,,Africa
Oceania,8590,9,119,,7806,665,21,,,,,Australia/Oceania
,721,,15,,651,55,4,,,,,
World,4445817,20161,298439,674,1670276,2477102,45914,570,38.3,,,All
USA,1430348,,85197,,310259,1034892,16349,4321,257,10269996,31027,North America
Spain,271095,,27104,,183227,60764,1534,5798,580,2467761,52781,Europe
Russia,252245,9974,2305,93,53530,196410,2300,1728,16,6188102,42403,Europe
UK,229705,,33186,,N/A,196175,1559,3384,489,2094209,30849,Europe
Italy,222104,,31106,,112541,78457,893,3673,514,2735628,45246,Europe
Brazil,190137,980,13240,82,78424,98473,8318,895,62,735224,3459,South America
France,178060,,27074,,58673,92313,2428,2728,415,1384633,21213,Europe
Germany,174098,,7861,,150300,15937,1465,2078,94,3147771,37570,Europe
Turkey,143114,,3952,,101715,37447,998,1697,47,1474003,17477,Asia
Iran,112725,,6783,,89428,16514,2735,1342,81,629534,7495,Asia
India,78810,755,2564,13,26675,49571,,57,2,1947041,1411,Asia
Peru,76306,,2169,,24324,49813,806,2314,66,553302,16781,South America
Canada,72278,,5302,,35164,31812,502,1915,140,1169380,30983,North America
Belgium,54288,307,8903,60,14111,31274,407,4684,768,623628,53809,Europe
Saudi Arabia,44830,,273,,17622,26935,147,1288,8,513587,14752,Asia
Netherlands,43211,,5562,,N/A,37399,432,2522,325,275720,16091,Europe
Mexico,40186,1862,4220,294,26990,8976,378,312,33,142204,1103,North America
Pakistan,35788,490,770,9,9695,25323,111,162,3,330750,1497,Asia
Chile,34381,,346,,14865,19170,494,1799,18,313750,16413,South America
Ecuador,30486,,2334,,3433,24719,190,1728,132,87036,4933,South America
Switzerland,30413,,1870,,27100,1443,79,3514,216,322084,37215,Europe
Portugal,28132,,1175,,3182,23775,103,2759,115,566172,55525,Europe
Sweden,27909,,3460,,4971,19478,351,2763,343,177500,17576,Europe
Qatar,26539,,14,,3143,23382,72,9212,5,139127,48290,Asia
Singapore,26098,752,21,,4809,21268,19,4461,4,224262,38333,Asia
Belarus,25825,,146,,7711,17968,92,2733,15,296380,31365,Europe
Ireland,23401,,1497,,19470,2434,69,4739,303,258808,52414,Europe
UAE,20386,,206,,6523,13657,1,2061,21,1500000,151662,Asia
Bangladesh,18863,1041,283,14,3361,15219,1,115,2,151930,923,Asia
Poland,17469,265,869,8,6696,9904,160,462,23,528122,13954,Europe
Ukraine,16847,422,456,17,4143,12248,222,385,10,202495,4630,Europe
Israel,16567,19,264,,12364,3939,62,1914,31,485922,56140,Asia
Romania,16247,245,1046,10,9053,6148,225,845,54,286217,14878,Europe
Japan,16049,,678,,8920,6451,243,127,5,223667,1768,Asia
Indonesia,16006,568,1043,15,3518,11445,,59,4,169195,619,Asia
Austria,15997,,624,,14304,1069,55,1776,69,344606,38262,Europe
Colombia,12930,,509,,3133,9288,130,254,10,165738,3257,South America
South Africa,12074,,219,,4745,7110,119,204,4,386352,6514,Africa
Philippines,11876,258,790,18,2337,8749,77,108,7,188649,1722,Asia
Dominican Republic,11196,,409,,3221,7566,131,1032,38,42615,3928,North America
Kuwait,11028,,82,,3263,7683,169,2582,19,227000,53154,Asia
S. Korea,10991,29,260,1,9762,969,55,214,5,711484,13877,Asia
Denmark,10713,46,533,,8663,1517,37,1850,92,357986,61805,Europe
Egypt,10431,,556,,2486,7389,41,102,5,105000,1026,Africa
Serbia,10295,,222,,3824,6249,22,1178,25,156603,17923,Europe
Panama,8944,161,256,4,6067,2621,87,2073,59,45873,10632,North America
Czechia,8275,6,290,,5058,2927,42,773,27,334714,31255,Europe
Norway,8175,,229,,32,7914,23,1508,42,208874,38529,Europe
Australia,6989,9,98,,6297,594,18,274,4,938044,36786,Australia/Oceania
Argentina,6879,,329,,2266,4284,170,152,7,90474,2002,South America
Malaysia,6819,40,112,1,5351,1356,16,211,3,271721,8395,Asia
Morocco,6512,,188,,3131,3193,1,176,5,75870,2056,Africa
Algeria,6253,,522,,3058,2673,22,143,12,6500,148,Africa
Finland,6145,91,284,,4300,1561,35,1109,51,133200,24040,Europe
