Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1292475,1394,75251,97,221155,996069,17386,,,,,North America
Europe,1447503,,140603,,540691,766209,17271,,,,,Europe
Asia,558813,11,19619,2,295178,244016,5362,,,,,Asia
South America,211962,150,10845,5,73982,127135,9855,,,,,South America
Oceania,8411,21,115,,7207,1089,31,,,,,Australia/Oceania
Africa,45380,,1802,,15137,28441,132,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3565265,1576,248250,104,1153995,2163020,50041,457,31.8,,,All
USA,1188122,,68598,,178263,941261,16139,3589,207,7196740,21742,North America
Spain,247122,,25264,,148558,73300,2386,5285,540,1932455,41332,Europe
Italy,210717,,28884,,81654,100179,1501,3485,478,2153772,35622,Europe
UK,186599,,28446,,N/A,157809,1559,2749,419,1206405,17771,Europe
France,168693,,24895,,50784,93014,3819,2584,381,1100228,16856,Europe
Germany,165664,,6866,,130600,28198,1979,1977,82,2547052,30400,Europe
Russia,134687,,1280,,16639,116768,2300,923,9,4100000,28095,Europe
Turkey,126045,,3397,,63151,59497,1424,1495,40,1135367,13462,Asia
Brazil,101147,,7025,,42991,51131,8318,476,33,339552,1597,South America
Iran,97424,,6203,,78422,12799,2690,1160,74,496273,5909,Asia
Canada,59474,,3682,,24908,30884,557,1576,98,897444,23778,North America
Belgium,49906,,7844,,12309,29753,674,4306,677,423971,36582,Europe
Peru,45928,,1286,,13550,31092,679,1393,39,375096,11376,South America
India,42505,,1391,,11775,29339,,31,1,1046450,758,Asia
Netherlands,40571,,5056,,N/A,35265,688,2368,295,225899,13184,Europe
Switzerland,29905,,1762,,24500,3643,141,3455,204,280220,32378,Europe
Ecuador,29538,,1564,,3300,24674,149,1674,89,78659,4458,South America
Saudi Arabia,27011,,184,,4134,22693,139,776,5,352555,10127,Asia
Portugal,25282,,1043,,1689,22550,144,2479,102,426836,41860,Europe
Mexico,23471,1383,2154,93,13447,7870,378,182,17,93791,727,North America
Sweden,22317,,2679,,1005,18633,403,2210,265,119500,11833,Europe
Ireland,21506,,1303,,13386,6817,98,4355,264,169377,34302,Europe
Pakistan,20084,,457,,5114,14513,111,91,2,203025,919,Asia
Chile,19663,,260,,10041,9362,408,1029,14,206218,10788,South America
Singapore,18205,,18,,1408,16779,22,3112,3,143919,24600,Asia
Belarus,16705,,99,,3196,13410,92,1768,10,204239,21614,Europe
Israel,16208,,232,,9749,6227,103,1873,27,397046,45872,Asia
Austria,15597,,598,,13228,1771,114,1732,66,274355,30462,Europe
Qatar,15551,,12,,1664,13875,72,5398,4,104435,36249,Asia
Japan,14877,,487,,3981,10409,321,118,4,183251,1449,Asia
UAE,14163,,126,,2763,11274,1,1432,13,1200000,121330,Asia
Poland,13693,,678,,3945,9070,160,362,18,375948,9933,Europe
Romania,13163,,790,,4869,7504,255,684,41,195508,10163,Europe
Ukraine,11913,,288,,1548,10077,158,272,7,129723,2966,Europe
Indonesia,11192,,845,,1876,8471,,41,3,112965,413,Asia
S. Korea,10801,8,252,2,9217,1332,55,211,5,633921,12365,Asia
Denmark,9523,,484,,6987,2052,62,1644,84,233799,40364,Europe
Serbia,9464,,193,,1551,7720,54,1083,22,101911,11664,Europe
Bangladesh,9455,,177,,1063,8215,1,57,1,81434,494,Asia
Philippines,9223,,607,,1214,7402,31,84,6,120736,1102,Asia
Dominican Republic,7954,,333,,1606,6015,144,733,31,30102,2775,North America
Norway,7847,,211,,32,7604,37,1447,39,172586,31835,Europe
Czechia,7781,,248,,3587,3946,62,727,23,257678,24062,Europe
Colombia,7668,,340,,1722,5606,118,151,7,114602,2252,South America
Panama,7090,,197,,641,6252,85,1643,46,33354,7730,North America
Australia,6822,21,95,,5849,878,29,268,4,633107,24828,Australia/Oceania
South Africa,6783,,131,,2549,4103,36,114,2,245747,4144,Africa
Egypt,6465,,429,,1562,4474,,63,4,90000,879,Africa
Malaysia,6298,,105,,4413,1780,27,195,3,195833,6051,Asia
Finland,5254,,230,,3000,2024,49,948,42,102300,18463,Europe
Kuwait,4983,,38,,1776,3169,72,1167,9,196397,45988,Asia
Morocco,4903,,174,,1438,3291,1,133,5,42112,1141,Africa
Argentina,4783,,246,,1354,3183,157,106,5,65813,1456,South America
Algeria,4474,,463,,1936,2075,22,102,11,6500,148,Africa
Moldova,4121,,125,,1382,2614,237,1022,31,20447,5069,Europe
Kazakhstan,3920,,27,,1084,2809,40,209,1,296136,15771,Asia
Luxembourg,3824,,96,,3379,349,22,6109,153,48118,76869,Europe
Bahrain,3383,,8,,1718,1657,1,1988,5,144155,84719,Asia
Hungary,2998,,340,,629,2029,51,310,35,82010,8489,Europe
Thailand,2969,,54,,2739,176,61,43,0.8,178083,2551,Asia
Afghanistan,2704,,85,,345,2274,7,69,2,11068,284,Asia
Greece,2626,,144,,1374,1108,37,252,14,79332,7611,Europe
Oman,2568,,12,,750,1806,17,503,2,40459,7923,Asia
Nigeria,2558,,87,,400,2071,4,12,0.4,17566,85,Africa
Armenia,2386,,35,,1035,1316,10,805,12,24177,8159,Asia
Iraq,2296,,97,,1490,709,,57,2,103262,2567,Asia
Ghana,2169,,18,,229,1922,4,70,0.6,117049,3767,Africa
Uzbekistan,2149,,10,,1319,820,8,64,0.3,242536,7247,Asia
Croatia,2096,,79,,1489,528,15,511,19,38084,9277,Europe
Cameroon,2077,,64,,953,1060,12,78,2,,,Africa
Azerbaijan,1932,,25,,1441,466,17,191,2,157932,15576,Asia
Bosnia and Herzegovina,1857,,77,,825,955,4,566,23,33928,10341,Europe
Iceland,1799,,10,,1717,72,,5272,29,50406,147713,Europe
Estonia,1700,,55,,259,1386,7,1282,41,55206,41617,Europe
Cuba,1649,,67,,827,755,13,146,6,53545,4727,North America
Bulgaria,1618,,73,,308,1237,39,233,11,47636,6856,Europe
Bolivia,1594,124,76,5,166,1352,3,137,7,7651,655,South America
Guinea,1586,,7,,405,1174,,121,0.5,,,Africa
North Macedonia,1511,,84,,945,482,21,725,40,17246,8278,Europe
New Zealand,1487,,20,,1276,191,,308,4,152696,31665,Australia/Oceania
Slovenia,1439,,96,,241,1102,21,692,46,55520,26706,Europe
Lithuania,1410,,46,,635,729,17,518,17,141678,52044,Europe
Slovakia,1408,,24,,619,765,7,258,4,96220,17624,Europe
Ivory Coast,1398,,17,,653,728,,53,0.6,10778,409,Africa
Senegal,1182,,9,,372,801,4,71,0.5,466,28,Africa
Djibouti,1112,,2,,686,424,,1126,2,13856,14024,Africa
Hong Kong,1040,,4,,879,157,3,139,0.5,154989,20674,Asia
Tunisia,1013,,42,,328,643,25,86,4,24406,2065,Africa
Honduras,1010,,76,,116,818,10,102,8,4669,471,North America
Latvia,879,,16,,348,515,4,466,8,64245,34061,Europe
Cyprus,872,,15,,296,561,15,722,12,62267,51573,Asia
Albania,795,,31,,531,233,7,276,11,8866,3081,Europe
Kyrgyzstan,795,,10,,564,221,12,122,2,51472,7889,Asia
Niger,750,,36,,518,196,,31,1,5309,219,Africa
Andorra,748,,45,,493,210,17,9681,582,1673,21653,Europe
Costa Rica,739,,6,,386,347,6,145,1,13851,2719,North America
Lebanon,737,,25,,200,512,43,108,4,39238,5749,Asia
Somalia,722,,32,,44,646,2,45,2,,,Africa
Sri Lanka,718,,7,,184,527,1,34,0.3,25206,1177,Asia
Diamond Princess,712,,13,,645,54,4,,,,,
Guatemala,688,,17,,72,599,5,38,0.9,7200,402,North America
DRC,674,,33,,75,566,,8,0.4,,,Africa
Burkina Faso,662,,45,,540,77,,32,2,,,Africa
Uruguay,655,,17,,442,196,10,189,5,21939,6316,South America
Mayotte,650,,6,,235,409,4,2383,22,3000,10996,Africa
Sudan,592,,41,,52,499,,14,0.9,,,Africa
Georgia,589,,9,,221,359,6,148,2,15904,3987,Asia
San Marino,582,,41,,86,455,5,17152,1208,2451,72235,Europe
Mali,563,,27,,213,323,,28,1,2172,107,Africa
Channel Islands,544,,41,,406,97,,3129,236,5342,30725,Europe
Maldives,527,,1,,18,508,2,975,2,8327,15405,Asia
El Salvador,490,,11,,154,325,3,76,2,28596,4409,North America
Tanzania,480,,16,,167,297,7,8,0.3,,,Africa
Malta,477,,4,,392,81,1,1080,9,36204,81994,Europe
Jamaica,469,6,9,1,38,422,2,158,3,5633,1902,North America
Kenya,465,,24,,167,274,2,9,0.4,23780,442,Africa
Jordan,461,,9,,367,85,5,45,0.9,84593,8291,Asia
Taiwan,432,,6,,332,94,,18,0.3,64094,2691,Asia
Runion,423,,,,300,123,2,472,,,,Africa
Paraguay,396,26,10,,126,260,7,56,1,10766,1509,South America
Venezuela,357,,10,,148,199,2,13,0.4,482953,16984,South America
Palestine,353,,2,,77,274,,69,0.4,32200,6312,Asia
Gabon,335,,5,,85,245,1,151,2,724,325,Africa
Mauritius,332,,10,,315,7,3,261,8,16028,12603,Africa
Montenegro,322,,8,,249,65,2,513,13,7816,12445,Europe
Isle of Man,321,,22,,271,28,21,3775,259,3339,39267,Europe
Equatorial Guinea,315,,1,,9,305,,225,0.7,854,609,Africa
Vietnam,271,,,,219,52,8,3,,261004,2681,Asia
Rwanda,259,,,,124,135,,20,,34350,2652,Africa
Guinea-Bissau,257,,1,,19,237,,131,0.5,1500,762,Africa
Congo,229,,9,,25,195,,41,2,,,Africa
Faeroe Islands,187,,,,185,2,,3827,,8066,165074,Europe
Martinique,179,,14,,83,82,5,477,37,,,North America
