Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1306827,15746,75954,800,225200,1005673,17286,,,,,North America
Europe,1468695,21192,141709,1106,550488,776498,17346,,,,,Europe
Asia,570310,11508,19903,286,304112,246295,5310,,,,,Asia
South America,216862,5050,10944,104,74589,131329,9924,,,,,South America
Oceania,8414,24,115,,7223,1076,30,,,,,Australia/Oceania
Africa,47108,1728,1827,25,15865,29416,134,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3618937,55248,250467,2321,1178122,2190348,50034,464,32.1,,,All
USA,1200794,12672,69116,518,181526,950152,16039,3628,209,7309839,22084,North America
Spain,248301,1179,25428,164,151633,71240,2254,5311,544,1932455,41332,Europe
Italy,211938,1221,29079,195,82879,99980,1479,3505,481,2191403,36244,Europe
UK,190584,3985,28734,288,N/A,161506,1559,2807,423,1291591,19026,Europe
France,168693,,24895,,50784,93014,3819,2584,381,1100228,16856,Europe
Germany,165745,81,6866,,132700,26179,1949,1978,82,2547052,30400,Europe
Russia,145268,10581,1356,76,18095,125817,2300,995,9,4300000,29465,Europe
Turkey,127659,1614,3461,64,68166,56032,1384,1514,41,1171138,13886,Asia
Brazil,102719,1572,7106,81,42991,52622,8318,483,33,339552,1597,South America
Iran,98647,1223,6277,74,79379,12991,2676,1174,75,508288,6052,Asia
Canada,60616,1142,3842,160,25422,31352,557,1606,102,897444,23778,North America
Belgium,50267,361,7924,80,12378,29965,655,4337,684,440700,38025,Europe
Peru,45928,,1286,,13550,31092,679,1393,39,375096,11376,South America
India,44870,2365,1452,61,12492,30926,,33,1,1107233,802,Asia
Netherlands,40770,199,5082,26,N/A,35438,683,2379,297,235909,13768,Europe
Ecuador,31881,2343,1569,5,3433,26879,159,1807,89,80171,4544,South America
Switzerland,29981,76,1784,22,24500,3697,141,3464,206,282750,32670,Europe
Saudi Arabia,28656,1645,191,7,4476,23989,143,823,5,364561,10472,Asia
Portugal,25524,242,1063,20,1712,22749,143,2503,104,450000,44132,Europe
Mexico,23471,1383,2154,93,13447,7870,378,182,17,93791,727,North America
Sweden,22721,404,2769,90,1005,18947,455,2250,274,119500,11833,Europe
Ireland,21772,266,1319,16,13386,7067,364,4409,267,169377,34302,Europe
Pakistan,20941,857,476,19,5635,14830,111,95,2,212511,962,Asia
Chile,20643,980,270,10,10415,9958,464,1080,14,214131,11202,South America
Singapore,18778,573,18,,1457,17303,22,3210,3,143919,24600,Asia
Belarus,17489,784,103,4,3259,14127,92,1851,11,211369,22369,Europe
Israel,16237,29,234,2,9858,6145,93,1876,27,404285,46708,Asia
Qatar,16191,640,12,,1810,14369,72,5620,4,106795,37068,Asia
Austria,15621,24,600,2,13316,1705,111,1734,67,279071,30986,Europe
Japan,14877,,487,,3981,10409,321,118,4,183251,1449,Asia
UAE,14163,,126,,2763,11274,1,1432,13,1200000,121330,Asia
Poland,14006,313,698,20,4095,9213,160,370,18,383804,10141,Europe
Romania,13512,349,818,28,5269,7425,243,702,43,199068,10348,Europe
Ukraine,12331,418,303,15,1619,10409,160,282,7,134592,3078,Europe
Indonesia,11587,395,864,19,1954,8769,,42,3,116861,427,Asia
S. Korea,10801,8,252,2,9217,1332,55,211,5,633921,12365,Asia
Bangladesh,10143,688,182,5,1209,8752,1,62,1,87694,532,Asia
Denmark,9670,147,493,9,7088,2089,57,1669,85,244791,42262,Europe
Serbia,9557,93,197,4,1574,7786,53,1094,23,106461,12185,Europe
Philippines,9485,262,623,16,1315,7547,31,87,6,126164,1151,Asia
Dominican Republic,8235,281,346,13,1771,6118,144,759,32,33377,3077,North America
Norway,7884,37,214,3,32,7638,27,1454,39,182285,33624,Europe
Czechia,7799,18,251,3,3786,3762,58,728,23,261548,24423,Europe
Colombia,7668,,340,,1722,5606,122,151,7,118801,2335,South America
