Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1378150,2249,82650,223,264609,1030891,17016,,,,,North America
Europe,1538159,13255,146842,211,600179,791138,15721,,,,,Europe
Asia,606497,3432,20893,87,328521,257083,5219,,,,,Asia
South America,251695,84,12830,5,88354,150511,9958,,,,,South America
Africa,52892,179,2018,3,18318,32556,129,,,,,Africa
Oceania,8487,20,118,,7467,902,30,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,3836601,19219,265366,529,1308093,2263142,48077,492,34.0,,,All
USA,1263224,132,74809,10,213109,975306,15827,3816,226,8005589,24186,North America
Spain,253682,,25857,,159359,68466,2075,5426,553,1932455,41332,Europe
Italy,214457,,29684,,93245,91528,1333,3547,491,2310929,38221,Europe
UK,201101,,30076,,N/A,170681,1559,2962,443,1448010,21330,Europe
Russia,177160,11231,1625,88,23803,151732,2300,1214,11,4803192,32913,Europe
France,174191,,25809,,53972,94410,3147,2669,395,1100228,16856,Europe
Germany,168162,,7275,,139900,20987,1884,2007,87,2755770,32891,Europe
Turkey,131744,,3584,,78202,49958,1278,1562,42,1234724,14640,Asia
Brazil,126611,,8588,,51370,66653,8318,596,40,339552,1597,South America
Iran,101650,,6418,,81587,13645,2735,1210,76,531275,6325,Asia
Canada,63496,,4232,,28171,31093,502,1682,112,973558,25795,North America
Peru,54817,,1533,,17527,35757,717,1663,46,429458,13025,South America
India,53045,58,1787,2,15331,35927,,38,1,1357413,984,Asia
Belgium,51420,639,8415,76,12980,30025,538,4437,726,493325,42566,Europe
Netherlands,41319,,5204,,N/A,35865,628,2411,304,243277,14198,Europe
Saudi Arabia,31938,,209,,6783,24946,137,917,6,389659,11193,Asia
Switzerland,30060,,1805,,25700,2555,121,3473,209,290365,33550,Europe
Ecuador,29420,,1618,,3433,24369,156,1668,92,81392,4613,South America
Mexico,27634,1609,2704,197,17781,7149,378,214,21,105664,820,North America
Portugal,26182,,1089,,2076,23017,136,2568,107,470234,46116,Europe
Pakistan,24073,859,564,20,6464,17045,111,109,3,244778,1108,Asia
Sweden,23918,,2941,,4074,16903,425,2368,291,148500,14704,Europe
Chile,23048,,281,,11189,11578,470,1206,15,232108,12142,South America
Ireland,22248,,1375,,17110,3763,93,4506,278,214761,43493,Europe
Singapore,20939,741,20,,1634,19285,23,3579,3,175604,30016,Asia
Belarus,19255,,112,,4388,14755,92,2038,12,220045,23287,Europe
Qatar,17972,,12,,2070,15890,72,6238,4,112963,39209,Asia
Israel,16346,36,239,,10737,5370,83,1889,28,432453,49963,Asia
Austria,15752,68,609,1,13698,1445,92,1749,68,292254,32450,Europe
UAE,15738,,157,,3359,12222,1,1591,16,1200000,121330,Asia
Japan,15253,,556,,4496,10201,308,121,4,186343,1473,Asia
Poland,14898,158,737,4,4862,9299,160,394,19,410468,10846,Europe
Romania,14499,392,876,12,6144,7479,234,754,46,226613,11780,Europe
Ukraine,13691,507,340,13,2396,10955,178,313,8,151569,3466,Europe
Indonesia,12776,338,930,35,2381,9465,,47,3,128383,469,Asia
Bangladesh,12425,706,186,,1910,10329,1,75,1,105513,641,Asia
S. Korea,10810,4,256,1,9419,1135,55,211,5,649388,12666,Asia
Philippines,10343,339,685,27,1618,8040,31,94,6,140134,1279,Asia
Denmark,10083,145,506,,7493,2084,46,1741,87,284480,49114,Europe
Serbia,9791,,203,,1971,7617,48,1121,23,117474,13445,Europe
Colombia,8959,,397,,2148,6414,123,176,8,131110,2577,South America
Dominican Republic,8807,,362,,1960,6485,144,812,33,33377,3077,North America
Norway,7996,,216,,32,7748,27,1475,40,189657,34984,Europe
Czechia,7979,5,263,1,4214,3502,52,745,25,286821,26783,Europe
South Africa,7808,,153,,3153,4502,36,132,3,279379,4711,Africa
Panama,7731,208,218,8,859,6654,88,1792,51,38014,8810,North America
Egypt,7588,,469,,1815,5304,,74,5,90000,879,Africa
Australia,6894,19,97,,6040,757,27,270,4,703895,27604,Australia/Oceania
Malaysia,6467,39,107,,4776,1584,19,200,3,222150,6864,Asia
Kuwait,6289,,42,,2219,4028,88,1473,10,196397,45988,Asia
Finland,5573,,252,,3500,1821,44,1006,45,108200,19528,Europe
Morocco,5408,,183,,2017,3208,1,147,5,52958,1435,Africa
Argentina,5208,,273,,1524,3411,148,115,6,72315,1600,South America
Algeria,4997,,476,,2197,2324,22,114,11,6500,148,Africa
Kazakhstan,4502,80,30,,1408,3064,31,240,2,353843,18845,Asia
Moldova,4476,,145,2,1747,2584,237,1110,36,20447,5069,Europe
Bahrain,3934,,8,,1860,2066,4,2312,5,160341,94231,Asia
Luxembourg,3851,,98,,3452,301,20,6152,157,50533,80726,Europe
Afghanistan,3392,,104,,458,2830,7,87,3,13777,354,Asia
Hungary,3150,39,383,10,801,1966,50,326,40,94036,9734,Europe
Nigeria,3145,,103,,534,2508,4,15,0.5,21208,103,Africa
Ghana,3091,,18,,303,2770,4,99,0.6,129461,4166,Africa
Thailand,2992,3,55,,2772,165,61,43,0.8,227860,3264,Asia
Oman,2958,55,13,,980,1965,17,579,3,50000,9791,Asia
Armenia,2884,102,42,2,1185,1657,10,973,14,28017,9455,Asia
Greece,2663,,147,,1374,1142,36,255,14,87052,8352,Europe
Iraq,2480,,102,,1602,776,,62,3,117726,2927,Asia
Cameroon,2267,2,108,,1002,1157,12,85,4,,,Africa
Uzbekistan,2266,33,10,,1592,664,8,68,0.3,325000,9710,Asia
Azerbaijan,2127,,28,,1536,563,18,210,3,169790,16746,Asia
Croatia,2119,,85,,1601,433,14,516,21,41053,10000,Europe
Bosnia and Herzegovina,1987,,86,,928,973,4,606,26,36492,11123,Europe
Bolivia,1886,84,91,5,198,1597,3,162,8,7651,655,South America
Guinea,1856,,11,,597,1248,,141,0.8,,,Africa
Bulgaria,1811,33,84,,384,1343,38,261,12,52931,7618,Europe
Iceland,1799,,10,,1750,39,,5272,29,51663,151397,Europe
Estonia,1720,7,56,1,273,1391,4,1297,42,60530,45630,Europe
Cuba,1703,,69,,1001,633,14,150,6,59648,5266,North America
North Macedonia,1539,,88,,1057,394,21,739,42,17836,8561,Europe
Ivory Coast,1516,,18,,721,777,,57,0.7,11448,434,Africa
New Zealand,1489,1,21,,1332,136,2,309,4,168023,34843,Australia/Oceania
Honduras,1461,191,99,6,132,1230,10,148,10,5653,571,North America
Slovenia,1449,1,99,,247,1103,13,697,48,59978,28850,Europe
Slovakia,1445,16,26,1,806,613,4,265,5,109767,20105,Europe
Lithuania,1433,5,49,1,739,645,17,526,18,164088,60276,Europe
Senegal,1433,,12,,493,928,6,86,0.7,18969,1133,Africa
Djibouti,1124,,3,,755,366,,1138,3,14538,14715,Africa
Hong Kong,1045,4,4,,944,97,1,139,0.5,154989,20674,Asia
Tunisia,1025,,43,,591,391,18,87,4,25555,2162,Africa
Latvia,909,9,18,1,464,427,3,482,10,71069,37678,Europe
Kyrgyzstan,895,24,12,,637,246,13,137,2,59490,9118,Asia
Cyprus,883,,15,,296,572,15,731,12,69037,57180,Asia
Somalia,873,,39,,87,747,2,55,2,,,Africa
DRC,863,66,36,1,103,724,,10,0.4,,,Africa
Sudan,852,,49,,80,723,,19,1,,,Africa
Albania,832,,31,,595,206,7,289,11,9531,3312,Europe
Guatemala,798,35,21,2,86,691,5,45,1,7200,402,North America
Sri Lanka,797,,9,,232,556,1,37,0.4,30525,1426,Asia
Niger,770,,38,,561,171,,32,2,5409,223,Africa
Costa Rica,761,,6,,428,327,5,149,1,14448,2836,North America
Andorra,751,,46,,521,184,15,9720,595,1673,21653,Europe
Lebanon,750,,25,,213,512,43,110,4,44701,6549,Asia
Mayotte,739,,9,,352,378,6,2709,33,3400,12463,Africa
Burkina Faso,729,,48,,555,126,,35,2,,,Africa
Diamond Princess,712,,13,,645,54,4,,,,,
El Salvador,695,62,15,,245,435,4,107,2,35411,5459,North America
Uruguay,673,,17,,486,170,10,194,5,24656,7098,South America
Mali,631,,32,,261,338,,31,2,2172,107,Africa
Maldives,617,,2,,20,595,2,1141,4,9863,18246,Asia
Georgia,615,5,9,,275,331,6,154,2,24036,6025,Asia
San Marino,608,,41,,97,470,4,17919,1208,2660,78394,Europe
Kenya,582,,26,,190,366,1,11,0.5,25861,481,Africa
Channel Islands,545,,40,,429,76,,3135,230,5342,30725,Europe
Malta,484,,5,,407,72,,1096,11,38337,86825,Europe
Tanzania,480,,16,,167,297,7,8,0.3,,,Africa
Jamaica,478,5,9,,57,412,,161,3,6095,2058,North America
Guinea-Bissau,475,,2,,24,449,,241,1,1500,762,Africa
Jordan,473,,9,,377,87,5,46,0.9,97110,9518,Asia
Paraguay,440,,10,,142,288,9,62,1,11913,1670,South America
Taiwan,440,1,6,,347,87,,18,0.3,66046,2773,Asia
Gabon,439,42,8,2,99,332,1,197,4,724,325,Africa
Equatorial Guinea,439,,4,,13,422,,313,3,854,609,Africa
Runion,425,,,,300,125,2,475,,17200,19211,Africa
Venezuela,379,,10,,176,193,1,13,0.4,490851,17262,South America
Tajikistan,379,,8,,,371,,40,0.8,,,Asia
Palestine,374,,2,,174,198,,73,0.4,34511,6765,Asia
Mauritius,332,,10,,320,2,3,261,8,55494,43635,Africa
Isle of Man,327,,23,,271,33,19,3846,270,3459,40678,Europe
Montenegro,324,,8,,265,51,2,516,13,7816,12445,Europe
Vietnam,271,,,,232,39,8,3,,261004,2681,Asia
Rwanda,268,,,,130,138,,21,,37315,2881,Africa
Congo,264,,10,,30,224,,48,2,,,Africa
Sierra Leone,225,,14,,54,157,,28,2,,,Africa
Cabo Verde,191,,2,,38,151,,344,4,791,1423,Africa
Ethiopia,187,25,4,,93,90,1,2,0.03,28360,247,Africa
Faeroe Islands,187,,,,185,2,,3827,,8241,168655,Europe
Martinique,182,,14,,83,85,5,485,37,,,North America
Liberia,178,,20,,75,83,,35,4,,,Africa
Sao Tome and Principe,174,,3,,4,167,,794,14,175,799,Africa
Chad,170,,17,,43,110,,10,1,,,Africa
Myanmar,162,1,6,,50,106,,3,0.1,10042,185,Asia
Madagascar,158,,,,101,57,1,6,,3907,141,Africa
Guadeloupe,152,,13,,104,35,4,380,32,,,North America
Zambia,146,,4,,101,41,1,8,0.2,10270,559,Africa
Gibraltar,144,,,,136,8,,4274,,3252,96524,Europe
Brunei,141,2,1,,131,9,2,322,2,14938,34146,Asia
Benin,140,44,2,,53,85,,12,0.2,,,Africa
French Guiana,138,,1,,112,25,,462,3,,,South America
Togo,128,,9,,77,42,,15,1,8835,1067,Africa
Eswatini,123,,2,,12,109,,106,2,714,615,Africa
Cambodia,122,,,,120,2,1,7,,12929,773,Asia
Bermuda,118,,7,,59,52,4,1895,112,3569,57308,North America
Trinidad and Tobago,116,,8,,103,5,,83,6,2154,1539,North America
Haiti,108,7,12,,15,81,,9,1,1091,96,North America
Aruba,101,,2,,89,10,4,946,19,1798,16841,North America
Uganda,100,,,,55,45,,2,,47620,1041,Africa
Nepal,99,,,,22,77,,3,,67066,2302,Asia
Monaco,95,,4,,82,9,1,2421,102,,,Europe
CAR,94,,,,10,84,,19,,3498,724,Africa
Guyana,93,,10,,27,56,3,118,13,714,908,South America
Bahamas,92,,11,,26,55,1,234,28,1500,3814,North America
Barbados,82,,7,,47,28,4,285,24,2629,9148,North America
Liechtenstein,82,,1,,55,26,,2151,26,900,23605,Europe
Mozambique,81,,,,21,60,,3,,3041,97,Africa
Cayman Islands,78,,1,,30,47,3,1187,15,3050,46408,North America
Sint Maarten,76,,14,,44,18,7,1773,327,329,7673,North America
Libya,64,,3,,24,37,,9,0.4,2338,340,Africa
French Polynesia,60,,,,55,5,1,214,,2756,9811,Australia/Oceania
South Sudan,58,,,,,58,,5,,1247,111,Africa
Syria,45,,3,,27,15,,3,0.2,,,Asia
Macao,45,,,,39,6,1,69,,,,Asia
Malawi,43,,3,,9,31,1,2,0.2,961,50,Africa
Mongolia,41,,,,13,28,,13,,9093,2774,Asia
Eritrea,39,,,,30,9,,11,,,,Africa
Saint Martin,38,,3,,29,6,1,983,78,,,North America
