#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,1985190,4003,120652,478,624697,2396,1239841,19456,,,,,,North America,,,
,South America,758107,619,36746,13,320826,49,400535,11077,,,,,,South America,,,
,Europe,1979387,9488,171874,306,958638,10142,848875,9355,,,,,,Europe,,,
,Asia,1061428,10162,29328,208,625321,3577,406779,13698,,,,,,Asia,,,
,Africa,131763,176,3814,,55153,27,72796,352,,,,,,Africa,,,
,Oceania,8774,15,125,,8162,7,487,5,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,5925370,24463,362554,1005,2593448,16198,2969368,53947,760,46.5,,,,All,,,
1,USA,1768564,103,103343,13,498762,37,1166459,17202,5346,312,16333027,49370,330827597,North America,187,3201,20
2,Brazil,438812,,26764,,193181,,218867,8318,2066,126,871839,4104,212422152,South America,484,7937,244
3,Russia,387623,8572,4374,232,159257,8264,223992,2300,2656,30,10000061,68527,145928996,Europe,376,33363,15
4,Spain,284986,,27119,,196958,,60909,854,6096,580,3556567,76071,46753197,Europe,164,1724,13
5,UK,269127,,37837,,N/A,N/A,N/A,1559,3966,558,3918079,57743,67853964,Europe,252,1793,17
6,Italy,231732,,33142,,150604,,47986,489,3832,548,3683144,60909,60469504,Europe,261,1825,16
7,France,186238,,28662,,67191,,90385,1429,2854,439,1384633,21217,65260761,Europe,350,2277,47
8,Germany,182452,,8570,,164100,900,9782,744,2178,102,3952971,47194,83760156,Europe,459,9774,21
9,India,167250,1864,4797,86,71369,449,91084,8944,121,3,3483838,2527,1378752175,Asia,8244,287420,396
10,Turkey,160979,,4461,,124369,,32149,683,1911,53,1928209,22885,84254857,Asia,523,18887,44
11,Iran,143849,,7627,,112988,,23234,2543,1715,91,876492,10448,83892015,Asia,583,10999,96
12,Peru,141779,,4099,,59442,,78238,926,4306,124,928797,28207,32928451,South America,232,8033,35
13,Canada,88512,,6877,,46840,,34795,1613,2347,182,1585235,42036,37711800,North America,426,5484,24
14,Chile,86943,,890,,36150,,49903,1289,4552,47,530173,27756,19101165,South America,220,21462,36
15,Mexico,81400,3377,9044,447,56638,2255,15718,378,632,70,244858,1901,128807241,North America,1582,14242,526
16,Saudi Arabia,80185,,441,,54553,,25191,384,2307,13,770696,22171,34762153,Asia,434,78826,45
17,Pakistan,64028,2801,1317,57,22305,2074,40406,111,290,6,520017,2359,220474171,Asia,3443,167406,424
18,Belgium,58061,212,9430,42,15682,110,32949,187,5012,814,836879,72237,11585114,Europe,200,1229,14
