Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1294500,3419,75299,145,221598,997603,17392,,,,,North America
Europe,1462973,15470,141145,542,549026,772802,17141,,,,,Europe
Asia,565742,6940,19763,146,298085,247894,5345,,,,,Asia
South America,212641,829,10871,31,73992,127778,9858,,,,,South America
Oceania,8414,24,115,,7223,1076,30,,,,,Australia/Oceania
Africa,45599,219,1806,4,15302,28491,132,,,,,Africa
,721,,15,,645,61,4,,,,,
World,3590590,26901,249014,868,1165871,2175705,49902,461,31.9,,,All
USA,1189914,1792,68636,38,178671,942607,16139,3595,207,7201315,21756,North America
Spain,248301,1179,25428,164,151633,71240,2254,5311,544,1932455,41332,Europe
Italy,210717,,28884,,81654,100179,1501,3485,478,2153772,35622,Europe
UK,186599,,28446,,N/A,157809,1559,2749,419,1206405,17771,Europe
France,168693,,24895,,50784,93014,3819,2584,381,1100228,16856,Europe
Germany,165745,81,6866,,132700,26179,1979,1978,82,2547052,30400,Europe
Russia,145268,10581,1356,76,18095,125817,2300,995,9,4300000,29465,Europe
Turkey,126045,,3397,,63151,59497,1424,1495,40,1135367,13462,Asia
Brazil,101826,679,7051,26,42991,51784,8318,479,33,339552,1597,South America
Iran,98647,1223,6277,74,79379,12991,2676,1174,75,508288,6052,Asia
Canada,59474,,3682,,24908,30884,557,1576,98,897444,23778,North America
Belgium,50267,361,7924,80,12378,29965,655,4337,684,440700,38025,Europe
Peru,45928,,1286,,13550,31092,679,1393,39,375096,11376,South America
India,42836,331,1395,4,11782,29659,,31,1,1107233,802,Asia
Netherlands,40770,199,5082,26,N/A,35438,688,2379,297,235909,13768,Europe
Switzerland,29981,76,1762,,24500,3719,141,3464,204,282750,32670,Europe
Ecuador,29538,,1564,,3300,24674,149,1674,89,78659,4458,South America
Saudi Arabia,28656,1645,191,7,4476,23989,139,823,5,364561,10472,Asia
Portugal,25524,242,1063,20,1712,22749,143,2503,104,450000,44132,Europe
Mexico,23471,1383,2154,93,13447,7870,378,182,17,93791,727,North America
Sweden,22721,404,2769,90,1005,18947,455,2250,274,119500,11833,Europe
Ireland,21506,,1303,,13386,6817,98,4355,264,169377,34302,Europe
Pakistan,20186,102,462,5,5590,14134,111,91,2,212511,962,Asia
Chile,19663,,260,,10041,9362,408,1029,14,206218,10788,South America
Singapore,18778,573,18,,1408,17352,22,3210,3,143919,24600,Asia
Belarus,17489,784,103,4,3259,14127,92,1851,11,211369,22369,Europe
Israel,16237,29,234,2,9858,6145,93,1876,27,404285,46708,Asia
