Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Continent
North America,1377949,2048,82640,213,263479,1031830,17016,,,,,North America
Europe,1524904,,146631,,596267,782006,15843,,,,,Europe
Asia,603071,6,20807,1,327240,255024,5229,,,,,Asia
South America,254072,,12825,,88342,152905,9960,,,,,South America
Africa,52713,,2015,,18286,32412,128,,,,,Africa
Oceania,8487,20,118,,7466,903,31,,,,,Australia/Oceania
,721,,15,,645,61,4,,,,,
World,3821917,2074,265051,214,1301725,2255141,48211,490,34.0,,,All
USA,1263092,,74799,,212981,975312,15827,3816,226,8005435,24185,North America
Spain,253682,,25857,,159359,68466,2075,5426,553,1932455,41332,Europe
Italy,214457,,29684,,93245,91528,1333,3547,491,2310929,38221,Europe
UK,201101,,30076,,N/A,170681,1559,2962,443,1448010,21330,Europe
France,174191,,25809,,53972,94410,3147,2669,395,1100228,16856,Europe
Germany,168162,,7275,,139900,20987,1884,2007,87,2755770,32891,Europe
Russia,165929,,1537,,21327,143065,2300,1137,11,4633731,31752,Europe
Turkey,131744,,3584,,78202,49958,1278,1562,42,1234724,14640,Asia
Brazil,126611,,8588,,51370,66653,8318,596,40,339552,1597,South America
Iran,101650,,6418,,81587,13645,2735,1210,76,531275,6325,Asia
Canada,63496,,4232,,28171,31093,502,1682,112,973558,25795,North America
Peru,54817,,1533,,17527,35757,717,1663,46,429458,13025,South America
India,52987,,1785,,15331,35871,,38,1,1276781,925,Asia
Belgium,50781,,8339,,12731,29711,646,4382,720,474176,40914,Europe
Netherlands,41319,,5204,,N/A,35865,628,2411,304,243277,14198,Europe
Saudi Arabia,31938,,209,,6783,24946,137,917,6,389659,11193,Asia
Ecuador,31881,,1618,,3433,26830,156,1807,92,81392,4613,South America
Switzerland,30060,,1805,,25700,2555,121,3473,209,290365,33550,Europe
Mexico,27634,1609,2704,197,16810,8120,378,214,21,105664,820,North America
Portugal,26182,,1089,,2076,23017,136,2568,107,470234,46116,Europe
Sweden,23918,,2941,,4074,16903,425,2368,291,148500,14704,Europe
Pakistan,23214,,544,,6281,16389,111,105,2,232582,1053,Asia
Chile,23048,,281,,11189,11578,470,1206,15,232108,12142,South America
Ireland,22248,,1375,,17110,3763,93,4506,278,214761,43493,Europe
Singapore,20198,,20,,1634,18544,23,3452,3,175604,30016,Asia
Belarus,19255,,112,,4388,14755,92,2038,12,220045,23287,Europe
Qatar,17972,,12,,2070,15890,72,6238,4,112963,39209,Asia
Israel,16310,,239,,10637,5434,89,1884,28,423125,48885,Asia
UAE,15738,,157,,3359,12222,1,1591,16,1200000,121330,Asia
Austria,15684,,608,,13639,1437,97,1741,68,292254,32450,Europe
Japan,15253,,556,,4496,10201,308,121,4,186343,1473,Asia
Poland,14740,,733,,4655,9352,160,389,19,410468,10846,Europe
Romania,14107,,864,,5788,7455,244,733,45,217139,11287,Europe
Ukraine,13184,,327,,2097,10760,169,301,7,144283,3299,Europe
Indonesia,12438,,895,,2317,9226,,45,3,121547,444,Asia
Bangladesh,11719,,186,,1403,10130,1,71,1,99646,605,Asia
S. Korea,10810,4,256,1,9419,1135,55,211,5,649388,12666,Asia
Philippines,10004,,658,,1506,7840,31,91,6,140134,1279,Asia
Denmark,9938,,506,,7493,1939,46,1716,87,270680,46732,Europe
Serbia,9791,,203,,1971,7617,48,1121,23,117474,13445,Europe
Colombia,8959,,397,,2148,6414,123,176,8,131110,2577,South America
Dominican Republic,8807,,362,,1960,6485,144,812,33,33377,3077,North America
Norway,7996,,216,,32,7748,27,1475,40,189657,34984,Europe
Czechia,7974,,262,,4205,3507,59,745,24,278519,26008,Europe
South Africa,7808,,153,,3153,4502,36,132,3,279379,4711,Africa
Panama,7731,208,218,8,859,6654,88,1792,51,38014,8810,North America
Egypt,7588,,469,,1815,5304,,74,5,90000,879,Africa
Australia,6894,19,97,,6040,757,27,270,4,703895,27604,Australia/Oceania
Malaysia,6428,,107,,4702,1619,22,199,3,222150,6864,Asia
Kuwait,6289,,42,,2219,4028,88,1473,10,196397,45988,Asia
Finland,5573,,252,,3500,1821,44,1006,45,108200,19528,Europe
Morocco,5408,,183,,2017,3208,1,147,5,52958,1435,Africa
Argentina,5208,,273,,1524,3411,148,115,6,72315,1600,South America
Algeria,4997,,476,,2197,2324,22,114,11,6500,148,Africa
Moldova,4476,,143,,1658,2675,237,1110,35,20447,5069,Europe
Kazakhstan,4422,,30,,1408,2984,31,236,2,336480,17920,Asia
Bahrain,3934,,8,,1860,2066,4,2312,5,160341,94231,Asia
