#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9104185,23508,315833,590,5913797,21569,2874555,17403,,,,,,North America,,,
,Asia,11036030,58555,200770,916,9312166,64849,1523094,20769,,,,,,Asia,,,
,South America,8259073,2058,260544,88,7097577,1640,900952,17350,,,,,,South America,,,
,Europe,5299113,37279,224977,351,2617534,17509,2456602,9119,,,,,,Europe,,,
,Africa,1517809,2965,36466,67,1254730,1374,226613,1604,,,,,,Africa,,,
,Oceania,31554,20,936,1,28791,21,1827,18,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,35248485,124385,1039541,2013,26225246,106962,7983698,66267,4522,133.4,,,,All,,,
1,USA,7617110,15333,214424,147,4832989,14480,2569697,14185,22977,647,111016917,334887,331505144,North America,44,1546,3
2,India,6573678,26265,101997,185,5527934,21202,943747,8944,4752,74,78992534,57096,1383493334,Asia,210,13564,18
3,Brazil,4906833,,146011,,4248574,,512248,8318,23042,686,17900000,84057,212949768,South America,43,1458,12
4,Russia,1215001,10499,21358,107,979143,3284,214500,2300,8325,146,47683832,326712,145950806,Europe,120,6834,3
5,Colombia,848147,,26556,,757801,,63790,2220,16623,520,3861628,75685,51022157,South America,60,1921,13
6,Peru,824985,,32665,,700868,,91452,1311,24932,987,3939873,119069,33089123,South America,40,1013,8
7,Spain,810807,,32086,,N/A,N/A,N/A,1566,17340,686,12723989,272116,46759508,Europe,58,1457,4
8,Argentina,790818,,20795,,626114,,143909,3820,17456,459,2051037,45274,45302542,South America,57,2179,22
9,Mexico,757953,4863,78880,388,545530,4012,133543,2324,5863,610,1997375,15450,129280692,North America,171,1639,65
10,South Africa,679716,,16938,,612763,,50015,539,11424,285,4251513,71454,59500056,Africa,88,3513,14
11,France,606625,,32198,,97778,,476649,1276,9288,493,11174392,171095,65311128,Europe,108,2028,6
12,UK,480017,,42317,,N/A,N/A,N/A,368,7061,623,25048460,368477,67978425,Europe,142,1606,3
13,Iran,471772,3653,26957,211,389966,2291,54849,4154,5598,320,4123173,48929,84267984,Asia,179,3126,20
14,Chile,470179,1708,12979,60,442070,1189,15130,856,24542,677,3466553,180941,19158488,South America,41,1476,6
15,Iraq,379141,3210,9399,52,307482,3817,62260,523,9373,232,2349433,58083,40449405,Asia,107,4304,17
16,Bangladesh,368690,1125,5348,23,281656,1587,81686,,2233,32,1989664,12050,165111213,Asia,448,30873,83
17,Saudi Arabia,336387,390,4875,25,321485,511,10027,955,9624,139,6678019,191063,34951895,Asia,104,7170,5
18,Italy,325329,2578,35986,18,231914,697,57429,303,5383,595,11784105,194977,60438534,Europe,186,1680,5
19,Turkey,324443,1429,8441,57,285050,1182,30952,1475,3836,100,10806285,127776,84572067,Asia,261,10019,8
20,Philippines,322497,3190,5776,100,273079,18065,43642,1758,2933,53,3873843,35232,109953871,Asia,341,19036,28
21,Pakistan,314616,632,6513,6,298968,375,9135,513,1417,29,3644762,16420,221976672,Asia,706,34082,61
22,Indonesia,303498,3992,11151,96,228453,3401,63894,,1107,41,3488141,12718,274266435,Asia,904,24596,79
23,Germany,300850,822,9599,2,261900,1100,29351,373,3588,114,16999253,202725,83853604,Europe,279,8736,5
24,Israel,265932,1489,1707,25,194976,3725,69249,890,28913,186,3703125,402619,9197590,Asia,35,5388,2
25,Ukraine,226462,4140,4397,44,100107,1370,121958,177,5186,101,2362857,54114,43664440,Europe,193,9931,18
