Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop
Cameroon,13,,,,,13,,0.5
Maldives,13,,,,,13,,24
Nigeria,12,4,,,1,11,,0.06
Guam,12,4,,,,12,,71
Honduras,12,3,,,,12,,1
Cuba,11,1,1,,,10,,1.0
Ghana,11,4,,,,11,,0.4
Paraguay,11,,,,,11,1,2
Rwanda,11,,,,,11,,0.8
Monaco,10,1,,,,10,,255
Montenegro,10,2,,,,10,,16
Guatemala,9,1,1,,,8,,0.5
Ivory Coast,9,,,,1,8,,0.3
Trinidad and Tobago,9,2,,,,9,,6
Gibraltar,8,,,,2,6,,237
Channel Islands,7,,,,,7,,40
Ethiopia,7,1,,,,7,,0.06
Kenya,7,,,,,7,,0.1
French Polynesia,6,1,,,,6,,21
Mongolia,6,,,,,6,,2
Puerto Rico,6,,,,,6,,2
Seychelles,6,,,,,6,,61
Tanzania,6,3,,,,6,,0.1
Guyana,5,1,1,,,4,,6
Aruba,5,1,,,1,4,,47
Equatorial Guinea,4,,,,,4,,3
Curaao,3,,1,1,,2,,18
Bahamas,3,2,,,,3,,8
Gabon,3,,,,,3,,1
Kyrgyzstan,3,,,,,3,,0.5
Mauritius,3,,,,,3,,2
Mayotte,3,,,,,3,,11
St. Barth,3,,,,,3,,304
Saint Martin,3,,,,,3,,78
U.S. Virgin Islands,3,1,,,,3,,29
Sudan,2,,1,,,1,,0.05
Barbados,2,,,,,2,,7
Benin,2,,,,,2,,0.2
Bermuda,2,,,,,2,,32
Greenland,2,,,,,2,,35
Liberia,2,,,,,2,,0.4
Mauritania,2,,,,,2,,0.4
Namibia,2,,,,,2,,0.8
New Caledonia,2,,,,,2,,7
Saint Lucia,2,,,,,2,,11
Zambia,2,,,,,2,,0.1
Cayman Islands,1,,1,,,0,,15
Nepal,1,,,,1,0,,0.03
Antigua and Barbuda,1,,,,,1,,10
Bhutan,1,,,,,1,,1
CAR,1,,,,,1,,0.2
Chad,1,1,,,,1,,0.06
Congo,1,,,,,1,,0.2
Djibouti,1,,,,,1,,1
El Salvador,1,1,,,,1,,0.2
Fiji,1,1,,,,1,,1
Gambia,1,,,,,1,,0.4
Guinea,1,,,,,1,,0.08
Vatican City,1,,,,,1,,1248
Montserrat,1,,,,,1,,200
Nicaragua,1,1,,,,1,,0.2
St. Vincent Grenadines,1,,,,,1,,9
Sint Maarten,1,,,,,1,,23
Somalia,1,,,,,1,,0.06
Suriname,1,,,,,1,,2
Eswatini,1,,,,,1,,0.9
Togo,1,,,,,1,,0.1
