Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,Serious/Critical,TotCases/1M pop
China,80824,11,3189,13,65550,12085,4020,56.2
Italy,17660,,1266,,1439,14955,1328,292.1
Iran,11364,,514,,3529,7321,,135.3
S. Korea,8086,107,72,5,714,7300,59,157.7
Spain,5232,,133,,193,4906,272,111.9
Germany,3675,,8,,46,3621,9,43.9
France,3661,,79,,12,3570,154,56.1
USA,2329,82,50,1,41,2238,10,7.0
Switzerland,1139,,11,,4,1124,,131.6
Norway,996,,1,,1,994,27,183.7
Sweden,814,,1,,1,812,2,80.6
Netherlands,804,,10,,2,792,45,46.9
Denmark,804,,,,1,803,2,138.8
UK,798,,11,,18,769,20,11.8
Japan,738,4,21,,118,599,29,5.8
Diamond Princess,696,,7,,325,364,32,
Belgium,559,,3,,1,555,2,48.2
Austria,504,,1,,6,497,1,56.0
Qatar,320,,,,,320,,111.1
Bahrain,210,,,,44,166,1,123.4
Canada,200,2,1,,11,188,1,5.3
Singapore,200,,,,97,103,11,34.2
Australia,199,,3,,26,170,1,7.8
Malaysia,197,,,,32,165,4,6.1
Greece,190,,1,,2,187,2,18.2
Finland,155,,,,1,154,,28.0
Brazil,151,,,,1,150,2,0.7
Israel,143,,,,4,139,3,16.5
Czechia,141,,,,,141,2,13.2
Slovenia,141,,,,,141,4,67.8
Hong Kong,138,6,4,,78,56,4,18.4
Iceland,134,,,,,134,,
Portugal,112,,,,1,111,1,11.0
Iraq,101,,9,,24,68,,2.5
Kuwait,100,,,,5,95,4,23.4
Romania,95,,,,7,88,1,4.9
Egypt,93,,2,,27,64,,0.9
Ireland,90,,1,,,89,6,18.2
Saudi Arabia,86,,,,1,85,,2.5
UAE,85,,,,20,65,2,8.6
India,83,1,2,,10,71,,0.1
San Marino,80,,5,,2,73,3,
Estonia,79,,,,,79,,59.6
Lebanon,77,,3,,1,73,3,11.3
Thailand,75,,1,,35,39,1,1.1
Indonesia,69,,4,,5,60,,0.3
Poland,68,,2,,,66,3,1.8
Philippines,64,,6,1,2,56,1,0.6
Taiwan,50,,1,,20,29,,2.1
Russia,45,,,,8,37,,0.3
Vietnam,44,,,,16,28,,0.5
Chile,43,,,,,43,,2.2
Luxembourg,38,,1,,,37,,
Peru,38,,,,,38,,1.2
Brunei,37,,,,,37,,
Serbia,35,,,,,35,1,4.0
Palestine,35,,,,,35,,6.9
Argentina,34,,2,,,32,1,0.8
Albania,33,,1,,,32,,11.5
Croatia,32,,,,1,31,,7.8
Slovakia,32,,,,,32,,5.9
Bulgaria,31,,1,,,30,,4.5
Pakistan,28,,,,2,26,,0.1
Panama,27,,1,,,26,,6.3
Belarus,27,,,,3,24,,2.9
Algeria,26,,2,,10,14,,0.6
Costa Rica,26,3,,,,26,1,5.1
Georgia,25,,,,,25,1,6.3
South Africa,24,,,,,24,,0.4
Ecuador,23,,1,,,22,1,1.3
Senegal,21,,,,2,19,,1.3
Oman,19,,,,9,10,,3.7
Hungary,19,,,,1,18,,2.0
Bosnia and Herzegovina,18,,,,,18,,5.5
Latvia,17,,,,1,16,,9.0
Tunisia,16,,,,,16,2,1.4
Colombia,16,,,,,16,,0.3
Azerbaijan,15,,1,,3,11,,1.5
Mexico,15,,,,4,11,1,0.1
North Macedonia,14,,,,1,13,,6.7
Cyprus,14,,,,,14,,11.6
Malta,12,,,,1,11,,
Macao,10,,,,10,0,,
Bolivia,10,,,,,10,,0.9
Maldives,9,,,,,9,,
Morocco,8,1,1,,1,6,1,0.2
Armenia,8,,,,,8,,2.7
Jamaica,8,,,,,8,,2.7
Afghanistan,7,,,,,7,,0.2
Cambodia,7,,,,1,6,,0.4
Lithuania,6,,,,,6,,2.2
New Zealand,6,,,,,6,,1.2
Sri Lanka,6,,,,1,5,,0.3
French Guiana,6,,,,,6,,
Moldova,6,,,,,6,,1.5
Paraguay,6,,,,,6,1,0.8
Dominican Republic,5,,,,,5,,0.5
Runion,5,,,,,5,,
Turkey,5,,,,,5,,0.1
Cuba,4,,,,,4,,0.4
Kazakhstan,4,,,,,4,,0.2
Liechtenstein,4,,,,,4,,
Uruguay,4,,,,,4,,1.2
Ukraine,3,,1,,,2,,0.1
Bangladesh,3,,,,1,2,,
Channel Islands,3,,,,,3,,
Faeroe Islands,3,,,,,3,,
French Polynesia,3,,,,,3,,
Martinique,3,,,,,3,,
Puerto Rico,3,,,,,3,,1.0
Monaco,2,,,,,2,,
Nigeria,2,,,,,2,,
Aruba,2,,,,,2,,
Burkina Faso,2,,,,,2,,0.1
Cameroon,2,,,,,2,,0.1
DRC,2,,,,,2,,
Ghana,2,,,,,2,,0.1
Honduras,2,,,,,2,,0.2
Saint Martin,2,,,,,2,,
Venezuela,2,,,,,2,,0.1
Guyana,1,,1,,,0,,
Sudan,1,,1,,,0,,
Andorra,1,,,,,1,,
Jordan,1,,,,1,0,,0.1
Nepal,1,,,,1,0,,
Antigua and Barbuda,1,,,,,1,,
Bhutan,1,,,,,1,,
Cayman Islands,1,,,,,1,,
Ivory Coast,1,,,,,1,,
Curaao,1,,,,,1,,
Ethiopia,1,,,,,1,,
Gabon,1,,,,,1,,0.4
Gibraltar,1,,,,1,0,,
Guadeloupe,1,,,,,1,,
Guatemala,1,,,,,1,,0.1
Guinea,1,,,,,1,,0.1
Vatican City,1,,,,,1,,
Kenya,1,,,,,1,,
Mauritania,1,,,,,1,,0.2
Mongolia,1,,,,,1,,0.3
St. Barth,1,,,,,1,,
Saint Lucia,1,,,,,1,,
St. Vincent Grenadines,1,,,,,1,,
Suriname,1,,,,,1,,
Togo,1,,,,,1,,0.1
Trinidad and Tobago,1,,,,,1,,0.7
